id,latitude,longitude,altitude,ground_speed,fix_quality,timestamp
262,-19.90500500,-43.92782033,867.50,0.00,0,1768577695744
262,-19.90500550,-43.92782017,867.50,304.47,0,1768577695744
262,-19.90500550,-43.92782017,867.50,304.47,0,1768577695744
262,-19.90500600,-43.92782000,867.49,304.47,0,1768577695744
262,-19.90500600,-43.92782000,867.49,304.47,0,1768577695744
262,-19.90500617,-43.92782000,867.48,0.00,0,1768577695744
262,-19.90500617,-43.92782000,867.48,0.00,0,1768577695744
262,-19.90500617,-43.92781983,867.48,0.00,0,1768577695744
262,-19.90500617,-43.92781983,867.48,0.00,0,1768577695744
262,-19.90499117,-43.92782333,867.36,0.00,0,1768577695744
262,-19.90499117,-43.92782333,867.36,0.00,0,1768577695744
262,-19.90499133,-43.92782333,867.35,0.00,0,1768577695744
262,-19.90499133,-43.92782333,867.35,0.00,0,1768577695744
262,-19.90499117,-43.92782333,867.34,0.00,0,1768577695744
262,-19.90499117,-43.92782333,867.34,0.00,0,1768577695744
262,-19.90499083,-43.92782350,867.34,0.00,0,1768577695744
262,-19.90499083,-43.92782350,867.34,0.00,0,1768577695744
262,-19.90499083,-43.92782350,867.34,0.00,0,1768577695744
262,-19.90499083,-43.92782350,867.34,0.00,0,1768577695744
262,-19.90499083,-43.92782350,867.34,0.00,0,1768577695744
262,-19.90500983,-43.92782500,865.20,640.42,0,1768577695744
262,-19.90500983,-43.92782500,865.20,640.42,0,1768577695744
262,-19.90500933,-43.92782517,865.20,640.24,0,1768577695744
262,-19.90500933,-43.92782517,865.20,640.24,0,1768577695744
262,-19.90500900,-43.92782517,865.19,640.24,0,1768577695744
262,-19.90500900,-43.92782517,865.19,640.24,0,1768577695744
262,-19.90500883,-43.92782517,865.19,0.00,0,1768577695744
262,-19.90500883,-43.92782517,865.19,0.00,0,1768577695744
262,-19.90500850,-43.92782533,865.19,0.00,0,1768577695744
262,-19.90500850,-43.92782533,865.19,0.00,0,1768577695744
262,-19.90501450,-43.92782700,864.57,0.00,0,1768577695744
262,-19.90501450,-43.92782700,864.57,0.00,0,1768577695744
262,-19.90501483,-43.92782700,864.57,0.00,0,1768577695744
262,-19.90501483,-43.92782700,864.57,0.00,0,1768577695744
262,-19.90501483,-43.92782700,864.56,0.00,0,1768577695744
262,-19.90501483,-43.92782700,864.56,0.00,0,1768577695744
262,-19.90501483,-43.92782700,864.56,0.00,0,1768577695744
262,-19.90501483,-43.92782700,864.56,0.00,0,1768577695744
262,-19.90501483,-43.92782700,864.56,0.00,0,1768577695744
262,-19.90501483,-43.92782700,864.56,0.00,0,1768577695744
262,-19.90502850,-43.92782800,862.99,0.00,0,1768577695744
262,-19.90502850,-43.92782800,862.99,0.00,0,1768577695744
262,-19.90502850,-43.92782800,862.99,0.00,0,1768577695744
262,-19.90502850,-43.92782800,862.99,0.00,0,1768577695744
262,-19.90502850,-43.92782800,862.99,0.00,0,1768577695744
262,-19.90502850,-43.92782800,862.99,0.00,0,1768577695744
262,-19.90502850,-43.92782800,862.99,0.00,0,1768577695744
262,-19.90502883,-43.92782800,862.98,0.00,0,1768577695744
262,-19.90502883,-43.92782800,862.98,0.00,0,1768577695744
262,-19.90502900,-43.92782783,862.98,0.00,0,1768577695744
262,-19.90503817,-43.92782217,862.83,0.00,0,1768577695744
262,-19.90503817,-43.92782217,862.83,0.00,0,1768577695744
262,-19.90503817,-43.92782217,862.82,0.00,0,1768577695744
262,-19.90503817,-43.92782217,862.82,0.00,0,1768577695744
262,-19.90503817,-43.92782217,862.82,0.00,0,1768577695744
262,-19.90503817,-43.92782217,862.82,0.00,0,1768577695744
262,-19.90503800,-43.92782233,862.82,0.00,0,1768577695744
262,-19.90503800,-43.92782233,862.82,0.00,0,1768577695744
262,-19.90503783,-43.92782250,862.81,0.00,0,1768577695744
262,-19.90503783,-43.92782250,862.81,0.00,0,1768577695744
262,-19.90504667,-43.92781950,863.15,0.00,0,1768577695744
262,-19.90504667,-43.92781950,863.15,0.00,0,1768577695744
262,-19.90504667,-43.92781950,863.15,0.00,0,1768577695744
262,-19.90504717,-43.92781933,863.15,0.00,0,1768577695744
262,-19.90504717,-43.92781933,863.15,0.00,0,1768577695744
262,-19.90504717,-43.92781933,863.15,0.00,0,1768577695744
262,-19.90504717,-43.92781933,863.15,0.00,0,1768577695744
262,-19.90504733,-43.92781933,863.15,0.00,0,1768577695744
262,-19.90504733,-43.92781933,863.15,0.00,0,1768577695744
262,-19.90505567,-43.92781400,863.43,0.00,0,1768577695744
262,-19.90505567,-43.92781400,863.43,0.00,0,1768577695744
262,-19.90505533,-43.92781400,863.43,0.00,0,1768577695744
262,-19.90505533,-43.92781400,863.43,0.00,0,1768577695744
262,-19.90505517,-43.92781417,863.43,0.00,0,1768577695744
262,-19.90505517,-43.92781417,863.43,0.00,0,1768577695744
262,-19.90505517,-43.92781417,863.43,0.00,0,1768577695744
262,-19.90505517,-43.92781417,863.43,0.00,0,1768577695744
262,-19.90505517,-43.92781417,863.43,0.00,0,1768577695744
262,-19.90505517,-43.92781417,863.43,0.00,0,1768577695744
262,-19.90505517,-43.92781417,863.43,0.00,0,1768577695744
262,-19.90505583,-43.92780700,864.27,0.00,0,1768577695744
262,-19.90505583,-43.92780700,864.27,0.00,0,1768577695744
262,-19.90505600,-43.92780700,864.27,0.00,0,1768577695744
262,-19.90505600,-43.92780700,864.27,0.00,0,1768577695744
262,-19.90505617,-43.92780700,864.26,0.00,0,1768577695744
262,-19.90505617,-43.92780700,864.26,0.00,0,1768577695744
262,-19.90505617,-43.92780683,864.25,0.00,0,1768577695744
262,-19.90505617,-43.92780683,864.25,0.00,0,1768577695744
262,-19.90505617,-43.92780700,864.25,0.00,0,1768577695744
262,-19.90505617,-43.92780700,864.25,0.00,0,1768577695744
262,-19.90505817,-43.92780533,864.71,318.73,0,1768577695744
262,-19.90505817,-43.92780533,864.71,318.73,0,1768577695744
262,-19.90505850,-43.92780517,864.71,0.00,0,1768577695744
262,-19.90505850,-43.92780517,864.71,0.00,0,1768577695744
262,-19.90505867,-43.92780517,864.69,0.00,0,1768577695744
262,-19.90505867,-43.92780517,864.69,0.00,0,1768577695744
262,-19.90505850,-43.92780533,864.69,0.00,0,1768577695744
262,-19.90505850,-43.92780533,864.69,0.00,0,1768577695744
262,-19.90505833,-43.92780533,864.69,0.00,0,1768577695744
262,-19.90505833,-43.92780533,864.69,0.00,0,1768577695744
262,-19.90506567,-43.92780167,864.93,0.00,0,1768577695744
262,-19.90506567,-43.92780167,864.93,0.00,0,1768577695744
