id,latitude,longitude,altitude,ground_speed,timestamp
262,-19.86975433,-43.96381083,806.24,625.24,1768318566400
262,0.00000000,0.00000000,1.80,582.08,0
262,0.00000000,0.00000000,1.80,582.08,0
262,0.00000000,0.00000000,1.80,582.08,0
262,0.00000000,0.00000000,1.80,582.08,0
262,0.00000000,0.00000000,1.80,582.08,0
262,-19.86973850,-43.96381967,1.80,227.61,1768318566400
262,-19.86973850,-43.96381967,1.80,227.61,1768318566400
262,-19.86975283,-43.96381533,1.80,346.32,5702110674944
262,-19.86975283,-43.96381533,801.06,346.32,5702110674944
262,-19.86975283,-43.96381533,801.06,346.32,5702110674944
262,-19.86975283,-43.96381533,801.06,346.32,5702110674944
262,-19.86975283,-43.96381533,801.06,346.32,5702051430400
262,-19.86977767,-43.96380750,799.42,346.32,5702110674944
262,-19.86977767,-43.96380750,799.42,346.32,5702110674944
262,-19.86978350,-43.96379983,798.81,284.84,1768318566400
262,-19.86978350,-43.96379983,798.81,284.84,1768318566400
262,-19.86978600,-43.96379317,798.17,325.03,1768318566400
262,-19.86978850,-43.96378867,797.73,325.03,1768318566400
262,-19.86978850,-43.96378867,797.73,325.03,1768318566400
262,-19.86979817,-43.96378833,796.76,325.03,1768318566400
262,-19.86979817,-43.96378833,796.76,325.03,1768318566400
262,-19.86979900,-43.96379400,795.91,325.03,1768318566400
262,-19.86979650,-43.96379717,795.58,0.00,1768318566400
262,-19.86979767,-43.96379717,795.11,0.00,1768318566400
262,-19.86980400,-43.96379733,795.36,171.12,1768318566400
262,-19.86980400,-43.96379467,795.37,171.12,1768318566400
262,-19.86980450,-43.96379283,795.41,103.71,1768318566400
262,-19.86980100,-43.96379300,795.40,17.04,1768318566400
262,-19.86979467,-43.96379450,795.40,59.63,1768318566400
262,-19.86978783,-43.96379200,795.45,94.45,1768318566400
262,-19.86978367,-43.96378883,795.96,93.16,1768318566400
262,-19.86976400,-43.96378450,797.54,660.24,1768318566400
262,-19.86975017,-43.96377367,800.33,660.24,1768318566400
262,-19.86974000,-43.96375717,802.79,47.60,1768318566400
262,-19.86973217,-43.96375833,804.31,141.68,1768318566400
262,-19.86973150,-43.96374317,804.31,151.12,1768318566400
262,-19.86972600,-43.96373050,806.77,140.01,1768318566400
262,-19.86972067,-43.96371700,807.37,129.45,1768318566400
262,-19.86971467,-43.96370133,807.37,152.79,1768318566400
262,-19.86971200,-43.96368283,809.25,149.83,1768318566400
262,-19.86970583,-43.96366733,809.90,105.01,1768318566400
262,-19.86969683,-43.96365317,810.73,91.86,1768318566400
262,-19.86968867,-43.96364383,811.45,91.86,1768318566400
262,-19.86968250,-43.96363050,812.16,65.93,1768318566400
262,-19.86967150,-43.96361467,812.55,95.75,1768318566400
262,-19.86966433,-43.96360750,812.80,95.75,1768318566400
262,-19.86965850,-43.96360017,812.82,133.53,1768318566400
262,-19.86965250,-43.96359450,813.13,125.75,1768318566400
262,-19.86964450,-43.96359417,813.13,77.41,1768318566400
262,-19.86963483,-43.96359217,814.16,627.46,1768318566400
262,-19.86962550,-43.96358350,814.04,83.53,1768318566400
262,-19.86961850,-43.96357617,814.04,9.45,1768318566400
262,-19.86961167,-43.96356950,814.62,45.19,1768318566400
262,-19.86960683,-43.96356083,814.67,70.75,1768318566400
262,-19.86960533,-43.96355450,814.56,158.16,1768318566400
262,-19.86960200,-43.96354450,814.40,66.67,1768318566400
262,0.00000000,0.00000000,814.40,89.08,0
262,-19.86958900,-43.96353350,814.67,22.96,1768318566400
262,-19.86957500,-43.96352683,814.28,22.96,1768318566400
262,-19.86956450,-43.96352017,814.28,76.12,1768318566400
262,-19.86955600,-43.96351433,813.72,80.56,1768318566400
262,-19.86955600,-43.96351433,813.72,80.56,1768318566400
262,-19.86953800,-43.96350283,813.41,38.52,1768318566400
262,-19.86952533,-43.96349800,813.12,648.01,1768318566400
262,-19.86951533,-43.96349800,813.12,620.42,1768318566400
262,-19.86950650,-43.96350100,812.84,603.01,1768318566400
262,-19.86950650,-43.96350100,812.84,603.01,1768318566400
262,-19.86949417,-43.96350350,812.84,633.01,1768318566400
262,-19.86949417,-43.96350350,812.84,633.01,1768318566400
262,195.03500000,0.00000000,812.84,5.56,6456296341504
262,195.03500000,0.00000000,812.84,5.56,6456296341504
262,195.03500000,0.00000000,812.84,5.56,6456296341504
262,-19.86945083,-43.96353933,812.84,3.70,5698568060928
262,-19.86945083,-43.96353933,812.84,3.70,5698568060928
262,-19.86945083,-43.96353933,812.84,3.70,5698568060928
262,-19.86943050,-43.96355533,812.84,588.57,1768318566400
262,-19.86943050,-43.96355533,809.91,588.57,1768318566400
262,-19.86943050,-43.96355533,809.91,588.57,1768318566400
262,-19.86943050,-43.96355533,809.91,588.57,1768318566400
262,-19.86943050,-43.96355533,809.91,588.57,1768318566400
262,-19.86943050,-43.96355533,809.91,588.57,1768318566400
262,-19.86939333,-43.96358133,809.12,588.57,1768318566400
262,-19.86939333,-43.96358133,809.12,588.57,1768318566400
262,-19.86937933,-43.96360000,809.29,573.01,1768318566400
262,-19.86937083,-43.96360850,809.30,573.01,1768318566400
262,-19.86937083,-43.96360850,809.30,573.01,1768318566400
262,-19.86935233,-43.96362750,809.16,589.86,1768318566400
262,-19.86934333,-43.96363367,808.90,589.86,1768318566400
262,-19.86933383,-43.96361850,808.72,595.42,1768318566400
262,-19.86932933,-43.96361983,808.30,595.42,1768318566400
262,-19.86932933,-43.96361983,808.30,595.42,1768318566400
262,-19.86932033,-43.96362967,808.49,534.67,1768318566400
262,-19.86931900,-43.96363600,808.74,534.67,1768318566400
262,-19.86931600,-43.96363817,808.74,535.23,1768318566400
262,-19.86931433,-43.96364400,808.10,495.04,1768318566400
262,-19.86931567,-43.96365533,807.65,456.33,1768318566400
262,-19.86932150,-43.96366533,807.65,446.70,1768318566400
262,-19.86933050,-43.96367883,807.20,440.59,1768318566400
262,-19.86933950,-43.96369217,807.15,431.70,1768318566400
262,-19.86934767,-43.96370467,807.15,423.18,1768318566400
262,-19.86935483,-43.96371650,807.20,415.03,1768318566400
262,-19.86936150,-43.96372550,807.37,426.15,1768318566400
262,-19.86936950,-43.96373217,807.46,405.22,1768318566400
262,-19.86937467,-43.96374300,807.98,419.66,1768318566400
262,-19.86938300,-43.96375367,808.11,430.59,1768318566400
262,-19.86938867,-43.96376350,808.45,437.26,1768318566400
262,-19.86939567,-43.96377467,808.38,430.03,1768318566400
262,-19.86940267,-43.96378950,808.55,419.66,1768318566400
262,-19.86941017,-43.96380050,808.85,415.59,1768318566400
262,-19.86941633,-43.96381000,808.92,415.59,1768318566400
262,-19.86942317,-43.96382050,809.30,425.03,1768318566400
262,-19.86943150,-43.96383233,809.60,424.85,1768318566400
262,-19.86943817,-43.96384317,809.82,424.85,1768318566400
262,-19.86944033,-43.96385267,8102.00,456.15,1768318566400
262,-19.86944383,-43.96386017,810.18,441.52,1768318566400
262,-19.86944600,-43.96387033,810.46,441.52,1768318566400
262,-19.86945083,-43.96388133,810.52,445.41,1768318566400
262,-19.86945533,-43.96388933,810.55,437.63,1768318566400
262,-19.86946250,-43.96389883,810.55,420.22,1768318566400
262,-19.86947067,-43.96390817,810.81,430.40,1768318566400
262,-19.86947817,-43.96391983,810.92,441.70,1768318697472
262,-19.86948667,-43.96392867,810.92,438.92,1768318697472
262,-19.86949567,-43.96393333,811.03,419.48,1768318697472
262,-19.86950400,-43.96393917,811.03,405.96,1768318697472
262,-19.86951383,-43.96394550,811.03,418.00,1768318697472
262,-19.86952517,-43.96395267,811.08,394.11,1768318697472
262,-19.86953550,43.96395517,811.08,1.48,5793348845568
262,-19.86954700,-43.96396000,811.08,391.51,1768318697472
262,-19.86955517,-43.96396617,811.28,410.22,1768318697472
262,-19.86956133,-43.96397367,811.28,40.74,5603960291328
262,-19.86956767,-43.96398383,811.28,424.29,1768318697472
262,-19.86956767,-43.96398383,811.28,424.29,1768318697472
262,0.00000000,0.00000000,1.90,429.66,0
262,0.00000000,0.00000000,1.90,429.66,0
262,0.00000000,0.00000000,1.90,429.66,0
262,195.03626667,0.00000000,1.90,418.18,1768318697472
262,195.03626667,0.00000000,1.90,418.18,1768318697472
262,195.03626667,0.00000000,1.90,418.18,1768318697472
262,-19.86963500,-43.96405000,2.00,438.55,1768318697472
262,-19.86963500,-43.96405000,2.00,438.55,1768318697472
262,-19.86963500,-43.96405000,2.00,438.55,1768318697472
262,-19.86963500,-43.96405000,2.00,438.55,1768318697472
262,-19.86963500,-43.96405000,2.00,438.55,1768318697472
262,-19.86963500,-43.96405000,2.00,438.55,1768318697472
262,-19.86963500,-43.96405000,2.00,438.55,1768318697472
262,-19.86963500,-43.96405000,2.00,438.55,1768318697472
262,-19.86969050,-43.96410383,811.85,438.55,1768318697472
262,-19.86969050,-43.96410383,811.85,438.55,1768318697472
262,-19.86969050,-43.96410383,811.85,438.55,1768318697472
262,-19.86971617,-43.96412567,812.12,438.55,1768318697472
262,-19.86972217,-43.96413933,812.12,439.48,1768318697472
262,-19.86972633,-43.96415533,813.21,447.44,1768318697472
262,-19.86972983,-43.96416833,813.40,447.44,1768318697472
262,-19.86972983,-43.96416833,813.40,447.44,1768318697472
262,-19.86974133,-43.96419450,813.52,423.92,1768318697472
262,-19.86974933,-43.96420783,813.63,423.92,1768318697472
262,-19.86975650,-43.96421500,813.63,425.96,1768318697472
262,-19.86976350,-43.96422233,813.89,430.96,1768318697472
262,-19.86977100,-43.96423000,813.95,418.18,1768318697472
262,-19.86977617,-43.96423867,813.89,432.81,1768318697472
262,-19.86978133,-43.96424650,813.86,440.59,1768318697472
262,-19.86978633,-43.96425667,813.83,433.00,1768318697472
262,-19.86979367,-43.96427150,814.10,430.78,1768318697472
262,-19.86980200,-43.96428150,814.08,430.78,1768318697472
262,-19.86980800,-43.96428783,814.05,424.29,1768318697472
262,-19.86981633,-43.96429283,814.32,415.22,1768318697472
262,-19.86982150,-43.96429650,814.30,415.22,1768318697472
262,-19.86982817,-43.96430550,814.26,410.77,1768318697472
262,-19.86983717,-43.96431267,814.30,390.96,1768318697472
262,-19.86984367,-43.96432250,814.27,390.96,1768318697472
262,-19.86985217,-43.96433367,814.03,422.63,1768318697472
262,-19.86986083,-43.96434717,814.21,441.33,1768318697472
262,-19.86986767,-43.96436517,814.21,456.52,1768318697472
262,-19.86986567,-43.96438383,814.09,438.92,1768318697472
262,-19.86986633,-43.96440750,814.13,442.81,1768318697472
262,-19.86986567,-43.96442700,814.13,446.70,1768318697472
262,-19.86987133,-43.96444400,814.11,427.63,1768318697472
262,-19.86987667,-43.96445967,814.05,422.44,1768318697472
262,-19.86988417,-43.96447117,814.05,415.40,1768318697472
262,-19.86989150,-43.96447883,814.20,407.07,1768318697472
262,-19.86989717,-43.96448683,814.38,412.81,1768318697472
262,-19.86990400,-43.96449550,814.38,404.29,1768318697472
262,-19.86991317,-43.96450267,814.50,407.07,1768318697472
262,-19.86992267,-43.96451100,814.52,430.40,1768318697472
262,-19.86993283,-43.96452000,814.56,440.59,1768318697472
262,-19.86994233,-43.96452683,814.67,429.85,1768318697472
262,-19.86995100,-43.96453450,814.86,430.96,1768318697472
262,-19.86996133,-43.96454183,815.08,429.11,1768318697472
262,-19.86996883,-43.96455233,814.99,429.11,1768318697472
262,-19.86997733,-43.96456183,814.99,426.15,1768318697472
262,-19.86998433,-43.96457300,815.15,420.22,1768318697472
262,-19.86998433,-43.96457300,815.15,420.22,1768318697472
262,-19.87000233,-43.96459017,815.39,425.22,1768318697472
262,-19.87001167,-43.96459783,815.30,426.33,1768318697472
262,-19.87001967,-43.96460983,815.30,419.11,1768318697472
262,-19.87001967,-43.96460983,815.30,419.11,1768318697472
262,0.00000000,-43.96460983,815.30,419.11,0
262,-19.87004017,-43.96463550,815.30,432.81,1768318697472
262,-19.87004650,-43.96464600,815.63,429.85,1768318697472
262,-19.87005467,0.00000000,815.63,7.41,6206168498176
262,-19.87006350,-43.96466200,815.63,418.55,1768318697472
262,-19.87006350,-43.96466200,815.63,418.55,1768318697472
262,-19.87008083,-43.96467933,815.63,429.85,1010936315904
262,-19.87008833,-43.96468950,815.84,438.55,1768318697472
262,-19.87008833,-43.96468950,815.84,438.55,1768318697472
262,-19.87008833,-43.96468950,815.84,438.55,1768318697472
262,-19.87008833,-43.96468950,815.84,438.55,1768318697472
262,-19.87008833,-43.96468950,815.84,438.55,1768318697472
262,-19.87008833,-43.96468950,815.84,438.55,1768318697472
262,-19.87008833,-43.96468950,815.84,438.55,1768318697472
262,-19.87008833,-43.96468950,815.84,438.55,1768318697472
262,-19.87014550,-43.96474217,815.83,438.55,1768318697472
262,-19.87014550,-43.96474217,815.83,438.55,1768318697472
262,-19.87014550,-43.96474217,815.83,438.55,1768318697472
262,-19.87014550,-43.96474217,815.83,438.55,1768318697472
262,-19.87019033,-43.96475083,815.06,336.88,1768318697472
262,-19.87020433,-43.96474983,814.83,336.88,1768318697472
262,-19.87020433,-43.96474983,814.83,336.88,1768318697472
262,-19.87022917,-43.96474417,814.37,298.91,1768318697472
262,-19.87022917,-43.96474417,814.37,298.91,1768318697472
262,-19.87025100,-43.96473917,813.92,273.17,1768318697472
262,-19.87025100,-43.96473917,813.92,273.17,1768318697472
262,-19.87026617,-43.96472283,813.49,273.17,1768318697472
262,-19.87026967,-43.96471383,813.24,153.72,1768318697472
262,-19.87026850,-43.96470367,813.00,153.72,1768318697472
262,-19.87026650,-43.96468983,812.79,144.46,1768318697472
262,-19.87026700,-43.96467550,812.62,144.46,1768318697472
262,-19.87026750,-43.96466133,812.49,181.50,1768318697472
262,-19.87026833,-43.96464750,812.40,181.87,1768318697472
262,-19.87027000,-43.96463550,812.13,188.53,1768318697472
262,-19.87027167,-43.96462283,812.13,172.98,1768318697472
262,-19.87027183,-43.96461133,811.65,166.87,1768318697472
262,-19.87027117,-43.96460183,811.45,157.42,1768318697472
262,-19.87027117,-43.96459183,811.28,161.68,1768318697472
262,-19.87026933,-43.96458000,811.18,138.16,1768318697472
262,-19.87026700,-43.96456783,811.04,138.16,1768318697472
262,-19.87026767,-43.96455533,810.87,186.13,1768318697472
262,-19.87026800,-43.96454433,810.67,158.53,1768318697472
262,-19.87026617,-43.96453217,810.55,162.05,1768318697472
262,-19.87026750,-43.96452000,810.55,187.61,1768318697472
262,-19.87026767,-43.96450550,810.40,171.50,1768318697472
262,-19.87026617,-43.96448917,810.41,117.05,1768318697472
262,-19.87026133,-43.96447817,810.35,121.31,1768318697472
262,-19.87026017,-43.96446867,810.28,173.35,1768318697472
262,-19.87025650,-43.96445567,810.18,173.35,1768318697472
262,-19.87024917,-43.96443817,810.05,178.90,1768318697472
262,-19.87024267,-43.96442383,810.09,213.91,1768318697472
262,-19.87023650,-43.96440867,810.03,225.02,1768318697472
262,-19.87023517,-43.96439183,810.03,222.43,1768318697472
262,-19.87022567,-43.96437683,809.86,173.16,1768318697472
262,-19.87021650,-43.96436633,809.97,220.94,1768318697472
262,-19.87020967,-43.96435467,810.06,192.79,1768318697472
262,-19.87020000,-43.96434467,810.32,163.90,1768318697472
262,-19.87019100,-43.96433617,810.62,163.90,1768318697472
262,-19.87019217,-43.96432517,810.63,191.50,1768318828544
262,-19.87019167,-43.96431683,810.58,125.38,1768318828544
262,-19.87018600,-43.96430983,810.52,105.01,1768318828544
262,-19.87018017,-43.96430183,810.52,101.67,1768318828544
262,-19.87018067,-43.96429350,810.52,163.16,1768318828544
262,-19.87017633,-43.96428500,3.00,104.45,1768318828544
262,-19.87017417,-43.96427750,810.69,92.04,1768318828544
262,-19.87017467,-43.96427017,810.69,95.93,1768318828544
262,-19.87017650,-43.96426350,810.78,95.93,1768318828544
262,-19.87017133,-43.96425567,810.88,66.67,1768318828544
262,-19.87016867,4.00000000,810.88,3.33,5793349369856
262,-19.87016883,-43.96423133,811.18,143.53,1768318828544
262,-19.87016883,-43.96423133,811.18,143.53,1768318828544
262,-19.87018050,-43.96421133,811.15,213.54,1768318828544
262,-19.87018800,-43.96420033,811.15,0.00,5225182658560
262,-19.87019133,-43.96418550,811.13,188.53,1768318828544
262,-19.87019133,-43.96418550,811.13,188.53,1768318828544
262,-19.87019133,-43.96418550,811.13,188.53,1768318828544
262,-19.87020333,-43.96414167,811.13,209.09,1768318828544
262,-19.87020333,-43.96414167,811.13,209.09,1768318828544
262,-19.87020950,-43.96411233,811.13,197.79,1768318828544
262,-19.87020950,-43.96411233,811.13,197.79,1768318828544
262,-19.87021033,43.95000000,811.13,123.53,1768318828544
262,-19.87021033,43.95000000,811.13,123.53,1768318828544
262,-19.87021033,43.95000000,811.13,123.53,1768318828544
262,-19.87021033,43.95000000,811.13,123.53,1768318828544
262,195.03666667,0.00000000,811.13,7.41,6458629423104
262,-19.87016700,-43.96405817,812.99,7.41,6458629423104
262,-19.87016700,-43.96405817,812.99,7.41,6458629423104
262,-19.87016700,-43.96405817,812.99,7.41,6458629423104
262,-19.87014350,-43.96404450,813.54,7.41,6458629423104
262,-19.87014350,-43.96404450,813.54,7.41,6458629423104
262,-19.87012617,-43.96403517,813.38,138.34,1768318828544
262,-19.87012617,-43.96403517,813.38,138.34,1768318828544
262,-19.87011800,-43.96403267,813.51,0.00,1768318828544
262,-19.87011800,-43.96403267,813.51,0.00,1768318828544
262,-19.87011800,-43.96403267,813.51,0.00,1768318828544
262,-19.87011800,-43.96403267,813.51,114.08,1768318828544
262,-19.87011800,-43.96403267,813.51,114.08,1768318828544
262,-19.87010717,-43.96400867,814.00,188.35,1768318828544
262,-19.87010700,-43.96400117,813.93,188.35,1768318828544
262,-19.87010633,-43.96399217,813.93,154.46,1768318828544
262,-19.87010617,-43.96397883,813.82,139.64,1768318828544
262,-19.87010533,-43.96396933,813.75,195.20,1768318828544
262,-19.87010417,-43.96395667,813.75,148.72,1768318828544
262,-19.87010033,-43.96394667,813.88,143.90,1768318828544
262,-19.87009600,-43.96393617,813.88,108.71,1768318828544
262,-19.87009150,-43.96392883,813.76,96.49,1768318828544
262,-19.87008533,-43.96392333,813.67,96.49,1768318828544
262,-19.87008317,-43.96391717,813.63,182.79,1768318828544
262,-19.87008317,-43.96391717,813.63,0.00,1768318828544
262,-19.87008317,-43.96391717,813.63,0.00,1768318828544
262,-19.87008317,-43.96391717,813.63,303.17,1768318828544
262,-19.87008317,-43.96391717,813.63,130.57,1768318828544
262,-19.87008317,-43.96391717,813.63,67.41,1768318828544
262,-19.87008017,-43.96390867,813.60,157.61,1768318828544
262,-19.87007617,-43.96389750,813.55,131.31,1768318828544
262,-19.87006683,-43.96388683,813.55,103.53,1768318828544
262,-19.87005633,-43.96387717,812.94,141.68,1768318828544
262,-19.87004650,-43.96386867,812.72,170.20,1768318828544
262,-19.87003967,-43.96385717,812.72,137.42,1768318828544
262,-19.87003167,-43.96384717,812.44,139.09,1768318828544
262,-19.87002600,-43.96383867,812.19,216.31,1768318828544
262,-19.87002483,-43.96383317,812.03,235.02,1768318828544
262,-19.87002600,-43.96382867,811.84,172.79,1768318828544
262,-19.87002283,-43.96382367,811.67,130.57,1768318828544
262,-19.87002167,-43.96381833,811.49,183.53,1768318828544
262,-19.87002250,-43.96381333,811.31,183.53,1768318828544
262,-19.87002550,-43.96381300,811.19,463.19,1768318828544
262,-19.87002750,-43.96381750,810.98,449.67,1768318828544
262,-19.87003017,-43.96382200,810.98,421.70,1768318828544
262,-19.87003383,-43.96382667,810.56,422.81,1768318828544
262,195.03670117,-43.96382667,810.56,422.81,1768318828544
262,-19.87004233,-43.96383167,810.56,233.54,1768318828544
262,-19.87004467,-43.96382483,809.94,182.79,1768318828544
262,-19.87004300,-43.96381517,809.73,120.75,1768318828544
262,-19.87003700,-43.96380283,809.53,110.38,1768318828544
262,-19.87002733,-43.96378667,809.33,110.38,1768318828544
262,-19.87001533,-43.96376933,809.14,94.08,1768318828544
262,-19.87000150,-43.96375117,808.95,97.97,1768318828544
262,-19.86998633,-43.96373100,808.95,96.12,1768318828544
262,-19.86996983,-43.96370967,808.59,92.60,1768318828544
262,-19.86995333,-43.96368767,808.59,95.56,1768308998144
262,-19.86993600,-43.96366700,808.26,78.52,1768318828544
262,-19.86993600,-43.96366700,808.26,78.52,1768318828544
262,-19.86989867,-43.96364100,807.96,45.74,1768318828544
262,-19.86988267,43.15000000,807.96,0.00,5288341012480
262,-19.86987133,-43.96362950,807.66,25.00,1768318828544
262,-19.86987133,-43.96362950,807.66,25.00,1768318828544
262,-19.86985733,-43.96363117,807.40,660.24,1768318828544
262,-19.86985733,-43.96363117,807.40,660.24,1768318828544
262,-19.86985033,-43.96364100,807.40,587.27,1768318828544
262,-19.86985033,-43.96364100,807.40,587.27,1768318828544
