index,TEMPERATURE,1,2,3,4,5,6,7
0,-375,0,0,0,0,0,0,0
1,-388,0,0,0,0,0,0,0
2,-386,0,-59,0,0,0,0,0
3,-382,0,0,0,0,0,0,0
4,-386,-9,-1,0,0,0,0,0
5,-386,0,0,0,0,0,0,0
6,-382,0,0,0,0,0,0,0
7,-375,0,0,0,0,0,0,0
8,-371,-8,-2,0,0,0,0,0
9,-371,0,0,0,0,0,0,0
10,-361,0,-1,0,0,0,0,0
11,-358,0,0,0,0,0,0,0
12,-355,-8,-1,0,0,0,0,0
13,-351,0,0,0,0,0,0,0
14,-360,-8,-1,0,0,0,0,0
15,-349,0,0,0,0,0,0,0
16,-359,-9,0,0,0,0,0,0
17,-353,0,0,0,0,0,0,0
18,-357,-8,-1,0,0,0,0,0
19,-342,0,0,0,0,0,0,0
20,-353,-7,0,0,0,0,0,0
21,-338,0,0,0,0,0,0,0
22,-336,0,-1,0,0,0,0,0
23,-340,10,0,0,0,0,0,0
24,-334,-7,-1,0,0,0,0,0
25,-334,0,0,0,0,0,0,0
26,-355,0,0,0,0,0,0,0
27,-332,0,0,0,0,0,0,0
28,-336,0,0,0,0,0,0,0
29,-344,0,-1,0,0,0,0,0
30,-340,-9,-1,0,0,0,0,0
31,-330,0,0,0,0,0,0,0
32,-332,0,2,0,0,0,0,0
33,-338,-8,-1,0,0,0,0,0
34,-334,-7,1,0,0,0,0,0
35,-332,0,0,0,0,0,0,0
36,-335,0,0,0,0,0,0,0
37,-330,0,-2,0,0,0,0,0
38,-327,0,0,0,0,0,0,0
39,-327,-8,0,0,0,0,0,0
40,-330,0,0,0,0,0,0,0
41,-328,-7,-1,0,0,0,0,0
42,-330,10,0,0,0,0,0,0
43,-328,0,0,0,0,0,0,0
44,-328,0,0,0,0,0,0,0
45,-327,0,0,0,0,0,0,0
46,-332,0,0,0,0,0,0,0
47,-321,0,0,0,0,0,0,0
48,-327,0,-1,0,0,0,0,0
49,-323,-8,0,0,0,0,0,0
50,-324,-7,0,0,0,0,0,0
51,-325,0,0,0,0,0,0,0
52,-324,0,0,0,0,0,0,0
53,-334,0,0,0,0,0,0,0
54,-328,0,0,0,0,0,0,0
55,-329,0,0,0,0,0,0,0
56,-322,-6,-1,0,0,0,0,0
57,-329,0,0,0,0,0,0,0
58,-327,0,-25,0,0,0,0,0
59,-326,0,0,0,0,0,0,0
60,-323,0,0,0,0,0,0,0
61,-322,0,0,0,0,0,0,0
62,-324,0,-1,0,0,0,0,0
63,-324,10,0,0,0,0,0,0
64,-318,0,0,0,0,0,0,0
65,-324,0,0,0,0,0,0,0
66,-330,0,0,0,0,0,0,0
67,-307,-7,-1,0,0,0,0,0
68,-326,0,0,0,0,0,0,0
69,-331,0,-2,0,0,0,0,0
70,-324,0,-1,0,0,0,0,0
71,-322,0,0,0,0,0,0,0
72,-313,0,0,0,0,0,0,0
73,-323,0,0,0,0,0,0,0
74,-325,-6,-2,0,0,0,0,0
75,-316,0,0,0,0,0,0,0
76,-325,0,-1,0,0,0,0,0
77,-326,0,0,0,0,0,0,0
78,-326,0,-1,0,0,0,0,0
79,-327,0,0,0,0,0,0,0
80,-326,0,0,0,0,0,0,0
81,-322,-7,1,0,0,0,0,0
82,-327,0,0,0,0,0,0,0
83,-320,-8,-1,0,0,0,0,0
84,-324,0,0,0,0,0,0,0
85,-320,-7,0,0,0,0,0,0
86,-313,0,0,0,0,0,0,0
87,-320,-7,0,0,0,0,0,0
88,-318,0,0,0,0,0,0,0
89,-309,0,0,0,0,0,0,0
90,-320,0,0,0,0,0,0,0
91,-326,0,0,0,0,0,0,0
92,-326,10,0,0,0,0,0,0
93,-324,0,0,0,0,0,0,0
94,-309,0,0,0,0,0,0,0
95,-324,0,0,0,0,0,0,0
96,-316,-8,-1,0,0,0,0,0
97,-322,0,0,0,0,0,0,0
98,-316,-7,0,0,0,0,0,0
99,-320,0,0,0,0,0,0,0
100,-324,0,-1,0,0,0,0,0
101,-318,0,0,0,0,0,0,0
102,-320,-7,1,0,0,0,0,0
103,-320,0,0,0,0,0,0,0
104,-324,0,0,0,0,0,0,0
