index,date,SPEED_L_MOTOR,TORQUE_L_MOTOR,POWER_L_MOTOR
0,1782666859017,0,0,0
1,1782666859017,0,0,0
2,1782666859898,0,0,0
3,1782666860550,0,0,0
4,1782666860882,0,0,0
5,1782666861132,0,0,0
6,1782666861664,0,0,0
7,1782666862014,0,0,0
8,1782666862281,0,0,0
9,1782666862614,0,0,0
10,1782666862948,0,0,0
11,1782666863747,0,0,0
12,1782666863997,0,0,0
13,1782666864364,0,0,0
14,1782666864730,0,0,0
15,1782666865015,0,0,0
16,1782666867599,0,0,0
17,1782666867932,0,0,0
18,1782666868282,0,0,0
19,1782666870285,0,0,0
20,1782666870632,0,0,0
21,1782666870932,0,0,0
22,1782666872282,0,0,0
23,1782666874632,0,0,0
24,1782666874949,0,0,0
25,1782666875299,0,0,0
26,1782666875615,0,0,0
27,1782666875882,0,0,0
28,1782666876082,0,0,0
29,1782666876432,0,0,0
30,1782666876664,0,0,0
31,1782666877031,0,0,0
32,1782666877347,0,0,0
33,1782666877698,0,0,0
34,1782666878515,0,0,0
35,1782666878832,0,0,0
36,1782666882381,0,0,0
37,1782666882649,0,0,0
38,1782666883032,0,0,0
39,1782666883549,0,0,0
40,1782666883915,0,0,0
41,1782666884215,0,0,0
42,1782666887782,0,0,0
43,1782666889248,0,0,0
44,1782666889515,0,0,0
45,1782666890282,0,0,0
46,1782666890582,0,0,0
47,1782666891131,0,0,0
48,1782666891465,0,0,0
49,1782666895798,0,0,0
50,1782666896999,0,0,0
51,1782666897298,0,0,0
52,1782666898149,0,0,0
53,1782666898699,0,0,0
54,1782666898915,0,0,0
55,1782666899315,0,0,0
56,1782666899582,0,0,0
57,1782666900682,0,0,0
58,1782666901048,0,0,0
59,1782666901382,0,0,0
60,1782666904251,0,0,0
61,1782666904565,0,0,0
62,1782666904966,0,0,0
63,1782666905300,0,0,0
64,1782666905816,0,0,0
65,1782666906115,0,0,0
66,1782666906465,0,0,0
67,1782666906765,0,0,0
68,1782666907982,0,0,0
69,1782666908233,0,0,0
70,1782666912316,0,0,0
71,1782666913482,0,0,0
72,1782666913815,0,0,0
73,1782666914166,0,0,0
74,1782666914815,0,0,0
75,1782666915332,0,0,0
76,1782666915615,0,0,0
77,1782666915965,0,0,0
78,1782666920299,0,0,0
79,1782666920632,0,0,0
80,1782666920899,0,0,0
81,1782666922617,0,0,0
82,1782666923099,0,0,0
83,1782666923715,0,0,0
84,1782666923965,0,0,0
85,1782666924299,0,0,0
86,1782666924616,0,0,0
87,1782666924932,0,0,0
88,1782666925499,0,0,0
89,1782666925766,0,0,0
90,1782666926183,0,0,0
91,1782666927649,0,0,0
92,1782666927916,0,0,0
93,1782666928216,0,0,0
94,1782666930566,0,0,0
95,1782666938466,0,0,0
96,1782666938783,0,0,0
97,1782666939099,0,0,0
98,1782666939499,0,0,0
99,1782666939783,0,0,0
100,1782666939883,0,0,0
101,1782666940250,0,0,0
102,1782666940616,0,0,0
103,1782666940883,0,0,0
104,1782666941216,0,0,0
105,1782666944982,0,0,0
106,1782666945599,0,0,0
107,1782666945866,0,0,0
108,1782666946466,0,0,0
109,1782666947100,0,0,0
110,1782666947199,0,0,0
111,1782666947783,0,0,0
112,1782666948099,0,0,0
