Data/Hora,Variavel,Arquivo,Valor Atingido,Condicao,Descricao
2026-06-28 14:33:26,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,71.950000000000003,Menor que 72.000000,
2026-06-28 14:36:28,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 14:36:28,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 14:38:06,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 14:38:06,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 14:41:43,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,70.629999999999995,Menor que 72.000000,
2026-06-28 14:41:44,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4100000000000001,Menor que 2.500000,
2026-06-28 14:50:43,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 14:50:43,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 14:50:50,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4199999999999999,Menor que 2.500000,
2026-06-28 14:50:50,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,69.340000000000003,Menor que 72.000000,
2026-06-28 14:58:30,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,70.790000000000006,Menor que 72.000000,
2026-06-28 15:02:09,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 15:02:09,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 15:07:10,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,70.620000000000005,Menor que 72.000000,
2026-06-28 15:21:07,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 15:21:07,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 15:21:57,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 15:21:57,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 15:22:35,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 15:22:35,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 15:23:35,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 15:23:35,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 15:30:53,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 15:30:53,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 15:38:48,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,70.700000000000003,Menor que 72.000000,
2026-06-28 15:38:48,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4700000000000002,Menor que 2.500000,
2026-06-28 15:50:39,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,71.189999999999998,Menor que 72.000000,
2026-06-28 15:53:57,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.12,Menor que 2.500000,
2026-06-28 15:53:57,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 15:55:07,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.46,Menor que 2.500000,
2026-06-28 15:57:11,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.48,Menor que 2.500000,
2026-06-28 15:58:44,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.31,Menor que 2.500000,
2026-06-28 15:58:44,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 15:58:52,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.31,Menor que 2.500000,
2026-06-28 15:58:52,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 15:59:46,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,1.79,Menor que 2.500000,
2026-06-28 15:59:59,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 15:59:59,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 16:09:17,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 16:09:17,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 16:12:09,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 16:12:09,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 16:12:21,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4700000000000002,Menor que 2.500000,
2026-06-28 16:15:14,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4700000000000002,Menor que 2.500000,
2026-06-28 16:15:15,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4199999999999999,Menor que 2.500000,
2026-06-28 16:15:20,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4700000000000002,Menor que 2.500000,
2026-06-28 16:15:31,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4500000000000002,Menor que 2.500000,
2026-06-28 16:15:36,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4199999999999999,Menor que 2.500000,
2026-06-28 16:16:00,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,0.13,Menor que 2.500000,
2026-06-28 16:16:00,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,0,Menor que 72.000000,
2026-06-28 16:21:04,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4399999999999999,Menor que 2.500000,
2026-06-28 16:34:12,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4900000000000002,Menor que 2.500000,
2026-06-28 16:34:16,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4900000000000002,Menor que 2.500000,
2026-06-28 16:34:24,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4100000000000001,Menor que 2.500000,
2026-06-28 16:37:15,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.48,Menor que 2.500000,
2026-06-28 16:40:23,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.3799999999999999,Menor que 2.500000,
2026-06-28 16:40:23,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,71.870000000000005,Menor que 72.000000,
2026-06-28 16:40:31,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.46,Menor que 2.500000,
2026-06-28 16:40:43,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4300000000000002,Menor que 2.500000,
2026-06-28 16:40:45,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.3999999999999999,Menor que 2.500000,
2026-06-28 16:40:45,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,71.879999999999995,Menor que 72.000000,
2026-06-28 16:46:05,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4700000000000002,Menor que 2.500000,
2026-06-28 16:46:20,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4700000000000002,Menor que 2.500000,
2026-06-28 16:46:25,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.3999999999999999,Menor que 2.500000,
2026-06-28 16:46:28,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.29,Menor que 2.500000,
2026-06-28 16:46:28,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,70.790000000000006,Menor que 72.000000,
2026-06-28 16:46:31,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4399999999999999,Menor que 2.500000,
2026-06-28 16:46:31,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,71.829999999999998,Menor que 72.000000,
2026-06-28 16:49:33,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.4300000000000002,Menor que 2.500000,
2026-06-28 16:49:33,TRACTIVE_VOLTAGE,ACCUMULATOR_PARAMS,71.5,Menor que 72.000000,
2026-06-28 16:54:43,MIN_CELL_VOLTAGE,ACCUMULATOR_PARAMS,2.3599999999999999,Menor que 2.500000,
