index,date,ENERGY_R_MOTOR,OVERLOAD_R_MOTOR,TEMPERATURE1_R,TEMPERATURE2_R
0,1782666859016,0,0,0,0
1,1782666859017,0,0,0,0
2,1782666859648,0,0,0,0
3,1782666860031,0,2304,0,0
4,1782666860365,0,0,0,0
5,1782666861280,0,0,0,0
6,1782666861431,0,0,0,0
7,1782666862148,0,0,0,0
8,1782666863881,0,0,0,0
9,1782666864148,0,0,0,0
10,1782666865914,0,0,0,0
11,1782666867164,0,0,0,0
12,1782666867398,0,0,0,0
13,1782666868065,0,0,0,0
14,1782666868415,0,0,0,0
15,1782666868582,0,0,0,0
16,1782666869399,0,0,0,0
17,1782666869765,0,0,0,0
18,1782666870082,0,0,0,0
19,1782666870448,0,0,0,0
20,1782666870749,0,0,0,0
21,1782666871066,0,0,0,0
22,1782666871449,0,0,0,0
23,1782666872048,0,0,0,0
24,1782666872399,0,0,0,0
25,1782666872716,0,0,0,0
26,1782666873052,0,0,0,0
27,1782666873266,0,0,0,0
28,1782666874082,0,0,0,0
29,1782666874348,0,0,0,0
30,1782666874788,0,0,0,0
31,1782666875082,0,0,0,0
32,1782666876015,0,0,0,0
33,1782666876216,0,0,0,0
34,1782666876565,0,0,0,0
35,1782666876847,0,0,0,0
36,1782666877181,0,0,0,0
37,1782666880398,0,0,0,0
38,1782666880650,0,0,0,0
39,1782666881799,0,0,0,0
40,1782666882132,0,0,0,0
41,1782666882516,0,0,0,0
42,1782666882848,0,0,0,0
43,1782666883332,0,0,0,0
44,1782666883716,0,0,0,0
45,1782666884032,0,0,0,0
46,1782666885465,0,0,0,0
47,1782666886931,0,0,0,0
48,1782666887249,0,0,0,0
49,1782666887532,0,0,0,0
50,1782666887916,0,0,0,0
51,1782666888365,0,0,0,0
52,1782666888715,0,0,0,0
53,1782666889048,0,0,0,0
54,1782666889383,0,0,0,0
55,1782666889699,0,0,0,0
56,1782666890798,0,0,0,0
57,1782666892332,0,0,0,0
58,1782666892715,0,0,0,0
59,1782666894965,0,0,0,0
60,1782666895232,0,0,0,0
61,1782666900799,0,0,0,0
62,1782666902548,0,0,0,0
63,1782666903715,0,0,0,0
64,1782666904066,0,0,0,0
65,1782666904515,0,0,0,0
66,1782666904749,0,0,0,0
67,1782666905535,0,0,0,0
68,1782666909099,0,0,0,0
69,1782666909415,0,0,0,0
70,1782666909716,0,0,0,0
71,1782666910050,0,0,0,0
72,1782666911432,0,0,0,0
73,1782666911815,0,0,0,0
74,1782666912132,0,0,0,0
75,1782666912450,0,0,0,0
76,1782666912715,0,0,0,0
77,1782666913232,0,0,0,0
78,1782666913616,0,0,0,0
79,1782666913949,0,0,0,0
80,1782666917467,0,0,0,0
81,1782666922734,0,0,0,0
82,1782666922949,0,0,0,0
83,1782666923299,0,0,0,0
84,1782666923499,0,0,0,0
85,1782666923848,0,0,0,0
86,1782666924099,0,0,0,0
87,1782666924799,0,0,0,0
88,1782666925082,0,0,0,0
89,1782666925250,0,0,0,0
90,1782666925649,0,0,0,0
91,1782666925883,0,0,0,0
92,1782666933483,0,0,0,0
93,1782666933782,0,0,0,0
94,1782666934099,0,0,0,0
95,1782666934399,0,0,0,0
96,1782666934733,0,0,0,0
97,1782666935549,0,0,0,0
98,1782666936099,0,0,0,0
99,1782666936450,0,0,0,0
100,1782666937066,0,0,0,0
101,1782666937900,0,0,0,0
102,1782666938216,0,0,0,0
103,1782666938916,0,0,0,0
104,1782666940066,0,0,0,0
105,1782666941799,0,0,0,0
106,1782666947300,0,0,0,0
107,1782666947616,0,0,0,0
108,1782666947916,0,0,0,0
109,1782666948233,0,0,0,0
110,1782666948484,0,0,0,0
111,1782666948867,0,0,0,0
112,1782666949449,0,0,0,0
113,1782666949566,0,0,0,0
114,1782666950717,0,0,0,0
115,1782666951084,0,0,0,0
116,1782666951400,0,0,0,0
117,1782666951733,0,0,0,0
118,1782666951983,0,0,0,0
119,1782666952533,0,0,0,0
120,1782666952900,0,0,0,0
121,1782666956450,0,0,0,0
122,1782666956749,0,0,0,0
123,1782666957616,0,0,0,0
124,1782666957917,0,0,0,0
125,1782666958316,0,0,0,0
126,1782666958683,0,0,0,0
127,1782666959283,0,0,0,0
128,1782666959499,0,0,0,0
129,1782666959750,0,0,0,0
130,1782666960033,0,0,0,0
131,1782666960333,0,0,0,0
132,1782666960717,0,0,0,0
133,1782666961016,0,0,0,0
134,1782666961250,0,0,0,0
135,1782666961916,0,0,0,0
136,1782666962084,0,0,0,0
137,1782666962433,0,0,0,0
138,1782666962749,0,0,0,0
139,1782666966217,0,0,0,0
140,1782666966549,0,0,0,0
141,1782666967350,0,0,0,0
142,1782666968000,0,0,0,0
143,1782666968317,0,0,0,0
144,1782666968685,0,0,0,0
145,1782666969052,0,0,0,0
146,1782666969286,0,0,0,0
147,1782666969417,0,0,0,0
148,1782666969834,0,0,0,0
149,1782666970150,0,0,0,0
150,1782666971901,0,0,0,0
151,1782666972502,0,0,0,0
152,1782666972800,0,0,0,0
153,1782666973102,0,0,0,0
154,1782666974301,0,0,0,0
155,1782666974468,0,0,0,0
156,1782666975067,0,0,0,0
157,1782666975717,0,0,0,0
158,1782666975968,0,0,0,0
159,1782666976617,0,0,0,0
160,1782666976734,0,0,0,0
161,1782666977033,0,0,0,0
162,1782666977418,0,0,0,0
163,1782666977783,0,0,0,0
164,1782666979268,0,0,0,0
165,1782666979484,0,0,0,0
166,1782666979818,0,0,0,0
167,1782666982434,0,0,0,0
168,1782666982833,0,0,0,0
169,1782666983116,0,0,0,0
170,1782666984200,0,0,0,0
171,1782666984550,0,0,0,0
172,1782666984917,0,0,0,0
173,1782666987800,0,0,0,0
174,1782666988085,0,0,0,0
175,1782666988401,0,0,0,0
176,1782666988735,0,0,0,0
177,1782666989867,0,0,0,0
178,1782666990184,0,0,0,0
179,1782666990517,0,0,0,0
180,1782666990818,0,0,0,0
181,1782666991167,0,0,0,0
182,1782666991451,0,0,0,0
183,1782666991651,0,0,0,0
184,1782666992002,0,0,0,0
185,1782666992352,0,0,0,0
186,1782666994084,0,0,0,0
187,1782666994433,0,0,0,0
188,1782666996451,0,0,0,0
189,1782666996652,0,0,0,0
190,1782666996934,0,0,0,0
191,1782666997218,0,0,0,0
192,1782666997501,0,0,0,0
193,1782666997869,0,0,0,0
194,1782666998217,0,0,0,0
195,1782666998733,0,0,0,0
196,1782666999185,0,0,0,0
197,1782666999484,0,0,0,0
198,1782666999801,0,0,0,0
199,1782667000384,0,0,0,0
200,1782667000734,0,0,0,0
201,1782667000967,0,0,0,0
202,1782667002717,0,0,0,0
203,1782667003068,0,0,0,0
204,1782667003452,0,0,0,0
205,1782667003634,0,0,0,0
206,1782667004267,0,0,0,0
207,1782667004634,0,0,0,0
208,1782667004900,0,0,0,0
209,1782667006335,0,0,0,0
210,1782667006601,0,0,0,0
211,1782667006919,0,0,0,0
212,1782667010450,0,0,0,0
213,1782667010867,0,0,0,0
214,1782667011001,0,0,0,0
215,1782667011367,0,0,0,0
216,1782667011651,0,0,0,0
217,1782667011951,0,0,0,0
218,1782667012251,0,0,0,0
219,1782667012617,0,0,0,0
220,1782667012903,0,0,0,0
221,1782667013268,0,0,0,0
222,1782667013467,0,0,0,0
223,1782667433842,0,0,0,0
224,1782667434543,0,0,0,0
225,1782667435357,0,0,0,0
226,1782667436108,0,0,0,0
227,1782667436259,0,0,0,0
228,1782667437091,0,0,0,0
229,1782667437907,0,0,0,0
230,1782667438024,0,0,0,0
231,1782667438807,0,0,0,0
232,1782667439640,0,0,0,0
233,1782667440407,0,0,0,0
234,1782667440592,0,0,0,0
235,1782667440892,0,0,0,0
236,1782667444706,0,0,0,0
237,1782667445041,0,0,0,0
238,1782667446190,0,0,0,0
239,1782667446507,0,0,0,0
240,1782667446907,0,0,0,0
241,1782667447225,0,0,0,0
242,1782667447991,0,0,8,0
243,1782667448424,0,0,8,0
244,1782667448674,0,0,8,0
245,1782667449841,0,0,57,0
246,1782667450123,0,0,57,0
247,1782667451574,0,0,97,0
248,1782667451958,0,0,97,0
249,1782667452324,0,0,97,0
250,1782667452624,0,0,97,0
251,1782667453625,0,0,129,0
252,1782667454057,0,0,129,0
253,1782667454375,0,0,129,0
254,1782667454640,0,0,129,0
255,1782667455291,0,0,129,0
256,1782667455357,0,0,129,0
257,1782667455691,0,0,155,0
258,1782667456025,0,0,155,0
259,1782667456291,0,0,155,0
260,1782667456957,0,0,155,0
261,1782667457257,0,0,24731,0
262,1782667457541,0,0,176,0
263,1782667458290,0,0,176,0
264,1782667458625,0,0,176,0
265,1782667458990,0,0,176,0
266,1782667459324,0,0,176,0
267,1782667459540,0,0,193,0
268,1782667460107,0,0,193,0
269,1782667460657,0,0,193,0
270,1782667461257,0,0,193,0
271,1782667461641,0,0,207,0
272,1782667461975,0,0,207,0
273,1782667462824,0,0,207,0
274,1782667463107,0,0,207,0
275,1782667463441,0,0,207,0
276,1782667463757,0,0,218,0
277,1782667465441,0,0,218,0
278,1782667474874,0,0,0,0
279,1782667475591,0,0,0,0
280,1782667476324,0,0,0,0
281,1782667476957,0,0,0,0
282,1782667477041,0,0,0,0
283,1782667477841,0,0,0,0
284,1782667478007,0,0,0,0
285,1782667478958,0,0,0,0
286,1782667479341,0,0,0,0
287,1782667479657,0,0,0,0
288,1782667480541,0,0,0,0
289,1782667480775,0,0,0,0
290,1782667481108,0,0,0,0
291,1782667481391,0,0,0,0
292,1782667483174,0,0,0,0
293,1782667484908,0,0,0,0
294,1782667486075,0,0,0,0
295,1782667486393,0,0,0,0
296,1782667486724,0,0,0,0
297,1782667487074,0,0,0,0
298,1782667487907,0,0,0,0
299,1782667488275,0,0,0,0
300,1782667488542,0,0,0,0
301,1782667491741,0,0,0,0
302,1782667492059,0,0,0,0
303,1782667492458,0,0,0,0
304,1782667492624,0,0,0,0
305,1782667493191,0,0,0,0
306,1782667493491,0,0,0,0
307,1782667493791,0,0,0,0
308,1782667494208,0,0,0,0
309,1782667494525,0,0,0,0
310,1782667495341,0,0,0,0
311,1782667495642,0,0,0,0
312,1782667497708,0,0,8,0
313,1782667497992,0,0,8,0
314,1782667498342,0,0,8,0
315,1782667498625,0,0,8,0
316,1782667498941,0,0,8,0
317,1782667500091,0,0,57,0
318,1782667500291,0,0,57,0
319,1782667500609,0,0,57,0
320,1782667501191,0,0,57,0
321,1782667501541,0,0,57,0
322,1782667501842,0,0,97,0
323,1782667502092,0,0,97,0
324,1782667502358,0,0,97,0
325,1782667503425,0,0,97,0
326,1782667503758,0,0,129,0
327,1782667504124,0,0,129,0
328,1782667504425,0,0,129,0
329,1782667504824,0,0,129,0
330,1782667504891,0,0,129,0
331,1782667505241,0,0,129,0
332,1782667505558,0,0,129,0
333,1782667505941,0,0,155,0
334,1782667507441,0,0,155,0
335,1782667507658,0,0,176,0
336,1782667507991,0,0,176,0
337,1782667508308,0,0,176,0
338,1782667511441,0,0,193,0
339,1782667511824,0,0,207,0
340,1782667512091,0,0,207,0
341,1782667512674,0,0,207,0
342,1782667512974,0,0,207,0
343,1782667513391,0,0,207,0
344,1782667513659,0,0,207,0
345,1782667514809,0,0,218,0
346,1782667516275,0,0,227,0
347,1782667516641,0,0,227,0
348,1782667516958,0,0,227,0
349,1782667517474,0,0,227,0
350,1782667517842,0,0,235,0
351,1782667518175,0,0,235,0
352,1782667521674,0,0,246,0
353,1782667527508,0,0,253,0
354,1782667527791,0,0,255,0
355,1782667528092,0,0,255,0
356,1782667528341,0,0,255,0
357,1782667528692,0,0,255,0
358,1782667529026,0,0,255,0
359,1782667529376,0,0,255,0
360,1782667529443,0,0,255,0
361,1782667529725,0,0,257,0
362,1782667530075,0,0,257,0
363,1782667530392,0,0,257,0
364,1782667533509,0,0,259,0
365,1782667534675,0,0,261,0
366,1782667535792,0,0,263,0
367,1782667537358,0,0,263,0
368,1782667538075,0,0,265,0
369,1782667538826,0,0,265,0
370,1782667539375,0,0,265,0
371,1782667539793,0,0,268,0
372,1782667540475,0,0,268,0
373,1782667541108,0,0,268,0
374,1782667542060,0,0,271,0
375,1782667542708,0,0,271,0
376,1782667543159,0,0,271,0
377,1782667543742,0,0,274,0
378,1782667544392,0,0,274,0
379,1782667544775,0,0,274,0
380,1782667545376,0,0,274,0
381,1782667546925,0,0,278,0
382,1782667547358,0,0,278,0
383,1782667547995,0,0,281,0
384,1782667548376,0,0,281,0
385,1782667548810,0,0,281,0
386,1782667550275,0,0,283,0
387,1782667550896,0,0,283,0
388,1782667552110,0,0,285,0
389,1782667553075,0,0,285,0
390,1782667553927,0,0,287,0
391,1782667554358,0,0,287,0
392,1782667555341,0,0,287,0
393,1782667556192,0,0,289,0
394,1782667557259,0,0,289,0
395,1782667557898,0,0,290,0
396,1782667558309,0,0,290,0
397,1782667558826,0,0,290,0
398,1782667559477,0,0,290,0
399,1782667559875,0,0,290,0
400,1782667560593,0,0,290,0
