index,date,SPEED_L_MOTOR,TORQUE_L_MOTOR,POWER_L_MOTOR
807,1782582989799,0,0,0
808,1782582990746,0,0,0
809,1782582990946,0,0,0
810,1782582991296,0,0,0
811,1782582994177,0,0,0
812,1782582994543,0,0,0
813,1782582994843,0,0,0
814,1782582995159,0,0,0
815,1782582995410,0,0,0
816,1782582998257,0,0,0
817,1782582998556,0,0,0
818,1782582998856,0,0,0
819,1782582999073,0,0,0
820,1782582999638,0,0,0
821,1782582999972,0,0,0
822,1782583000238,0,0,0
823,1782583004252,0,0,0
824,1782583004584,0,0,0
825,1782583004984,0,0,0
826,1782583005217,0,0,0
827,1782583005800,0,0,0
828,1782583006100,0,0,0
829,1782583006366,0,0,0
830,1782583006734,0,0,0
831,1782583007016,0,0,0
832,1782583007366,0,0,0
833,1782583007681,0,0,0
834,1782583007783,0,0,0
835,1782583132612,0,0,0
836,1782583132944,0,0,0
837,1782583133277,0,0,0
838,1782583133644,0,0,0
839,1782583133910,0,0,0
840,1782583134425,0,0,0
841,1782583134759,0,0,0
842,1782583135076,0,0,0
843,1782583135341,0,0,0
844,1782583136573,0,0,0
845,1782583136841,0,0,0
846,1782583140071,0,0,0
847,1782583140454,0,0,0
848,1782583140720,0,0,0
849,1782583141103,0,0,0
850,1782583141336,0,0,0
851,1782583142136,0,0,0
852,1782583142469,0,0,0
853,1782583142785,0,0,0
854,1782583143802,0,0,0
855,1782583143935,0,0,0
856,1782583144317,0,0,0
857,1782583147531,0,0,0
858,1782583147847,0,0,0
859,1782583148198,0,0,0
860,1782583148530,0,0,0
861,1782583149264,0,0,0
862,1782583149629,0,0,0
863,1782583149929,0,0,0
864,1782583150312,0,0,0
865,1782583150895,0,0,0
866,1782583151228,0,0,0
867,1782583151594,0,0,0
868,1782583151928,0,0,0
869,1782583152210,0,0,0
870,1782583152577,0,0,0
871,1782583152927,0,0,0
872,1782583153244,0,0,0
873,1782583154042,0,0,0
874,1782583154308,0,0,0
875,1782583154675,0,0,0
876,1782583154858,0,0,0
877,1782583155191,0,0,0
878,1782583155558,0,0,0
879,1782583155824,0,0,0
880,1782583156091,0,0,0
881,1782583156906,0,0,0
882,1782583157206,0,0,0
883,1782583157606,0,0,0
884,1782583157889,0,0,0
885,1782583158738,0,0,0
886,1782583159021,0,0,0
887,1782583159389,0,0,0
888,1782583162818,0,0,0
889,1782583164883,0,0,0
890,1782583165233,0,0,0
891,1782583165616,0,0,0
892,1782583165833,0,0,0
893,1782583166065,0,0,0
894,1782583166415,0,0,0
895,1782583166815,0,0,0
896,1782583167065,0,0,0
897,1782583168347,0,0,0
898,1782583168446,0,0,0
899,1782583168814,0,0,0
900,1782583169130,0,0,0
901,1782583172060,0,0,0
902,1782583172343,1,1,0
903,1782583172710,1,5,0
904,1782583173026,1,7,0
905,1782583173842,1371,14,0
906,1782583174209,1171,65531,0
907,1782583174543,720,293,2
908,1782583176008,1102,1691,25
909,1782583178305,2538,1127,39
910,1782583178888,2733,1260,46
911,1782583180303,2862,1107,43
912,1782583181169,2856,1296,50
913,1782583182519,2806,1382,52
914,1782583182785,2791,1369,52
915,1782583183401,2782,1476,55
916,1782583184450,2816,1793,68
917,1782583185083,2858,1833,71
918,1782583185999,2946,1701,67
919,1782583187048,2998,1642,67
920,1782583188296,2971,1376,55
921,1782583189362,3041,2084,80
922,1782583190928,2810,1515,57
923,1782583191993,3054,1686,70
924,1782583192593,3230,1671,73
925,1782583192876,3251,3180,60
926,1782583193925,2566,1098,38
927,1782583194608,2477,669,22
928,1782583194924,2567,1050,39
929,1782583195507,2637,5179,186
930,1782583196524,2655,957,37
931,1782583197289,2901,1481,58
932,1782583197855,2899,1329,52
933,1782583198821,2876,2918,114
934,1782583200703,2775,1253,47
935,1782583201703,2810,1059,40
936,1782583202168,2854,1169,46
937,1782583202269,2887,1699,65
938,1782583202685,2931,1530,60
939,1782583203584,0,0,0
940,1782583203984,0,0,0
941,1782583204883,0,0,0
942,1782583205798,0,0,0
943,1782583206116,0,0,0
944,1782583208013,0,0,0
945,1782583208413,0,0,0
946,1782583209328,0,0,0
947,1782583210262,0,0,0
948,1782583210860,0,0,0
949,1782583211311,0,0,0
950,1782583212859,0,0,0
951,1782583213492,0,0,0
952,1782583215140,0,0,0
953,1782583216206,0,0,0
954,1782583216873,0,0,0
955,1782583217122,0,0,0
956,1782583217721,0,0,0
957,1782583218138,0,0,0
958,1782583219636,0,0,0
959,1782583220669,0,0,0
960,1782583221102,0,0,0
961,1782583222684,0,0,0
