index,date,MAX_VOLTAGE,MIN_VOLTAGE,MAX_TEMPERATURE,ACUMULATOR_VOLTAGE
0,1780259511379,0,6.55,0,7802
1,1780259511862,0,6.55,0,7801
2,1780259515496,0,6.55,0,7921
3,1780259516263,0,6.55,0,7921
4,1780259519763,0,6.55,0,7923
5,1780259520729,0,6.55,0,7926
6,1780259521214,0,6.55,0,7926
7,1780259524546,0,6.55,0,7930
8,1780259524995,0,6.55,0,7930
9,1780259527179,0,6.55,0,7930
10,1780259528295,0,6.55,0,7931
11,1780259529829,0,6.55,0,7933
12,1780259532179,0,6.55,0,7933
13,1780259615007,0,6.55,0,7941
14,1780259628106,0,6.55,0,7944
15,1780259644355,0,6.55,0,7947
16,1780259646621,0,6.55,0,7947
17,1780259650371,0,6.55,0,7947
18,1780259653921,0,6.55,0,7947
19,1780259654871,0,6.55,0,7945
20,1780259660888,0,6.55,0,7947
21,1780259682170,0,6.55,0,7948
22,1780259684819,0,6.55,0,7948
23,1780259699637,0,6.55,0,7939
24,1780259699885,0,6.55,0,7948
25,1780259730483,0,6.55,0,7947
26,1780259733533,0,6.55,0,7950
27,1780259738317,0,6.55,0,7950
28,1780259749199,0,6.55,0,7948
29,1780259754419,0,0.79,132.9,0
30,1780259758115,0,6.55,0,7948
31,1780259771564,0,6.55,0,7948
32,1780259775366,0,6.55,0,7948
33,1780259777998,0,6.55,0,7948
34,1780259782247,0,6.55,0,7948
35,1780259788431,0,6.55,0,7951
36,1780259791730,0,6.55,0,7951
37,1780259800180,0,6.55,0,7951
38,1780259815945,0,6.55,0,7951
39,1780259822095,0,6.55,0,7951
40,1780259829494,0,6.55,0,7945
41,1780259831797,0,6.55,0,7950
42,1780259836913,0,6.55,0,7950
43,1780259837127,0,6.55,0,7949
44,1780259855577,0,6.55,0,7827
45,1780259865177,0,6.55,0,7672
46,1780259868646,0,6.55,0,7904
47,1780259873675,0,6.55,0,7915
48,1780259874209,0,6.55,0,7918
49,1780259874593,0,6.55,0,7919
50,1780259876692,0,6.55,0,7920
