index,date,ALTITUDE,GROUND_SPEED,FIX
90,1780259649389,233,0,0
91,1780259650171,241,0,0
92,1780259650205,245,0,0
93,1780259651071,243,0,0
94,1780259651405,235,0,0
95,1780259651689,241,0,0
96,1780259652321,249,0,0
97,1780259652772,242,0,0
98,1780259654171,239,0,0
99,1780259654221,245,0,0
100,1780259655122,235,0,0
101,1780259655237,253,0,0
102,1780259655821,248,0,0
103,1780259657340,250,0,0
104,1780259658538,252,0,0
105,1780259658920,246,0,0
106,1780259659622,248,0,0
107,1780259660688,251,0,0
108,1780259661887,252,0,0
109,1780259662387,246,0,0
110,1780259662588,240,0,0
111,1780259662755,239,0,0
112,1780259662955,256,0,0
113,1780259663322,238,0,0
114,1780259663655,254,0,0
115,1780259663987,256,0,0
116,1780259664071,249,0,0
117,1780259664488,252,0,0
118,1780259664737,262,0,0
119,1780259665053,262,0,0
120,1780259665588,249,0,0
121,1780259666004,260,0,0
122,1780259666504,251,0,0
123,1780259666787,256,0,0
124,1780259666954,252,0,0
125,1780259667005,262,0,0
126,1780259667321,256,0,0
127,1780259667454,260,0,0
128,1780259667788,260,0,0
129,1780259668937,256,0,0
130,1780259669270,249,0,0
131,1780259670170,256,0,0
132,1780259670420,246,0,0
133,1780259672404,254,0,0
134,1780259672770,256,0,0
135,1780259673470,249,0,0
136,1780259675570,262,0,0
137,1780259676236,258,0,0
138,1780259677920,250,0,0
139,1780259679319,254,0,0
140,1780259679487,264,0,0
141,1780259680387,262,0,0
142,1780259681404,262,0,0
143,1780259681737,258,0,0
144,1780259682486,0,0,0
145,1780259683087,258,0,0
146,1780259685936,260,0,0
147,1780259685972,264,0,0
148,1780259686386,258,0,0
149,1780259686552,266,0,0
150,1780259686671,266,0,0
151,1780259689487,260,0,0
152,1780259689571,262,0,0
153,1780259689687,264,0,0
154,1780259690469,260,0,0
155,1780259690803,266,0,0
156,1780259691170,260,0,0
157,1780259692036,262,0,0
158,1780259695785,254,0,0
159,1780259695986,246,0,0
160,1780259697136,266,0,0
161,1780259697735,262,0,0
162,1780259698602,260,0,0
163,1780259698986,262,0,0
164,1780259699102,270,0,0
165,1780259699469,266,0,0
166,1780259700052,258,0,0
167,1780259700552,262,0,0
168,1780259701002,262,0,0
169,1780259701286,266,0,0
170,1780259701420,262,0,0
171,1780259701752,262,0,0
172,1780259701936,266,0,0
173,1780259703735,268,0,0
174,1780259704535,266,0,0
175,1780259705218,266,0,0
176,1780259705268,268,0,0
177,1780259706419,270,0,0
178,1780259706585,266,0,0
179,1780259707102,264,0,0
180,1780259707769,266,0,0
181,1780259707801,264,0,0
182,1780259708134,276,0,0
183,1780259708384,268,0,0
184,1780259709868,262,0,0
185,1780259710118,264,0,0
186,1780259710767,266,0,0
187,1780259711151,276,0,0
188,1780259711351,270,0,0
189,1780259711384,266,0,0
190,1780259712305,276,0,0
191,1780259712501,264,0,0
192,1780259713718,262,0,0
193,1780259714702,266,0,0
194,1780259714868,268,0,0
195,1780259715450,278,0,0
196,1780259715567,258,0,0
197,1780259715734,264,0,0
198,1780259716034,264,0,0
199,1780259717484,262,0,0
200,1780259717784,260,0,0
201,1780259719885,274,0,0
202,1780259720602,272,0,0
203,1780259721269,266,0,0
204,1780259721934,276,0,0
205,1780259723501,268,0,0
206,1780259723986,270,0,0
207,1780259724034,268,0,0
208,1780259724201,268,0,0
209,1780259724362,272,0,0
210,1780259724567,266,0,0
211,1780259725434,274,0,0
212,1780259726717,264,0,0
213,1780259727003,264,0,0
214,1780259727050,262,0,0
215,1780259727084,276,0,0
216,1780259727168,272,0,0
217,1780259727301,266,0,0
218,1780259727633,268,0,0
219,1780259727967,272,0,0
220,1780259728134,270,0,0
221,1780259729402,266,0,0
222,1780259729534,270,0,0
223,1780259729855,266,0,0
224,1780259730733,270,0,0
225,1780259730969,276,0,0
226,1780259731218,278,0,0
227,1780259733033,270,0,0
228,1780259733167,274,0,0
229,1780259733402,272,0,0
230,1780259733816,286,0,0
231,1780259734150,268,0,0
232,1780259734651,278,0,0
233,1780259735550,266,0,0
234,1780259736134,276,0,0
235,1780259736750,274,0,0
236,1780259737583,270,0,0
237,1780259737899,272,0,0
238,1780259738149,276,0,0
239,1780259738233,272,0,0
240,1780259738650,268,0,0
241,1780259738900,272,0,0
242,1780259738984,272,0,0
243,1780259739267,276,0,0
244,1780259739466,276,0,0
245,1780259740050,266,0,0
246,1780259741449,272,0,0
247,1780259741950,262,0,0
248,1780259743016,272,0,0
249,1780259743067,281,0,0
250,1780259743432,288,0,0
251,1780259743550,270,0,0
252,1780259743883,281,0,0
253,1780259744951,276,0,0
254,1780259746566,274,0,0
255,1780259746684,274,0,0
256,1780259746816,0,0,0
257,1780259747183,278,0,0
258,1780259747433,276,0,0
259,1780259747683,281,0,0
260,1780259748099,278,0,0
261,1780259750316,276,0,0
262,1780259751566,276,0,0
263,1780259751716,268,0,0
264,1780259751799,272,0,0
265,1780259751966,276,0,0
266,1780259752349,272,0,0
267,1780259754749,276,0,0
268,1780259755048,272,0,0
269,1780259756586,274,0,0
270,1780259756899,278,0,0
271,1780259756932,276,0,0
272,1780259757182,286,0,0
273,1780259757398,275,0,0
274,1780259757649,273,0,0
275,1780259758232,282,0,0
276,1780259758348,270,0,0
277,1780259758399,272,0,0
278,1780259761715,284,0,0
279,1780259761965,276,0,0
280,1780259762366,286,0,0
281,1780259764148,283,0,0
282,1780259765048,284,0,0
283,1780259765331,272,0,0
284,1780259765631,274,0,0
285,1780259766615,268,0,0
286,1780259766948,279,0,0
287,1780259766981,286,0,0
288,1780259767115,284,0,0
289,1780259767431,274,0,0
290,1780259767681,274,0,0
291,1780259768098,284,0,0
292,1780259768298,281,0,0
293,1780259768632,270,0,0
294,1780259769249,284,0,0
295,1780259769298,273,0,0
296,1780259769467,273,0,0
297,1780259771199,292,0,0
298,1780259771649,272,0,0
299,1780259772299,272,0,0
300,1780259773248,281,0,0
301,1780259774333,271,0,0
302,1780259777130,273,0,0
303,1780259777298,294,0,0
304,1780259777380,275,0,0
305,1780259777498,278,0,0
306,1780259778898,278,0,0
307,1780259779648,288,0,0
308,1780259780598,272,0,0
309,1780259780847,277,0,0
310,1780259781099,275,0,0
311,1780259781381,274,0,0
312,1780259781547,273,0,0
313,1780259781664,272,0,0
314,1780259781881,281,0,0
315,1780259781964,286,0,0
316,1780259783731,281,0,0
317,1780259783765,293,0,0
318,1780259784064,278,0,0
319,1780259784480,276,0,0
320,1780259784631,272,0,0
321,1780259784963,271,0,0
322,1780259785797,269,0,0
323,1780259785830,278,0,0
324,1780259786981,283,0,0
325,1780259787647,294,0,0
326,1780259787847,278,0,0
327,1780259788563,276,0,0
328,1780259788963,283,0,0
329,1780259789263,271,0,0
330,1780259789830,291,0,0
331,1780259791230,279,0,0
332,1780259792147,277,0,0
333,1780259795714,285,0,0
334,1780259798197,271,0,0
335,1780259798946,281,0,0
336,1780259799598,289,0,0
337,1780259800346,281,0,0
338,1780259801248,281,0,0
339,1780259802196,275,0,0
340,1780259802363,281,0,0
341,1780259804596,278,0,0
342,1780259805046,295,0,0
343,1780259805663,301,0,0
344,1780259805796,279,0,0
345,1780259807730,287,0,0
346,1780259808480,287,0,0
347,1780259808762,295,0,0
348,1780259809013,285,0,0
349,1780259810387,297,0,0
350,1780259810946,285,0,0
351,1780259811030,299,0,0
352,1780259811812,289,0,0
353,1780259811946,289,0,0
354,1780259812095,281,0,0
355,1780259812479,301,0,0
356,1780259813045,289,0,0
357,1780259813545,289,0,0
358,1780259813629,285,0,0
359,1780259813879,275,0,0
360,1780259813963,295,0,0
361,1780259815279,279,0,0
362,1780259815529,287,0,0
363,1780259815696,298,0,0
364,1780259816845,293,0,0
365,1780259817929,291,0,0
366,1780259817963,285,0,0
367,1780259818264,291,0,0
368,1780259818428,297,0,0
369,1780259818628,283,0,0
370,1780259819796,285,0,0
371,1780259820345,293,0,0
372,1780259821929,289,0,0
373,1780259822178,299,0,0
374,1780259823312,291,0,0
375,1780259827144,293,0,0
376,1780259827711,289,0,0
377,1780259828078,293,0,0
378,1780259829329,293,0,0
379,1780259830894,299,0,0
380,1780259831145,285,0,0
381,1780259831194,291,0,0
382,1780259831561,289,0,0
383,1780259831928,297,0,0
384,1780259832179,279,0,0
385,1780259832544,285,0,0
386,1780259833744,293,0,0
387,1780259836261,293,0,0
388,1780259837411,289,0,0
389,1780259837628,293,0,0
390,1780259838611,285,0,0
391,1780259838894,293,0,0
392,1780259838977,295,0,0
393,1780259839265,295,0,0
394,1780259839977,289,0,0
395,1780259841844,295,0,0
396,1780259842827,293,0,0
397,1780259843360,293,0,0
398,1780259843444,291,0,0
399,1780259844310,291,0,0
400,1780259844347,287,0,0
401,1780259844644,289,0,0
402,1780259844894,287,0,0
403,1780259845094,297,0,0
404,1780259845228,279,0,0
405,1780259845677,291,0,0
406,1780259846127,299,0,0
407,1780259846177,285,0,0
408,1780259846328,287,0,0
409,1780259847577,297,0,0
410,1780259847694,291,0,0
411,1780259848694,299,0,0
412,1780259850095,287,0,0
413,1780259851111,281,0,0
414,1780259851577,285,0,0
415,1780259852693,293,0,0
416,1780259853226,277,0,0
417,1780259855943,285,0,0
418,1780259855978,279,0,0
419,1780259856444,291,0,0
420,1780259856893,287,0,0
421,1780259856976,279,0,0
422,1780259857227,305,0,0
423,1780259857711,291,0,0
424,1780259858826,297,0,0
425,1780259860360,279,0,0
426,1780259860726,276,0,0
427,1780259860976,290,0,0
428,1780259861426,290,0,0
429,1780259862493,272,0,0
430,1780259863943,288,0,0
431,1780259865343,283,0,0
432,1780259865394,281,0,0
433,1780259868276,270,0,0
434,1780259869027,282,0,0
435,1780259869676,278,0,0
436,1780259870176,272,0,0
437,1780259870972,287,0,0
438,1780259871127,276,0,0
439,1780259872359,282,0,0
440,1780259872526,281,0,0
441,1780259872609,278,0,0
442,1780259872892,281,0,0
443,1780259873392,274,0,0
444,1780259873759,278,0,0
445,1780259874292,278,0,0
446,1780259875126,269,0,0
447,1780259875825,266,0,0
448,1780259877392,281,0,0
449,1780259877508,271,0,0
450,1780259877558,284,0,0
