index,date,ACCEL_X,ACCEL_Y,ACCEL_Z
0,1780259510892,-13,-30,18
1,1780259511612,-62,0,-36
2,1780259511996,-11,0,7204
3,1780259512613,4,17,9
4,1780259512779,29,-21,-3
5,1780259513396,-5,-13,-15
6,1780259514045,4,-9,-2
7,1780259514379,5,-8,1
8,1780259514680,5,-9,0
9,1780259514713,3,-7,1
10,1780259516662,5,-9,-1
11,1780259516996,4,-8,0
12,1780259517664,3,-9,1
13,1780259518029,4,-9,0
14,1780259519346,4,-9,-2
15,1780259521813,4,-7,1
16,1780259522197,5,-7,1
17,1780259524279,3,-8,-1
18,1780259524616,6,-9,1
19,1780259526028,5,-7,0
20,1780259526729,5,-8,1
21,1780259527513,2,-8,2
22,1780259530148,3,-8,1
23,1780259531145,3,-8,-1
24,1780259531445,3,-9,-1
25,1780259532461,1,-9,-3
26,1780259607474,4,-6,-1
27,1780259607607,5,-7,1
28,1780259609074,3,-10,-2
29,1780259609207,5,-9,0
30,1780259609275,4,-7,-1
31,1780259609557,5,-9,0
32,1780259610091,3,-8,0
33,1780259610457,6,-7,0
34,1780259611240,3,-9,-1
35,1780259612024,3,-8,0
36,1780259612642,5,-11,-1
37,1780259612690,5,-9,-1
38,1780259613874,5,-8,0
39,1780259614540,4,-9,-1
40,1780259614924,3,-8,1
41,1780259615341,4,-7,0
42,1780259615624,4,-9,0
43,1780259615707,4,-8,1
44,1780259616457,4,-7,0
45,1780259618157,3,-6,-1
46,1780259619408,2,-8,-1
47,1780259619541,4,-9,-1
48,1780259627039,5,-7,-1
49,1780259627324,3,-8,0
50,1780259628256,6,-6,0
51,1780259629657,4,-8,0
52,1780259631638,6,-9,0
53,1780259632458,4,-9,0
54,1780259632589,4,-7,0
55,1780259632839,5,-7,0
56,1780259633373,3,-9,-1
57,1780259633572,6,-9,0
58,1780259633872,4,-9,0
59,1780259634440,6,-9,1
60,1780259635141,4,-7,0
61,1780259635839,5,-8,0
62,1780259636039,4,-7,0
63,1780259636324,2,-7,0
64,1780259636956,3,-8,0
65,1780259637223,5,-9,-1
66,1780259638491,6,-8,0
67,1780259638989,5,-8,-1
68,1780259639156,4,-6,-1
69,1780259639522,3,-8,0
70,1780259639990,6,-10,1
71,1780259640356,3,-8,-1
72,1780259640472,4,-7,0
73,1780259640841,2,-6,0
74,1780259640889,5,-7,-1
75,1780259641923,2,-7,0
76,1780259642039,5,-8,1
77,1780259642491,5,-8,0
78,1780259642656,5,-8,1
79,1780259642738,5,-8,0
80,1780259643155,4,-8,1
81,1780259644223,8,-9,0
82,1780259644389,4,-9,2
83,1780259645672,4,-8,-2
84,1780259646205,3,-8,-1
85,1780259646455,5,-7,-1
86,1780259646789,5,-7,0
87,1780259646823,3,-8,-1
88,1780259647239,3,-9,-1
89,1780259648605,5,-7,-1
90,1780259649474,5,-6,0
91,1780259649588,5,-7,0
92,1780259651154,4,-9,1
93,1780259651489,2,-8,1
94,1780259651621,4,-8,1
95,1780259651771,4,-7,0
96,1780259651821,2,-7,0
97,1780259652472,5,-8,0
98,1780259652554,4,-8,1
99,1780259652604,4,-9,-1
100,1780259652887,4,-9,0
101,1780259653555,4,-8,-1
102,1780259653970,3,-7,0
103,1780259654622,4,-7,0
104,1780259655405,6,-9,-1
105,1780259655570,3,-8,-1
106,1780259655738,6,-7,1
107,1780259655904,3,-9,0
108,1780259656272,4,-7,0
109,1780259656571,3,-8,-1
110,1780259656639,3,-8,-1
111,1780259657272,5,-7,-1
112,1780259657387,5,-8,0
113,1780259657754,4,-8,0
114,1780259658054,5,-7,-1
115,1780259658788,4,-7,0
116,1780259658954,7,-7,2
117,1780259660437,3,-6,1
118,1780259661387,2,-6,1
119,1780259661521,3,-8,-1
120,1780259661637,5,-6,2
121,1780259663938,3,-8,255
122,1780259664438,4,-10,-1
123,1780259665754,2,-8,-1
124,1780259665971,4,-8,0
125,1780259666087,7,-7,-1
126,1780259666753,5,-9,-2
127,1780259667170,3,-8,-1
128,1780259667653,5,-8,-2
129,1780259668237,6,-8,2
130,1780259668403,2,-7,-1
131,1780259669920,4,-8,0
132,1780259670137,5,-8,0
133,1780259670539,5,-9,0
134,1780259671488,4,-7,0
135,1780259671655,3,-7,1
136,1780259672187,4,-7,-1
137,1780259672237,4,-9,0
138,1780259672321,3,-8,-1
139,1780259673137,4,-7,1
140,1780259673354,3,-9,-256
141,1780259674388,4,-8,-1
142,1780259675037,3,-7,1
143,1780259675737,0,0,6234
144,1780259676121,5,-8,1
145,1780259676520,6,-7,-1
146,1780259677269,4,-7,1
147,1780259677853,2,-7,-1
148,1780259678170,2,-6,0
149,1780259678854,2,-8,1
150,1780259679236,0,0,0
151,1780259681237,3,-9,0
152,1780259681538,4,-8,0
153,1780259682437,2,-8,0
154,1780259683303,5,-9,0
155,1780259685187,5,-8,0
156,1780259685487,5,-8,-1
157,1780259685821,4,-7,-1
158,1780259686271,5,-7,-1
159,1780259687170,3,-6,0
160,1780259687419,5,-9,0
161,1780259687670,3,-8,1
162,1780259687919,5,-7,0
163,1780259688087,4,-8,-256
164,1780259688119,4,-7,-1
165,1780259688487,5,-6,1
166,1780259688870,2,-7,-1
167,1780259689653,6,-8,-1
168,1780259690054,5,-8,-1
169,1780259690687,3,-6,-2
170,1780259690920,5,-8,0
171,1780259692619,3,-8,0
172,1780259695619,8,-8,0
173,1780259696470,1,-9,-2
174,1780259696753,4,-8,0
175,1780259697004,5,-8,-1
176,1780259697436,3,-8,1
177,1780259698036,3,-8,-256
178,1780259698903,3,-9,-1
179,1780259699019,4,-8,0
180,1780259699268,5,-7,0
181,1780259699352,-1,0,6241
182,1780259699685,3,-7,0
183,1780259700420,4,-8,-1
184,1780259700669,3,-7,0
185,1780259701635,5,-7,0
186,1780259702070,5,-8,0
187,1780259702551,5,-7,0
188,1780259702619,5,-8,1
189,1780259702751,5,-7,-1
190,1780259703985,4,-7,0
191,1780259704868,4,-7,-1
192,1780259704952,5,-8,1
193,1780259704985,2,-8,-1
194,1780259705419,5,-7,1
195,1780259705920,5,-8,0
196,1780259706387,2,-8,0
197,1780259706686,5,-8,1
198,1780259707934,4,-7,1
199,1780259710068,2,-8,0
200,1780259710202,4,-7,1
201,1780259710519,4,-8,0
202,1780259710603,5,-9,0
203,1780259711467,3,-9,0
204,1780259711886,5,-8,0
205,1780259712003,4,-8,-1
206,1780259712751,4,-8,-2
207,1780259713585,3,-8,0
208,1780259715251,-6,23,0
209,1780259715335,2,-8,-4
210,1780259716834,4,-7,0
211,1780259717901,7,-7,0
212,1780259718735,3,-10,0
213,1780259718850,5,-8,0
214,1780259719968,1,4,3
215,1780259720851,6,-8,1
216,1780259720967,12,-10,-1
217,1780259721101,45,-28,15
218,1780259721451,6,-6,1
219,1780259722417,1,-7,0
220,1780259723168,4,-8,0
221,1780259723451,5,-8,0
222,1780259724701,5,-8,0
223,1780259724818,4,-9,1
