index,date,MODE_ID,TORQUE_GAIN_ID,ODOM_DISTANCE_P,ODOM_DISTANCE_T,1,2,3,4
0,1768830687739,1,10,0,0,0,0,0,0
1,1768830688123,1,10,0,0,0,0,0,0
2,1768830688572,1,10,0,0,0,0,0,0
3,1768830688940,1,10,0,0,0,0,0,0
4,1768830689322,1,10,0,0,0,0,0,0
5,1768830689673,1,10,0,0,0,0,0,0
6,1768830689773,1,10,0,0,0,0,0,0
7,1768830690123,1,10,0,0,0,0,0,0
8,1768830690489,1,10,0,0,0,0,0,0
9,1768830690972,1,10,0,0,0,0,0,0
10,1768830691322,1,10,0,0,0,0,0,0
11,1768830691872,1,10,0,0,0,0,0,0
12,1768830692288,1,10,0,0,0,0,0,0
13,1768830692771,1,10,0,0,0,0,0,0
14,1768830693088,1,10,0,0,0,0,0,0
15,1768830693471,1,10,0,0,0,0,0,0
16,1768830693821,1,10,0,0,0,0,0,0
17,1768830693923,1,10,0,0,0,0,0,0
18,1768830694640,1,10,0,0,0,0,0,0
19,1768830695022,1,10,0,0,0,0,0,0
20,1768830695357,1,10,0,0,0,0,0,0
21,1768830695805,1,10,0,0,0,0,0,0
22,1768830696289,1,10,0,0,0,0,0,0
23,1768830696673,1,10,0,0,0,0,0,0
24,1768830697121,1,10,0,0,0,0,0,0
25,1768830697872,1,10,0,0,0,0,0,0
26,1768830698272,1,10,0,0,0,0,0,0
27,1768830698624,1,10,0,0,0,0,0,0
28,1768830699090,1,10,0,0,0,0,0,0
29,1768830699556,1,10,0,0,0,0,0,0
30,1768830699940,1,10,0,0,0,0,0,0
31,1768830700389,1,10,0,0,0,0,0,0
32,1768830700757,1,10,0,0,0,0,0,0
33,1768830701223,1,10,0,0,0,0,0,0
34,1768830701606,1,10,0,0,0,0,0,0
35,1768830701971,1,10,0,0,0,0,0,0
36,1768830702073,1,10,0,0,0,0,0,0
37,1768830702523,1,10,0,0,0,0,0,0
38,1768830702973,1,10,0,0,0,0,0,0
39,1768830703471,1,10,0,0,0,0,0,0
40,1768830703838,1,10,0,0,0,0,0,0
41,1768830704290,1,10,0,0,0,0,0,0
42,1768830704706,1,10,0,0,0,0,0,0
43,1768830705205,1,10,0,0,0,0,0,0
44,1768830705607,1,10,0,0,0,0,0,0
45,1768830706089,1,10,0,0,0,0,0,0
46,1768830706506,1,10,0,0,0,0,0,0
47,1768830706956,1,10,0,0,0,0,0,0
48,1768830707356,1,10,0,0,0,0,0,0
49,1768830707823,1,10,0,0,0,0,0,0
50,1768830708206,1,10,0,0,0,0,0,0
51,1768830708590,1,10,0,0,0,0,0,0
52,1768830708955,1,10,0,0,0,0,0,0
53,1768830709439,1,10,0,0,0,0,0,0
