index,date,MAX_VOLTAGE,MIN_VOLTAGE,TOTAL_VOLTAGE,SHUNT_VOLTAGE,1,2,3,4
0,1768830688272,3.34,3.26,1917.2,0,0,0,0,0
1,1768830688555,3.34,3.26,1917.2,0,0,0,0,0
2,1768830688873,3.34,3.26,1917.2,0,0,0,0,0
3,1768830689139,3.34,3.26,1917.2,0,0,0,0,0
4,1768830689588,3.34,3.26,1917.2,0,0,0,0,0
5,1768830690106,3.34,3.26,1917.2,0,0,0,0,0
6,1768830690656,3.34,3.26,1917.2,0,0,0,0,0
7,1768830690806,3.34,3.26,1917.2,0,0,0,0,0
8,1768830691840,3.34,3.26,1917.2,0,0,0,0,0
9,1768830692222,3.34,3.26,1917.2,0,0,0,0,0
10,1768830692555,3.34,3.26,1917.2,0,0,0,0,0
11,1768830693022,3.34,3.26,1917.2,0,0,0,0,0
12,1768830693355,3.34,3.26,1917.2,0,0,0,0,0
13,1768830693371,3.34,3.26,1917.2,0,0,0,0,0
14,1768830693622,3.34,3.26,1917.2,0,0,0,0,0
15,1768830693872,3.34,3.26,1917.2,0,0,0,0,0
16,1768830694272,3.34,3.26,1917.2,0,0,0,0,0
17,1768830694322,3.34,3.26,1917.2,0,0,0,0,0
18,1768830694606,3.34,3.26,1917.2,0,0,0,0,0
19,1768830695122,3.34,3.26,1917.2,0,0,0,0,0
20,1768830695590,3.34,3.26,1917.2,0,0,0,0,0
21,1768830695723,3.34,3.26,1917.2,0,0,0,0,0
22,1768830696256,3.34,3.26,1917.2,0,0,0,0,0
23,1768830696555,3.34,3.26,1917.2,0,0,0,0,0
24,1768830696822,3.34,3.26,1917.2,0,0,0,0,0
25,1768830697088,3.34,3.26,1917.2,0,0,0,0,0
26,1768830697556,3.34,3.26,1917.2,0,0,0,0,0
27,1768830697823,3.34,3.26,1917.2,0,0,0,0,0
28,1768830698356,3.34,3.26,1917.2,0,0,0,0,0
29,1768830698423,3.34,3.26,1917.2,0,0,0,0,0
30,1768830698989,3.34,3.26,1917.2,0,0,0,0,0
31,1768830699257,3.34,3.26,1917.2,0,0,0,0,0
32,1768830699506,3.34,3.26,1917.2,0,0,0,0,0
33,1768830699824,3.34,3.26,1917.2,0,0,0,0,0
34,1768830700089,3.34,3.26,1917.2,0,0,0,0,0
35,1768830700357,3.34,3.26,1917.2,0,0,0,0,0
36,1768830701173,3.34,3.26,1917.2,0,0,0,0,0
37,1768830701489,3.34,3.26,1917.2,0,0,0,0,0
38,1768830701505,3.34,3.26,1917.2,0,0,0,0,0
39,1768830702023,3.34,3.26,1917.2,0,0,0,0,0
40,1768830702356,3.34,3.26,1917.2,0,0,0,0,0
41,1768830702473,3.34,3.26,1917.2,0,0,0,0,0
42,1768830702857,3.34,3.26,1917.2,0,0,0,0,0
43,1768830703421,3.34,3.26,1917.2,0,0,0,0,0
44,1768830703921,3.34,3.26,1917.2,0,0,0,0,0
45,1768830704507,3.34,3.26,1917.2,0,0,0,0,0
46,1768830704854,3.34,3.26,1917.2,0,0,0,0,0
47,1768830705138,3.34,3.26,1917.2,0,0,0,0,0
