index,date,ERROR_ID,STACK,CELL,VOLTAGE,1,2,3,4
486,1768832728300,2,1,1,0.0,0,0,0,0
487,1768832728598,2,1,1,0.0,0,0,0,0
488,1768832728899,2,1,1,0.0,0,0,0,0
489,1768832729798,2,1,1,0.0,0,0,0,0
490,1768832730116,2,1,1,0.0,0,0,0,0
491,1768832730715,2,1,1,0.0,0,0,0,0
492,1768832731350,2,1,1,0.0,0,0,0,0
493,1768832731415,2,1,1,0.0,0,0,0,0
494,1768832732016,2,1,1,0.0,0,0,0,0
495,1768832732249,2,1,1,0.0,0,0,0,0
496,1768832732617,2,1,1,0.0,0,0,0,0
497,1768832733931,2,1,1,0.0,0,0,0,0
498,1768832734164,2,1,1,0.0,0,0,0,0
499,1768832734815,2,1,1,0.0,0,0,0,0
500,1768832735116,2,1,1,0.0,0,0,0,0
501,1768832735413,2,1,1,0.0,0,0,0,0
502,1768832736281,2,1,1,0.0,0,0,0,0
503,1768832737015,2,1,1,0.0,0,0,0,0
504,1768832737114,2,1,1,0.0,0,0,0,0
505,1768832737714,2,1,1,0.0,0,0,0,0
506,1768832738013,2,2305,1,0.0,0,0,0,0
507,1768832738281,2,1,1,0.0,0,0,0,0
508,1768832739115,2,1,1,0.0,0,0,0,0
509,1768832739431,2,1,1,0.0,0,0,0,0
510,1768832740599,2,1,1,0.0,0,0,0,0
511,1768832741180,2,1,1,0.0,0,0,0,0
512,1768832741449,2,1,1,0.0,0,0,0,0
513,1768832742598,2,1,1,0.0,0,0,0,0
514,1768832743197,2,1,1,0.0,0,0,0,0
515,1768832743781,2,1,1,0.0,0,0,0,0
516,1768832744033,2,1,1,0.0,0,0,0,0
517,1768832744614,2,1,1,0.0,0,0,0,0
518,1768832745466,2,1,1,0.0,0,0,0,0
519,1768832746034,2,1,1,0.0,0,0,0,0
520,1768832746850,2,1,1,0.0,0,0,0,0
521,1768832747448,2,1,1,0.0,0,0,0,0
522,1768832748550,2,1,1,0.0,0,0,0,0
523,1768832748867,2,1,1,0.0,0,0,0,0
524,1768832749118,2,1,1,0.0,0,0,0,0
525,1768832749685,2,1,1,0.0,0,0,0,0
526,1768832750035,2,1,1,0.0,0,0,0,0
527,1768832751447,98,1,1,0.0,0,0,0,0
528,1768832751716,2,1,1,0.0,0,0,0,0
529,1768832753115,2,1,1,0.0,0,0,0,0
530,1768832753732,2,1,1,0.0,0,0,0,0
531,1768832754566,2,1,1,0.0,0,0,0,0
