index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1768830687755,192,0,0,0,0,0,0,0
1,1768830688140,192,0,0,0,0,0,0,0
2,1768830688590,192,0,0,0,0,0,0,0
3,1768830688956,192,0,0,0,0,0,0,0
4,1768830689322,192,0,0,0,0,0,0,0
5,1768830689705,192,0,0,0,0,0,0,0
6,1768830689790,192,0,0,0,0,0,0,0
7,1768830690139,192,0,0,0,0,0,0,0
8,1768830690239,192,0,0,0,0,0,0,0
9,1768830690522,192,0,0,0,0,0,0,0
10,1768830690989,192,0,0,0,0,0,0,0
11,1768830691339,192,0,0,0,0,0,0,0
12,1768830691872,192,0,0,0,0,0,0,0
13,1768830692304,192,0,0,0,0,0,0,0
14,1768830692705,192,0,0,0,0,0,0,0
15,1768830693104,192,0,0,0,0,0,0,0
16,1768830693489,192,0,0,0,0,0,0,0
17,1768830693923,192,0,0,0,0,0,0,0
18,1768830694289,192,0,0,0,0,0,0,0
19,1768830694673,192,0,0,0,0,0,0,0
20,1768830695056,192,0,0,0,0,0,0,0
21,1768830695377,192,0,0,0,0,0,0,0
22,1768830695838,192,0,0,0,0,0,0,0
23,1768830696321,192,0,0,0,0,0,0,0
24,1768830696689,192,0,0,0,0,0,0,0
25,1768830697138,192,0,0,0,0,0,0,0
26,1768830697890,192,0,0,0,0,0,0,0
27,1768830698306,192,0,0,0,0,0,0,0
28,1768830698639,192,0,0,0,0,0,0,0
29,1768830699123,192,0,0,0,0,0,0,0
30,1768830699573,192,0,0,0,0,0,0,0
31,1768830699957,192,0,0,0,0,0,0,0
32,1768830700406,192,0,0,0,0,0,0,0
33,1768830700773,192,0,0,0,0,0,0,0
34,1768830701240,192,0,0,0,0,0,0,0
35,1768830701624,192,0,0,0,0,0,0,0
36,1768830702073,192,0,0,0,0,0,0,0
37,1768830702557,192,0,0,0,0,0,0,0
38,1768830703006,192,0,0,0,0,0,0,0
39,1768830703488,192,0,0,0,0,0,0,0
40,1768830703872,192,0,0,0,0,0,0,0
41,1768830704306,192,0,0,0,0,0,0,0
42,1768830704723,192,0,0,0,0,0,0,0
43,1768830705238,192,0,0,0,0,0,0,0
44,1768830705690,192,0,0,0,0,0,0,0
45,1768830706089,192,0,0,0,0,0,0,0
46,1768830706507,192,0,0,0,0,0,0,0
47,1768830706973,192,0,0,0,0,0,0,0
48,1768830707372,192,0,0,0,0,0,0,0
49,1768830707839,192,0,0,0,0,0,0,0
50,1768830708239,192,0,0,0,0,0,0,0
51,1768830708606,192,0,0,0,0,0,0,0
52,1768830708988,192,0,0,0,0,0,0,0
53,1768830709490,192,0,0,0,0,0,0,0
54,1768830709857,192,0,0,0,0,0,0,0
55,1768830710339,192,0,0,0,0,0,0,0
56,1768830710356,192,0,0,0,0,0,0,0
57,1768830710723,192,0,0,0,0,0,0,0
58,1768830711173,192,0,0,0,0,0,0,0
59,1768830711590,192,0,0,0,0,0,0,0
60,1768830711956,192,0,0,0,0,0,0,0
61,1768830712323,192,0,0,0,0,0,0,0
62,1768830712789,192,0,0,0,0,0,0,0
63,1768830713173,192,0,0,0,0,0,0,0
64,1768830713606,192,0,0,0,0,0,0,0
65,1768830713939,192,0,0,0,0,0,0,0
66,1768830714390,192,0,0,0,0,0,0,0
67,1768830714506,192,0,0,0,0,0,0,0
68,1768830714973,192,0,0,0,0,0,0,0
69,1768830715373,192,0,0,0,0,0,0,0
70,1768830715773,192,0,0,0,0,0,0,0
71,1768830716139,192,0,0,0,0,0,0,0
72,1768830716506,192,0,0,0,0,0,0,0
73,1768830716973,192,0,0,0,0,0,0,0
74,1768830717357,192,0,0,0,0,0,0,0
75,1768830717756,192,0,0,0,0,0,0,0
76,1768830718089,192,0,0,0,0,0,0,0
77,1768830718556,192,0,0,0,0,0,0,0
78,1768830719006,192,0,0,0,0,0,0,0
79,1768830719390,192,0,0,0,0,0,0,0
80,1768830719755,192,0,0,0,0,0,0,0
81,1768830719822,192,0,0,0,0,0,0,0
82,1768830720188,192,0,0,0,0,0,0,0
83,1768830720538,192,0,0,0,0,0,0,0
84,1768830720938,192,0,0,0,0,0,0,0
85,1768830721255,192,0,0,0,0,0,0,0
86,1768830721704,192,0,0,0,0,0,0,0
87,1768830722071,192,0,0,0,0,0,0,0
88,1768830722138,192,0,0,0,0,0,0,0
89,1768830722505,192,0,0,0,0,0,0,0
90,1768830722890,192,0,0,0,0,0,0,0
91,1768830723321,192,0,0,0,0,0,0,0
92,1768830723790,192,0,0,0,0,0,0,0
93,1768830724222,192,0,0,0,0,0,0,0
94,1768830724638,192,0,0,0,0,0,0,0
95,1768830725021,192,0,0,0,0,0,0,0
96,1768830725455,192,0,0,0,0,0,0,0
97,1768830725804,192,0,0,0,0,0,0,0
98,1768830726188,192,0,0,0,0,0,0,0
99,1768830726572,192,0,0,0,0,0,0,0
100,1768830727021,192,0,0,0,0,0,0,0
101,1768830727405,192,0,0,0,0,0,0,0
102,1768830727855,192,0,0,0,0,0,0,0
103,1768830728238,192,0,0,0,0,0,0,0
104,1768830728705,192,0,0,0,0,0,0,0
105,1768830729071,192,0,0,0,0,0,0,0
106,1768830729438,192,0,0,0,0,0,0,0
107,1768830729805,192,0,0,0,0,0,0,0
108,1768830730254,192,0,0,0,0,0,0,0
109,1768830730539,192,0,0,0,0,0,0,0
110,1768830730973,192,0,0,0,0,0,0,0
111,1768830731439,192,0,0,0,0,0,0,0
112,1768830731922,192,0,0,0,0,0,0,0
113,1768830732305,192,0,0,0,0,0,0,0
114,1768830732754,192,0,0,0,0,0,0,0
115,1768830733221,192,0,0,0,0,0,0,0
116,1768830733690,192,0,0,0,0,0,0,0
117,1768830734005,192,0,0,0,0,0,0,0
118,1768830734372,192,0,0,0,0,0,0,0
119,1768830734838,192,0,0,0,0,0,0,0
120,1768830735288,192,0,0,0,0,0,0,0
121,1768830735677,192,0,0,0,0,0,0,0
122,1768830736139,192,0,0,0,0,0,0,0
123,1768830736523,192,0,0,0,0,0,0,0
124,1768830736589,192,0,0,0,0,0,0,0
125,1768830736872,192,0,0,0,0,0,0,0
126,1768830737305,192,0,0,0,0,0,0,0
127,1768830737690,192,0,0,0,0,0,0,0
128,1768830738171,192,0,0,0,0,0,0,0
129,1768830738639,192,0,0,0,0,0,0,0
130,1768830738738,192,0,0,0,0,0,0,0
131,1768830739138,192,0,0,0,0,0,0,0
132,1768830739622,192,0,0,0,0,0,0,0
133,1768830739972,192,0,0,0,0,0,0,0
134,1768830740371,192,0,0,0,0,0,0,0
135,1768830740771,192,0,0,0,0,0,0,0
136,1768830741239,192,0,0,0,0,0,0,0
137,1768830741655,192,0,0,0,0,0,0,0
138,1768830742139,192,0,0,0,0,0,0,0
139,1768830742555,192,0,0,0,0,0,0,0
140,1768830743006,192,0,0,0,0,0,0,0
141,1768830743424,192,0,0,0,0,0,0,0
142,1768830743939,192,0,0,0,0,0,0,0
143,1768830744322,192,0,0,0,0,0,0,0
144,1768830744738,192,0,0,0,0,0,0,0
145,1768830745122,192,0,0,0,0,0,0,0
146,1768830745622,192,0,0,0,0,0,0,0
147,1768830746005,192,0,0,0,0,0,0,0
148,1768830746471,192,0,0,0,0,0,0,0
149,1768830746872,192,0,0,0,0,0,0,0
150,1768830747304,192,0,0,0,0,0,0,0
151,1768830747705,192,0,0,0,0,0,0,0
152,1768830748455,192,0,0,0,0,0,0,0
153,1768830748538,192,0,0,0,0,0,0,0
154,1768830748905,192,0,0,0,0,0,0,0
155,1768830749273,192,0,0,0,0,0,0,0
156,1768830749721,192,0,0,0,0,0,0,0
157,1768830750156,192,0,0,0,0,0,0,0
158,1768830750571,192,0,0,0,0,0,0,0
159,1768830750971,192,0,0,0,0,0,0,0
160,1768830751355,192,0,0,0,0,0,0,0
161,1768830751805,192,0,0,0,0,0,0,0
162,1768830752255,192,0,0,0,0,0,0,0
163,1768830752706,192,0,0,0,0,0,0,0
164,1768830753088,192,0,0,0,0,0,0,0
165,1768830753521,192,0,0,0,0,0,0,0
166,1768830753905,192,0,0,0,0,0,0,0
167,1768830753921,192,0,0,0,0,0,0,0
168,1768830754288,192,0,0,0,0,0,0,0
169,1768830754655,192,0,0,0,0,0,0,0
170,1768830755105,192,0,0,0,0,0,0,0
171,1768830755488,192,0,0,0,0,0,0,0
172,1768830755955,192,0,0,0,0,0,0,0
173,1768830756338,192,0,0,0,0,0,0,0
174,1768830756772,192,0,0,0,0,0,0,0
175,1768830757171,192,0,0,0,0,0,0,0
176,1768830757538,192,0,0,0,0,0,0,0
177,1768830757904,192,0,0,0,0,0,0,0
178,1768830758338,192,0,0,0,0,0,0,0
179,1768830758722,192,0,0,0,0,0,0,0
180,1768830759190,192,0,0,0,0,0,0,0
181,1768830759588,192,0,0,0,0,0,0,0
182,1768830760005,192,0,0,0,0,0,0,0
183,1768830760372,192,0,0,0,0,0,0,0
184,1768830761089,192,0,0,0,0,0,0,0
185,1768830761173,192,0,0,0,0,0,0,0
186,1768830761538,192,0,0,0,0,0,0,0
187,1768830761922,192,0,0,0,0,0,0,0
188,1768830762374,192,0,0,0,0,0,0,0
189,1768830762723,192,0,0,0,0,0,0,0
190,1768830763189,192,0,0,0,0,0,0,0
191,1768830763578,192,0,0,0,0,0,0,0
192,1768830764039,192,0,0,0,0,0,0,0
193,1768830764491,192,0,0,0,0,0,0,0
194,1768830765057,192,0,0,0,0,0,0,0
195,1768830765373,192,0,0,0,0,0,0,0
196,1768830765672,192,0,0,0,0,0,0,0
197,1768830766139,192,0,0,0,0,0,0,0
198,1768830766526,192,0,0,0,0,0,0,0
199,1768830766905,192,0,0,0,0,0,0,0
200,1768830767377,192,0,0,0,0,0,0,0
201,1768830767823,192,0,0,0,0,0,0,0
202,1768830768191,192,0,0,0,0,0,0,0
203,1768830768575,192,0,0,0,0,0,0,0
204,1768830768939,192,0,0,0,0,0,0,0
205,1768830769394,192,0,0,0,0,0,0,0
206,1768830769756,192,0,0,0,0,0,0,0
207,1768830770107,192,0,0,0,0,0,0,0
208,1768830770210,192,0,0,0,0,0,0,0
209,1768830770575,192,0,0,0,0,0,0,0
