index,date,MODE_ID,ERROR_ID,AIR_P,AIR_N,1,2,3,4
0,1768830687606,1,0,0,0,0,0,0,0
1,1768830689106,1,0,0,0,0,0,0,0
2,1768830690639,1,0,0,0,0,0,0,0
3,1768830690839,1,0,0,0,0,0,0,0
4,1768830691456,1,0,0,0,0,0,0,0
5,1768830692505,1,0,0,0,0,0,0,0
6,1768830694889,1,0,0,0,0,0,0,0
7,1768830696571,1,0,0,0,0,0,0,0
8,1768830698122,1,0,0,0,0,0,0,0
9,1768830698389,1,0,0,0,0,0,0,0
10,1768830698822,1,0,0,0,0,0,0,0
11,1768830699006,1,0,0,0,0,0,0,0
12,1768830701739,1,0,0,0,0,0,0,0
13,1768830702723,1,0,0,0,0,0,0,0
14,1768830703888,1,0,0,0,0,0,0,0
15,1768830705122,1,0,0,0,0,0,0,0
16,1768830706390,1,0,0,0,0,0,0,0
17,1768830706905,1,0,0,0,0,0,0,0
18,1768830707756,1,0,0,0,0,0,0,0
19,1768830708123,1,0,0,0,0,0,0,0
20,1768830708506,1,0,0,0,0,0,0,0
21,1768830710857,1,0,0,0,0,0,0,0
22,1768830711757,1,0,0,0,0,0,0,0
23,1768830712723,1,0,0,0,0,0,0,0
24,1768830714456,1,0,0,0,0,0,0,0
25,1768830715423,1,0,0,0,0,0,0,0
26,1768830716957,1,0,0,0,0,0,0,0
27,1768830718840,1,0,0,0,0,0,0,0
28,1768830720755,1,0,0,0,0,0,0,0
29,1768830724887,1,0,0,0,0,0,0,0
30,1768830727305,1,0,0,0,0,0,0,0
31,1768830728156,1,0,0,0,0,0,0,0
32,1768830728372,1,0,0,0,0,0,0,0
33,1768830728455,1,0,0,0,0,0,0,0
34,1768830730189,1,0,0,0,0,0,0,0
35,1768830730806,1,0,0,0,0,0,0,0
36,1768830731338,1,0,0,0,0,0,0,0
37,1768830732705,1,0,0,0,0,0,0,0
38,1768830734222,1,0,0,0,0,0,0,0
39,1768830734472,1,0,0,0,0,0,0,0
40,1768830736439,1,0,0,0,0,0,0,0
41,1768830738555,1,0,0,0,0,0,0,0
42,1768830739538,1,0,0,0,0,0,0,0
43,1768830741522,1,0,0,0,0,0,0,0
44,1768830742055,1,0,0,0,0,0,0,0
45,1768830743322,1,0,0,0,0,0,0,0
46,1768830743889,1,0,0,0,0,0,0,0
47,1768830744238,1,0,0,0,0,0,0,0
48,1768830745288,1,0,0,0,0,0,0,0
49,1768830746155,1,0,0,0,0,0,0,0
