index,date,SPEED,TORQUE,POWER,CURRENT,1,2,3,4
0,1765227022413,1,-12,0,-8,0,0,0,0
1,1765227022863,1695,-13,0,0,0,0,0,0
2,1765227023154,1306,10,0,0,0,0,0,0
3,1765227023630,896,230,2,1353,0,0,0,0
4,1765227023923,627,417,4,1369,0,0,0,0
5,1765227024030,215,930,2,1337,0,0,0,0
6,1765227024330,127,990,1,1348,0,0,0,0
7,1765227024788,122,1072,1,1590,0,0,0,0
8,1765227025072,158,1108,2,1613,0,0,0,0
9,1765227025206,306,1141,4,1677,0,0,0,0
10,1765227025524,335,1094,4,1693,0,0,0,0
11,1765227025798,358,1058,5,1654,0,0,0,0
12,1765227025922,470,708,4,1636,0,0,0,0
13,1765227026272,491,652,4,1647,0,0,0,0
14,1765227026413,0,0,0,1592,0,0,0,0
15,1765227026705,0,0,0,1556,0,0,0,0
16,1765227027021,0,0,0,0,0,0,0,0
17,1765227027139,0,0,0,0,0,0,0,0
18,1765227027455,0,0,0,0,0,0,0,0
19,1765227027889,0,0,0,0,0,0,0,0
20,1765227028397,0,0,0,0,0,0,0,0
21,1765227028688,0,0,0,0,0,0,0,0
22,1765227028830,0,0,0,0,0,0,0,0
23,1765227029147,0,0,0,0,0,0,0,0
24,1765227029430,0,0,0,0,0,0,0,0
25,1765227029571,0,0,0,0,0,0,0,0
26,1765227029922,0,0,0,0,0,0,0,0
27,1765227030039,0,0,0,0,0,0,0,0
28,1765227030348,0,0,0,0,0,0,0,0
29,1765227030629,0,0,0,0,0,0,0,0
30,1765227030750,0,0,0,0,0,0,0,0
31,1765227031079,0,0,0,0,0,0,0,0
32,1765227031488,0,0,0,0,0,0,0,0
33,1765227031813,0,0,0,0,0,0,0,0
34,1765227031944,0,0,0,0,0,0,0,0
35,1765227032231,0,0,0,0,0,0,0,0
36,1765227032656,0,0,0,0,0,0,0,0
37,1765227032929,0,0,0,0,0,0,0,0
38,1765227033387,0,0,0,0,0,0,0,0
39,1765227033688,0,0,0,0,0,0,0,0
40,1765227033813,0,0,0,0,0,0,0,0
41,1765227034088,0,0,0,0,0,0,0,0
42,1765227034546,0,0,0,0,0,0,0,0
43,1765227034821,0,0,0,0,0,0,0,0
44,1765227035279,0,0,0,0,0,0,0,0
45,1765227035554,0,0,0,0,0,0,0,0
46,1765227035670,0,0,0,0,0,0,0,0
47,1765227035996,0,0,0,0,0,0,0,0
48,1765227036404,0,0,0,0,0,0,0,0
49,1765227036688,0,0,0,0,0,0,0,0
50,1765227037153,0,0,0,0,0,0,0,0
51,1765227037430,0,0,0,0,0,0,0,0
52,1765227037562,0,0,0,0,0,0,0,0
53,1765227037878,0,0,0,0,0,0,0,0
54,1765227038296,0,0,0,0,0,0,0,0
55,1765227038621,0,0,0,0,0,0,0,0
56,1765227038769,0,0,0,0,0,0,0,0
57,1765227039053,0,0,0,0,0,0,0,0
58,1765227039446,0,0,0,0,0,0,0,0
59,1765227039769,0,0,0,0,0,0,0,0
60,1765227040154,0,0,0,0,0,0,0,0
61,1765227040503,0,0,0,0,0,0,0,0
62,1765227040604,0,0,0,0,0,0,0,0
63,1765227040887,0,0,0,0,0,0,0,0
64,1765227041211,0,0,0,0,0,0,0,0
65,1765227041345,0,0,0,0,0,0,0,0
66,1765227042102,0,0,0,0,0,0,0,0
67,1765227042370,0,0,0,0,0,0,0,0
68,1765227042487,0,0,0,0,0,0,0,0
69,1765227042779,0,0,0,0,0,0,0,0
