index,date,MAX_VOLTAGE,MIN_VOLTAGE,TOTAL_VOLTAGE,SHUNT_VOLTAGE,1,2,3,4
0,1765227023559,3.32,3.19,78.2,58,0,0,0,0
1,1765227025173,3.31,3.07,77.5,81,0,0,0,0
2,1765227025323,3.31,2.96,76.9,95,0,0,0,0
3,1765227026962,3.31,3.03,77.3,91,0,0,0,0
4,1765227027171,3.32,3.23,78.5,45,0,0,0,0
5,1765227028796,3.32,3.23,78.6,45,0,0,0,0
6,1765227028971,3.32,3.23,78.6,44,0,0,0,0
7,1765227030852,3.32,3.23,78.6,44,0,0,0,0
8,1765227032397,3.32,3.24,78.6,45,0,0,0,0
9,1765227032612,3.32,3.24,78.6,45,0,0,0,0
10,1765227034171,3.32,3.24,78.6,45,0,0,0,0
11,1765227035938,3.32,3.24,78.6,45,0,0,0,0
12,1765227037671,3.32,3.24,78.7,44,0,0,0,0
13,1765227039303,3.32,3.24,78.7,45,0,0,0,0
14,1765227039496,3.32,3.24,78.7,44,0,0,0,0
15,1765227041021,3.32,3.24,78.7,44,0,0,0,0
16,1765227042819,3.32,3.24,78.7,44,0,0,0,0
17,1765227044537,3.32,3.24,78.7,44,0,0,0,0
18,1765227046169,3.32,3.24,78.7,44,0,0,0,0
19,1765227046276,3.32,3.24,78.7,44,0,0,0,0
20,1765227047844,3.32,3.24,78.7,45,0,0,0,0
21,1765227049613,3.32,3.24,78.7,44,0,0,0,0
22,1765227051369,3.32,3.24,78.7,45,0,0,0,0
23,1765227052958,3.32,3.24,78.7,44,0,0,0,0
24,1765227053119,3.32,3.24,78.7,44,0,0,0,0
25,1765227054726,3.32,3.24,78.7,47,0,0,0,0
26,1765227054936,3.32,3.24,78.7,44,0,0,0,0
27,1765227056495,3.32,3.24,78.7,45,0,0,0,0
28,1765227058411,3.32,3.24,78.7,45,0,0,0,0
29,1765227058579,3.32,3.24,78.7,45,0,0,0,0
30,1765227060234,3.32,3.24,78.7,44,0,0,0,0
31,1765227060418,3.32,3.25,78.7,44,0,0,0,0
32,1765227062093,3.32,3.25,78.7,45,0,0,0,0
33,1765227062268,3.32,3.25,78.7,45,0,0,0,0
34,1765227064184,3.32,3.25,78.7,44,0,0,0,0
35,1765227066021,3.32,3.25,78.7,44,0,0,0,0
36,1765227067617,3.32,3.25,78.7,45,0,0,0,0
37,1765227067766,3.32,3.25,78.7,44,0,0,0,0
38,1765227069348,3.32,3.25,78.7,44,0,0,0,0
39,1765227069507,3.32,3.25,78.8,45,0,0,0,0
40,1765227071098,3.32,3.25,78.7,47,0,0,0,0
41,1765227072881,3.32,3.25,78.8,45,0,0,0,0
42,1765227074606,3.32,3.25,78.8,45,0,0,0,0
43,1765227146519,3.32,3.25,78.8,33494,0,0,0,0
44,1765227148027,3.32,3.25,78.8,47,0,0,0,0
45,1765227149819,3.32,3.25,78.8,45,0,0,0,0
46,1765227151502,3.32,3.25,78.8,44,0,0,0,0
47,1765227153153,3.32,3.25,78.8,45,0,0,0,0
48,1765227153320,3.32,3.25,78.8,45,0,0,0,0
49,1765227154901,3.32,3.25,78.8,45,0,0,0,0
50,1765227155142,3.32,3.25,78.8,45,0,0,0,0
51,1765227157891,3.32,3.25,78.8,34514,0,0,0,0
52,1765227159205,3.32,3.25,78.8,46,0,0,0,0
53,1765227159346,3.32,3.25,78.8,44,0,0,0,0
54,1765227161012,3.32,3.25,78.8,45,0,0,0,0
55,1765227161163,3.32,3.25,78.8,45,0,0,0,0
56,1765227162738,3.32,3.25,78.9,45,0,0,0,0
57,1765227164487,3.32,3.25,78.9,45,0,0,0,0
58,1765227166036,3.32,3.25,78.8,46,0,0,0,0
59,1765227166212,3.32,3.25,78.8,45,0,0,0,0
60,1765227167787,3.32,3.25,78.9,46,0,0,0,0
61,1765227169545,3.32,3.25,78.9,44,0,0,0,0
62,1765227171252,3.32,3.25,78.8,44,0,0,0,0
63,1765227172860,3.32,3.25,78.9,45,0,0,0,0
64,1765227173060,3.32,3.25,78.9,45,0,0,0,0
65,1765227174559,3.32,3.25,78.9,45,0,0,0,0
66,1765227176359,3.32,3.25,78.9,45,0,0,0,0
67,1765227177867,3.32,3.25,78.8,44,0,0,0,0
68,1765227178019,3.32,3.24,78.7,45,0,0,0,0
69,1765227179826,3.32,3.21,78.5,58,0,0,0,0
70,1765227181343,3.32,3.07,77.8,81,0,0,0,0
71,1765227182959,3.31,2.97,77.4,93,0,0,0,0
72,1765227183102,3.31,2.91,77.2,99,0,0,0,0
73,1765227184685,3.31,2.93,77.4,91,0,0,0,0
74,1765227184885,3.32,3.04,77.8,82,0,0,0,0
75,1765227186468,3.31,2.96,77.5,86,0,0,0,0
76,1765227188260,3.32,3.24,78.7,44,0,0,0,0
77,1765227189985,3.31,3.03,77.7,80,0,0,0,0
78,1765227191850,3.31,2.99,77.6,82,0,0,0,0
79,1765227193384,3.32,3.24,78.7,45,0,0,0,0
80,1765227193591,3.32,3.24,78.7,45,0,0,0,0
81,1765227195164,3.31,2.83,76.9,108,0,0,0,0
82,1765227196616,3.32,3.06,77.9,71,0,0,0,0
83,1765227196808,3.32,3.07,77.9,70,0,0,0,0
84,1765227198406,3.32,3.01,77.7,74,0,0,0,0
85,1765227200041,3.31,2.78,76.3,118,0,0,0,0
86,1765227201761,3.31,2.83,76.5,110,0,0,0,0
87,1765227201786,3.31,2.81,76.4,111,0,0,0,0
88,1765227203362,3.31,2.79,76.4,115,0,0,0,0
89,1765227205058,3.31,2.89,76.8,100,0,0,0,0
90,1765227206633,3.31,2.97,77.2,85,0,0,0,0
91,1765227206820,3.31,3.03,77.5,76,0,0,0,0
92,1765227208360,3.32,3.08,77.8,66,0,0,0,0
93,1765227210137,3.31,2.97,77.4,80,0,0,0,0
94,1765227211680,3.32,3.1,77.9,64,0,0,0,0
95,1765227211857,3.32,3.03,77.6,72,0,0,0,0
96,1765227213476,3.32,3.08,77.7,70,0,0,0,0
97,1765227213644,3.32,3.13,78,62,0,0,0,0
98,1765227215148,3.31,2.78,76.3,117,0,0,0,0
99,1765227216948,3.31,2.69,75.8,132,0,0,0,0
100,1765227218719,3.31,2.73,76,115,0,0,0,0
101,1765227220350,3.31,2.76,76.1,121,0,0,0,0
102,1765227220490,3.3,2.63,75.6,132,0,0,0,0
103,1765227222122,3.31,2.97,77.1,87,0,0,0,0
104,1765227222310,3.31,2.96,77,86,0,0,0,0
105,1765227224301,3.31,2.97,77.1,85,0,0,0,0
106,1765227225773,3.32,3.21,78.3,45,0,0,0,0
107,1765227225952,3.32,3.21,78.4,44,0,0,0,0
108,1765227227560,3.32,3.2,78.2,53,0,0,0,0
109,1765227229270,3.32,3.2,78.3,0,0,0,0,0
110,1765227230834,3.32,3.21,78.4,0,0,0,0,0
111,1765227231027,3.32,3.21,78.4,0,0,0,0,0
112,1765227232608,3.32,3.22,78.4,0,0,0,0,0
113,1765227234359,3.32,3.22,78.5,0,0,0,0,0
114,1765227236086,3.32,3.22,78.5,0,0,0,0,0
115,1765227237714,3.32,3.22,78.5,0,0,0,0,0
116,1765227237901,3.32,3.22,78.5,0,0,0,0,0
117,1765227239440,3.32,3.23,78.5,0,0,0,0,0
118,1765227241243,3.32,3.23,78.5,0,0,0,0,0
119,1765227242940,3.32,3.23,78.6,0,0,0,0,0
120,1765227244747,3.32,3.23,78.6,0,0,0,0,0
121,1765227246380,3.32,3.23,78.6,0,0,0,0,0
