index,date,INVERSOR_STATE,FAILURE,ALARM,1,2,3,4,5
0,1765227022404,0,0,0,0,0,0,0,0
1,1765227022721,0,0,0,0,0,0,0,0
2,1765227022846,0,0,0,0,0,0,0,0
3,1765227023139,0,0,0,0,0,0,0,0
4,1765227023613,1,0,0,0,0,0,0,0
5,1765227023882,1,0,0,0,0,0,0,0
6,1765227024014,1,0,0,0,0,0,0,0
7,1765227024313,1,0,0,0,0,0,0,0
8,1765227024773,1,0,0,0,0,0,0,0
9,1765227025045,1,0,0,0,0,0,0,0
10,1765227025189,1,0,0,0,0,0,0,0
11,1765227025489,1,0,0,0,0,0,0,0
12,1765227025772,1,0,0,0,0,0,0,0
13,1765227025907,1,0,0,0,0,0,0,0
14,1765227026256,1,0,0,0,0,0,0,0
15,1765227026681,1,0,0,0,0,0,0,0
16,1765227026987,1,0,0,0,0,0,0,0
17,1765227027121,0,0,0,0,0,0,0,0
18,1765227027438,0,0,0,0,0,0,0,0
19,1765227027872,0,0,0,0,0,0,0,0
20,1765227028371,0,0,0,0,0,0,0,0
21,1765227028663,0,0,0,0,0,0,0,0
22,1765227028814,0,0,0,0,0,0,0,0
23,1765227029130,0,0,0,0,0,0,0,0
24,1765227029413,0,0,0,0,0,0,0,0
25,1765227029547,0,0,0,0,0,0,0,0
26,1765227029898,0,0,0,0,0,0,0,0
27,1765227030322,0,0,0,0,0,0,0,0
28,1765227030604,0,0,0,0,0,0,0,0
29,1765227030741,0,0,0,0,0,0,0,0
30,1765227031054,0,0,0,0,0,0,0,0
31,1765227031464,0,0,0,0,0,0,0,0
32,1765227031797,0,0,0,0,0,0,0,0
33,1765227031928,0,0,0,0,0,0,0,0
34,1765227032206,0,0,0,0,0,0,0,0
35,1765227032530,0,0,0,0,0,0,0,0
36,1765227032639,0,0,0,0,0,0,0,0
37,1765227032913,0,0,0,0,0,0,0,0
38,1765227033363,0,0,0,0,0,0,0,0
39,1765227033670,0,0,0,0,0,0,0,0
40,1765227033797,0,0,0,0,0,0,0,0
41,1765227034070,0,0,0,0,0,0,0,0
42,1765227034522,0,0,0,0,0,0,0,0
43,1765227034805,0,0,0,0,0,0,0,0
44,1765227035254,0,0,0,0,0,0,0,0
45,1765227035538,0,0,0,0,0,0,0,0
