index,date,ALTITUDE,GROUND_SPEED,FIX
0,1780263079307,65076,0,0
1,1780263079307,65078,0,0
2,1780263079307,65084,0,0
3,1780263079324,65088,0,0
4,1780263079324,65081,0,0
5,1780263079324,65082,0,0
6,1780263079358,65074,0,0
7,1780263079425,65084,0,0
8,1780263079741,65089,0,0
9,1780263079875,65093,0,0
10,1780263080241,65086,0,0
11,1780263080325,65083,0,0
12,1780263081042,65088,0,0
13,1780263081157,65097,0,0
14,1780263081824,65091,0,0
15,1780263083541,65082,0,0
16,1780263084057,65084,0,0
17,1780263085358,65086,0,0
18,1780263085690,65088,0,0
19,1780263086790,65076,0,0
20,1780263087225,0,0,0
21,1780263088440,65079,0,0
22,1780263089525,65078,0,0
23,1780263090326,65082,0,0
24,1780263091752,65081,0,0
25,1780263094207,65085,0,0
26,1780263094674,65088,0,0
27,1780263095191,65084,0,0
28,1780263096707,65078,0,0
29,1780263097257,65089,0,0
30,1780263098273,65093,0,0
31,1780263099006,65086,0,0
32,1780263099341,65084,0,0
33,1780263099473,65084,0,0
34,1780263099773,65086,0,0
35,1780263100557,65086,0,0
36,1780263100923,65084,0,0
37,1780263101006,65084,0,0
38,1780263101856,65084,0,0
39,1780263102289,65082,0,0
40,1780263102373,65080,0,0
41,1780263102441,65086,0,0
42,1780263102656,65091,0,0
43,1780263103406,65093,0,0
44,1780263103607,65091,0,0
45,1780263106373,65097,0,0
46,1780263106623,65088,0,0
47,1780263106757,65088,0,0
48,1780263107607,65095,0,0
49,1780263107856,65099,0,0
50,1780263107989,65079,0,0
51,1780263108273,65101,0,0
52,1780263108807,65082,0,0
53,1780263109839,65091,0,0
54,1780263110006,65095,0,0
55,1780263111239,65093,0,0
56,1780263111489,65082,0,0
57,1780263112356,65086,0,0
58,1780263114456,65086,0,0
59,1780263115360,65088,0,0
60,1780263115989,65086,0,0
61,1780263116606,65097,0,0
62,1780263116772,65095,0,0
63,1780263116806,65088,0,0
64,1780263116889,65081,0,0
65,1780263117024,65091,0,0
66,1780263117673,65081,0,0
67,1780263118422,65097,0,0
68,1780263118505,65095,0,0
69,1780263119690,65095,0,0
70,1780263120889,65097,0,0
71,1780263121472,65081,0,0
72,1780263121638,65093,0,0
73,1780263123238,65086,0,0
74,1780263126839,65088,0,0
75,1780263127706,65097,0,0
76,1780263128071,65103,0,0
77,1780263128405,65084,0,0
78,1780263128558,65095,0,0
79,1780263129722,65103,0,0
80,1780263129921,65093,0,0
81,1780263130589,65099,0,0
82,1780263131204,65099,0,0
83,1780263131288,65101,0,0
84,1780263132155,65097,0,0
85,1780263133722,65097,0,0
86,1780263134138,65093,0,0
87,1780263134472,65086,0,0
88,1780263135038,65093,0,0
89,1780263135738,65097,0,0
90,1780263135988,65105,0,0
91,1780263136521,65099,0,0
92,1780263136655,65093,0,0
93,1780263136855,65099,0,0
94,1780263137271,65097,0,0
95,1780263137604,65086,0,0
96,1780263137804,65097,0,0
97,1780263138387,65088,0,0
98,1780263138671,65113,0,0
99,1780263139171,65101,0,0
100,1780263140024,65088,0,0
101,1780263140154,65103,0,0
102,1780263140521,65093,0,0
103,1780263141055,65093,0,0
104,1780263141438,65093,0,0
105,1780263141839,65099,0,0
106,1780263142004,65095,0,0
107,1780263142804,65099,0,0
108,1780263143538,65105,0,0
109,1780263143737,65093,0,0
110,1780263143871,65105,0,0
111,1780263153070,65097,0,0
112,1780263154503,65109,0,0
113,1780263159870,65101,0,0
114,1780263160689,65095,0,0
115,1780263160820,65095,0,0
116,1780263162303,65116,0,0
117,1780263162670,65116,0,0
118,1780263163453,65093,0,0
119,1780263163837,65095,0,0
120,1780263164087,65099,0,0
121,1780263164820,65097,0,0
122,1780263165154,65095,0,0
123,1780263168252,65116,0,0
124,1780263168453,65113,0,0
125,1780263170136,65110,0,0
126,1780263172236,65114,0,0
127,1780263172869,65113,0,0
128,1780263172986,65115,0,0
129,1780263173119,65105,0,0
130,1780263173602,65116,0,0
131,1780263174053,65108,0,0
132,1780263174752,65113,0,0
133,1780263175502,65105,0,0
134,1780263175919,65107,0,0
135,1780263176035,65109,0,0
136,1780263176252,65104,0,0
137,1780263177270,65113,0,0
138,1780263178052,65116,0,0
139,1780263178303,65114,0,0
140,1780263179335,65112,0,0
141,1780263180368,65125,0,0
142,1780263180618,65106,0,0
143,1780263181269,0,0,2
144,1780263181602,65109,0,0
145,1780263181735,65121,0,0
146,1780263181935,65113,0,0
147,1780263182468,65105,0,0
148,1780263182518,65116,0,0
149,1780263183053,65113,0,0
150,1780263183251,65113,0,0
151,1780263183335,65130,0,0
152,1780263183919,65119,0,0
153,1780263184451,65107,0,0
