index,date,ALTITUDE,GROUND_SPEED,FIX
154,1780263184586,65129,0,0
155,1780263187585,65118,0,0
156,1780263188784,65115,0,0
157,1780263189152,65112,0,0
158,1780263190102,65118,0,0
159,1780263190318,65124,0,0
160,1780263191052,65116,0,0
161,1780263191751,65124,0,0
162,1780263192418,65115,0,0
163,1780263192784,65124,0,0
164,1780263192868,65119,0,0
165,1780263192985,65128,0,0
166,1780263193901,65132,0,0
167,1780263196534,65134,0,0
168,1780263197151,65124,0,0
169,1780263197651,65126,0,0
170,1780263198717,65113,0,0
171,1780263199051,65120,0,0
172,1780263199135,65121,0,0
173,1780263199668,65121,0,0
174,1780263200617,65121,0,0
175,1780263201067,65121,0,0
176,1780263202068,65113,0,0
177,1780263202601,65117,0,0
178,1780263204585,65114,0,0
179,1780263204950,65126,0,0
180,1780263206351,65128,0,0
181,1780263207050,65113,0,0
182,1780263207267,65124,0,0
183,1780263207917,65129,0,0
184,1780263208285,65106,0,0
185,1780263208617,65119,0,0
186,1780263209867,65115,0,0
187,1780263210234,65113,0,0
188,1780263211184,65117,0,0
189,1780263211467,65126,0,0
190,1780263211884,65130,0,0
191,1780263212383,65130,0,0
192,1780263212584,65121,0,0
193,1780263213033,65130,0,0
194,1780263213166,65126,0,0
195,1780263213483,65140,0,0
196,1780263214184,65124,0,0
197,1780263214568,65126,0,0
198,1780263215716,65128,0,0
199,1780263218433,65126,0,0
200,1780263218567,65121,0,0
201,1780263218934,65130,0,0
202,1780263219550,65130,0,0
203,1780263219917,65121,0,0
204,1780263220249,65130,0,0
205,1780263220534,65132,0,0
206,1780263221116,65130,0,0
207,1780263221700,65126,0,0
208,1780263221983,65126,0,0
209,1780263222117,65128,0,0
210,1780263222968,65128,0,0
211,1780263223917,65134,0,0
212,1780263229816,65124,0,0
213,1780263230149,65121,0,0
214,1780263230300,65132,0,0
215,1780263231583,65128,0,0
216,1780263234583,65134,0,0
217,1780263235532,65132,0,0
218,1780263236566,65134,0,0
219,1780263236816,65136,0,0
220,1780263237099,65134,0,0
221,1780263237515,65134,0,0
222,1780263237682,65126,0,0
223,1780263238183,65132,0,0
224,1780263238382,65128,0,0
225,1780263238667,65132,0,0
226,1780263238799,65128,0,0
227,1780263238884,65128,0,0
228,1780263240032,65126,0,0
229,1780263240199,65134,0,0
230,1780263240867,65134,0,0
231,1780263241231,65134,0,0
232,1780263241350,65136,0,0
233,1780263242298,65136,0,0
234,1780263242465,65132,0,0
235,1780263242583,65132,0,0
