index,date,REGEN_BRAKE_STATE,1,2,3,4,5,6,7
0,1765820036755,0,0,0,0,0,0,0,0
1,1765820037254,0,0,0,0,0,0,0,0
2,1765820037789,0,0,0,0,0,0,0,0
3,1765820038338,0,0,0,0,0,0,0,0
4,1765820038622,0,0,0,0,0,0,0,0
5,1765820038822,0,0,0,0,0,0,0,0
6,1765820039172,0,0,0,0,0,0,0,0
7,1765820039289,0,0,0,0,0,0,0,0
8,1765820039655,0,0,0,0,0,0,0,0
9,1765820039855,0,0,0,0,0,0,0,0
10,1765820040139,0,0,0,0,0,0,0,0
11,1765820040689,0,0,0,0,0,0,0,0
12,1765820041189,0,0,0,0,0,0,0,0
13,1765820041472,0,0,0,0,0,0,0,0
14,1765820041656,0,0,0,0,0,0,0,0
15,1765820042005,0,0,0,0,0,0,0,0
16,1765820042222,0,0,0,0,0,0,0,0
17,1765820042504,0,0,0,0,0,0,0,0
18,1765820042704,0,0,0,0,0,0,0,0
19,1765820043054,0,0,0,0,0,0,0,0
20,1765820043539,0,0,0,0,0,0,0,0
21,1765820044005,0,0,0,0,0,0,0,0
22,1765820044354,0,0,0,0,0,0,0,0
23,1765820044554,0,0,0,0,0,0,0,0
24,1765820044837,0,0,0,0,0,0,0,0
25,1765820045021,0,0,0,0,0,0,0,0
26,1765820045338,0,0,0,0,0,0,0,0
27,1765820045839,0,0,0,0,0,0,0,0
28,1765820046106,0,0,0,0,0,0,0,0
29,1765820046305,0,0,0,0,0,0,0,0
30,1765820046655,0,0,0,0,0,0,0,0
31,1765820046872,0,0,0,0,0,0,0,0
32,1765820047139,0,0,0,0,0,0,0,0
33,1765820047339,0,0,0,0,0,0,0,0
34,1765820047606,0,0,0,0,0,0,0,0
35,1765820048138,0,0,0,0,0,0,0,0
36,1765820048622,0,0,0,0,0,0,0,0
37,1765820048989,0,0,0,0,0,0,0,0
38,1765820049122,0,0,0,0,0,0,0,0
39,1765820049456,0,0,0,0,0,0,0,0
40,1765820049655,0,0,0,0,0,0,0,0
41,1765820049940,0,0,0,0,0,0,0,0
42,1765820050489,0,0,0,0,0,0,0,0
43,1765820050973,0,0,0,0,0,0,0,0
44,1765820051289,0,0,0,0,0,0,0,0
45,1765820051438,0,0,0,0,0,0,0,0
46,1765820051787,0,0,0,0,0,0,0,0
47,1765820052005,0,0,0,0,0,0,0,0
48,1765820052289,0,0,0,0,0,0,0,0
49,1765820052489,0,0,0,0,0,0,0,0
50,1765820052855,0,0,0,0,0,0,0,0
51,1765820053305,0,0,0,0,0,0,0,0
52,1765820053789,0,0,0,0,0,0,0,0
53,1765820054155,0,0,0,0,0,0,0,0
54,1765820054355,0,0,0,0,0,0,0,0
55,1765820054638,0,0,0,0,0,0,0,0
