index,date,SLAVE_5,SLAVE_6,OVERVOLTAGE,UNDERVOLTAGE,1,2,3,4
0,1765820036971,0,0,0,0,0,0,0,0
1,1765820038022,0,0,0,0,0,0,0,0
2,1765820038238,0,0,0,0,0,0,0,0
3,1765820039439,0,0,0,0,0,0,0,0
4,1765820040372,0,0,0,0,0,0,0,0
5,1765820040589,0,0,0,0,0,0,0,0
6,1765820041872,0,0,0,0,0,0,0,0
7,1765820042105,0,0,0,0,0,0,0,0
8,1765820043037,0,0,0,0,0,0,0,0
9,1765820043322,0,0,0,0,0,0,0,0
10,1765820044254,0,0,0,0,0,0,0,0
11,1765820044471,0,0,0,0,0,0,0,0
12,1765820045438,0,0,0,0,0,0,0,0
13,1765820045689,0,0,0,0,0,0,0,0
14,1765820046556,0,0,0,0,0,0,0,0
15,1765820046821,0,0,0,0,0,0,0,0
16,1765820047804,0,0,0,0,0,0,0,0
17,1765820048022,0,0,0,0,0,0,0,0
18,1765820048938,0,0,0,0,0,0,0,0
19,1765820049223,0,0,0,0,0,0,0,0
20,1765820050172,0,0,0,0,0,0,0,0
21,1765820050405,0,0,0,0,0,0,0,0
22,1765820051639,0,0,0,0,0,0,0,0
23,1765820051888,0,0,0,0,0,0,0,0
24,1765820052805,0,0,0,0,0,0,0,0
25,1765820054021,0,0,0,0,0,0,0,0
26,1765820054255,0,0,0,0,0,0,0,0
27,1765820055222,0,0,0,0,0,0,0,0
28,1765820055505,0,0,0,0,0,0,0,0
29,1765820056388,0,0,0,0,0,0,0,0
30,1765820057604,0,0,0,0,0,0,0,0
31,1765820057855,0,0,0,0,0,0,0,0
32,1765820058755,0,0,0,0,0,0,0,0
33,1765820059039,0,0,0,0,0,0,0,0
34,1765820060221,0,0,0,0,0,0,0,0
35,1765820061455,0,0,0,0,0,0,0,0
36,1765820061721,0,0,0,0,0,0,0,0
37,1765820062922,0,0,0,0,0,0,0,0
38,1765820063905,0,0,0,0,0,0,0,0
39,1765820064155,0,0,0,0,0,0,0,0
40,1765820216619,0,0,0,0,0,0,0,0
41,1765820216920,0,0,0,0,0,0,0,0
42,1765820217868,0,0,0,0,0,0,0,0
43,1765820218120,0,0,0,0,0,0,0,0
44,1765820219053,0,0,0,0,0,0,0,0
45,1765820219336,0,0,0,0,0,0,0,0
46,1765820220503,0,0,0,0,0,0,0,0
47,1765820221719,0,0,0,0,0,0,0,0
48,1765820223169,0,0,0,0,0,0,0,0
49,1765820224053,0,0,0,0,0,0,0,0
50,1765820224320,0,0,0,0,0,0,0,0
51,1765820225287,0,0,0,0,0,0,0,0
52,1765820225520,0,0,0,0,0,0,0,0
53,1765820226403,0,0,0,0,0,0,0,0
54,1765820226687,0,0,0,0,0,0,0,0
55,1765820227636,0,0,0,0,0,0,0,0
56,1765820227853,0,0,0,0,0,0,0,0
57,1765820228803,0,0,0,0,0,0,0,0
58,1765820229087,0,0,0,0,0,0,0,0
59,1765820230001,0,0,0,0,0,0,0,0
60,1765820230235,0,0,0,0,0,0,0,0
61,1765820231488,0,0,0,0,0,0,0,0
62,1765820232684,0,0,0,0,0,0,0,0
63,1765820232968,0,0,0,0,0,0,0,0
64,1765820233868,0,0,0,0,0,0,0,0
65,1765820234118,0,0,0,0,0,0,0,0
66,1765820235118,0,0,0,0,0,0,0,0
67,1765820235401,0,0,0,0,0,0,0,0
68,1765820236918,0,0,0,0,0,0,0,0
69,1765820237851,0,0,0,0,0,0,0,0
70,1765820238118,0,0,0,0,0,0,0,0
71,1765820239418,0,0,0,0,0,0,0,0
72,1765820239684,0,0,0,0,0,0,0,0
73,1765820240684,0,0,0,0,0,0,0,0
74,1765820240968,0,0,0,0,0,0,0,0
75,1765820242219,0,0,0,0,0,0,0,0
76,1765820242504,0,0,0,0,0,0,0,0
77,1765820243454,0,0,0,0,0,0,0,0
78,1765820243721,0,0,0,0,0,0,0,0
79,1765820244703,0,0,0,0,0,0,0,0
80,1765820244969,0,0,0,0,0,0,0,0
81,1765820503182,0,0,0,0,0,0,0,0
82,1765820504399,0,0,0,0,0,0,0,0
83,1765820504683,0,0,0,0,0,0,0,0
84,1765820505582,0,0,0,0,0,0,0,0
85,1765820505882,0,0,0,0,0,0,0,0
86,1765820506865,0,0,0,0,0,0,0,0
87,1765820507115,0,0,0,0,0,0,0,0
88,1765820508349,0,0,0,0,0,0,0,0
89,1765820508632,0,0,0,0,0,0,0,0
90,1765820509516,0,0,0,0,0,0,0,0
91,1765820509832,0,0,0,0,0,0,0,0
92,1765820510816,0,0,0,0,0,0,0,0
93,1765820511066,0,0,0,0,0,0,0,0
94,1765820512632,0,0,0,0,0,0,0,0
95,1765820513582,0,0,0,0,0,0,0,0
96,1765820513883,0,0,0,0,0,0,0,0
97,1765820515166,0,0,0,0,0,0,0,0
98,1765820515449,0,0,0,0,0,0,0,0
99,1765820516749,0,0,0,0,0,0,0,0
100,1765820516982,0,0,0,0,0,0,0,0
101,1765820517981,0,0,0,0,0,0,0,0
102,1765820518265,0,0,0,0,0,0,0,0
103,1765820519182,0,0,0,0,0,0,0,0
104,1765820519431,0,0,0,0,0,0,0,0
105,1765820520648,0,0,0,0,0,0,0,0
106,1765820521815,0,0,0,0,0,0,0,0
107,1765820522115,0,0,0,0,0,0,0,0
108,1765820522982,0,0,0,0,0,0,0,0
109,1765820524182,0,0,0,0,0,0,0,0
110,1765820524417,0,0,0,0,0,0,0,0
111,1765820525301,0,0,0,0,0,0,0,0
112,1765820525581,0,0,0,0,0,0,0,0
113,1765820526549,0,0,0,0,0,0,0,0
114,1765820526782,0,0,0,0,0,0,0,0
115,1765820527665,0,0,0,0,0,0,0,0
116,1765823862107,0,0,0,0,0,0,0,0
117,1765823862322,0,0,0,0,0,0,0,0
118,1765823862523,0,0,0,0,0,0,0,0
119,1765823862689,0,0,0,0,0,0,0,0
120,1765823862856,0,0,0,0,0,0,0,0
121,1765823863206,0,0,0,0,0,0,0,0
122,1765823863390,0,0,0,0,0,0,0,0
123,1765823863606,0,0,0,0,0,0,0,0
124,1765823863807,0,0,0,0,0,0,0,0
125,1765823863974,0,0,0,0,0,0,0,0
126,1765823864139,0,0,0,0,0,0,0,0
127,1765823864322,0,0,0,0,0,0,0,0
128,1765823864507,0,0,0,0,0,0,0,0
129,1765823864839,0,0,0,0,0,0,0,0
130,1765823864990,0,0,0,0,0,0,0,0
131,1765823865155,0,0,0,0,0,0,0,0
132,1765823866590,0,0,0,0,0,0,0,0
133,1765823866789,0,0,0,0,0,0,0,0
134,1765823866990,0,0,0,0,0,0,0,0
135,1765823867140,0,0,0,0,0,0,0,0
136,1765823867289,0,0,0,0,0,0,0,0
137,1765823867339,0,0,0,0,0,0,0,0
138,1765823867457,0,0,0,0,0,0,0,0
139,1765823867656,0,0,0,0,0,0,0,0
140,1765823867822,0,0,0,0,0,0,0,0
