index,date,CEL_1,CEL_2,CEL_3,CEL_4,1,2,3,4
0,1765820037956,3.34,3.34,3.34,3.34,0,0,0,0
1,1765820038204,3.34,3.34,3.34,3.34,0,0,0,0
2,1765820039090,3.34,3.34,3.34,3.34,0,0,0,0
3,1765820039389,3.34,3.34,3.34,3.34,0,0,0,0
4,1765820040338,3.34,3.34,3.34,3.34,0,0,0,0
5,1765820040554,3.34,3.34,3.34,3.34,0,0,0,0
6,1765820041505,3.34,3.34,3.34,3.34,0,0,0,0
7,1765820041805,3.34,3.34,3.34,3.34,0,0,0,0
8,1765820042971,3.34,3.34,3.34,3.34,0,0,0,0
9,1765820043254,3.34,3.34,3.34,3.34,0,0,0,0
10,1765820044204,3.34,3.34,3.34,3.34,0,0,0,0
11,1765820044421,3.34,3.34,3.34,3.34,0,0,0,0
12,1765820045371,3.34,3.34,3.34,3.34,0,0,0,0
13,1765820045622,3.34,3.34,3.34,3.34,0,0,0,0
14,1765820046522,3.34,3.34,3.34,3.34,0,0,0,0
15,1765820046754,3.34,3.34,3.34,3.34,0,0,0,0
16,1765820047756,3.34,3.34,3.34,3.34,0,0,0,0
17,1765820047989,3.34,3.34,3.34,3.34,0,0,0,0
18,1765820048872,3.34,3.34,3.34,3.34,0,0,0,0
19,1765820049154,3.34,3.34,3.34,3.34,0,0,0,0
20,1765820050122,3.34,3.34,3.34,3.34,0,0,0,0
21,1765820050356,3.34,3.34,3.34,3.34,0,0,0,0
22,1765820051272,3.34,3.34,3.34,3.34,0,0,0,0
23,1765820051572,3.34,3.34,3.34,3.34,0,0,0,0
24,1765820052739,3.34,3.34,3.34,3.34,0,0,0,0
25,1765820053971,3.34,3.34,3.34,3.34,0,0,0,0
26,1765820054222,3.34,3.34,3.34,3.34,0,0,0,0
27,1765820055154,3.34,3.34,3.34,3.34,0,0,0,0
28,1765820055422,3.34,3.34,3.34,3.34,0,0,0,0
29,1765820056355,3.34,3.34,3.34,3.34,0,0,0,0
30,1765820056555,3.34,3.34,3.34,3.34,0,0,0,0
31,1765820057554,3.34,3.34,3.34,3.34,0,0,0,0
32,1765820057822,3.34,3.34,3.34,3.34,0,0,0,0
33,1765820058704,3.34,3.34,3.34,3.34,0,0,0,0
34,1765820058972,3.34,3.34,3.34,3.34,0,0,0,0
35,1765820059938,3.34,3.34,3.34,3.34,0,0,0,0
36,1765820060172,3.34,3.34,3.34,3.34,0,0,0,0
37,1765820061388,3.34,3.34,3.34,3.34,0,0,0,0
38,1765820061672,3.34,3.34,3.34,3.34,0,0,0,0
39,1765820062589,3.34,3.34,3.34,3.34,0,0,0,0
40,1765820062873,3.34,3.34,3.34,3.34,0,0,0,0
41,1765820063855,3.34,3.34,3.34,3.34,0,0,0,0
42,1765820064105,3.34,3.34,3.34,3.34,0,0,0,0
43,1765820065355,3.34,3.34,3.34,3.34,0,0,0,0
44,1765820216570,3.34,3.34,3.34,3.34,0,0,0,0
45,1765820216853,3.33,3.34,3.34,3.34,0,0,0,0
46,1765820217837,3.34,3.34,3.34,3.34,0,0,0,0
47,1765820218069,3.34,3.34,3.34,3.34,0,0,0,0
48,1765820218986,3.34,3.34,3.34,3.34,0,0,0,0
49,1765820219269,3.34,3.34,3.34,3.34,0,0,0,0
50,1765820220203,3.33,3.34,3.34,3.34,0,0,0,0
51,1765820220420,3.34,3.34,3.34,3.34,0,0,0,0
52,1765820221670,3.33,3.34,3.34,3.34,0,0,0,0
53,1765820222821,3.34,3.34,3.34,3.34,0,0,0,0
54,1765820223103,3.34,3.34,3.34,3.34,0,0,0,0
55,1765820224004,3.34,3.34,3.34,3.34,0,0,0,0
56,1765820225218,3.34,3.34,3.34,3.34,0,0,0,0
57,1765820225471,3.34,3.34,3.34,3.34,0,0,0,0
58,1765820226353,3.34,3.34,3.34,3.34,0,0,0,0
59,1765820226620,3.34,3.34,3.34,3.34,0,0,0,0
60,1765820227587,3.34,3.34,3.34,3.34,0,0,0,0
61,1765820227803,3.34,3.34,3.34,3.34,0,0,0,0
62,1765820228719,3.34,3.34,3.34,3.34,0,0,0,0
63,1765820229018,3.34,3.34,3.34,3.34,0,0,0,0
64,1765820229953,3.34,3.34,3.34,3.34,0,0,0,0
65,1765820230155,3.34,3.34,3.34,3.34,0,0,0,0
66,1765820231172,3.34,3.34,3.34,3.34,0,0,0,0
67,1765820231436,3.33,3.34,3.34,3.34,0,0,0,0
68,1765820232635,3.34,3.34,3.34,3.34,0,0,0,0
69,1765820232918,3.33,3.34,3.34,3.34,0,0,0,0
70,1765820233818,3.34,3.34,3.34,3.34,0,0,0,0
71,1765820235068,3.34,3.34,3.34,3.34,0,0,0,0
72,1765820235351,3.34,3.34,3.34,3.34,0,0,0,0
73,1765820236268,3.33,3.34,3.34,3.34,0,0,0,0
74,1765820236550,3.34,3.34,3.34,3.34,0,0,0,0
75,1765820237801,3.34,3.34,3.34,3.34,0,0,0,0
76,1765820238035,3.34,3.34,3.34,3.34,0,0,0,0
77,1765820239068,3.34,3.34,3.34,3.34,0,0,0,0
78,1765820239384,3.34,3.34,3.34,3.34,0,0,0,0
79,1765820240618,3.34,3.34,3.34,3.34,0,0,0,0
80,1765820240901,3.34,3.34,3.34,3.34,0,0,0,0
81,1765820241852,3.34,3.34,3.34,3.34,0,0,0,0
82,1765820242210,3.34,3.34,3.34,3.34,0,0,0,0
83,1765820243402,3.34,3.34,3.34,3.34,0,0,0,0
84,1765820243664,3.34,3.34,3.34,3.34,0,0,0,0
85,1765820244636,3.34,3.34,3.34,3.34,0,0,0,0
86,1765820244921,3.34,3.34,3.34,3.34,0,0,0,0
87,1765820372717,3.34,3.34,3.34,3.34,0,0,0,0
88,1765820373917,3.34,3.34,3.34,3.34,0,0,0,0
89,1765820374201,3.33,3.34,3.34,3.34,0,0,0,0
90,1765820375150,3.34,3.34,3.34,3.34,0,0,0,0
91,1765820375401,3.34,3.34,3.34,3.34,0,0,0,0
92,1765820376701,3.34,3.34,3.34,3.34,0,0,0,0
93,1765820377918,3.34,3.34,3.34,3.34,0,0,0,0
94,1765820378234,3.33,3.34,3.34,3.34,0,0,0,0
95,1765820379151,3.34,3.34,3.34,3.34,0,0,0,0
96,1765820379418,3.34,3.34,3.34,3.34,0,0,0,0
97,1765820380700,3.34,3.34,3.34,3.34,0,0,0,0
98,1765820380934,3.34,3.34,3.34,3.34,0,0,0,0
99,1765820381917,3.33,3.34,3.34,3.34,0,0,0,0
100,1765820382201,3.34,3.34,3.34,3.34,0,0,0,0
101,1765820383067,3.34,3.34,3.34,3.34,0,0,0,0
102,1765820383334,3.34,3.34,3.34,3.34,0,0,0,0
103,1765820384300,3.34,3.34,3.34,3.34,0,0,0,0
104,1765820384517,3.33,3.34,3.34,3.34,0,0,0,0
105,1765820385418,3.34,3.34,3.34,3.34,0,0,0,0
106,1765820385700,3.33,3.34,3.34,3.34,0,0,0,0
107,1765820386583,3.34,3.34,3.34,3.34,0,0,0,0
108,1765820386817,3.34,3.34,3.34,3.34,0,0,0,0
109,1765820387767,3.34,3.34,3.34,3.34,0,0,0,0
110,1765820388051,3.34,3.34,3.34,3.34,0,0,0,0
111,1765820388917,3.34,3.34,3.34,3.34,0,0,0,0
112,1765820389218,3.34,3.34,3.34,3.34,0,0,0,0
113,1765820390167,3.34,3.34,3.34,3.34,0,0,0,0
114,1765820390367,3.33,3.34,3.34,3.34,0,0,0,0
115,1765820391601,3.33,3.34,3.34,3.34,0,0,0,0
116,1765820392717,3.34,3.34,3.34,3.34,0,0,0,0
117,1765820393934,3.34,3.34,3.34,3.34,0,0,0,0
118,1765820395101,3.33,3.34,3.34,3.34,0,0,0,0
119,1765820395384,3.33,3.34,3.34,3.34,0,0,0,0
120,1765820396251,3.33,3.34,3.34,3.34,0,0,0,0
121,1765820397467,3.33,3.34,3.34,3.34,0,0,0,0
122,1765820502899,3.33,3.34,3.34,3.34,0,0,0,0
123,1765820503131,3.34,3.34,3.34,3.34,0,0,0,0
124,1765820504349,3.33,3.34,3.34,3.34,0,0,0,0
125,1765820504632,3.33,3.34,3.34,3.34,0,0,0,0
126,1765820505548,3.33,3.34,3.34,3.34,0,0,0,0
