index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1765820036722,192,0,0,0,0,0,0,0
1,1765820037238,192,0,0,0,0,0,0,0
2,1765820037756,192,0,0,0,0,0,0,0
3,1765820038305,192,0,0,0,0,0,0,0
4,1765820038604,192,0,0,0,0,0,0,0
5,1765820038789,192,0,0,0,0,0,0,0
6,1765820039105,192,0,0,0,0,0,0,0
7,1765820039272,192,0,0,0,0,0,0,0
8,1765820039622,192,0,0,0,0,0,0,0
9,1765820039822,192,0,0,0,0,0,0,0
10,1765820040105,192,0,0,0,0,0,0,0
11,1765820040656,192,0,0,0,0,0,0,0
12,1765820041138,192,0,0,0,0,0,0,0
13,1765820041421,192,0,0,0,0,0,0,0
14,1765820041621,192,0,0,0,0,0,0,0
15,1765820041989,192,0,0,0,0,0,0,0
16,1765820042205,192,0,0,0,0,0,0,0
17,1765820042471,192,0,0,0,0,0,0,0
18,1765820043004,192,0,0,0,0,0,0,0
19,1765820043505,192,0,0,0,0,0,0,0
20,1765820043788,192,0,0,0,0,0,0,0
21,1765820043971,192,0,0,0,0,0,0,0
22,1765820044337,192,0,0,0,0,0,0,0
23,1765820044537,192,0,0,0,0,0,0,0
24,1765820044804,192,0,0,0,0,0,0,0
25,1765820045005,192,0,0,0,0,0,0,0
26,1765820045272,192,0,0,0,0,0,0,0
27,1765820045805,192,0,0,0,0,0,0,0
28,1765820046071,192,0,0,0,0,0,0,0
29,1765820046272,192,0,0,0,0,0,0,0
30,1765820046622,192,0,0,0,0,0,0,0
31,1765820046788,192,0,0,0,0,0,0,0
32,1765820047122,192,0,0,0,0,0,0,0
33,1765820047289,192,0,0,0,0,0,0,0
34,1765820047572,192,0,0,0,0,0,0,0
35,1765820048105,192,0,0,0,0,0,0,0
36,1765820048405,192,0,0,0,0,0,0,0
37,1765820048588,192,0,0,0,0,0,0,0
38,1765820048972,192,0,0,0,0,0,0,0
39,1765820049072,192,0,0,0,0,0,0,0
40,1765820049422,192,0,0,0,0,0,0,0
41,1765820049622,192,0,0,0,0,0,0,0
42,1765820049905,192,0,0,0,0,0,0,0
43,1765820050455,192,0,0,0,0,0,0,0
44,1765820050939,192,0,0,0,0,0,0,0
45,1765820051222,192,0,0,0,0,0,0,0
46,1765820051405,192,0,0,0,0,0,0,0
47,1765820051773,192,0,0,0,0,0,0,0
48,1765820051972,192,0,0,0,0,0,0,0
49,1765820052255,192,0,0,0,0,0,0,0
50,1765820052822,192,0,0,0,0,0,0,0
51,1765820053289,192,0,0,0,0,0,0,0
52,1765820053572,192,0,0,0,0,0,0,0
53,1765820053755,192,0,0,0,0,0,0,0
54,1765820054122,192,0,0,0,0,0,0,0
55,1765820054322,192,0,0,0,0,0,0,0
56,1765820054622,192,0,0,0,0,0,0,0
57,1765820054805,192,0,0,0,0,0,0,0
58,1765820055105,192,0,0,0,0,0,0,0
59,1765820055638,192,0,0,0,0,0,0,0
60,1765820056122,192,0,0,0,0,0,0,0
61,1765820056672,192,0,0,0,0,0,0,0
62,1765820056922,192,0,0,0,0,0,0,0
63,1765820057138,192,0,0,0,0,0,0,0
64,1765820057422,192,0,0,0,0,0,0,0
65,1765820057971,192,0,0,0,0,0,0,0
66,1765820058455,192,0,0,0,0,0,0,0
67,1765820058939,192,0,0,0,0,0,0,0
68,1765820059305,192,0,0,0,0,0,0,0
69,1765820059455,192,0,0,0,0,0,0,0
70,1765820059755,192,0,0,0,0,0,0,0
71,1765820059938,192,0,0,0,0,0,0,0
72,1765820060322,192,0,0,0,0,0,0,0
73,1765820060772,192,0,0,0,0,0,0,0
74,1765820061255,192,0,0,0,0,0,0,0
75,1765820061605,192,0,0,0,0,0,0,0
76,1765820061839,192,0,0,0,0,0,0,0
77,1765820062122,192,0,0,0,0,0,0,0
78,1765820062338,192,0,0,0,0,0,0,0
79,1765820062672,192,0,0,0,0,0,0,0
80,1765820062822,192,0,0,0,0,0,0,0
81,1765820063173,192,0,0,0,0,0,0,0
82,1765820063372,192,0,0,0,0,0,0,0
83,1765820063655,192,0,0,0,0,0,0,0
84,1765820064239,192,0,0,0,0,0,0,0
85,1765820064739,192,0,0,0,0,0,0,0
86,1765820065239,192,0,0,0,0,0,0,0
87,1765820216120,192,0,0,0,0,0,0,0
88,1765820216308,192,0,0,0,0,0,0,0
89,1765820216670,192,0,0,0,0,0,0,0
90,1765820216803,192,0,0,0,0,0,0,0
91,1765820217137,192,0,0,0,0,0,0,0
92,1765820217619,192,0,0,0,0,0,0,0
93,1765820218170,192,0,0,0,0,0,0,0
94,1765820218470,192,0,0,0,0,0,0,0
95,1765820218653,192,0,0,0,0,0,0,0
96,1765820218970,192,0,0,0,0,0,0,0
97,1765820219136,192,0,0,0,0,0,0,0
98,1765820219501,192,0,0,0,0,0,0,0
99,1765820219670,192,0,0,0,0,0,0,0
100,1765820219970,192,0,0,0,0,0,0,0
101,1765820220520,192,0,0,0,0,0,0,0
102,1765820221001,192,0,0,0,0,0,0,0
103,1765820221285,192,0,0,0,0,0,0,0
104,1765820221469,192,0,0,0,0,0,0,0
105,1765820221804,192,0,0,0,0,0,0,0
106,1765820222002,192,0,0,0,0,0,0,0
107,1765820222286,192,0,0,0,0,0,0,0
108,1765820222787,192,0,0,0,0,0,0,0
109,1765820223303,192,0,0,0,0,0,0,0
110,1765820223586,192,0,0,0,0,0,0,0
111,1765820223753,192,0,0,0,0,0,0,0
112,1765820224136,192,0,0,0,0,0,0,0
113,1765820224320,192,0,0,0,0,0,0,0
114,1765820224603,192,0,0,0,0,0,0,0
115,1765820225070,192,0,0,0,0,0,0,0
116,1765820225619,192,0,0,0,0,0,0,0
117,1765820225903,192,0,0,0,0,0,0,0
118,1765820226069,192,0,0,0,0,0,0,0
119,1765820226435,192,0,0,0,0,0,0,0
120,1765820226903,192,0,0,0,0,0,0,0
121,1765820227369,192,0,0,0,0,0,0,0
122,1765820227737,192,0,0,0,0,0,0,0
123,1765820227936,192,0,0,0,0,0,0,0
124,1765820228220,192,0,0,0,0,0,0,0
125,1765820228402,192,0,0,0,0,0,0,0
126,1765820228703,192,0,0,0,0,0,0,0
127,1765820229237,192,0,0,0,0,0,0,0
128,1765820229719,192,0,0,0,0,0,0,0
129,1765820230253,192,0,0,0,0,0,0,0
130,1765820230536,192,0,0,0,0,0,0,0
131,1765820230754,192,0,0,0,0,0,0,0
132,1765820231038,192,0,0,0,0,0,0,0
133,1765820231288,192,0,0,0,0,0,0,0
134,1765820231585,192,0,0,0,0,0,0,0
135,1765820231787,192,0,0,0,0,0,0,0
136,1765820232068,192,0,0,0,0,0,0,0
137,1765820232551,192,0,0,0,0,0,0,0
