index,date,MODE_ID,TORQUE_GAIN_ID,ODOM_DISTANCE_P,ODOM_DISTANCE_T,1,2,3,4
0,1765820036710,1,10,0,0,0,0,0,0
1,1765820037221,1,10,0,0,0,0,0,0
2,1765820037504,1,10,0,0,0,0,0,0
3,1765820037739,1,10,0,0,0,0,0,0
4,1765820038289,1,10,0,0,0,0,0,0
5,1765820038588,1,10,0,0,0,0,0,0
6,1765820038772,1,10,0,0,0,0,0,0
7,1765820039089,1,10,0,0,0,0,0,0
8,1765820039255,1,10,0,0,0,0,0,0
9,1765820039589,1,10,0,0,0,0,0,0
10,1765820039822,1,10,0,0,0,0,0,0
11,1765820040105,1,10,0,0,0,0,0,0
12,1765820040639,1,10,0,0,0,0,0,0
13,1765820040938,1,10,0,0,0,0,0,0
14,1765820041122,1,10,0,0,0,0,0,0
15,1765820041405,1,10,0,0,0,0,0,0
16,1765820041605,1,10,0,0,0,0,0,0
17,1765820041972,1,10,0,0,0,0,0,0
18,1765820042172,1,10,0,0,0,0,0,0
19,1765820042454,1,10,0,0,0,0,0,0
20,1765820042971,1,10,0,0,0,0,0,0
21,1765820043505,1,10,0,0,0,0,0,0
22,1765820043772,1,10,0,0,0,0,0,0
23,1765820043971,1,10,0,0,0,0,0,0
24,1765820044321,1,10,0,0,0,0,0,0
25,1765820044520,1,10,0,0,0,0,0,0
26,1765820044804,1,10,0,0,0,0,0,0
27,1765820044988,1,10,0,0,0,0,0,0
28,1765820045272,1,10,0,0,0,0,0,0
29,1765820045788,1,10,0,0,0,0,0,0
30,1765820046071,1,10,0,0,0,0,0,0
31,1765820046256,1,10,0,0,0,0,0,0
32,1765820046622,1,10,0,0,0,0,0,0
33,1765820046771,1,10,0,0,0,0,0,0
34,1765820047088,1,10,0,0,0,0,0,0
35,1765820047572,1,10,0,0,0,0,0,0
36,1765820048105,1,10,0,0,0,0,0,0
37,1765820048389,1,10,0,0,0,0,0,0
38,1765820048572,1,10,0,0,0,0,0,0
39,1765820048955,1,10,0,0,0,0,0,0
40,1765820049072,1,10,0,0,0,0,0,0
41,1765820049405,1,10,0,0,0,0,0,0
42,1765820049605,1,10,0,0,0,0,0,0
43,1765820049889,1,10,0,0,0,0,0,0
44,1765820050455,1,10,0,0,0,0,0,0
45,1765820050922,1,10,0,0,0,0,0,0
46,1765820051205,1,10,0,0,0,0,0,0
47,1765820051405,1,10,0,0,0,0,0,0
48,1765820051755,1,10,0,0,0,0,0,0
49,1765820051955,1,10,0,0,0,0,0,0
50,1765820052239,1,10,0,0,0,0,0,0
51,1765820052771,1,10,0,0,0,0,0,0
52,1765820053272,1,10,0,0,0,0,0,0
53,1765820053555,1,10,0,0,0,0,0,0
54,1765820053739,1,10,0,0,0,0,0,0
55,1765820054122,1,10,0,0,0,0,0,0
56,1765820054322,1,10,0,0,0,0,0,0
57,1765820054606,1,10,0,0,0,0,0,0
58,1765820054788,1,10,0,0,0,0,0,0
59,1765820055088,1,10,0,0,0,0,0,0
60,1765820055622,1,10,0,0,0,0,0,0
61,1765820056105,1,10,0,0,0,0,0,0
62,1765820056454,1,10,0,0,0,0,0,0
63,1765820056639,1,10,0,0,0,0,0,0
64,1765820056921,1,10,0,0,0,0,0,0
65,1765820057122,1,10,0,0,0,0,0,0
66,1765820057389,1,10,0,0,0,0,0,0
67,1765820057939,1,10,0,0,0,0,0,0
68,1765820058455,1,10,0,0,0,0,0,0
69,1765820058922,1,10,0,0,0,0,0,0
70,1765820059272,1,10,0,0,0,0,0,0
71,1765820059437,1,10,0,0,0,0,0,0
72,1765820059738,1,10,0,0,0,0,0,0
73,1765820060305,1,10,0,0,0,0,0,0
74,1765820060755,1,10,0,0,0,0,0,0
75,1765820061238,1,10,0,0,0,0,0,0
76,1765820061605,1,10,0,0,0,0,0,0
77,1765820061822,1,10,0,0,0,0,0,0
78,1765820062105,1,10,0,0,0,0,0,0
