0,2053,0,0,0,0,0,0,0,0
75,2057,0,0,0,0,0,0,0,0
76,2060,0,0,0,0,1,0,10,0
259,2063,129,255,79,32,60,255,0,0
77,2064,211,36,0,0,0,0,5,0
78,2068,0,0,0,0,0,0,0,0
79,2072,0,0,0,0,0,0,0,0
260,2075,253,255,5,0,2,0,0,0
81,2077,0,0,0,0,0,0,0,0
52,2080,0,0,0,0,0,0,0,0
306,2083,201,129,213,126,23,3,58,2
307,2085,1,0,0,0,1,0,1,0
86,2086,50,1,0,0,0,0,0,0
87,2088,2,0,0,0,0,0,0,0
261,2092,177,1,0,0,0,0,0,0
88,2093,0,0,0,0,0,0,0,0
95,2097,0,0,0,0,0,0,0,0
96,2101,57,1,0,0,0,0,0,0
97,2104,2,0,0,0,0,0,0,0
98,2108,0,0,0,0,0,0,0,0
351,2112,0,0,0,0,56,1,82,2
259,2127,131,255,76,32,67,255,0,0
260,2138,252,255,6,0,1,0,0,0
261,2148,169,1,0,0,0,0,0,0
0,2167,0,0,0,0,0,0,0,0
75,2170,0,0,0,0,0,0,0,0
76,2174,0,0,0,0,1,0,10,0
77,2179,211,36,0,0,0,0,5,0
78,2183,0,0,0,0,0,0,0,0
259,2185,126,255,63,32,60,255,0,0
79,2187,0,0,0,0,0,0,0,0
81,2191,0,0,0,0,0,0,0,0
52,2195,0,0,0,0,0,0,0,0
260,2197,252,255,5,0,1,0,0,0
86,2198,50,1,0,0,0,0,0,0
87,2202,2,0,0,0,0,0,0,0
88,2206,0,0,0,0,0,0,0,0
261,2210,183,1,0,0,0,0,0,0
95,2211,0,0,0,0,0,0,0,0
96,2214,57,1,0,0,0,0,0,0
97,2219,2,0,0,0,0,0,0,0
98,2223,0,0,0,0,0,0,0,0
351,2227,0,0,0,0,30,1,88,2
259,2245,132,255,80,32,67,255,0,0
260,2255,251,255,6,0,1,0,0,0
261,2265,173,1,0,0,0,0,0,0
0,2281,0,0,0,0,0,0,0,0
75,2285,0,0,0,0,0,0,0,0
76,2289,0,0,0,0,1,0,10,0
77,2292,211,36,0,0,0,0,5,0
300,2294,67,129,169,129,169,129,113,129
78,2296,0,0,0,0,0,0,0,0
301,2298,34,128,19,128,55,128,120,126
79,2300,0,0,0,0,0,0,0,0
302,2302,157,129,172,129,180,129,200,128
81,2305,0,0,0,0,0,0,0,0
303,2307,49,128,73,128,57,128,52,128
52,2310,0,0,0,0,0,0,0,0
304,2312,132,128,121,128,130,128,107,128
86,2316,50,1,0,0,0,0,0,0
305,2318,181,129,202,129,196,129,176,129
88,2321,0,0,0,0,0,0,0,0
87,2323,2,0,0,0,0,0,0,0
95,2325,0,0,0,0,0,0,0,0
259,2328,136,255,70,32,68,255,0,0
96,2330,57,1,0,0,0,0,0,0
97,2333,2,0,0,0,0,0,0,0
98,2336,0,0,0,0,0,0,0,0
351,2341,0,0,0,0,46,1,76,2
260,2342,253,255,7,0,2,0,0,0
261,2351,177,1,0,0,0,0,0,0
259,2381,129,255,75,32,66,255,0,0
260,2392,253,255,7,0,1,0,0,0
0,2396,0,0,0,0,0,0,0,0
75,2399,0,0,0,0,0,0,0,0
76,2403,0,0,0,0,1,0,10,0
261,2405,167,1,0,0,0,0,0,0
77,2407,211,36,0,0,0,0,5,0
78,2411,0,0,0,0,0,0,0,0
