77,564,27,0,0,0,0,5,0
306,8232,128,228,113,254,2,58,2
307,91,0,0,0,1,0,1,0
78,10112,2,112,2,0,0,0,0
79,1274,21,108,22,0,0,74,21
81,1615,0,0,0,0,0,0,0
52,201,0,29,4,0,0,0,0
86,2445,1,0,0,0,0,0,0
87,282,0,1,0,0,0,0,0
88,320,0,108,22,104,0,0,0
95,368,0,125,3,0,0,0,0
259,39153,255,30,32,94,0,0,0
96,4152,1,0,0,0,0,0,0
97,452,0,1,0,0,0,0,0
98,490,0,0,0,0,0,0,0
351,530,0,0,0,184,4,58,9
260,55227,255,23,0,1,0,0,0
261,6416,1,0,0,0,0,0,0
259,9456,0,48,33,150,255,0,0
260,104224,255,10,0,242,255,0,0
0,1070,0,0,0,0,0,0,0
75,1100,0,0,0,0,0,0,0
76,114107,2,0,0,1,0,10,0
261,11718,1,0,0,0,0,0,0
77,11881,27,0,0,0,0,5,0
78,122112,2,112,2,0,0,0,0
79,12684,21,117,22,0,0,84,21
81,13114,0,0,0,0,0,0,0
52,1351,0,45,4,0,0,0,0
86,13945,1,0,0,0,0,0,0
87,1432,0,1,0,0,0,0,0
88,1470,0,117,22,96,0,0,0
95,1517,0,126,3,0,0,0,0
96,15452,1,0,0,0,0,0,0
259,158127,255,138,31,186,254,0,0
97,1592,0,1,0,0,0,0,0
98,1620,0,0,0,0,0,0,0
351,1660,0,0,0,178,4,58,9
260,1729,0,249,0,243,255,0,0
261,18118,1,0,0,0,0,0,0
259,211134,255,16,32,244,254,0,0
300,219190,127,40,127,104,124,255,126
0,2210,0,0,0,0,0,0,0
301,22323,126,168,121,127,115,177,117
75,2250,0,0,0,0,0,0,0
302,227215,127,82,127,180,126,135,128
76,229104,2,0,0,1,0,10,0
303,2320,127,147,125,43,118,69,125
77,23398,27,0,0,0,0,5,0
304,23620,128,96,120,90,124,67,127
78,238106,2,106,2,0,0,0,0
260,240233,255,246,255,4,0,0,0
305,242227,128,221,127,25,125,230,126
81,2469,0,0,0,0,0,0,0
79,24892,21,126,22,0,0,92,21
52,2500,0,47,4,0,0,0,0
86,25245,1,0,0,0,0,0,0
87,2572,0,1,0,0,0,0,0
261,26120,1,0,0,0,0,0,0
88,2620,0,126,22,94,0,0,0
95,2657,0,129,3,0,0,0,0
96,26952,1,0,0,0,0,0,0
97,2732,0,1,0,0,0,0,0
98,2770,0,0,0,0,0,0,0
351,2810,0,0,0,170,4,54,9
259,295236,255,48,32,216,0,0,0
260,306251,255,12,0,253,255,0,0
261,31612,1,0,0,0,0,0,0
0,3350,0,0,0,0,0,0,0
75,3380,0,0,0,0,0,0,0
76,343108,2,0,0,1,0,10,0
77,347115,27,0,0,0,0,5,0
259,350156,255,40,32,168,255,0,0
78,351108,2,108,2,0,0,0,0
79,355101,21,134,22,0,0,104,21
81,3597,0,0,0,0,0,0,0
260,3633,0,1,0,9,0,0,0
52,3640,0,50,4,0,0,0,0
86,36745,1,0,0,0,0,0,0
87,3712,0,1,0,0,0,0,0
88,3750,0,137,22,92,0,0,0
261,37710,1,0,0,0,0,0,0
95,3797,0,118,3,0,0,0,0
96,38452,1,0,0,0,0,0,0
97,3872,0,1,0,0,0,0,0
98,3910,0,0,0,0,0,0,0
351,3950,0,0,0,182,4,56,9
259,412186,254,210,32,121,255,0,0
260,422241,255,12,0,249,255,0,0
261,43312,1,0,0,0,0,0,0
0,4490,0,0,0,0,0,0,0
75,4530,0,0,0,0,0,0,0
76,457106,2,0,0,1,0,10,0
77,461132,27,0,0,0,0,5,0
306,464227,128,127,115,0,3,58,2
