index,date,SLACE_1,SLAVE_2,SLAVE_3,SLAVE_4,1,2,3,4
0,1765218502293,0,0,0,0,0,0,0,0
1,1765218507226,0,0,0,0,0,0,0,0
2,1765218514060,0,0,0,0,0,0,0,0
3,1765218514227,0,0,0,0,0,0,0,0
4,1765218517577,0,0,0,0,0,0,0,0
5,1765218519343,0,0,0,0,0,0,0,0
6,1765218520976,0,0,0,0,0,0,0,0
7,1765218526527,0,0,0,0,0,0,0,0
8,1765218533226,0,0,0,0,0,0,0,0
9,1765218533411,0,0,0,0,0,0,0,0
10,1765218540112,0,0,0,0,0,0,0,0
11,1765218543575,0,0,0,0,0,0,0,0
12,1765218551994,0,0,0,0,0,0,0,0
13,1765218552177,0,0,0,0,0,0,0,0
14,1765218553728,0,0,0,0,0,0,0,0
15,1765218553894,0,0,0,0,0,0,0,0
16,1765218562993,0,0,0,0,0,0,0,0
17,1765218563210,0,0,0,0,0,0,0,0
18,1765218566661,0,0,0,0,0,0,0,0
19,1765218566827,0,0,0,0,0,0,0,0
20,1765218571176,0,0,0,0,0,0,0,0
21,1765218573592,0,0,0,0,0,0,0,0
22,1765218584895,0,0,0,0,0,0,0,0
23,1765218586643,0,0,0,0,0,0,0,0
24,1765218588221,0,0,0,0,0,0,0,0
25,1765218588411,0,0,0,0,0,0,0,0
26,1765218602361,0,0,0,0,0,0,0,0
27,1765218602509,0,0,0,0,0,0,0,0
28,1765218612359,0,0,0,0,0,0,0,0
29,1765218612526,0,0,0,0,0,0,0,0
30,1765218621144,0,0,0,0,0,0,0,0
31,1765218626177,0,0,0,0,0,0,0,0
32,1765218627976,0,0,0,0,0,0,0,0
33,1765218640443,0,0,0,0,0,0,0,0
34,1765218645443,0,0,0,0,0,0,0,0
35,1765218655443,0,0,0,0,0,0,0,0
36,1765218661942,0,0,0,0,0,0,0,0
37,1765218667225,0,0,0,0,0,0,0,0
38,1765218675691,0,0,0,0,0,0,0,0
39,1765218677442,0,0,0,0,0,0,0,0
40,1765218679091,0,0,0,0,0,0,0,0
41,1765218690707,0,0,0,136,4,8,48,109
42,1765218756442,136,168,136,8,166,32,153,0
43,1765218759775,0,0,0,0,0,0,0,0
44,1765218795725,0,0,0,214,225,15,12,57
45,1765218799074,0,0,0,0,0,0,0,0
46,1765218802375,0,0,0,0,0,0,0,0
47,1765218812641,0,0,0,0,0,0,0,0
48,1765218814308,0,0,0,0,0,0,0,0
49,1765218820074,0,0,0,0,0,0,0,0
50,1765218825491,0,0,0,0,0,0,0,0
51,1765218827308,0,0,0,0,0,0,0,0
52,1765218834091,0,0,0,0,0,0,0,0
53,1765218835674,0,0,0,0,0,0,0,0
54,1765218839159,0,0,0,0,0,0,0,0
55,1765218840874,0,0,0,0,0,0,0,0
56,1765218842612,0,0,0,0,0,0,0,0
57,1765218847824,0,0,0,0,0,0,0,0
58,1765218849674,0,0,0,0,0,0,0,0
59,1765218855356,0,0,0,0,0,0,0,0
60,1765218859223,0,0,0,0,0,0,0,0
61,1765218860974,0,0,0,0,0,0,0,0
62,1765218862557,0,0,0,0,0,0,0,0
63,1765218877957,0,0,0,0,0,0,0,0
64,1765218881272,0,0,0,0,0,0,0,0
65,1765218881457,0,0,0,0,0,0,0,0
66,1765218884874,0,0,0,0,0,0,0,0
67,1765218894022,0,0,0,0,0,0,0,0
68,1765218899350,0,0,0,0,0,0,0,0
69,1765218904072,0,0,0,0,0,0,0,0
70,1765218905840,0,0,0,0,0,0,0,0
71,1765218912571,0,0,0,0,0,0,0,0
72,1765218914389,0,0,0,0,0,0,0,0
73,1765218917891,0,0,0,0,0,0,0,0
74,1765218923374,0,0,0,0,0,0,0,0
75,1765218924990,0,0,0,0,0,0,0,0
76,1765218935123,0,0,0,0,0,0,0,0
77,1765218938689,0,0,0,0,0,0,0,0
78,1765218942140,0,0,0,0,0,0,0,0
79,1765218945408,0,0,0,0,0,0,0,0
80,1765218948722,0,0,0,0,0,0,0,0
81,1765218952204,0,0,0,0,0,0,0,0
82,1765218974990,0,0,0,0,0,0,0,0
83,1765218979955,0,0,0,0,0,0,0,0
84,1765218983239,0,0,0,0,0,0,0,0
85,1765218984923,0,0,0,0,0,0,0,0
86,1765218990155,0,0,0,0,0,0,0,0
87,1765218997405,0,0,0,0,0,0,0,0
