index,date,GYRO_X,GYRO_Y,GYRO_Z,1,2,3,4,5
0,1765218499677,9,-6,0,0,0,0,0,0
1,1765218499911,40,17,-11,0,0,0,0,0
2,1765218500211,-40,18,17,0,0,0,0,0
3,1765218500261,102,165,-61,0,0,0,0,0
4,1765218500527,-25,167,-15,0,0,0,0,0
5,1765218500644,5,172,-27,0,0,0,0,0
6,1765218500909,-6,230,-25,0,0,0,0,0
7,1765218500993,2,212,-51,0,0,0,0,0
8,1765218501060,-3,226,-15,0,0,0,0,0
9,1765218501227,-29,227,-27,0,0,0,0,0
10,1765218501343,-13,242,23,0,0,0,0,0
11,1765218501660,3,215,-20,0,0,0,0,0
12,1765218501809,-57,-343,25,0,0,0,0,0
13,1765218502043,14,-350,-21,0,0,0,0,0
14,1765218502160,-33,-389,27,0,0,0,0,0
15,1765218502377,19,-490,77,0,0,0,0,0
16,1765218502510,-1,-435,27,0,0,0,0,0
17,1765218502743,55,-441,-45,0,0,0,0,0
18,1765218502860,72,-462,-13,0,0,0,0,0
19,1765218503076,-108,-513,-16219,0,0,0,0,0
20,1765218503310,-23,-559,39,0,0,0,0,0
21,1765218503510,161,-526,4,0,0,0,0,0
22,1765218503543,34,-556,74,0,0,0,0,0
23,1765218503661,-7,-560,-11,0,0,0,0,0
24,1765218503893,12,-545,-1,0,0,0,0,0
25,1765218503943,81,-524,-17,0,0,0,0,0
26,1765218504260,20,-509,-59,0,0,0,0,0
27,1765218504360,-5,-496,15,0,0,0,0,0
28,1765218504576,79,-758,9,0,0,0,0,0
29,1765218504677,-36,-507,72,0,0,0,0,0
30,1765218505026,60,-496,25,0,0,0,0,0
31,1765218505126,68,-505,59,0,0,0,0,0
32,1765218505326,20,-463,55,0,0,0,0,0
33,1765218505460,39,-439,15,0,0,0,0,0
34,1765218505660,48,-467,41,0,0,0,0,0
35,1765218505793,8,-415,35,0,0,0,0,0
36,1765218506026,49,-422,18,0,0,0,0,0
37,1765218506160,14,-390,-3,0,0,0,0,0
38,1765218506376,27,-380,4,0,0,0,0,0
39,1765218506610,55,-386,38,0,0,0,0,0
40,1765218506877,-39,-321,35,0,0,0,0,0
41,1765218506943,50,-319,39,0,0,0,0,0
42,1765218507160,-14,-291,28,0,0,0,0,0
43,1765218507526,23,-187,4,0,0,0,0,0
44,1765218507643,21,-161,-2,0,0,0,0,0
45,1765218507876,9,-127,6,0,0,0,0,0
46,1765218508010,11,-17,-6,0,0,0,0,0
