index,date,Temperatura,1,2,3,4,5,6,7
0,1762629569229,-403,0,0,0,27904,0,0,0
1,1762629569246,-522,0,0,0,-2560,0,0,0
2,1762629569262,-520,0,0,0,-2048,0,0,0
3,1762629569279,-511,0,0,0,256,0,0,0
4,1762629569295,-503,0,0,0,2304,0,0,0
5,1762629569312,-494,0,0,0,4608,0,0,0
6,1762629569345,-493,0,0,0,4864,0,0,0
7,1762629569365,-500,0,0,0,3072,0,0,0
8,1762629569380,-498,0,0,0,3584,0,0,0
9,1762629569395,-485,0,0,0,6912,0,0,0
10,1762629569412,-489,0,0,0,5888,0,0,0
11,1762629569446,-478,0,0,0,8704,0,0,0
12,1762629569462,-487,0,0,0,6400,0,0,0
13,1762629569479,-481,0,0,0,7936,0,0,0
14,1762629569495,-478,0,0,0,8704,0,0,0
15,1762629569512,-474,0,0,0,9728,0,0,0
16,1762629569529,-481,0,0,0,7936,0,0,0
17,1762629569562,-487,0,0,0,6400,0,0,0
18,1762629569579,-483,0,0,0,7424,0,0,0
19,1762629569595,-476,0,0,0,9216,0,0,0
20,1762629569612,-476,0,0,0,9216,0,0,0
21,1762629569629,-478,0,0,0,8704,0,0,0
22,1762629569645,-472,0,0,0,10240,0,0,0
23,1762629569678,-476,0,0,0,9216,0,0,0
24,1762629569696,-468,0,0,0,11264,0,0,0
25,1762629569712,-476,0,0,0,9216,0,0,0
26,1762629569728,-468,0,0,0,11264,0,0,0
27,1762629569745,-468,0,0,0,11264,0,0,0
28,1762629569762,-472,0,0,0,10240,0,0,0
29,1762629569795,-463,0,0,0,12544,0,0,0
30,1762629569812,-473,0,0,0,9984,0,0,0
31,1762629569829,-466,0,0,0,11776,0,0,0
32,1762629569845,-472,0,0,0,10240,0,0,0
33,1762629569861,-466,0,0,0,11776,0,0,0
34,1762629569878,-466,0,0,0,11776,0,0,0
35,1762629569913,-468,0,0,0,11264,0,0,0
36,1762629569929,-463,0,0,0,12544,0,0,0
37,1762629569946,-466,0,0,0,11776,0,0,0
38,1762629569962,-466,0,0,0,11776,0,0,0
39,1762629569978,-466,0,0,0,11776,0,0,0
40,1762629569996,-461,0,0,0,13056,0,0,0
41,1762629570029,-460,0,0,0,13312,0,0,0
