index,date,TEMPERATURE,1,2,3,4,5,6,7
0,1765227022388,1644,0,0,0,0,0,0,0
1,1765227022563,1642,0,0,0,0,0,0,0
2,1765227022954,1642,0,0,0,0,0,0,0
3,1765227023043,1638,0,0,0,0,0,0,0
4,1765227023255,1640,0,0,0,0,0,0,0
5,1765227023388,1640,0,0,0,0,0,0,0
6,1765227023514,1640,0,0,0,0,0,0,0
7,1765227023721,1638,0,0,0,0,0,0,0
8,1765227023906,1636,0,0,0,0,0,0,0
9,1765227024064,1644,0,0,0,0,0,0,0
10,1765227024147,1640,0,0,0,0,0,0,0
11,1765227024456,1648,0,0,0,0,0,0,0
12,1765227024564,1648,0,0,0,0,0,0,0
13,1765227024747,1642,0,0,0,0,0,0,0
14,1765227024896,1636,0,0,0,0,0,0,0
15,1765227025080,1629,0,0,0,0,0,0,0
16,1765227025230,1642,0,0,0,0,0,0,0
17,1765227025364,1644,0,0,0,0,0,0,0
18,1765227025588,1648,0,0,0,0,0,0,0
19,1765227025688,1646,0,0,0,0,0,0,0
20,1765227026015,1646,0,0,0,0,0,0,0
21,1765227026280,1640,0,0,0,0,0,0,0
22,1765227026388,1648,0,0,0,0,0,0,0
23,1765227026397,1634,0,0,0,0,0,0,0
24,1765227026522,1642,0,0,0,0,0,0,0
25,1765227026705,1648,0,0,0,0,0,0,0
26,1765227026813,1642,0,0,0,0,0,0,0
27,1765227027071,1638,0,0,0,0,0,0,0
28,1765227027263,1640,0,0,0,0,0,0,0
29,1765227027414,1646,0,0,0,0,0,0,0
30,1765227027556,1636,0,0,0,0,0,0,0
31,1765227027688,1644,0,0,0,0,0,0,0
32,1765227027780,1642,0,0,0,0,0,0,0
33,1765227028055,1646,0,0,0,0,0,0,0
34,1765227028237,1636,0,0,0,0,0,0,0
35,1765227028464,1634,0,0,0,0,0,0,0
36,1765227028530,1640,0,0,0,0,0,0,0
37,1765227028747,1638,0,0,0,0,0,0,0
38,1765227028939,1644,0,0,0,0,0,0,0
39,1765227029122,1646,0,0,0,0,0,0,0
40,1765227029246,1642,0,0,0,0,0,0,0
41,1765227029405,1642,0,0,0,0,0,0,0
42,1765227029646,1644,0,0,0,0,0,0,0
43,1765227029731,1640,0,0,0,0,0,0,0
44,1765227030023,1646,0,0,0,0,0,0,0
45,1765227030129,1646,0,0,0,0,0,0,0
46,1765227030204,1636,0,0,0,0,0,0,0
47,1765227030422,1636,0,0,0,0,0,0,0
48,1765227030514,1640,0,0,0,0,0,0,0
49,1765227030878,1650,0,0,0,0,0,0,0
50,1765227031012,1648,0,0,0,0,0,0,0
51,1765227031180,1640,0,0,0,0,0,0,0
52,1765227031254,1634,0,0,0,0,0,0,0
53,1765227031329,1646,0,0,0,0,0,0,0
54,1765227031555,1646,0,0,0,0,0,0,0
55,1765227031822,1644,0,0,0,0,0,0,0
56,1765227032020,1644,0,0,0,0,0,0,0
57,1765227032105,1650,0,0,0,0,0,0,0
58,1765227032312,1644,0,0,0,0,0,0,0
59,1765227032488,1644,0,0,0,0,0,0,0
60,1765227032729,1644,0,0,0,0,0,0,0
61,1765227032788,1642,0,0,0,0,0,0,0
62,1765227033021,1644,0,0,0,0,0,0,0
63,1765227033171,1644,0,0,0,0,0,0,0
64,1765227033405,1646,0,0,0,0,0,0,0
65,1765227033539,1650,0,0,0,0,0,0,0
