index,date,LEFT_MOTOR_CURRENT
0,1782666859017,0
1,1782666859017,0
2,1782666859898,0
3,1782666860198,0
4,1782666860565,0
5,1782666860899,0
6,1782666861148,0
7,1782666861681,0
8,1782666862031,0
9,1782666862314,0
10,1782666862631,0
11,1782666862983,0
12,1782666863598,0
13,1782666863747,0
14,1782666864014,0
15,1782666864380,0
16,1782666864730,0
17,1782666867632,0
18,1782666867932,0
19,1782666868315,0
20,1782666869949,0
21,1782666870316,0
22,1782666870648,0
23,1782666870965,0
24,1782666872298,0
25,1782666874649,0
26,1782666874965,0
27,1782666875333,0
28,1782666875633,0
29,1782666875915,0
30,1782666876083,0
31,1782666876451,0
32,1782666877047,0
33,1782666877381,0
34,1782666877698,0
35,1782666878548,0
36,1782666878848,0
37,1782666882399,0
38,1782666882682,0
39,1782666883048,0
40,1782666883565,0
41,1782666883931,0
42,1782666884232,0
43,1782666887799,0
44,1782666889266,0
45,1782666889549,0
46,1782666889981,0
47,1782666890582,0
48,1782666890682,0
49,1782666891148,0
50,1782666895816,0
51,1782666897049,0
52,1782666898165,0
53,1782666898398,0
54,1782666898715,0
55,1782666898932,0
56,1782666899315,0
57,1782666899599,0
58,1782666900699,0
59,1782666901098,0
60,1782666901382,0
61,1782666904268,0
62,1782666904966,0
63,1782666905334,0
64,1782666905849,0
65,1782666906132,0
66,1782666906482,0
67,1782666906782,0
68,1782666911698,0
69,1782666912332,0
70,1782666912583,0
71,1782666913515,0
72,1782666913833,0
73,1782666914182,0
74,1782666914815,0
75,1782666915350,0
76,1782666915632,0
77,1782666915982,0
78,1782666920333,0
79,1782666920649,0
80,1782666920932,0
81,1782666922634,0
82,1782666922787,0
83,1782666923117,0
84,1782666923383,0
85,1782666923733,0
86,1782666924000,0
87,1782666924315,0
88,1782666924682,0
89,1782666924949,0
90,1782666925136,0
91,1782666925517,0
92,1782666925786,0
93,1782666927666,0
94,1782666927950,0
95,1782666928233,0
96,1782666934632,0
97,1782666938500,0
98,1782666938799,0
99,1782666939133,0
100,1782666939816,0
101,1782666939883,0
102,1782666940283,0
103,1782666940633,0
104,1782666940899,0
105,1782666945016,0
106,1782666945900,0
107,1782666946217,0
108,1782666946483,0
109,1782666947199,0
110,1782666947499,0
111,1782666947799,0
112,1782666948133,0
113,1782666948366,0
114,1782666948716,0
115,1782666948983,0
116,1782666949333,0
117,1782666951616,0
118,1782666951883,0
119,1782666952749,0
120,1782666953116,0
121,1782666953450,0
122,1782666954683,0
123,1782666958567,0
124,1782666958883,0
125,1782666959167,0
126,1782666959333,0
127,1782666959650,0
128,1782666959916,0
129,1782666960233,0
130,1782666960533,0
131,1782666960883,0
132,1782666961133,0
133,1782666961502,0
134,1782666961800,0
135,1782666961934,0
136,1782666962316,0
137,1782666962616,0
138,1782666962867,0
139,1782666964416,0
140,1782666968202,0
141,1782666968585,0
142,1782666968919,0
143,1782666969168,0
144,1782666969684,0
145,1782666970383,0
146,1782666971633,0
147,1782666971801,0
148,1782666972053,0
149,1782666972386,0
150,1782666972683,0
151,1782666972951,0
152,1782666973618,0
153,1782666973966,0
154,1782666974185,0
155,1782666974637,0
156,1782666974967,0
157,1782666975269,0
158,1782666975551,0
159,1782666975867,0
160,1782666976200,0
161,1782666976483,0
162,1782666977284,0
163,1782666977583,0
164,1782666977899,0
165,1782666978267,0
166,1782666978567,0
167,1782666979133,0
168,1782666979366,0
169,1782666979683,0
170,1782666980034,0
