index,date,ACCEL_FL,ACCEL_FR,ACCEL_RL,ACCEL_RR
79,1782666922449,2,0,0,16386
80,1782666922584,2,0,0,16386
81,1782666924285,2,0,0,16386
82,1782666924582,2,0,0,16386
83,1782666924932,2,0,0,16386
84,1782666925483,2,0,0,16386
85,1782666925733,2,0,0,16386
86,1782666926133,2,0,0,16386
87,1782666926483,2,0,0,16386
88,1782666927633,2,0,0,16386
89,1782666927916,2,0,0,16386
90,1782666928199,2,0,0,16386
91,1782666930285,2,0,0,16386
92,1782666930533,2,0,0,16386
93,1782666938466,2,0,0,16386
94,1782666938766,2,0,0,16386
95,1782666939083,2,0,0,16386
96,1782666939466,2,0,0,16386
97,1782666939766,2,0,0,16386
98,1782666940216,2,0,0,16386
99,1782666940600,2,0,0,16386
100,1782666940850,2,0,0,16386
101,1782666941216,2,0,0,16386
102,1782666944966,2,0,0,16386
103,1782666945583,2,0,0,16386
104,1782666945849,2,0,0,16386
105,1782666946184,2,0,0,16386
106,1782666946466,2,0,0,16386
107,1782666946799,2,0,0,16386
108,1782666947083,2,0,0,16386
109,1782666947750,2,0,0,16386
110,1782666948082,2,0,0,16386
111,1782666948683,2,0,0,16386
112,1782666948950,2,0,0,16386
113,1782666949300,2,0,0,16386
114,1782666953083,2,0,0,16386
115,1782666953416,2,0,0,16386
116,1782666954633,2,0,0,16386
117,1782666954933,2,0,0,16386
118,1782666958500,2,0,0,16386
119,1782666958799,2,0,0,16386
120,1782666959133,2,0,0,16386
121,1782666959300,2,0,0,16386
122,1782666959599,2,0,0,16386
123,1782666960166,2,0,0,16386
124,1782666960483,2,0,0,16386
125,1782666960850,2,0,0,16386
126,1782666961083,2,0,0,16386
127,1782666961467,2,0,0,16386
128,1782666961766,2,0,0,16386
129,1782666962283,2,0,0,16386
130,1782666962566,2,0,0,16386
131,1782666962833,2,0,0,16386
132,1782666963217,2,0,0,16386
133,1782666963866,2,0,0,16386
134,1782666964383,2,0,0,16386
135,1782666968518,2,0,0,16386
136,1782666968901,2,0,0,16386
137,1782666969118,2,0,0,16386
138,1782666970000,2,0,0,16386
139,1782666970333,2,0,0,16386
140,1782666970700,2,0,0,16386
141,1782666971017,2,0,0,16386
142,1782666971750,2,0,0,16386
143,1782666972018,2,0,0,16386
144,1782666972351,2,0,0,16386
145,1782666972636,2,0,0,16386
146,1782666972885,2,0,0,16386
147,1782666973233,2,0,0,16386
148,1782666973569,2,0,0,16386
149,1782666973933,2,0,0,16386
150,1782666974135,2,0,0,16386
151,1782666974918,2,0,0,16386
152,1782666975251,2,0,0,16386
153,1782666975519,2,0,0,16386
154,1782666975833,2,0,0,16386
155,1782666976150,2,0,0,16386
156,1782666976450,2,0,0,16386
157,1782666977833,2,0,0,16386
158,1782666978216,2,0,0,16386
159,1782666978533,2,0,0,16386
160,1782666978903,2,0,0,16386
161,1782666979118,2,0,0,16386
162,1782666979333,2,0,0,16386
163,1782666979650,2,0,0,16386
164,1782666979984,2,0,0,16386
165,1782666981818,2,0,0,16386
166,1782666982950,2,0,0,16386
167,1782666983283,2,0,0,16386
168,1782666983684,2,0,0,16386
169,1782666983933,2,0,0,16386
170,1782666984700,2,0,0,16386
171,1782666985050,2,0,0,16386
172,1782666985417,2,0,0,16386
173,1782666985734,2,0,0,16386
174,1782666986667,2,0,0,16386
175,1782666986867,2,0,0,16386
176,1782666987217,2,0,0,16386
177,1782666991000,2,0,0,16386
178,1782666991317,2,0,0,16386
179,1782666991856,2,0,0,16386
180,1782666992201,2,0,0,16386
181,1782666992601,2,0,0,16386
182,1782666992901,2,0,0,16386
183,1782666993184,2,0,0,16386
184,1782666993501,2,0,0,16386
185,1782666993751,2,0,0,16386
186,1782666993917,2,0,0,16386
187,1782666994551,2,0,0,16386
188,1782666994851,2,0,0,16386
189,1782666995218,2,0,0,16386
190,1782666995467,2,0,0,16386
191,1782666995868,2,0,0,16386
192,1782666996052,2,0,0,16386
193,1782666996300,2,0,0,16386
194,1782666998017,2,0,0,16386
195,1782666998267,2,0,0,16386
196,1782666998567,2,0,0,16386
197,1782667001535,2,0,0,16386
198,1782667003268,2,0,0,16386
199,1782667004485,2,0,0,16386
200,1782667004751,2,0,0,16386
201,1782667005051,2,0,0,16386
202,1782667005419,2,0,0,16386
203,1782667006069,2,0,0,16386
204,1782667006151,2,0,0,16386
205,1782667006734,2,0,0,16386
206,1782667007151,2,0,0,16386
207,1782667007469,2,0,0,16386
208,1782667007801,2,0,0,16386
209,1782667008117,2,0,0,16386
210,1782667008652,2,0,0,16386
211,1782667008937,2,0,0,16386
212,1782667009219,2,0,0,16386
213,1782667012754,2,0,0,16386
214,1782667013102,2,0,0,16386
215,1782667434325,2,0,0,16386
216,1782667435074,2,0,0,16386
217,1782667435859,2,0,0,16386
218,1782667435941,2,0,0,16386
219,1782667436792,2,0,0,16386
220,1782667436941,2,0,0,16386
221,1782667437740,2,0,0,16386
222,1782667438574,2,0,0,16386
223,1782667439357,2,0,0,16386
224,1782667439490,2,0,0,16386
225,1782667440240,2,0,0,16386
226,1782667440723,2,0,0,16386
227,1782667441157,2,0,0,16386
228,1782667441440,2,0,0,16386
229,1782667441807,0,0,0,16386
230,1782667443241,2,0,0,16386
231,1782667447057,2,0,0,16386
232,1782667447392,2,0,0,16386
233,1782667447757,2,0,0,16386
234,1782667448224,2,0,0,16386
235,1782667448507,2,0,0,16386
236,1782667448858,2,0,0,16386
237,1782667452458,2,0,0,16386
238,1782667454174,2,0,0,16386
239,1782667454474,2,0,0,16386
240,1782667454825,2,0,0,16386
241,1782667455124,2,0,0,16386
242,1782667457391,2,0,0,16386
243,1782667461824,2,0,0,16386
244,1782667462141,2,0,0,16386
245,1782667462507,2,0,0,16386
246,1782667462657,2,0,0,16386
247,1782667462941,2,0,0,16386
248,1782667463241,2,0,0,16386
249,1782667463909,2,0,0,16386
250,1782667464274,2,0,0,16386
251,1782667465190,2,0,0,16386
252,1782667465274,2,0,0,16386
253,1782667465708,2,0,0,16386
254,1782667466007,2,0,0,16386
255,1782667475374,2,0,0,16386
256,1782667476091,2,0,0,16386
257,1782667476791,2,0,0,16386
258,1782667477590,2,0,0,16386
259,1782667477708,2,0,0,16386
260,1782667479191,2,0,0,16386
261,1782667479490,2,0,0,16386
262,1782667479808,2,0,0,16386
263,1782667480124,2,0,0,16386
264,1782667480393,2,0,0,16386
265,1782667481225,2,0,0,16386
266,1782667481591,2,0,0,16386
267,1782667481841,2,0,0,16386
268,1782667482225,2,0,0,16386
269,1782667483041,2,0,0,16386
270,1782667483308,2,0,0,16386
271,1782667483659,2,0,0,16386
272,1782667483991,2,0,0,16386
273,1782667486892,2,0,0,16386
274,1782667487241,2,0,0,16386
275,1782667487625,2,0,0,16386
276,1782667488391,2,0,0,16386
277,1782667488758,2,0,0,16386
278,1782667489074,2,0,0,16386
279,1782667489425,2,0,0,16386
280,1782667490341,2,0,0,16386
281,1782667490558,2,0,0,16386
282,1782667491158,2,0,0,16386
283,1782667494042,2,0,0,16386
284,1782667494359,2,0,0,16386
285,1782667494758,2,0,0,16386
286,1782667495058,2,0,0,16386
287,1782667495858,2,0,0,16386
288,1782667496208,2,0,0,16386
289,1782667496524,2,0,0,16386
290,1782667496775,2,0,0,16386
291,1782667497424,2,0,0,16386
292,1782667497842,2,0,0,16386
293,1782667498158,2,0,0,16386
294,1782667498474,2,0,0,16386
295,1782667498791,2,0,0,16386
296,1782667499058,2,0,0,16386
297,1782667499375,2,0,0,16386
298,1782667499758,2,0,0,16386
299,1782667499925,2,0,0,16386
300,1782667500474,2,0,0,16386
301,1782667501041,2,0,0,16386
302,1782667501925,2,0,0,16386
303,1782667502224,2,0,0,16386
304,1782667504275,2,0,0,16386
305,1782667504624,2,0,0,16386
306,1782667505791,2,0,0,16386
307,1782667506109,2,0,0,16386
308,1782667506492,2,0,0,16386
309,1782667507110,2,0,0,16386
310,1782667507291,2,0,0,16386
311,1782667507475,2,0,0,16386
312,1782667507825,2,0,0,16386
313,1782667508158,2,0,0,16386
314,1782667508459,2,0,0,16386
315,1782667508792,2,0,0,16386
316,1782667509075,2,0,0,16386
317,1782667509759,2,0,0,16386
318,1782667509874,2,0,0,16386
319,1782667513192,2,0,0,16386
320,1782667513474,2,0,0,16386
321,1782667513857,2,0,0,16386
322,1782667514142,2,0,0,16386
323,1782667514558,2,0,0,16386
324,1782667514658,2,0,0,16386
325,1782667515008,2,0,0,16386
326,1782667515341,2,0,0,16386
327,1782667515691,2,0,0,16386
328,1782667518042,2,0,0,16386
329,1782667518292,2,0,0,16386
330,1782667518674,2,0,0,16386
331,1782667518991,2,0,0,16386
332,1782667519624,2,0,0,16386
333,1782667519774,2,0,0,16386
334,1782667520158,2,0,0,16386
335,1782667520442,2,0,0,16386
336,1782667524842,1,0,0,16386
337,1782667525141,1,0,0,16386
338,1782667525442,1,0,0,16386
339,1782667525692,1,0,0,16386
340,1782667526958,1,0,0,16386
341,1782667527375,1,0,0,16386
342,1782667527658,1,0,0,16386
343,1782667528858,1,0,0,16386
344,1782667529125,1,0,0,16386
345,1782667530242,1,0,0,16386
346,1782667530659,1,0,0,16386
347,1782667530994,1,0,0,16386
348,1782667531860,1,0,0,16386
349,1782667532042,1,0,0,16386
350,1782667533776,1,0,0,16386
351,1782667534976,1,0,0,16386
352,1782667535976,1,0,0,16386
353,1782667536758,1,0,0,16386
354,1782667537643,1,0,0,16386
355,1782667538392,1,0,0,16386
356,1782667539626,0,0,0,16386
357,1782667540308,2,0,0,16386
358,1782667540725,1,0,0,16386
359,1782667542325,2,0,0,16386
360,1782667542993,2,0,0,16386
361,1782667543425,0,0,0,16386
362,1782667544608,2,0,0,16386
363,1782667545008,2,0,0,16386
364,1782667545644,2,0,0,16386
365,1782667546625,2,0,0,16386
366,1782667547191,2,0,0,16386
367,1782667548225,2,0,0,16386
368,1782667548625,1,0,0,16386
369,1782667549142,2,0,0,16386
370,1782667549509,2,0,0,16386
371,1782667550493,1,0,0,16386
372,1782667551375,1,0,0,16386
373,1782667552375,1,0,0,16386
374,1782667552741,1,0,0,16386
375,1782667554543,1,0,0,16386
376,1782667555542,1,0,0,16386
377,1782667555908,1,0,0,16386
378,1782667556458,1,0,0,16386
379,1782667557526,2,0,0,16386
380,1782667559126,0,0,0,16386
381,1782667559726,0,0,0,16386
382,1782667560192,0,0,0,16386
383,1782667561809,0,0,0,16386
384,1782667562408,0,0,0,16386
385,1782667564408,0,0,0,16386
386,1782667564992,0,0,0,16386
387,1782667565492,0,0,0,16386
388,1782667565676,0,0,0,16386
389,1782667565976,0,0,0,16386
390,1782667566610,0,0,0,16386
391,1782667567026,0,0,0,16386
392,1782667567942,0,0,0,16386
393,1782667568559,0,0,0,16386
394,1782667568977,0,0,0,16386
395,1782667569526,0,0,0,16386
396,1782667569909,0,0,0,16386
397,1782667570611,0,0,0,16386
398,1782667570860,0,0,0,16386
399,1782667571896,0,0,0,16386
400,1782667700478,2,0,0,16386
401,1782667701245,2,0,0,16386
402,1782667702028,2,0,0,16386
403,1782667702111,2,0,0,16386
404,1782667702962,2,0,0,16386
405,1782667703113,2,0,0,16386
406,1782667703377,2,0,0,16386
407,1782667703678,2,0,0,16386
408,1782667704061,2,0,0,16386
409,1782667704294,2,0,0,16386
410,1782667704728,2,0,0,16386
411,1782667705778,2,0,0,16386
412,1782667706162,2,0,0,16386
413,1782667706478,2,0,0,16386
414,1782667709395,2,0,0,16386
415,1782667709795,2,0,0,16386
416,1782667710428,2,0,0,16386
417,1782667710561,2,0,0,16386
418,1782667710878,2,0,0,16386
419,1782667711245,2,0,0,16386
420,1782667711594,2,0,0,16386
421,1782667711878,2,0,0,16386
422,1782667713045,2,0,0,16386
423,1782667713345,2,0,0,16386
424,1782667716578,2,0,0,16386
425,1782667716896,2,0,0,16386
426,1782667717261,2,0,0,16386
427,1782667717545,2,0,0,16386
428,1782667717777,2,0,0,16386
429,1782667718012,2,0,0,16386
430,1782667718344,2,0,0,16386
431,1782667718728,2,0,0,16386
432,1782667719062,2,0,0,16386
433,1782667723411,2,0,0,16386
434,1782667725212,2,0,0,16386
435,1782667725578,2,0,0,16386
436,1782667725878,2,0,0,16386
437,1782667726212,2,0,0,16386
438,1782667726528,2,0,0,16386
439,1782667726862,2,0,0,16386
440,1782667727178,2,0,0,16386
441,1782667727511,2,0,0,16386
442,1782667727678,2,0,0,16386
443,1782667727929,2,0,0,16386
444,1782667728278,2,0,0,16386
445,1782667728594,2,0,0,16386
446,1782667728961,2,0,0,16386
447,1782667730394,2,0,0,16386
448,1782667734528,2,0,0,16386
449,1782667734795,2,0,0,16386
450,1782667736245,2,0,0,16386
451,1782667736595,2,0,0,16386
452,1782667736928,2,0,0,16386
453,1782667737279,2,0,0,16386
454,1782667737429,2,0,0,16386
455,1782667737796,2,0,0,16386
456,1782667738112,2,0,0,16386
457,1782667738745,2,0,0,16386
458,1782667741378,2,0,0,16386
459,1782667741812,2,0,0,16386
460,1782667742311,2,0,0,16386
461,1782667742929,2,0,0,16386
462,1782667743278,2,0,0,16386
463,1782667745861,2,0,0,16386
464,1782667746162,2,0,0,16386
465,1782667746562,2,0,0,16386
466,1782667747195,2,0,0,16386
467,1782667747928,2,0,0,16386
468,1782667749128,2,0,0,16386
469,1782667749445,2,0,0,16386
470,1782667768430,2,0,0,16386
471,1782667769163,2,0,0,16386
472,1782667769879,2,0,0,16386
473,1782667770679,2,0,0,16386
474,1782667770795,2,0,0,16386
475,1782667772278,2,0,0,16386
476,1782667772612,2,0,0,16386
477,1782667772979,2,0,0,16386
478,1782667773262,2,0,0,16386
479,1782667773513,2,0,0,16386
480,1782667774062,2,0,0,16386
481,1782667774312,2,0,0,16386
482,1782667774679,2,0,0,16386
483,1782667776162,2,0,0,16386
484,1782667776779,2,0,0,16386
485,1782667782862,2,0,0,16386
486,1782667784646,2,0,0,16386
487,1782667785045,2,0,0,16386
488,1782667785296,2,0,0,16386
489,1782667785580,2,0,0,16386
490,1782667786113,2,0,0,16386
491,1782667786379,2,0,0,16386
492,1782667786745,2,0,0,16386
493,1782667787046,2,0,0,16386
494,1782667788246,2,0,0,16386
495,1782667788512,2,0,0,16386
496,1782667788912,2,0,0,16386
497,1782667789179,2,0,0,16386
498,1782667790896,2,0,0,16386
499,1782667791212,2,0,0,16386
500,1782667791513,2,0,0,16386
501,1782667792379,2,0,0,16386
502,1782667792996,2,0,0,16386
503,1782667793096,2,0,0,16386
504,1782667793380,2,0,0,16386
505,1782667793779,2,0,0,16386
506,1782667794329,2,0,0,16386
507,1782667794597,2,0,0,16386
508,1782667795263,2,0,0,16386
509,1782667796614,2,0,0,16386
510,1782667796947,2,0,0,16386
511,1782667797230,2,0,0,16386
512,1782667797562,2,0,0,16386
513,1782667797830,2,0,0,16386
514,1782667798363,2,0,0,16386
515,1782667798745,2,0,0,16386
516,1782667799079,2,0,0,16386
517,1782667800513,2,0,0,16386
518,1782667800881,2,0,0,16386
519,1782667802596,2,0,0,16386
520,1782667803479,2,0,0,16386
521,1782667804096,2,0,0,16386
522,1782667804413,2,0,0,16386
523,1782667804796,2,0,0,16386
524,1782667805096,2,0,0,16386
525,1782667805296,2,0,0,16386
526,1782667805513,2,0,0,16386
527,1782667805879,2,0,0,16386
528,1782667806262,2,0,0,16386
529,1782667809779,2,0,0,16386
530,1782667810912,2,0,0,16386
531,1782667811279,2,0,0,16386
532,1782667811531,2,0,0,16386
533,1782667811979,2,0,0,16386
534,1782667812512,2,0,0,16386
535,1782667812663,2,0,0,16386
536,1782667813047,2,0,0,16386
537,1782667813379,2,0,0,16386
538,1782667813696,2,0,0,16386
539,1782667817829,2,0,0,16386
540,1782667820146,2,0,0,16386
541,1782667820430,2,0,0,16386
542,1782667820646,2,0,0,16386
543,1782667820896,2,0,0,16386
544,1782667821613,2,0,0,16386
545,1782667821863,2,0,0,16386
546,1782667822230,2,0,0,16386
547,1782667822379,2,0,0,16386
548,1782667822913,2,0,0,16386
549,1782667823179,2,0,0,16386
550,1782667824179,2,0,0,16386
551,1782667824480,2,0,0,16386
552,1782667824879,2,0,0,16386
553,1782667824980,2,0,0,16386
554,1782667825330,2,0,0,16386
555,1782667825646,2,0,0,16386
556,1782667827447,2,0,0,16386
557,1782667827713,2,0,0,16386
558,1782667828030,2,0,0,16386
559,1782667831547,2,0,0,16386
560,1782667831880,2,0,0,16386
561,1782667832130,2,0,0,16386
562,1782667832663,2,0,0,16386
563,1782667833013,2,0,0,16386
564,1782667833330,2,0,0,16386
565,1782667833615,2,0,0,16386
566,1782667833997,2,0,0,16386
567,1782667834863,2,0,0,16386
568,1782667836597,2,0,0,16386
569,1782667838063,2,0,0,16386
570,1782667838429,2,0,0,16386
571,1782667838747,2,0,0,16386
572,1782667839029,2,0,0,16386
573,1782667839363,2,0,0,16386
574,1782667840130,2,0,0,16386
575,1782667840413,2,0,0,16386
576,1782667840713,2,0,0,16386
577,1782667841046,2,0,0,16386
578,1782667841446,2,0,0,16386
579,1782667841979,2,0,0,16386
580,1782667842313,2,0,0,16386
581,1782667844580,2,0,0,16386
582,1782667844963,2,0,0,16386
583,1782667845230,2,0,0,16386
584,1782667846396,2,0,0,16386
585,1782667846764,2,0,0,16386
586,1782667847129,2,0,0,16386
587,1782667847415,2,0,0,16386
588,1782667847796,2,0,0,16386
589,1782667848197,2,0,0,16386
590,1782667848480,2,0,0,16386
591,1782667849065,2,0,0,16386
592,1782667849230,2,0,0,16386
593,1782667849464,2,0,0,16386
594,1782667849814,2,0,0,16386
595,1782667850463,2,0,0,16386
596,1782667850798,2,0,0,16386
597,1782667851914,2,0,0,16386
598,1782667852265,2,0,0,16386
599,1782667855429,2,0,0,16386
600,1782667855748,2,0,0,16386
601,1782667856148,2,0,0,16386
602,1782667856481,2,0,0,16386
603,1782667857314,2,0,0,16386
604,1782667862913,2,0,0,16386
605,1782667863264,2,0,0,16386
606,1782667863681,2,0,0,16386
607,1782667863815,2,0,0,16386
608,1782667864130,2,0,0,16386
609,1782667864398,2,0,0,16386
610,1782667864748,2,0,0,16386
611,1782667865131,2,0,0,16386
612,1782667870064,1,0,0,16386
613,1782667870397,1,0,0,16386
614,1782667870646,1,0,0,16386
615,1782667870930,1,0,0,16386
616,1782667873813,2,0,0,16386
617,1782667874147,2,0,0,16386
618,1782667874463,2,0,0,16386
619,1782667874763,2,0,0,16386
620,1782667875330,2,0,0,16386
621,1782667875948,2,0,0,16386
622,1782667876080,2,0,0,16386
623,1782667876697,2,0,0,16386
624,1782667877031,2,0,0,16386
625,1782667877630,2,0,0,16386
626,1782667878497,2,0,0,16386
627,1782667878781,2,0,0,16386
628,1782667879147,2,0,0,16386
629,1782667882647,2,0,0,16386
630,1782667882947,2,0,0,16386
631,1782667883197,2,0,0,16386
632,1782667884081,2,0,0,16386
633,1782667884347,2,0,0,16386
634,1782667884764,2,0,0,16386
635,1782667889464,2,0,0,16386
636,1782667889813,2,0,0,16386
637,1782667890130,2,0,0,16386
638,1782667890498,2,0,0,16386
639,1782667890747,2,0,0,16386
640,1782667890914,2,0,0,16386
641,1782667891282,2,0,0,16386
642,1782667891680,2,0,0,16386
643,1782667894630,2,0,0,16386
644,1782667894965,2,0,0,16386
645,1782667895331,2,0,0,16386
646,1782667895565,2,0,0,16386
647,1782667895763,2,0,0,16386
648,1782667896064,2,0,0,16386
649,1782667896347,2,0,0,16386
650,1782667896614,2,0,0,16386
651,1782667896964,2,0,0,16386
652,1782667897314,2,0,0,16386
653,1782667897614,2,0,0,16386
654,1782667904798,2,0,0,16386
655,1782667905131,2,0,0,16386
656,1782667905964,2,0,0,16386
657,1782667906314,2,0,0,16386
658,1782667906714,2,0,0,16386
659,1782667906998,2,0,0,16386
660,1782667907314,2,0,0,16386
661,1782667907931,2,0,0,16386
662,1782667908114,2,0,0,16386
663,1782667908398,2,0,0,16386
664,1782667908748,2,0,0,16386
665,1782667909031,2,0,0,16386
666,1782667910531,2,0,0,16386
667,1782667913698,2,0,0,16386
668,1782667913998,2,0,0,16386
669,1782667914365,2,0,0,16386
670,1782667914664,2,0,0,16386
671,1782667914981,2,0,0,16386
672,1782667915181,2,0,0,16386
673,1782667915466,2,0,0,16386
674,1782667915797,2,0,0,16386
675,1782667916114,2,0,0,16386
676,1782667916398,2,0,0,16386
677,1782667916781,2,0,0,16386
678,1782667917948,2,0,0,16386
679,1782667921131,2,0,0,16386
680,1782667921498,2,0,0,16386
681,1782667921881,2,0,0,16386
682,1782667922214,2,0,0,16386
683,1782667922465,2,0,0,16386
684,1782667922931,2,0,0,16386
685,1782667923531,2,0,0,16386
686,1782667923798,2,0,0,16386
687,1782667924348,2,0,0,16386
688,1782667924732,2,0,0,16386
689,1782667927515,2,0,0,16386
690,1782667927847,2,0,0,16386
691,1782667928048,2,0,0,16386
692,1782667928432,2,0,0,16386
693,1782667928781,2,0,0,16386
694,1782667929281,2,0,0,16386
695,1782667929548,2,0,0,16386
696,1782667930931,2,0,0,16386
697,1782667931315,2,0,0,16386
698,1782667931665,2,0,0,16386
699,1782667931997,2,0,0,16386
700,1782667932248,2,0,0,16386
701,1782667932448,2,0,0,16386
702,1782667932881,2,0,0,16386
703,1782667934898,2,0,0,16386
704,1782667938764,2,0,0,16386
705,1782667939048,2,0,0,16386
706,1782667939481,2,0,0,16386
707,1782667939565,2,0,0,16386
708,1782667939865,2,0,0,16386
709,1782667940165,2,0,0,16386
710,1782667940481,2,0,0,16386
711,1782667940865,2,0,0,16386
712,1782667941465,2,0,0,16386
713,1782667942065,2,0,0,16386
714,1782667942248,2,0,0,16386
715,1782667942615,2,0,0,16386
716,1782667944615,2,0,0,16386
717,1782667944799,2,0,0,16386
718,1782667947198,2,0,0,16386
719,1782667947264,2,0,0,16386
720,1782667948498,2,0,0,16386
721,1782667948748,2,0,0,16386
722,1782667949014,2,0,0,16386
723,1782667949265,2,0,0,16386
724,1782667949464,2,0,0,16386
725,1782667949848,2,0,0,16386
726,1782667950198,2,0,0,16386
727,1782667951948,2,0,0,16386
728,1782667952282,2,0,0,16386
729,1782667952565,2,0,0,16386
730,1782667954065,2,0,0,16386
731,1782667954199,2,0,0,16386
732,1782667954448,2,0,0,16386
733,1782667954999,2,0,0,16386
734,1782667955315,2,0,0,16386
735,1782667955648,2,0,0,16386
736,1782667955915,2,0,0,16386
737,1782667956282,2,0,0,16386
738,1782667956531,2,0,0,16386
739,1782667957048,2,0,0,16386
740,1782667957465,2,0,0,16386
741,1782667957782,2,0,0,16386
742,1782667958115,2,0,0,16386
743,1782667959266,2,0,0,16386
744,1782667959565,2,0,0,16386
745,1782667962765,2,0,0,16386
746,1782667963115,2,0,0,16386
747,1782667963482,2,0,0,16386
748,1782667963765,2,0,0,16386
749,1782667964015,2,0,0,16386
750,1782667964198,2,0,0,16386
751,1782667964581,2,0,0,16386
752,1782667964966,2,0,0,16386
753,1782667966115,2,0,0,16386
754,1782667967616,2,0,0,16386
755,1782667967915,2,0,0,16386
756,1782667968298,2,0,0,16386
757,1782667968615,2,0,0,16386
758,1782667968915,2,0,0,16386
759,1782667969049,2,0,0,16386
760,1782667969432,2,0,0,16386
761,1782667969648,2,0,0,16386
762,1782667970015,2,0,0,16386
763,1782667970365,2,0,0,16386
764,1782667970632,2,0,0,16386
765,1782667971532,2,0,0,16386
766,1782667973283,2,0,0,16386
767,1782667973649,2,0,0,16386
768,1782667974849,2,0,0,16386
769,1782667975165,2,0,0,16386
770,1782667976367,2,0,0,16386
771,1782667976599,2,0,0,16386
772,1782667978966,2,0,0,16386
773,1782667979598,2,0,0,16386
774,1782667980165,2,0,0,16386
775,1782667980415,2,0,0,16386
776,1782667980682,2,0,0,16386
777,1782667980981,2,0,0,16386
778,1782667982299,2,0,0,16386
779,1782667982632,2,0,0,16386
780,1782667983016,2,0,0,16386
781,1782667983348,2,0,0,16386
782,1782667983482,2,0,0,16386
783,1782667984082,2,0,0,16386
784,1782667984400,2,0,0,16386
785,1782667984731,2,0,0,16386
786,1782667985082,2,0,0,16386
787,1782667985398,2,0,0,16386
788,1782667985965,2,0,0,16386
789,1782667986404,2,0,0,16386
790,1782667986815,2,0,0,16386
791,1782667987165,2,0,0,16386
792,1782667989783,2,0,0,16386
793,1782667990084,2,0,0,16386
794,1782667990431,2,0,0,16386
795,1782667990715,2,0,0,16386
796,1782667991566,2,0,0,16386
797,1782667991849,2,0,0,16386
798,1782667993448,2,0,0,16386
799,1782667993731,2,0,0,16386
800,1782667997533,2,0,0,16386
801,1782667997883,2,0,0,16386
802,1782667998667,2,0,0,16386
803,1782667999067,2,0,0,16386
804,1782667999682,2,0,0,16386
805,1782668000866,2,0,0,16386
806,1782668002333,2,0,0,16386
807,1782668002732,2,0,0,16386
808,1782668002916,2,0,0,16386
809,1782668003499,2,0,0,16386
810,1782668003915,2,0,0,16386
811,1782668004950,2,0,0,16386
812,1782668005449,2,0,0,16386
813,1782668005816,2,0,0,16386
814,1782668006732,2,0,0,16386
815,1782668008000,3074,8,160,8194
816,1782668008915,2,0,0,16386
817,1782668010816,2,0,0,16386
