index,date,SPEED_L_MOTOR,TORQUE_L_MOTOR,POWER_L_MOTOR
0,1782565776660,0,0,0
1,1782565777126,0,0,0
2,1782565777343,0,0,0
3,1782565777976,0,0,0
4,1782565778325,0,0,0
5,1782565778592,0,0,0
6,1782565778908,0,0,0
7,1782565779125,0,0,0
8,1782565779475,0,0,0
9,1782565784604,0,0,0
10,1782565784803,0,0,0
11,1782565785037,0,0,0
12,1782565785269,0,0,0
13,1782565785569,0,0,0
14,1782565787868,0,0,0
15,1782565789466,0,0,0
16,1782565789749,0,0,0
17,1782565790049,0,0,0
18,1782565790366,0,0,0
19,1782565790699,0,0,0
20,1782565791281,0,0,0
21,1782565791781,0,0,0
22,1782565791948,0,0,0
23,1782565792280,0,0,0
24,1782565792714,0,0,0
25,1782565792913,0,0,0
26,1782565793180,0,0,0
27,1782565793547,0,0,0
28,1782565793846,0,0,0
29,1782565794162,0,0,0
30,1782565794511,0,0,0
31,1782565794794,0,0,0
32,1782565795445,0,0,0
33,1782565795728,0,0,0
34,1782565796077,0,0,0
35,1782565796310,0,0,0
36,1782565796527,0,0,0
37,1782565800190,0,0,0
38,1782565800523,0,0,0
39,1782565801555,0,0,0
40,1782565801789,0,0,0
41,1782565802139,0,0,0
42,1782565802489,0,0,0
43,1782565802789,0,0,0
44,1782565803071,0,0,0
45,1782565803338,0,0,0
46,1782565803987,0,0,0
47,1782565804020,0,0,0
48,1782565804337,0,0,0
49,1782565804636,0,0,0
50,1782565804952,0,0,0
51,1782565805186,0,0,0
52,1782565805486,0,0,0
53,1782565805752,0,0,0
54,1782565806019,0,0,0
55,1782565808816,0,0,0
56,1782565810731,0,0,0
57,1782565811381,0,0,0
58,1782565813995,0,0,0
59,1782565814578,0,0,0
60,1782565814845,0,0,0
61,1782565816327,0,0,0
62,1782565816360,0,0,0
63,1782565816726,0,0,0
64,1782565817010,0,0,0
65,1782565817343,0,0,0
66,1782565817626,0,0,0
67,1782565817792,0,0,0
68,1782565818125,0,0,0
69,1782565818391,0,0,0
70,1782565820390,0,0,0
71,1782565821290,0,0,0
72,1782565821389,0,0,0
73,1782565821773,0,0,0
74,1782565822355,0,0,0
75,1782565822955,0,0,0
76,1782565823537,0,0,0
77,1782565823687,0,0,0
78,1782565824553,0,0,0
79,1782565824853,0,0,0
80,1782565825152,0,0,0
81,1782565825469,0,0,0
82,1782565825752,0,0,0
83,1782565825986,0,0,0
84,1782565831081,0,0,0
85,1782565831281,0,0,0
86,1782565831631,0,0,0
87,1782565831881,0,0,0
88,1782565833579,0,0,0
89,1782565833762,0,0,0
90,1782565834095,0,0,0
91,1782565834329,0,0,0
92,1782565834645,0,0,0
93,1782565834961,0,0,0
94,1782565835245,0,0,0
95,1782565835544,0,0,0
96,1782565835743,0,0,0
97,1782565838275,0,0,0
98,1782565840689,0,0,0
99,1782565840823,0,0,0
100,1782565843104,0,0,0
101,1782565843237,0,0,0
102,1782565843787,0,0,0
103,1782565844070,0,0,0
104,1782565844437,0,0,0
105,1782565844637,0,0,0
106,1782565844969,0,0,0
107,1782565845269,0,0,0
108,1782565848333,0,0,0
109,1782565848667,0,0,0
110,1782565849199,0,0,0
111,1782565850582,0,0,0
112,1782565851164,0,0,0
113,1782565851431,0,0,0
114,1782565851697,0,0,0
115,1782565851964,0,0,0
116,1782565852280,0,0,0
117,1782565852597,0,0,0
118,1782565852896,0,0,0
119,1782565858042,0,0,0
120,1782565858359,0,0,0
121,1782565970081,0,0,0
122,1782565970147,0,0,0
123,1782565970796,0,0,0
124,1782565971463,0,0,0
125,1782565972195,0,0,0
126,1782565972312,0,0,0
127,1782565972563,0,0,0
128,1782565972845,0,0,0
129,1782565973178,0,0,0
130,1782565973545,0,0,0
131,1782565973811,0,0,0
132,1782565974111,0,0,0
133,1782565974411,0,0,0
134,1782565974694,0,0,0
135,1782565975127,0,0,0
136,1782565975427,0,0,0
137,1782565975709,0,0,0
138,1782565976042,0,0,0
139,1782565976326,0,0,0
140,1782565976576,0,0,0
141,1782565976858,0,0,0
142,1782565980805,0,0,0
143,1782565981071,0,0,0
144,1782565981372,0,0,0
145,1782565981654,0,0,0
146,1782565981888,0,0,0
147,1782565991979,0,0,0
148,1782565992046,0,0,0
149,1782565993228,0,0,0
150,1782565993828,0,0,0
151,1782565999057,0,0,0
152,1782565999439,0,0,0
153,1782565999723,0,0,0
154,1782566000055,0,0,0
155,1782566000305,0,0,0
156,1782566000655,0,0,0
157,1782566000971,0,0,0
158,1782566001171,0,0,0
159,1782566001404,0,0,0
160,1782566005369,0,0,0
161,1782566005618,0,0,0
162,1782566006284,0,0,0
163,1782566006450,0,0,0
164,1782566007216,0,0,0
165,1782566007517,0,0,0
166,1782566007799,0,0,0
167,1782566008133,0,0,0
168,1782566008416,0,0,0
169,1782566008682,0,0,0
170,1782566012062,0,0,0
171,1782566012362,0,0,0
172,1782566012662,0,0,0
173,1782566012911,0,0,0
174,1782566013944,1,5,0
175,1782566014244,326,7,0
176,1782566014527,251,258,0
177,1782566014927,190,372,0
178,1782566016042,250,395,1
179,1782566017174,232,413,1
180,1782566017525,222,472,1
181,1782566018973,136,660,1
182,1782566020205,113,372,0
183,1782566021321,14,37,0
184,1782566021738,8,15,0
185,1782566022637,774,11,0
186,1782566023852,225,47,0
187,1782566024818,1850,0,0
188,1782566025767,710,291,2
189,1782566026600,128,772,1
190,1782566026933,315,817,3
191,1782566027799,828,907,10
192,1782566028232,983,914,12
193,1782566028948,1378,943,17
194,1782566029348,1494,919,18
195,1782566030213,1862,858,21
196,1782566030663,1960,784,20
197,1782566030780,2057,676,18
198,1782566031130,2125,609,17
199,1782566031496,2215,567,17
200,1782566032761,2443,551,18
201,1782566033260,2550,594,20
202,1782566033577,2594,616,21
203,1782566034543,2691,566,20
204,1782566034942,2666,568,20
205,1782566036641,2639,769,27
206,1782566037041,2609,854,30
207,1782566039090,2741,811,30
208,1782566041154,2819,976,37
209,1782566041604,2824,993,38
210,1782566042521,2793,989,37
211,1782566042754,0,0,0
212,1782566043669,0,0,0
213,1782566044951,0,0,0
214,1782566045235,0,0,0
215,1782566045817,0,0,0
216,1782566046783,0,0,0
217,1782566047999,0,0,0
218,1782566048864,0,0,0
219,1782566050381,0,0,0
220,1782566051663,0,0,0
221,1782566052695,0,0,0
222,1782566053145,0,0,0
223,1782566054294,0,0,0
224,1782566054610,0,0,0
225,1782566054893,0,0,0
226,1782566055393,0,0,0
227,1782566055742,0,0,0
228,1782566056075,0,0,0
229,1782566056975,0,0,0
230,1782566057307,0,0,0
231,1782566057790,0,0,0
232,1782566058173,0,0,0
233,1782566059072,0,0,0
234,1782566059839,0,0,0
235,1782566060371,0,0,0
236,1782566061254,0,0,0
237,1782566063402,0,0,0
238,1782566063769,0,0,0
239,1782566065817,0,0,0
240,1782566066168,0,0,0
241,1782566067299,0,0,0
242,1782566068182,0,0,0
243,1782566068532,0,0,0
244,1782566070280,0,0,0
245,1782566070713,0,0,0
246,1782566071646,0,0,0
247,1782566071846,0,0,0
248,1782566072479,0,0,0
249,1782566072878,0,0,0
250,1782566073411,0,0,0
251,1782566073777,0,0,0
252,1782566074393,0,0,0
253,1782566074627,0,0,0
254,1782566074993,0,0,0
255,1782566075909,0,0,0
256,1782566076891,0,0,0
257,1782566077124,0,0,0
258,1782566078589,0,0,0
259,1782566078940,0,0,0
260,1782566079123,0,0,0
261,1782566080039,0,0,0
262,1782566080339,0,0,0
263,1782566082670,0,0,0
264,1782566084801,0,0,0
265,1782566085201,0,0,0
266,1782566086150,0,0,0
267,1782566086383,0,0,0
268,1782566086983,0,0,0
269,1782566087332,0,0,0
270,1782566088265,0,0,0
271,1782566088914,0,0,0
272,1782566089115,0,0,0
273,1782566090397,0,0,0
274,1782566092589,0,0,0
275,1782566092878,0,0,0
276,1782566094960,0,0,0
277,1782566095309,0,0,0
278,1782566096975,0,0,0
279,1782566097441,0,0,0
280,1782566098356,0,0,0
281,1782566099189,0,0,0
282,1782566099556,0,0,0
283,1782566100422,0,0,0
284,1782566100872,0,0,0
285,1782566101238,0,0,0
286,1782566101587,0,0,0
287,1782566102536,0,0,0
288,1782566102952,0,0,0
289,1782566103602,0,0,0
290,1782566103769,0,0,0
291,1782566104102,0,0,0
292,1782566105484,0,0,0
293,1782566106965,0,0,0
294,1782566108464,0,0,0
295,1782566109663,0,0,0
296,1782566110047,0,0,0
297,1782566110814,0,0,0
298,1782566111779,0,0,0
299,1782566112212,0,0,0
300,1782566113927,0,0,0
301,1782566114309,0,0,0
302,1782566115159,0,0,0
303,1782566116374,0,0,0
304,1782566117607,0,0,0
305,1782566118423,0,0,0
306,1782566118807,0,0,0
307,1782566119705,0,0,0
308,1782566120138,0,0,0
309,1782566120354,0,0,0
310,1782566120621,0,0,0
311,1782566121820,0,0,0
312,1782566122237,0,0,0
313,1782566122902,0,0,0
314,1782566123119,0,0,0
315,1782566124085,0,0,0
316,1782566124951,0,0,0
317,1782566126117,0,0,0
318,1782566126768,0,0,0
319,1782566127382,0,0,0
320,1782566128231,0,0,0
321,1782566128614,0,0,0
322,1782566129530,0,0,0
323,1782566129914,0,0,0
324,1782566130363,0,0,0
325,1782566130763,0,0,0
326,1782566131645,0,0,0
327,1782566131995,0,0,0
328,1782566132378,0,0,0
329,1782566133094,0,0,0
330,1782566133477,0,0,0
331,1782566135742,0,0,0
332,1782566136108,0,0,0
333,1782566136459,0,0,0
334,1782566138158,0,0,0
335,1782566138540,0,0,0
336,1782566139439,0,0,0
337,1782566140588,0,0,0
338,1782566140970,0,0,0
339,1782566141854,0,0,0
340,1782566142720,0,0,0
341,1782566143069,0,0,0
342,1782566143435,0,0,0
343,1782566144318,0,0,0
344,1782566145218,0,0,0
345,1782566146416,0,0,0
346,1782566146899,0,0,0
347,1782566146965,0,0,0
348,1782566147282,0,0,0
349,1782566147698,0,0,0
350,1782566150230,0,0,0
351,1782566151146,0,0,0
352,1782566151846,0,0,0
353,1782566151996,0,0,0
354,1782566152395,0,0,0
355,1782566152928,0,0,0
356,1782566153328,0,0,0
357,1782566154510,0,0,0
358,1782566155360,0,0,0
359,1782566155742,0,0,0
360,1782566157558,0,0,0
361,1782566157923,0,0,0
362,1782566158740,0,0,0
363,1782566160304,0,0,0
364,1782566160637,0,0,0
365,1782566162969,0,0,0
366,1782566163951,0,0,0
367,1782566164468,0,0,0
368,1782566165666,284,49,0
369,1782566166383,225,643,1
370,1782566166434,234,743,2
371,1782566167482,449,809,4
372,1782566168448,821,812,9
373,1782566169597,1232,837,14
374,1782566170013,1341,874,15
375,1782566170862,1640,866,19
376,1782566171678,1900,794,20
377,1782566172095,1985,824,22
378,1782566173027,2311,856,26
379,1782566173460,2346,839,26
380,1782566173576,2348,853,27
381,1782566173793,2376,933,30
382,1782566175075,2588,939,33
383,1782566175475,0,0,0
384,1782566176025,717,227,2
385,1782566176258,393,118,0
386,1782566177507,1897,192,4
387,1782566177923,1861,370,9
388,1782566178506,1963,742,19
389,1782566178722,2014,832,22
390,1782566179938,2369,982,31
391,1782566180355,2475,950,31
392,1782566180904,2613,958,34
393,1782566181087,2667,986,35
394,1782566182386,0,0,0
395,1782566182752,414,127,0
396,1782566183535,77,18,0
397,1782566184468,1971,500,14
398,1782566184817,1963,699,18
399,1782566185150,1935,926,24
400,1782566185517,1913,904,23
401,1782566185699,1905,902,23
402,1782566185883,1897,821,21
403,1782566186299,1851,830,20
404,1782566187731,1823,608,15
405,1782566189514,0,0,0
406,1782566189846,815,228,2
407,1782566190479,276,69,0
408,1782566190912,1976,25,0
409,1782566192228,2098,199,5
410,1782566193110,1974,314,8
411,1782566194310,1658,450,10
412,1782566195525,1581,528,11
413,1782566196374,0,0,0
414,1782566196774,0,0,0
415,1782566198855,0,0,0
416,1782566199272,0,0,0
417,1782566200971,0,0,0
418,1782566201969,0,0,0
419,1782566202369,0,0,0
420,1782566202585,0,0,0
421,1782566202836,0,0,0
422,1782566203220,0,0,0
423,1782566204035,0,0,0
424,1782566205334,0,0,0
425,1782566206516,0,0,0
426,1782566208963,0,0,0
427,1782566210162,0,0,0
428,1782566211062,0,0,0
429,1782566213427,0,0,0
430,1782566213843,0,0,0
431,1782566214863,0,0,0
432,1782566214942,0,0,0
433,1782566216424,0,0,0
434,1782566216840,0,0,0
435,1782566217007,0,0,0
436,1782566217939,0,0,0
437,1782566218889,0,0,0
438,1782566219521,0,0,0
439,1782566219722,0,0,0
440,1782566221370,0,0,0
441,1782566223134,0,0,0
442,1782566223535,0,0,0
443,1782566224100,0,0,0
444,1782566225317,0,0,0
445,1782566226648,0,0,0
446,1782566227065,0,0,0
447,1782566227464,0,0,0
448,1782566228680,0,0,0
449,1782566229096,0,0,0
450,1782566229180,0,0,0
451,1782566229497,0,0,0
452,1782566229929,0,0,0
453,1782566230778,0,0,0
454,1782566231778,0,0,0
455,1782566232611,0,0,0
456,1782566233010,0,0,0
457,1782566235092,0,0,0
458,1782566237540,0,0,0
459,1782566238422,0,0,0
460,1782566239954,0,0,0
461,1782566240304,0,0,0
462,1782566241386,0,0,0
463,1782566241636,0,0,0
464,1782566242818,0,0,0
465,1782566243185,0,0,0
466,1782566243568,0,0,0
