index,date,MAX_CELL_VOLTAGE,MIN_CELL_VOLTAGE,MAX_CELL_TEMP,TRACTIVE_VOLTAGE
0,1782565776910,33287,32887,258,79.37
1,1782565777809,33287,32887,258,79.36
2,1782565778775,33286,32887,258,79.38
3,1782565781806,33286,32889,258,79.37
4,1782565782772,33286,32888,258,79.38
5,1782565784670,33288,32889,258,79.38
6,1782565785287,33288,32889,258,79.38
7,1782565790200,33288,32889,258,79.38
8,1782565791431,33287,32888,258,79.37
9,1782565792198,33288,32889,258,79.38
10,1782565792747,33288,32889,258,79.38
11,1782565793763,33288,32889,258,79.38
12,1782565795112,33288,32889,258,79.38
13,1782565797359,33288,32889,258,79.38
14,1782565797593,33288,32889,258,79.38
15,1782565799458,33287,32889,258,79.38
16,1782565802405,33288,32890,258,79.38
17,1782565803154,33288,32889,258,79.38
18,1782565803471,33289,32889,258,79.38
19,1782565805386,33289,32889,258,79.38
20,1782565807052,33289,32889,258,79.38
21,1782565808466,33289,32890,258,79.38
22,1782565809782,33289,32891,258,79.38
23,1782565810249,33289,32890,258,79.38
24,1782565810865,33288,32889,258,79.38
25,1782565811947,33289,32891,258,79.38
26,1782565813046,33289,32891,258,79.38
27,1782565814229,33289,32890,258,79.38
28,1782565814296,33289,32890,258,79.38
29,1782565814994,33290,32890,258,79.38
30,1782565815611,33289,32891,258,79.38
31,1782565815861,33290,32890,258,79.38
32,1782565817893,33290,32890,258,79.38
33,1782565820074,33290,32891,258,79.38
34,1782565820623,33290,32891,258,79.38
35,1782565820839,33290,32890,258,79.38
36,1782565821622,33291,32892,257,79.38
37,1782565822771,33290,32890,257,79.38
38,1782565824103,33290,32891,257,79.38
39,1782565826452,33290,32891,257,79.38
40,1782565828883,33290,32891,257,79.38
41,1782565830282,33290,32891,257,79.38
42,1782565832596,33291,32892,257,79.38
43,1782565833296,33292,32892,257,79.39
44,1782565837609,33291,32893,257,79.39
45,1782565838675,33291,32891,257,79.38
46,1782565844153,33291,32893,257,79.39
47,1782565844787,33291,32892,257,79.39
48,1782565845419,33292,32892,257,79.39
49,1782565846868,33292,32892,257,79.39
50,1782565848484,33292,32892,257,79.39
51,1782565849699,33291,32892,257,79.39
52,1782565850865,33292,32892,257,79.39
53,1782565852163,33292,32891,257,79.38
54,1782565852446,33294,32894,257,79.39
55,1782565856143,33291,32893,257,79.39
56,1782565856310,33294,32893,257,79.39
57,1782565857042,33293,32893,257,79.39
58,1782565972596,33293,32894,257,79.39
59,1782565975992,33299,32898,255,79.39
60,1782565976292,33300,32899,255,79.39
61,1782565977741,33299,32898,255,79.39
62,1782565995128,33291,32897,256,79.39
63,1782565996009,33291,32897,256,79.39
64,1782565996842,33292,32897,255,79.39
65,1782565997674,33292,32897,255,79.39
66,1782565998240,33292,32897,255,79.39
67,1782566001970,33292,32897,256,79.39
68,1782566009981,33292,32897,256,79.39
69,1782566011829,33292,32897,256,79.39
70,1782566011929,33292,32897,256,79.39
71,1782566013111,33292,32898,256,79.39
72,1782566014827,33240,32738,256,79.19
73,1782566015127,33236,32723,256,79.16
74,1782566016641,33248,32756,256,79.22
75,1782566017624,33239,32745,256,79.2
76,1782566018157,33232,32740,256,79.16
77,1782566019572,33194,32596,256,78.98
78,1782566020006,33207,32602,256,72.51
79,1782566020489,33271,32877,256,79.36
80,1782566021354,33272,32879,256,79.36
81,1782566021904,33274,32882,256,79.36
82,1782566024019,33271,32878,256,79.36
83,1782566024485,33274,32881,256,79.36
84,1782566024969,33203,32621,256,78.99
85,1782566025485,33219,32562,256,79.04
86,1782566027116,33059,31563,256,78.33
87,1782566029431,32932,29060,256,77.19
88,1782566031447,32905,30295,256,77.65
89,1782566032495,32895,29377,256,77.21
90,1782566033027,32889,29412,256,77.17
91,1782566033477,32884,29342,256,77.14
92,1782566034059,32892,28510,256,76.68
93,1782566034609,32867,29790,256,77.23
94,1782566036641,32909,28440,256,75.83
95,1782566037640,32857,28195,256,76.17
96,1782566039157,32854,28082,256,76.05
97,1782566041087,32827,28907,257,76.13
98,1782566041587,32808,29309,257,76.16
99,1782566041721,32807,29036,257,76.12
100,1782566042653,32806,28704,257,76.02
101,1782566043969,33051,32535,258,78.67
102,1782566045018,33067,32571,258,78.75
103,1782566046583,33083,32604,260,78.79
104,1782566047282,33090,32614,260,78.8
105,1782566048199,33094,32619,262,78.83
106,1782566048648,33100,32632,262,78.85
107,1782566049131,33103,32637,262,78.86
108,1782566049614,33106,32642,262,78.88
109,1782566050563,33108,32647,263,78.89
110,1782566051496,33115,32659,263,78.89
111,1782566051945,33117,32663,263,78.89
112,1782566052894,33120,32669,265,78.91
113,1782566053378,33124,32675,265,78.93
114,1782566053827,33126,32678,265,78.94
115,1782566054343,33127,32682,265,78.95
116,1782566055643,33134,32692,266,78.95
117,1782566056142,33134,32694,266,78.95
118,1782566056675,33136,32697,266,78.98
119,1782566060205,33146,32715,267,79
120,1782566062869,33153,32727,268,79.02
121,1782566063936,33157,32733,268,79.03
122,1782566065784,33161,32742,269,79.05
123,1782566066350,33162,32742,269,79.05
124,1782566066950,33164,32746,269,79.05
125,1782566068665,33167,32752,270,79.06
126,1782566069314,33183,32758,270,79.06
127,1782566071362,33188,32766,271,79.09
128,1782566072895,33192,32770,271,79.12
129,1782566073960,33193,32773,271,79.12
130,1782566074894,33194,32774,271,79.12
131,1782566075409,33195,32776,271,79.12
132,1782566076026,33197,32779,271,79.12
133,1782566076491,33198,32780,271,79.12
134,1782566077824,33200,32783,271,79.13
135,1782566078756,33201,32785,271,79.13
136,1782566080039,33204,32789,271,79.14
137,1782566080572,33204,32790,271,79.14
138,1782566081573,33206,32792,271,79.14
139,1782566081921,33205,32792,271,79.14
140,1782566082903,33208,32795,271,79.16
141,1782566084385,33209,32797,271,79.16
142,1782566087982,33214,32804,271,79.16
143,1782566089652,33194,32790,271,79.14
144,1782566090030,33196,32795,271,79.15
145,1782566092078,33204,32804,271,79.16
146,1782566092595,33205,32805,271,79.16
147,1782566093145,33205,32806,271,79.16
