index,date,SET_POINT_LONGITUDINAL,SET_POINT_LATERAL
0,1782565775827,0,0
1,1782565776410,0,0
2,1782565779840,0,0
3,1782565780074,0,0
4,1782565780307,0,0
5,1782565780557,0,0
6,1782565780890,0,0
7,1782565781123,0,0
8,1782565781406,0,0
9,1782565783104,0,0
10,1782565783704,0,0
11,1782565784004,0,0
12,1782565784237,0,0
13,1782565786135,0,0
14,1782565786403,0,0
15,1782565786685,0,0
16,1782565786819,0,0
17,1782565787035,0,0
18,1782565787334,0,0
19,1782565787601,0,0
20,1782565788250,0,0
21,1782565788500,0,0
22,1782565788834,0,0
23,1782565789066,0,0
24,1782565790732,0,0
25,1782565794495,0,0
26,1782565797026,0,0
27,1782565797626,0,0
28,1782565797892,0,0
29,1782565798158,0,0
30,1782565798442,0,0
31,1782565799026,0,0
32,1782565799192,0,0
33,1782565799408,0,0
34,1782565800823,0,0
35,1782565801106,0,0
36,1782565806536,0,0
37,1782565806685,0,0
38,1782565806951,0,0
39,1782565807218,0,0
40,1782565807519,0,0
41,1782565807784,0,0
42,1782565809199,0,0
43,1782565809482,0,0
44,1782565809699,0,0
45,1782565809932,0,0
46,1782565811698,0,0
47,1782565811981,0,0
48,1782565812130,0,0
49,1782565812779,0,0
50,1782565813097,0,0
51,1782565813313,0,0
52,1782565813662,0,0
53,1782565813745,0,0
54,1782565814878,0,0
55,1782565815195,0,0
56,1782565816027,0,0
57,1782565818858,0,0
58,1782565819074,0,0
59,1782565819408,0,0
60,1782565819608,0,0
61,1782565819841,0,0
62,1782565820723,0,0
63,1782565821006,0,0
64,1782565826703,0,0
65,1782565826951,0,0
66,1782565827217,0,0
67,1782565827534,0,0
68,1782565827867,0,0
69,1782565828084,0,0
70,1782565828434,0,0
71,1782565828550,0,0
72,1782565829117,0,0
73,1782565829350,0,0
74,1782565829683,0,0
75,1782565830348,0,0
76,1782565830632,0,0
77,1782565830815,0,0
78,1782565832196,0,0
79,1782565833080,0,0
80,1782565836144,0,0
81,1782565836410,0,0
82,1782565836693,0,0
83,1782565836993,0,0
84,1782565838025,0,0
85,1782565838641,0,0
86,1782565839207,0,0
87,1782565839407,0,0
88,1782565839657,0,0
89,1782565839907,0,0
90,1782565840157,0,0
91,1782565841339,0,0
92,1782565841655,0,0
93,1782565841805,0,0
94,1782565842072,0,0
95,1782565842305,0,0
96,1782565842588,0,0
97,1782565842854,0,0
98,1782565845752,0,0
99,1782565845885,0,0
100,1782565846235,0,0
101,1782565846501,0,0
102,1782565846718,0,0
103,1782565847084,0,0
104,1782565847385,0,0
105,1782565847734,0,0
106,1782565847983,0,0
107,1782565848949,0,0
108,1782565849815,0,0
109,1782565850115,0,0
110,1782565853179,0,0
111,1782565853578,0,0
112,1782565853829,0,0
113,1782565854095,0,0
114,1782565854412,0,0
115,1782565854695,0,0
116,1782565855244,0,0
117,1782565855411,0,0
118,1782565855627,0,0
119,1782565855943,0,0
120,1782565856210,0,0
121,1782565856559,0,0
122,1782565856843,0,0
123,1782565857176,0,0
124,1782565857692,0,0
125,1782565969232,0,0
126,1782565969864,0,0
127,1782565970431,0,0
128,1782565970513,0,0
129,1782565971130,0,0
130,1782565971197,0,0
131,1782565971846,0,0
132,1782565971912,0,0
133,1782565977308,0,0
134,1782565977525,0,0
135,1782565977891,0,0
136,1782565978157,0,0
137,1782565978474,0,0
138,1782565978723,0,0
139,1782565979040,0,0
140,1782565979356,0,0
141,1782565979573,0,0
142,1782565991114,0,0
143,1782565991763,0,0
144,1782565992345,0,0
145,1782565992911,0,0
146,1782565993544,0,0
147,1782565994177,0,0
148,1782565994227,0,0
149,1782565994510,0,0
150,1782565994843,0,0
151,1782565995110,0,0
152,1782565995676,0,0
153,1782565995992,0,0
154,1782565996359,0,0
155,1782565996558,0,0
156,1782565997342,0,0
157,1782566001687,0,0
158,1782566001905,0,0
159,1782566002170,0,0
160,1782566002388,0,0
161,1782566002737,0,0
162,1782566002971,0,0
163,1782566003370,0,0
164,1782566003919,0,0
165,1782566004069,0,0
166,1782566004601,0,0
167,1782566009131,0,0
168,1782566009398,0,0
169,1782566009664,0,0
170,1782566010014,0,0
171,1782566010880,0,0
172,1782566011180,0,0
173,1782566011330,0,0
174,1782566013561,0,0
175,1782566015226,0,0
176,1782566015642,0,0
177,1782566015975,0,0
178,1782566016391,0,0
179,1782566016758,0,0
180,1782566017941,0,0
181,1782566018306,0,0
182,1782566019372,0,0
183,1782566019822,0,0
184,1782566020622,0,0
185,1782566021004,0,0
186,1782566021754,0,0
187,1782566022137,0,0
188,1782566023069,0,0
189,1782566023452,0,0
190,1782566023919,0,0
191,1782566024301,0,0
192,1782566025201,0,0
193,1782566026167,0,0
194,1782566027416,0,0
195,1782566027766,0,0
196,1782566028516,0,0
197,1782566029814,0,0
198,1782566031879,0,0
199,1782566032278,0,0
200,1782566033993,0,0
201,1782566034426,0,0
202,1782566034959,0,0
203,1782566035410,0,0
204,1782566035609,0,0
205,1782566035841,0,0
206,1782566036225,0,0
207,1782566037074,0,0
208,1782566037557,0,0
209,1782566038106,0,0
210,1782566038323,0,0
211,1782566038690,0,0
212,1782566039522,0,0
213,1782566039906,0,0
214,1782566040488,0,0
215,1782566040721,0,0
216,1782566041121,0,0
217,1782566042003,0,0
218,1782566042387,0,0
219,1782566043286,0,0
220,1782566044185,0,0
221,1782566044551,0,0
222,1782566046284,0,0
223,1782566047282,0,0
224,1782566047633,0,0
225,1782566048065,0,0
226,1782566048560,0,0
227,1782566049714,0,0
228,1782566050080,0,0
229,1782566050813,0,0
230,1782566051196,0,0
231,1782566052379,0,0
232,1782566053477,0,0
233,1782566053844,0,0
234,1782566054210,0,0
235,1782566056525,0,0
236,1782566057740,0,0
237,1782566058623,0,0
238,1782566059007,0,0
239,1782566060788,0,0
240,1782566061704,0,0
241,1782566062170,0,0
242,1782566062270,0,0
243,1782566062537,0,0
244,1782566062952,0,0
245,1782566063836,0,0
246,1782566064218,0,0
247,1782566064618,0,0
248,1782566064701,0,0
249,1782566065034,0,0
250,1782566065401,0,0
251,1782566066566,0,0
252,1782566067016,0,0
253,1782566067699,0,0
254,1782566068082,0,0
255,1782566069031,0,0
256,1782566069431,0,0
257,1782566069548,0,0
258,1782566069881,0,0
259,1782566070263,0,0
260,1782566071146,0,0
261,1782566072928,0,0
262,1782566075026,0,0
263,1782566075459,0,0
264,1782566076359,0,0
265,1782566076641,0,0
266,1782566077457,0,0
267,1782566077807,0,0
268,1782566078140,0,0
269,1782566079639,0,0
270,1782566080838,0,0
271,1782566081205,0,0
272,1782566082287,0,0
273,1782566083552,0,0
274,1782566084101,0,0
275,1782566084420,0,0
276,1782566085251,0,0
277,1782566085650,0,0
278,1782566087799,0,0
279,1782566088664,0,0
280,1782566089564,0,0
281,1782566089963,0,0
282,1782566090846,0,0
283,1782566091196,0,0
284,1782566091680,0,0
285,1782566092028,0,0
286,1782566093294,0,0
287,1782566093710,0,0
288,1782566094127,0,0
289,1782566094494,0,0
290,1782566095325,0,0
291,1782566095726,0,0
292,1782566096125,0,0
293,1782566096574,0,0
294,1782566096941,0,0
295,1782566097840,0,0
296,1782566098740,0,0
297,1782566099989,0,0
298,1782566100372,0,0
299,1782566102020,0,0
300,1782566102503,0,0
301,1782566103020,0,0
302,1782566105884,0,0
303,1782566106183,0,0
304,1782566107748,0,0
305,1782566108531,0,0
306,1782566108914,0,0
307,1782566109280,0,0
308,1782566110514,0,0
309,1782566111329,0,0
310,1782566112261,0,0
311,1782566112662,0,0
312,1782566113145,0,0
313,1782566113478,0,0
314,1782566115093,0,0
315,1782566115751,0,0
316,1782566115942,0,0
317,1782566117141,0,0
318,1782566117540,0,0
319,1782566118090,0,0
320,1782566119257,0,0
321,1782566121054,0,0
322,1782566121437,0,0
323,1782566121820,0,0
324,1782566122636,0,0
325,1782566123186,0,0
326,1782566123602,0,0
327,1782566124518,0,0
328,1782566124901,0,0
329,1782566125234,0,0
330,1782566125734,0,0
331,1782566126999,0,0
332,1782566127682,0,0
333,1782566127748,0,0
334,1782566129081,0,0
335,1782566129431,0,0
336,1782566130280,0,0
337,1782566131213,0,0
338,1782566131612,0,0
339,1782566132711,0,0
340,1782566133827,0,0
341,1782566134859,0,0
342,1782566135376,0,0
343,1782566136924,0,0
344,1782566137241,0,0
345,1782566137791,0,0
346,1782566138140,0,0
347,1782566138990,0,0
348,1782566139356,0,0
349,1782566139756,0,0
350,1782566139805,0,0
351,1782566140221,0,0
352,1782566141470,0,0
353,1782566142237,0,0
354,1782566142654,0,0
355,1782566143485,0,0
356,1782566143901,0,0
357,1782566144701,0,0
358,1782566145633,0,0
359,1782566146033,0,0
360,1782566147748,0,0
361,1782566148198,0,0
362,1782566148815,0,0
363,1782566149530,0,0
364,1782566149730,0,0
365,1782566150679,0,0
366,1782566151578,0,0
367,1782566152412,0,0
368,1782566152894,0,0
369,1782566153727,0,0
370,1782566154093,0,0
371,1782566154875,0,0
372,1782566155292,0,0
373,1782566156225,0,0
374,1782566156509,0,0
375,1782566157007,0,0
376,1782566158373,0,0
377,1782566159155,0,0
378,1782566159471,0,0
379,1782566159855,0,0
380,1782566160687,0,0
381,1782566161071,0,0
382,1782566161453,0,0
383,1782566162169,0,0
384,1782566163702,0,0
385,1782566164484,0,0
386,1782566164867,0,0
387,1782566166116,0,0
388,1782566166966,0,0
389,1782566167382,0,0
390,1782566167965,0,0
391,1782566168381,0,0
392,1782566168847,0,0
393,1782566169197,0,0
394,1782566170047,0,0
395,1782566170429,0,0
396,1782566171278,0,0
397,1782566171611,0,0
398,1782566172545,0,0
399,1782566174643,0,0
400,1782566175075,0,0
401,1782566176690,0,0
402,1782566177123,0,0
403,1782566177973,0,0
404,1782566179122,0,0
405,1782566179555,0,0
406,1782566180388,0,0
407,1782566181520,0,0
408,1782566181970,0,0
409,1782566184018,0,0
410,1782566186699,0,0
411,1782566187033,0,0
412,1782566188164,0,0
413,1782566188448,0,0
414,1782566188764,0,0
415,1782566189064,0,0
416,1782566190212,0,0
417,1782566190795,0,0
418,1782566191695,0,0
419,1782566192841,0,0
420,1782566193477,0,0
421,1782566193893,0,0
422,1782566194826,0,0
423,1782566195159,0,0
424,1782566195941,0,0
425,1782566197274,0,0
426,1782566197640,0,0
427,1782566197806,0,0
428,1782566198072,0,0
429,1782566198406,0,0
430,1782566199704,0,0
431,1782566200254,0,0
432,1782566200537,0,0
433,1782566201420,0,0
434,1782566201886,0,0
435,1782566203851,0,0
436,1782566204584,0,0
437,1782566204884,0,0
438,1782566205733,0,0
439,1782566206116,0,0
440,1782566206998,0,0
441,1782566207299,0,0
442,1782566208197,0,0
443,1782566208564,0,0
444,1782566209363,0,0
445,1782566209680,0,0
446,1782566210662,0,0
447,1782566211828,0,0
448,1782566212628,0,0
449,1782566213393,0,0
450,1782566214243,0,0
451,1782566214559,0,0
452,1782566215642,0,0
453,1782566216024,0,0
454,1782566217490,0,0
455,1782566218389,0,0
456,1782566218789,0,0
457,1782566220488,0,0
458,1782566220870,0,0
459,1782566221420,0,0
460,1782566221836,0,0
461,1782566222353,0,0
462,1782566222718,0,0
463,1782566223585,0,0
464,1782566224384,0,0
465,1782566224451,0,0
466,1782566224850,0,0
467,1782566225874,0,0
468,1782566227031,0,0
469,1782566227897,0,0
470,1782566228248,0,0
471,1782566230395,0,0
472,1782566231261,0,0
473,1782566232144,0,0
474,1782566232527,0,0
475,1782566233409,0,0
476,1782566233859,0,0
477,1782566234042,0,0
478,1782566234242,0,0
479,1782566234675,0,0
480,1782566235542,0,0
481,1782566235890,0,0
482,1782566236457,0,0
483,1782566236883,0,0
484,1782566237057,0,0
485,1782566237972,0,0
486,1782566238406,0,0
487,1782566238938,0,0
488,1782566239139,0,0
489,1782566239537,0,0
490,1782566240637,0,0
491,1782566240987,0,0
492,1782566242035,0,0
493,1782566242419,0,0
494,1782566243917,0,0
495,1782566245100,0,0
496,1782566245500,0,0
497,1782566246315,0,0
498,1782566247498,0,0
499,1782566247897,0,0
500,1782566248732,0,0
501,1782566249896,0,0
502,1782566250312,0,0
503,1782566251111,0,0
504,1782566252028,0,0
505,1782566252444,0,0
506,1782566253826,0,0
507,1782566255091,0,0
508,1782566255491,0,0
509,1782566255674,0,0
510,1782566256307,0,0
511,1782566256674,0,0
512,1782566257556,0,0
513,1782566258239,0,0
514,1782566258405,0,0
515,1782566258885,0,0
516,1782566259655,0,0
517,1782566261836,0,0
518,1782566262219,0,0
519,1782566262768,0,0
520,1782566263967,0,0
521,1782566264350,0,0
522,1782566266632,0,0
523,1782566267015,0,0
524,1782566269013,0,0
525,1782566269463,0,0
526,1782566270462,0,0
527,1782566270895,0,0
528,1782566272044,0,0
529,1782566272394,0,0
530,1782566272660,0,0
531,1782566273209,0,0
532,1782566274209,0,0
533,1782566274575,0,0
534,1782566275342,0,0
535,1782566276257,0,0
536,1782566276707,0,0
537,1782566277257,0,0
538,1782566278106,0,0
539,1782566278505,0,0
540,1782566279405,0,0
541,1782566279821,0,0
542,1782566280521,0,0
543,1782566280937,0,0
544,1782566281520,0,0
545,1782566281970,0,0
546,1782566282502,0,0
547,1782566282802,0,0
548,1782566284001,0,0
549,1782566284951,0,0
550,1782566286166,0,0
551,1782566287881,0,0
552,1782566288265,0,0
553,1782566289546,0,0
554,1782566290062,0,0
555,1782566290479,0,0
556,1782566291394,0,0
557,1782566291922,0,0
558,1782566292077,0,0
559,1782566292544,0,0
560,1782566292877,0,0
561,1782566295708,0,0
562,1782566296456,0,0
563,1782566296773,0,0
564,1782566296956,0,0
565,1782566297156,0,0
566,1782566297539,0,0
567,1782566298738,0,0
568,1782566299104,0,0
569,1782566299354,0,0
570,1782566299571,0,0
571,1782566299987,0,0
572,1782566300886,0,0
573,1782566301236,0,0
574,1782566301869,0,0
575,1782566302085,0,0
576,1782566303384,0,0
577,1782566305516,0,0
578,1782566307531,0,0
579,1782566307947,0,0
580,1782566308813,0,0
581,1782566309612,0,0
582,1782566310028,0,0
583,1782566310928,0,0
584,1782566311361,0,0
585,1782566311744,0,0
586,1782566312160,0,0
587,1782566313043,0,0
588,1782566313409,0,0
589,1782566313942,0,0
590,1782566313943,0,0
591,1782566314242,0,0
592,1782566314608,0,0
593,1782566315491,0,0
594,1782566315857,0,0
595,1782566316307,0,0
596,1782566316706,0,0
597,1782566317606,0,0
598,1782566317939,0,0
599,1782566318772,0,0
600,1782566319105,0,0
601,1782566320603,0,0
602,1782566321686,0,0
603,1782566322103,0,0
604,1782566322435,0,0
605,1782566323884,0,0
606,1782566324998,0,0
607,1782566325348,0,0
608,1782566325947,0,0
609,1782566326097,0,0
610,1782566326514,0,0
611,1782566327379,0,0
612,1782566327763,0,0
613,1782566328445,0,0
614,1782566328578,0,0
615,1782566328911,0,0
616,1782566329794,0,0
617,1782566330179,0,0
618,1782566330861,0,0
619,1782566331927,0,0
620,1782566332326,0,0
621,1782566334075,0,0
622,1782566335374,0,0
623,1782566336207,0,0
624,1782566336572,0,0
625,1782566337572,0,0
626,1782566338188,0,0
627,1782566339071,0,0
628,1782566339487,0,0
629,1782566341502,0,0
630,1782566341885,0,0
631,1782566343950,0,0
632,1782566344333,0,0
633,1782566346415,0,0
634,1782566348680,0,0
635,1782566349012,0,0
636,1782566349429,0,0
637,1782566350245,0,0
638,1782566350844,0,0
639,1782566351960,0,0
640,1782566352377,0,0
641,1782566353143,0,0
642,1782566353509,0,0
643,1782566354075,0,0
644,1782566354458,0,0
645,1782566354991,0,0
646,1782566355274,0,0
647,1782566355690,0,0
648,1782566356207,0,0
649,1782566356623,0,0
650,1782566357538,0,0
651,1782566358721,0,0
652,1782566359354,0,0
653,1782566359754,0,0
654,1782566360187,0,0
655,1782566360652,0,0
656,1782566361552,0,0
657,1782566362368,0,0
658,1782566363283,0,0
659,1782566363684,0,0
660,1782566364883,0,0
661,1782566366098,0,0
662,1782566367281,0,0
663,1782566368246,0,0
664,1782566368968,0,0
665,1782566369596,0,0
666,1782566369779,0,0
667,1782566370729,0,0
668,1782566373109,0,0
669,1782566373508,0,0
670,1782566374158,0,0
671,1782566374291,0,0
672,1782566374841,0,0
673,1782566375240,0,0
674,1782566376406,0,0
675,1782566377822,0,0
676,1782566378172,0,0
677,1782566380336,0,0
678,1782566381286,0,0
679,1782566381452,0,0
680,1782566382085,0,0
681,1782566382501,0,0
682,1782566383051,0,0
683,1782566384916,0,0
684,1782566385899,0,0
685,1782566386282,0,0
686,1782566387064,0,0
687,1782566387430,0,0
688,1782566388296,0,0
689,1782566388646,0,0
690,1782566389461,0,0
691,1782566389895,0,0
692,1782566390980,0,0
693,1782566391177,0,0
694,1782566391627,0,0
695,1782566391994,0,0
696,1782566392859,0,0
697,1782566393809,0,0
698,1782566394158,0,0
699,1782566395024,0,0
700,1782566395390,0,0
701,1782566397156,0,0
702,1782566397570,0,0
703,1782566398953,0,0
704,1782566400385,0,0
705,1782566400752,0,0
706,1782566402133,0,0
707,1782566402516,0,0
708,1782566403916,0,0
709,1782566405114,0,0
710,1782566406049,0,0
711,1782566406296,0,0
712,1782566407214,0,0
713,1782566407647,0,0
714,1782566410993,0,0
715,1782566411627,0,0
716,1782566412243,0,0
717,1782566412792,0,0
718,1782566413426,0,0
719,1782566414058,0,0
720,1782566414125,0,0
721,1782566414407,0,0
722,1782566414757,0,0
723,1782566415290,0,0
724,1782566415590,0,0
725,1782566416089,0,0
726,1782566416256,0,0
727,1782566416456,0,0
728,1782566421435,0,0
729,1782566421702,0,0
730,1782566422001,0,0
731,1782566422318,0,0
732,1782566422584,0,0
733,1782566422918,0,0
734,1782566423233,0,0
735,1782566423816,0,0
736,1782566423883,0,0
737,1782566424167,0,0
738,1782566424449,0,0
739,1782566424783,0,0
740,1782566425182,0,0
741,1782566425365,0,0
742,1782566425731,0,0
743,1782566425965,0,0
744,1782566426148,0,0
745,1782566428979,0,0
746,1782566429328,0,0
747,1782566429612,0,0
748,1782566435606,0,0
749,1782566436256,0,0
750,1782566436856,0,0
751,1782566437422,0,0
752,1782566438038,0,0
753,1782566438671,0,0
754,1782566438737,0,0
755,1782566439020,0,0
756,1782566439403,0,0
757,1782566439636,0,0
758,1782566439986,0,0
759,1782566440303,0,0
760,1782566441185,0,0
761,1782566441252,0,0
762,1782566441651,0,0
763,1782566442175,0,0
764,1782566442218,0,0
765,1782566442502,0,0
766,1782566442801,0,0
767,1782566443067,0,0
768,1782566443384,0,0
769,1782566445232,0,0
770,1782566447546,0,0
771,1782566448096,0,0
772,1782566450078,0,0
773,1782566455640,0,0
774,1782566456039,0,0
775,1782566456439,0,0
776,1782566457305,0,0
777,1782566457705,0,0
778,1782566458254,0,0
779,1782566458571,0,0
780,1782566459751,0,0
781,1782566460134,0,0
782,1782566460468,0,0
783,1782566460567,0,0
784,1782566460867,0,0
785,1782566461184,0,0
786,1782566462482,0,0
787,1782566462865,0,0
788,1782566464187,0,0
789,1782566464264,0,0
790,1782566466264,0,0
791,1782566466647,0,0
792,1782566468696,0,0
793,1782566469095,0,0
794,1782566469961,0,0
795,1782566470827,0,0
796,1782566471226,0,0
797,1782566472076,0,0
798,1782566472558,0,0
799,1782566473342,0,0
800,1782566474224,0,0
801,1782566474607,0,0
802,1782566475206,0,0
803,1782566475423,0,0
804,1782566476389,0,0
805,1782566476805,0,0
806,1782566478503,0,0
807,1782566478904,0,0
808,1782566479769,0,0
809,1782566480585,0,0
810,1782566480968,0,0
811,1782566481368,0,0
812,1782566482184,0,0
813,1782566483433,0,0
814,1782566484698,0,0
815,1782566485131,0,0
816,1782566485515,0,0
817,1782566486211,0,0
818,1782566487046,0,0
819,1782566488146,0,0
820,1782566488546,0,0
821,1782566489994,0,0
822,1782566491159,0,0
823,1782566491459,0,0
824,1782566491792,0,0
825,1782566492042,0,0
826,1782566492642,0,0
827,1782566493525,0,0
828,1782566493907,0,0
829,1782566494540,0,0
830,1782566494740,0,0
831,1782566495139,0,0
832,1782566496023,0,0
833,1782566496372,0,0
834,1782566497238,0,0
835,1782566497238,0,0
836,1782566498104,0,0
837,1782566498537,0,0
838,1782566500236,0,0
839,1782566501534,0,0
840,1782566502401,0,0
841,1782566502816,0,0
842,1782566503599,0,0
843,1782566504099,0,0
844,1782566504165,0,0
845,1782566504515,0,0
846,1782566504931,0,0
847,1782566505831,0,0
848,1782566506197,0,0
849,1782566506663,0,0
850,1782566506963,0,0
851,1782566508246,0,0
852,1782566508562,0,0
853,1782566509111,0,0
