index,date,RIGHT_MOTOR_CURRENT
0,1782565777244,0
1,1782565777476,0
2,1782565777742,0
3,1782565778092,0
4,1782565779592,0
5,1782565779641,0
6,1782565782205,0
7,1782565782705,0
8,1782565782938,0
9,1782565783205,0
10,1782565783454,0
11,1782565783821,0
12,1782565784087,0
13,1782565784937,0
14,1782565785154,0
15,1782565785420,0
16,1782565785669,0
17,1782565785952,0
18,1782565786152,0
19,1782565786452,0
20,1782565789599,0
21,1782565791897,0
22,1782565792464,0
23,1782565793030,0
24,1782565794328,0
25,1782565794629,0
26,1782565794911,0
27,1782565795228,0
28,1782565795561,0
29,1782565795844,0
30,1782565796427,0
31,1782565796660,0
32,1782565797093,0
33,1782565797376,0
34,1782565797959,0
35,1782565798258,0
36,1782565798525,0
37,1782565798858,0
38,1782565801706,0
39,1782565801906,0
40,1782565804137,0
41,1782565804470,0
42,1782565804753,0
43,1782565805070,0
44,1782565805303,0
45,1782565805636,0
46,1782565805869,0
47,1782565806136,0
48,1782565806369,0
49,1782565811497,0
50,1782565811714,0
51,1782565812281,0
52,1782565813146,0
53,1782565816493,0
54,1782565816843,0
55,1782565817126,0
56,1782565817443,0
57,1782565817742,0
58,1782565817992,0
59,1782565818241,0
60,1782565818525,0
61,1782565818692,0
62,1782565823804,0
63,1782565823987,0
64,1782565824336,0
65,1782565824653,0
66,1782565824970,0
67,1782565826086,0
68,1782565826485,0
69,1782565827351,0
70,1782565827617,0
71,1782565827919,0
72,1782565828235,0
73,1782565833895,0
74,1782565834196,0
75,1782565834445,0
76,1782565835644,0
77,1782565835844,0
78,1782565838375,0
79,1782565838442,0
80,1782565840939,0
81,1782565841190,0
82,1782565841389,0
83,1782565843370,0
84,1782565843588,0
85,1782565843887,0
86,1782565844236,0
87,1782565844570,0
88,1782565844837,0
89,1782565845103,0
90,1782565845402,0
91,1782565845536,0
92,1782565847217,0
93,1782565847800,0
94,1782565850715,0
95,1782565853013,0
96,1782565853329,0
97,1782565853646,0
98,1782565854245,0
99,1782565854478,0
100,1782565854845,0
101,1782565855077,0
102,1782565858175,0
103,1782565969065,0
104,1782565969631,0
105,1782565970248,0
106,1782565970963,0
107,1782565971646,0
108,1782565972446,0
109,1782565972712,0
110,1782565972962,0
111,1782565974810,0
112,1782565974860,0
113,1782565975243,0
114,1782565975543,0
115,1782565975843,0
116,1782565976143,0
117,1782565976476,0
118,1782565976709,0
119,1782565976975,0
120,1782565977142,0
121,1782565978291,0
122,1782565978541,0
123,1782565978857,0
124,1782565979090,0
125,1782565979390,0
126,1782565982171,0
127,1782565982420,0
128,1782565982754,0
129,1782565990930,0
130,1782565991529,0
131,1782565992146,0
132,1782565992728,0
133,1782565992745,0
134,1782565993944,0
135,1782565999240,0
136,1782565999607,0
137,1782565999822,0
138,1782566000172,0
139,1782566000406,0
140,1782566001305,0
141,1782566001505,0
142,1782566001988,0
143,1782566003104,0
144,1782566003437,0
145,1782566003736,0
146,1782566006567,0
147,1782566006766,0
148,1782566007084,0
149,1782566007333,0
150,1782566007666,0
151,1782566007983,0
152,1782566008283,0
153,1782566008799,0
154,1782566008965,0
155,1782566009215,0
156,1782566009814,0
157,1782566010065,0
158,1782566010463,0
159,1782566010714,0
160,1782566010980,0
161,1782566014077,6
162,1782566014377,251
163,1782566015809,870
164,1782566016175,889
165,1782566016958,877
166,1782566017291,893
167,1782566018456,979
168,1782566020339,603
169,1782566022353,895
170,1782566022754,327
171,1782566023286,0
172,1782566024119,4
173,1782566024501,3
174,1782566025434,941
175,1782566025950,1034
176,1782566025984,1173
177,1782566026587,1210
178,1782566027899,1338
179,1782566028349,1348
180,1782566028731,1345
181,1782566029131,1300
182,1782566029964,1282
183,1782566030880,1054
184,1782566031229,1140
185,1782566032079,1170
186,1782566032429,1193
187,1782566033393,1210
188,1782566034209,1159
189,1782566036374,1297
190,1782566037657,1318
191,1782566037939,1314
192,1782566038789,1185
193,1782566040106,1336
194,1782566040305,1339
195,1782566041272,1342
196,1782566042187,1337
197,1782566042670,1331
198,1782566042869,0
199,1782566043053,0
200,1782566043437,0
201,1782566044701,0
202,1782566045384,0
203,1782566045534,0
204,1782566046500,0
205,1782566046883,0
206,1782566049032,0
207,1782566049897,0
208,1782566051013,0
209,1782566051395,0
210,1782566052861,0
211,1782566054044,0
212,1782566054443,0
213,1782566054726,0
214,1782566055010,0
215,1782566055509,0
216,1782566055843,0
217,1782566056725,0
218,1782566057125,0
219,1782566057408,0
220,1782566057907,0
221,1782566058840,0
222,1782566060039,0
223,1782566060954,0
224,1782566061937,0
225,1782566063136,0
226,1782566063502,0
227,1782566064435,0
228,1782566065201,0
229,1782566065584,0
230,1782566065951,0
231,1782566066766,0
232,1782566068282,0
233,1782566069214,0
234,1782566070014,0
235,1782566070557,0
236,1782566071346,0
237,1782566071779,0
238,1782566071962,0
239,1782566072228,0
240,1782566072594,0
241,1782566073161,0
242,1782566073527,0
243,1782566074494,0
244,1782566074743,0
245,1782566075675,0
246,1782566078323,0
247,1782566078739,0
248,1782566079039,0
249,1782566079239,0
250,1782566079406,0
251,1782566079772,0
252,1782566080972,0
253,1782566081287,0
254,1782566082486,0
255,1782566083669,0
256,1782566084535,0
257,1782566085834,0
258,1782566086300,0
259,1782566086484,0
260,1782566086683,0
261,1782566087099,0
262,1782566088032,0
263,1782566090163,0
264,1782566092179,0
265,1782566092595,0
266,1782566093527,0
267,1782566094328,0
268,1782566094693,0
269,1782566095958,0
270,1782566096741,0
271,1782566097140,0
272,1782566098073,0
273,1782566098507,0
274,1782566098556,0
275,1782566098907,0
276,1782566100188,0
277,1782566100555,0
278,1782566101038,0
279,1782566101370,0
280,1782566102253,0
281,1782566102686,0
282,1782566103869,0
283,1782566105617,0
284,1782566106699,0
285,1782566107099,0
286,1782566109381,0
287,1782566110947,0
288,1782566111512,0
289,1782566112829,0
290,1782566113644,0
291,1782566114027,0
292,1782566114926,0
293,1782566115342,0
294,1782566116108,0
295,1782566116509,0
296,1782566117324,0
297,1782566117923,0
298,1782566118156,0
299,1782566118574,0
300,1782566119473,0
301,1782566119855,0
302,1782566120471,0
303,1782566120737,0
304,1782566121620,0
305,1782566121970,0
306,1782566123785,0
307,1782566125051,0
308,1782566125867,0
309,1782566126250,0
310,1782566127132,0
311,1782566127515,0
312,1782566127965,0
313,1782566128332,0
314,1782566129248,0
315,1782566129663,0
316,1782566130013,0
317,1782566130530,0
318,1782566131412,0
319,1782566131762,0
320,1782566132478,0
321,1782566132494,0
322,1782566132844,0
323,1782566133227,0
324,1782566134393,0
325,1782566134709,0
326,1782566135875,0
327,1782566137040,0
328,1782566138274,0
329,1782566139189,0
330,1782566139555,0
331,1782566140338,0
332,1782566140704,0
333,1782566141637,0
334,1782566141970,0
335,1782566142836,0
336,1782566143186,0
337,1782566144067,0
338,1782566144484,0
339,1782566144884,0
340,1782566146250,0
341,1782566147082,0
342,1782566148364,0
343,1782566149064,0
344,1782566149331,0
345,1782566149530,0
346,1782566149913,0
347,1782566150829,0
348,1782566152661,0
349,1782566153060,0
350,1782566155109,0
351,1782566155492,0
352,1782566157207,0
353,1782566157657,0
354,1782566158506,0
355,1782566159829,0
356,1782566160038,0
357,1782566160389,0
358,1782566161220,0
359,1782566162319,0
360,1782566162686,0
361,1782566164151,0
362,1782566165034,4
363,1782566165434,5
364,1782566166570,1068
365,1782566167149,1229
366,1782566168547,1246
367,1782566169364,1291
368,1782566169713,1286
369,1782566170813,1270
370,1782566170996,1283
371,1782566171412,1244
372,1782566171794,1259
373,1782566172744,1258
374,1782566173144,1282
375,1782566173693,1305
376,1782566174010,1338
377,1782566174809,1320
378,1782566175258,1323
379,1782566176124,4
