index,date,CELL1,CELL2,CELL3,CELL4
0,1782565978623,0.35,6.53,1.03,0
1,1782566334308,3.24,5.7,0.53,0.05
2,1782566604629,0.09,0.55,0.72,2.46
3,1782566756587,6.5,5.21,0.59,0
4,1782567302346,1.75,6.2,0.95,0
