index,date,LEFT_MOTOR_CURRENT
0,1782565776677,0
1,1782565777143,0
2,1782565777360,0
3,1782565777626,0
4,1782565777992,0
5,1782565778343,0
6,1782565778608,0
7,1782565778926,0
8,1782565779158,0
9,1782565779508,0
10,1782565782105,0
11,1782565782305,0
12,1782565784620,0
13,1782565784820,0
14,1782565785053,0
15,1782565785319,0
16,1782565785586,0
17,1782565787884,0
18,1782565789483,0
19,1782565789766,0
20,1782565790082,0
21,1782565790398,0
22,1782565790715,0
23,1782565791299,0
24,1782565791814,0
25,1782565791964,0
26,1782565792297,0
27,1782565792714,0
28,1782565792930,0
29,1782565793213,0
30,1782565793563,0
31,1782565794179,0
32,1782565794545,0
33,1782565794812,0
34,1782565795144,0
35,1782565795461,0
36,1782565795745,0
37,1782565796094,0
38,1782565796343,0
39,1782565796560,0
40,1782565800207,0
41,1782565801590,0
42,1782565801806,0
43,1782565802172,0
44,1782565802522,0
45,1782565802822,0
46,1782565803088,0
47,1782565803354,0
48,1782565804004,0
49,1782565804054,0
50,1782565804370,0
51,1782565804653,0
52,1782565804970,0
53,1782565805186,0
54,1782565805520,0
55,1782565805785,0
56,1782565806035,0
57,1782565808634,0
58,1782565808850,0
59,1782565811381,0
60,1782565814012,0
61,1782565814578,0
62,1782565816360,0
63,1782565816394,0
64,1782565816743,0
65,1782565817026,0
66,1782565817326,0
67,1782565817643,0
68,1782565817826,0
69,1782565818159,0
70,1782565818441,0
71,1782565821456,0
72,1782565821773,0
73,1782565822105,0
74,1782565822388,0
75,1782565823554,0
76,1782565823704,0
77,1782565824203,0
78,1782565824587,0
79,1782565824870,0
80,1782565825169,0
81,1782565825486,0
82,1782565825802,0
83,1782565826019,0
84,1782565831098,0
85,1782565831297,0
86,1782565831913,0
87,1782565833613,0
88,1782565833795,0
89,1782565834095,0
90,1782565834345,0
91,1782565834662,0
92,1782565834995,0
93,1782565835278,0
94,1782565835744,0
95,1782565838308,0
96,1782565840723,0
97,1782565840840,0
98,1782565841089,0
99,1782565843138,0
100,1782565843254,0
101,1782565843787,0
102,1782565844103,0
103,1782565844470,0
104,1782565844670,0
105,1782565844986,0
106,1782565845269,0
107,1782565848366,0
108,1782565850615,0
109,1782565850915,0
110,1782565851181,0
111,1782565851447,0
112,1782565851697,0
113,1782565852013,0
114,1782565852313,0
115,1782565852646,0
116,1782565852912,0
117,1782565858058,0
118,1782565858408,0
119,1782565969531,0
120,1782565970114,0
121,1782565970164,0
122,1782565970796,0
123,1782565970847,0
124,1782565971497,0
125,1782565971547,0
126,1782565972195,0
127,1782565972329,0
128,1782565972629,0
129,1782565972879,0
130,1782565973195,0
131,1782565973561,0
132,1782565973827,0
133,1782565974144,0
134,1782565974727,0
135,1782565975143,0
136,1782565975443,0
137,1782565975742,0
138,1782565976076,0
139,1782565976342,0
140,1782565976576,0
141,1782565976875,0
142,1782565980839,0
143,1782565981088,0
144,1782565981388,0
145,1782565981688,0
146,1782565981921,0
147,1782565982087,0
148,1782565982670,0
149,1782565991430,0
150,1782565992046,0
151,1782565993261,0
152,1782565993844,0
153,1782565999073,0
154,1782565999123,0
155,1782565999472,0
156,1782565999723,0
157,1782566000055,0
158,1782566000323,0
159,1782566000705,0
160,1782566001005,0
161,1782566001188,0
162,1782566001421,0
163,1782566005401,0
164,1782566005667,0
165,1782566006467,0
166,1782566006934,0
167,1782566007250,0
168,1782566007533,0
169,1782566007833,0
170,1782566008182,0
171,1782566008449,0
172,1782566008720,0
173,1782566010613,0
174,1782566013960,2
175,1782566014277,317
176,1782566014594,863
177,1782566016059,873
178,1782566017191,64884
179,1782566017541,700
180,1782566019023,1170
181,1782566020222,705
182,1782566021372,3
183,1782566022670,377
184,1782566024402,2
185,1782566024835,603
186,1782566025817,1115
187,1782566026600,1256
188,1782566026950,1293
189,1782566027799,1373
190,1782566028248,1368
191,1782566028998,1323
192,1782566030247,1276
193,1782566030680,1215
194,1782566030780,1178
195,1782566031130,1161
196,1782566031496,1138
197,1782566032328,1177
198,1782566032761,1181
199,1782566033277,1213
200,1782566033594,1208
201,1782566034576,1149
202,1782566036690,1341
203,1782566037058,1317
204,1782566040006,1352
205,1782566041188,1364
206,1782566041621,1335
207,1782566042537,0
208,1782566042771,0
209,1782566043303,0
210,1782566043703,0
211,1782566044586,0
212,1782566045001,0
213,1782566045267,0
214,1782566045834,0
215,1782566046800,0
216,1782566048015,0
217,1782566048898,0
218,1782566051296,0
219,1782566051696,0
220,1782566052711,0
221,1782566054310,0
222,1782566054643,0
223,1782566054927,0
224,1782566055409,0
225,1782566055759,0
226,1782566056126,0
227,1782566056991,0
228,1782566057324,0
229,1782566057824,0
230,1782566058190,0
231,1782566059106,0
232,1782566059855,0
233,1782566059905,0
234,1782566061271,0
235,1782566063036,0
236,1782566063419,0
237,1782566065484,0
238,1782566065851,0
239,1782566066184,0
240,1782566067333,0
241,1782566068182,0
242,1782566068565,0
243,1782566070313,0
244,1782566070713,0
245,1782566071678,0
246,1782566071863,0
247,1782566072129,0
248,1782566072479,0
249,1782566073427,0
250,1782566073810,0
251,1782566074410,0
252,1782566074643,0
253,1782566075958,0
254,1782566077124,0
255,1782566078606,0
256,1782566078940,0
257,1782566079140,0
258,1782566079672,0
259,1782566080055,0
260,1782566080355,0
261,1782566082704,0
262,1782566084819,0
263,1782566085218,0
264,1782566085768,0
265,1782566086167,0
266,1782566086383,0
267,1782566086999,0
268,1782566087365,0
269,1782566088298,0
270,1782566088948,0
271,1782566089148,0
272,1782566090430,0
273,1782566092895,0
274,1782566094993,0
275,1782566097008,0
276,1782566097441,0
277,1782566098389,0
278,1782566099222,0
279,1782566100438,0
280,1782566100888,0
281,1782566101271,0
282,1782566101622,0
283,1782566102536,0
284,1782566103602,0
285,1782566103786,0
286,1782566104118,0
287,1782566105517,0
288,1782566106965,0
289,1782566107382,0
290,1782566108464,0
291,1782566109663,0
292,1782566110080,0
293,1782566110829,0
294,1782566111796,0
295,1782566113944,0
296,1782566114326,0
297,1782566116408,0
298,1782566117624,0
299,1782566118440,0
300,1782566118840,0
301,1782566119739,0
302,1782566120172,0
303,1782566120371,0
304,1782566120621,0
305,1782566121871,0
306,1782566122253,0
307,1782566122919,0
308,1782566124102,0
309,1782566124951,0
310,1782566126150,0
311,1782566127416,0
312,1782566128231,0
313,1782566128614,0
314,1782566129547,0
315,1782566129914,0
316,1782566130396,0
317,1782566130796,0
318,1782566131678,0
319,1782566132029,0
320,1782566132412,0
321,1782566132761,0
322,1782566133111,0
323,1782566133494,0
324,1782566134609,0
325,1782566136125,0
326,1782566136475,0
327,1782566138173,0
328,1782566138573,0
329,1782566139456,0
330,1782566140605,0
331,1782566140970,0
332,1782566141870,0
333,1782566142736,0
334,1782566143103,0
335,1782566144334,0
336,1782566145234,0
337,1782566146449,0
