index,date,NTC_1,NTC_2,NTC_3
0,1782565775793,27.91,32.12,-0.01
1,1782565776160,27.91,32.12,-0.01
2,1782565776526,27.91,32.12,-0.01
3,1782565776876,27.91,32.12,-0.01
4,1782565777159,27.91,32.12,-0.01
5,1782565777510,27.91,32.12,-0.01
6,1782565778325,27.91,32.17,-0.01
7,1782565779025,27.91,32.12,-0.01
8,1782565779458,27.91,32.17,-0.01
9,1782565779658,27.91,32.12,-0.01
10,1782565779974,27.91,32.12,-0.01
11,1782565780390,27.91,32.17,-0.01
12,1782565780724,27.91,32.12,-0.01
13,1782565781472,27.91,32.12,-0.01
14,1782565781823,27.91,32.12,-0.01
15,1782565781989,27.91,32.12,-0.01
16,1782565782289,27.91,32.12,-0.01
17,1782565782738,27.91,32.12,-0.01
18,1782565783088,27.91,32.12,-0.01
19,1782565783804,27.91,32.12,-0.01
20,1782565784170,27.91,32.17,-0.01
21,1782565784421,27.91,32.12,-0.01
22,1782565785335,27.91,32.17,-0.01
23,1782565785752,27.97,32.17,-0.01
24,1782565786102,27.91,32.17,-0.01
25,1782565787018,27.97,32.17,-0.01
26,1782565787418,27.91,32.17,-0.01
27,1782565787734,27.91,32.17,-0.01
28,1782565788151,27.91,32.17,-0.01
29,1782565788567,27.91,32.17,-0.01
30,1782565788949,27.91,32.17,-0.01
31,1782565789300,27.97,32.17,-0.01
32,1782565789499,27.97,32.17,-0.01
33,1782565790282,27.97,32.17,-0.01
34,1782565790699,27.97,32.17,-0.01
35,1782565790765,27.97,32.17,-0.01
36,1782565791115,27.97,32.17,-0.01
37,1782565791548,27.97,32.17,-0.01
38,1782565791781,27.97,32.17,-0.01
39,1782565792130,27.97,32.23,-0.01
40,1782565792481,27.97,32.17,-0.01
41,1782565792879,27.97,32.17,-0.01
42,1782565793313,27.97,32.17,-0.01
43,1782565793662,27.97,32.17,-0.01
44,1782565794112,28.03,32.17,-0.01
45,1782565794262,27.97,32.17,-0.01
46,1782565794712,27.97,32.23,-0.01
47,1782565795495,27.97,32.17,-0.01
48,1782565796244,27.97,32.17,-0.01
49,1782565796577,27.97,32.17,-0.01
50,1782565797992,28.03,32.17,-0.01
51,1782565798408,28.03,32.17,-0.01
52,1782565799358,28.03,32.17,-0.01
53,1782565799774,28.03,32.23,-0.01
54,1782565800057,28.03,32.23,-0.01
55,1782565800423,28.03,32.23,-0.01
56,1782565800873,28.03,32.23,-0.01
57,1782565801306,28.03,32.23,-0.01
58,1782565801456,28.03,32.23,-0.01
59,1782565801806,28.03,32.23,-0.01
60,1782565802689,28.03,32.23,-0.01
61,1782565803071,28.03,32.23,-0.01
62,1782565803404,28.03,32.17,-0.01
63,1782565803804,28.03,32.23,-0.01
64,1782565804453,28.03,32.23,-0.01
65,1782565805586,28.03,32.23,-0.01
66,1782565807234,28.03,32.23,-0.01
67,1782565807618,28.03,32.23,-0.01
68,1782565808000,28.03,32.23,-0.01
69,1782565808317,28.03,32.23,-0.01
