index,date,MAX_VOLTAGE,MIN_VOLTAGE,TOTAL_VOLTAGE,SHUNT_VOLTAGE,1,2,3,4
0,1765902278776,3.31,2.79,1918,93,0,0,0,0
1,1765902278776,3.31,2.79,1918,87,0,0,0,0
2,1765902278776,3.31,2.79,1918,89,0,0,0,0
3,1765902278863,3.31,2.79,1918,90,0,0,0,0
4,1765902278863,3.31,2.79,1918,89,0,0,0,0
5,1765902278911,3.31,2.79,1918,88,0,0,0,0
6,1765902279024,3.31,2.79,1918,88,0,0,0,0
7,1765902279120,3.31,2.79,1918,90,0,0,0,0
8,1765902279216,3.31,2.79,1918,89,0,0,0,0
9,1765902279327,3.31,2.8,1918,91,0,0,0,0
10,1765902280019,3.31,2.8,1918,88,0,0,0,0
11,1765902280286,3.31,2.8,1918,89,0,0,0,0
12,1765902280496,3.31,2.79,1918,27,0,0,0,0
13,1765902280799,3.31,3.23,1918,29,0,0,0,0
14,1765902280848,3.31,3.23,1918,27,0,0,0,0
15,1765902280959,3.31,3.23,1918,28,0,0,0,0
16,1765902281199,3.31,3.24,1918,28,0,0,0,0
17,1765902281439,3.31,3.24,1918,28,0,0,0,0
18,1765902281503,3.31,3.24,1918,29,0,0,0,0
19,1765902281616,3.31,3.24,1918,27,0,0,0,0
20,1765902281935,3.31,3.24,1918,27,0,0,0,0
21,1765902281998,3.31,3.24,1918,28,0,0,0,0
22,1765902282144,3.31,3.24,1918,27,0,0,0,0
23,1765902282851,3.31,3.24,1918,27,0,0,0,0
24,1765902283085,3.31,3.24,1918,27,0,0,0,0
25,1765902283298,3.31,3.24,1918,27,0,0,0,0
26,1765902283664,3.32,3.24,1918,28,0,0,0,0
27,1765902284430,3.31,3.24,1918,29,0,0,0,0
28,1765902284497,3.31,3.24,1918,37,0,0,0,0
29,1765902284664,3.31,3.24,1918,35,0,0,0,0
30,1765902284879,3.31,3.14,1918,61,0,0,0,0
31,1765902285014,3.31,3.14,1918,64,0,0,0,0
32,1765902285214,3.32,2.6,1918,83,0,0,0,0
33,1765902285313,3.32,2.7,1918,105,0,0,0,0
34,1765902285614,3.32,2.7,1918,107,0,0,0,0
35,1765902285696,3.32,2.7,1918,106,0,0,0,0
36,1765902285797,3.31,2.73,1918,105,0,0,0,0
37,1765902286129,3.31,2.79,1918,107,0,0,0,0
38,1765902286213,3.31,2.79,1918,99,0,0,0,0
39,1765902286512,3.31,2.82,1918,100,0,0,0,0
40,1765902286595,3.31,2.82,1918,100,0,0,0,0
41,1765902286812,3.31,2.84,1918,94,0,0,0,0
42,1765902286878,3.31,2.84,1918,68,0,0,0,0
43,1765902286978,3.31,2.84,1918,68,0,0,0,0
44,1765902287078,3.31,2.84,1918,66,0,0,0,0
45,1765902287161,3.31,2.99,1918,85,0,0,0,0
46,1765902287278,3.31,2.99,1918,90,0,0,0,0
47,1765902287345,3.31,2.98,1918,110,0,0,0,0
48,1765902287495,3.31,2.98,1918,108,0,0,0,0
49,1765902287611,3.31,2.98,1918,110,0,0,0,0
50,1765902287645,3.31,2.7,1918,107,0,0,0,0
51,1765902287745,3.31,2.7,1918,111,0,0,0,0
52,1765902287828,3.31,2.7,1918,109,0,0,0,0
53,1765902287861,3.31,2.72,1918,99,0,0,0,0
54,1765902287961,3.31,2.72,1918,99,0,0,0,0
55,1765902288078,3.31,2.72,1918,100,0,0,0,0
56,1765902288145,3.31,2.79,1918,90,0,0,0,0
57,1765902288261,3.31,2.79,1918,93,0,0,0,0
58,1765902288411,3.31,2.83,1918,90,0,0,0,0
59,1765902288511,3.31,2.83,1918,91,0,0,0,0
60,1765902288611,3.31,2.88,1918,97,0,0,0,0
61,1765902288794,3.31,2.88,1918,97,0,0,0,0
62,1765902288894,3.31,2.82,1918,93,0,0,0,0
63,1765902288977,3.31,2.82,1918,93,0,0,0,0
64,1765902289094,3.31,2.85,1918,87,0,0,0,0
65,1765902289444,3.31,2.86,1918,28,0,0,0,0
66,1765902289527,3.31,2.86,1918,27,0,0,0,0
67,1765902289627,3.31,3.23,1918,26,0,0,0,0
68,1765902289744,3.31,3.23,1918,795,0,0,0,0
69,1765902289826,3.31,3.23,1918,27,0,0,0,0
70,1765902289993,3.31,3.23,1918,27,0,0,0,0
71,1765902290171,3.31,3.23,1918,27,0,0,0,0
72,1765902290326,3.31,3.24,1918,28,0,0,0,0
73,1765902290543,3.31,3.24,1918,27,0,0,0,0
74,1765902290726,3.31,3.24,1918,27,0,0,0,0
75,1765902290777,3.31,3.24,1918,27,0,0,0,0
76,1765902291043,3.31,3.24,1918,27,0,0,0,0
77,1765902291142,3.31,3.24,1918,27,0,0,0,0
78,1765902291176,3.31,3.24,1918,27,0,0,0,0
79,1765902291260,3.31,3.24,1918,29,0,0,0,0
80,1765902291359,3.31,3.24,1918,28,0,0,0,0
81,1765902291359,3.31,3.24,1918,27,0,0,0,0
82,1765902291476,3.31,3.24,1918,28,0,0,0,0
83,1765902291575,3.31,3.24,1918,28,0,0,0,0
84,1765902291677,3.31,3.24,1918,28,0,0,0,0
85,1765902291760,3.31,3.24,1918,27,0,0,0,0
86,1765902291975,3.31,3.24,1918,28,0,0,0,0
87,1765902292209,3.31,3.24,1918,28,0,0,0,0
88,1765902292325,3.31,3.24,1918,28,0,0,0,0
89,1765902292408,3.31,3.24,1918,28,0,0,0,0
90,1765902292741,3.31,3.24,1918,28,0,0,0,0
91,1765902292808,3.31,3.24,1918,27,0,0,0,0
92,1765902293074,3.31,3.24,1918,29,0,0,0,0
93,1765902293191,3.31,3.24,1918,27,0,0,0,0
94,1765902293590,3.31,3.21,1918,29,0,0,0,0
95,1765902293823,3.31,3.13,1918,29,0,0,0,0
96,1765902293973,3.31,3.21,1918,37,0,0,0,0
97,1765902294356,3.31,3.15,1918,42,0,0,0,0
98,1765902294906,3.31,3.16,1918,43,0,0,0,0
99,1765902295024,3.31,3.16,1918,45,0,0,0,0
100,1765902295123,3.31,3.16,1918,44,0,0,0,0
101,1765902295223,3.31,3.16,1918,43,0,0,0,0
102,1765902295340,3.31,3.16,1918,42,0,0,0,0
103,1765902295423,3.31,3.16,1918,41,0,0,0,0
