index,date,MODE_ID,TORQUE_GAIN_ID,ODOM_DISTANCE_P,ODOM_DISTANCE_T,1,2,3,4
0,1765902279440,1,10,1322,0,0,0,0,0
1,1765902279708,1,10,1338,0,0,0,0,0
2,1765902279772,1,10,1363,0,0,0,0,0
3,1765902280053,1,10,1379,0,0,0,0,0
4,1765902280320,1,10,1403,0,0,0,0,0
5,1765902280559,1,10,1408,0,0,0,0,0
6,1765902281583,1,10,1408,0,0,0,0,0
7,1765902281646,1,10,1408,0,0,0,0,0
8,1765902282207,1,10,1408,0,0,0,0,0
9,1765902282751,1,10,1408,0,0,0,0,0
10,1765902283581,1,74,1344,13824,0,0,0,0
11,1765902284197,1,10,1408,0,0,0,0,0
12,1765902284330,1,10,1408,0,0,0,0,0
13,1765902284997,1,10,1425,0,0,0,0,0
14,1765902285114,1,10,1437,0,0,0,0,0
15,1765902285264,1,10,1455,0,0,0,0,0
16,1765902287295,1,10,1575,0,0,0,0,0
17,1765902287395,1,10,1589,0,0,0,0,0
18,1765902288078,1,10,1632,0,0,0,0,0
19,1765902288161,1,10,1646,0,0,0,0,0
20,1765902289044,1,10,1705,0,0,0,0,0
21,1765902289160,1,10,1719,0,0,0,0,0
22,1765902289877,1,10,1727,0,0,0,0,0
23,1765902291793,1,10,1727,0,0,0,0,0
24,1765902291925,1,10,1727,0,0,0,0,0
25,1765902293092,1,10,1727,0,0,0,0,0
26,1765902293840,1,10,1747,0,0,0,0,0
27,1765902295739,1,10,1778,21248,0,0,0,0
28,1765902297270,1,10,1793,0,0,0,0,0
29,1765902297421,1,10,1798,0,0,0,0,0
30,1765902297654,1,10,1801,0,0,0,0,0
31,1765902297937,1,10,1805,0,0,0,0,0
32,1765902298169,1,10,1809,0,0,0,0,0
33,1765902298269,1,10,1813,0,0,0,0,0
34,1765902299769,1,10,1844,0,0,0,0,0
35,1765902299902,1,10,1849,0,0,0,0,0
36,1765902300618,1,10,1860,0,0,0,0,0
37,1765902300751,1,10,1862,0,0,0,0,0
38,1765902300901,1,10,1862,0,0,0,0,0
39,1765902301350,1,10,1862,0,0,0,0,0
40,1765902301633,1,10,1862,0,0,0,0,0
41,1765902302183,1,10,1862,0,0,0,0,0
42,1765902302434,1,10,1862,0,0,0,0,0
43,1765902302716,1,10,1862,0,0,0,0,0
44,1765902302983,1,10,1862,0,0,0,0,0
45,1765902303333,1,10,1862,0,0,0,0,0
46,1765902303499,1,10,1862,0,0,0,0,0
47,1765902304099,1,10,1862,0,0,0,0,0
48,1765902304648,1,10,1862,0,0,0,0,0
49,1765902305047,1,10,1862,0,0,0,0,0
50,1765902305831,1,10,1862,0,0,0,0,0
51,1765902306380,1,10,1862,0,0,0,0,0
52,1765902306929,1,10,1862,0,0,0,0,0
53,1765902307446,1,10,1862,0,0,0,0,0
54,1765902307962,1,10,1862,0,0,0,0,0
55,1765902308111,1,10,1862,0,0,0,0,0
56,1765902308745,1,10,1862,0,0,0,0,0
57,1765902309911,1,10,1862,0,0,0,0,0
58,1765902310626,1,10,1862,0,0,0,0,0
59,1765902310743,1,10,1862,0,0,0,0,0
60,1765902312541,1,10,1862,0,0,0,0,0
61,1765902313242,1,10,1862,0,0,0,0,0
62,1765902313341,1,10,1862,0,0,0,0,0
63,1765902314007,1,10,1862,0,0,0,0,0
64,1765902315989,1,10,1862,0,0,0,0,0
65,1765902316671,1,10,1862,0,0,0,0,0
66,1765902316805,1,10,1862,0,0,0,0,0
67,1765902316938,1,10,1862,0,0,0,0,0
68,1765902317670,1,10,1885,0,0,0,0,0
69,1765902319252,1,10,1909,0,0,0,0,0
70,1765902319419,1,10,1911,0,0,0,0,0
71,1765902319802,1,10,1916,0,0,0,0,0
72,1765902320085,1,10,1919,0,0,0,0,0
73,1765902320584,1,10,1930,0,0,0,0,0
74,1765902321017,1,10,1932,0,0,0,0,0
75,1765902321950,1,10,1933,0,0,0,0,0
76,1765902322333,1,10,1934,0,0,0,0,0
77,1765902322483,1,10,1934,0,0,0,0,0
78,1765902323199,1,10,1934,0,0,0,0,0
79,1765902323950,1,10,1953,0,0,0,0,0
80,1765902324749,1,10,1962,0,0,0,0,0
81,1765902325449,1,10,1968,0,0,0,0,0
82,1765902325597,1,10,1971,0,0,0,0,0
83,1765902327196,1,10,2016,0,0,0,0,0
84,1765902327945,1,10,2043,0,0,0,0,0
85,1765902329028,1,10,2087,0,0,0,0,0
86,1765902329611,1,10,2115,0,0,0,0,0
87,1765902329761,1,10,2124,0,0,0,0,0
88,1765902331127,1,10,2194,0,0,0,0,0
89,1765902331409,1,10,2204,0,0,0,0,0
90,1765902331926,1,10,2236,0,0,0,0,0
91,1765902332175,1,10,2247,0,0,0,0,0
92,1765902332792,1,10,2283,0,0,0,0,0
93,1765902332975,1,10,2295,0,0,0,0,0
94,1765902333158,1,10,2308,0,0,0,0,0
95,1765902333608,1,10,2327,0,0,0,0,0
96,1765902334158,1,10,2369,0,0,0,0,0
97,1765902334274,1,10,2383,34816,0,0,0,0
98,1765902336622,1,266,6914,0,0,0,0,0
99,1765902337904,1,10,2667,0,0,0,0,0
100,1765902338004,1,10,2685,0,0,0,0,0
101,1765902338204,1,10,2712,0,0,0,0,0
102,1765902338453,1,10,2730,0,0,0,0,0
103,1765902340636,1,10,2791,0,0,0,0,0
104,1765902343766,1,10,2849,0,0,0,0,0
105,1765902344165,1,10,2868,0,0,0,0,0
106,1765902347514,1,10,3145,0,0,0,0,0
107,1765902349195,1,10,3334,0,0,0,0,0
108,1765902349994,1,10,3415,0,0,0,0,0
109,1765902350694,1,10,3426,1088,0,0,0,0
110,1765902350860,1,10,3426,0,0,0,0,0
111,1765902351709,1,10,3426,0,0,0,0,0
112,1765902353108,1,10,3426,0,0,0,0,0
113,1765902354307,1,10,3426,0,0,0,0,0
114,1765902354973,1,10,3426,0,0,0,0,0
115,1765902355073,1,10,3426,0,0,0,0,0
116,1765902356022,1,10,3487,0,0,0,0,0
117,1765902356788,1,10,3548,0,0,0,0,0
118,1765902357354,1,10,3581,0,0,0,0,0
119,1765902360268,1,10,3758,0,0,0,0,0
120,1765902360402,1,10,3764,0,0,0,0,0
121,1765902361052,1,10,3798,0,0,0,0,0
122,1765902361568,1,10,3838,0,0,0,0,0
123,1765902361702,1,10,3855,0,0,0,0,0
124,1765902362350,1,10,3899,0,0,0,0,0
125,1765902362450,1,10,3926,0,0,0,0,0
126,1765902362600,1,10,3926,0,0,0,0,0
127,1765902363317,1,10,3941,0,0,0,0,0
128,1765902363367,1,10,3943,0,0,0,0,0
129,1765902364083,1,10,3946,0,0,0,0,0
130,1765902364881,1,10,3957,0,0,0,0,0
131,1765902365082,1,10,3969,0,0,0,0,0
132,1765902365364,1,10,3983,0,0,0,0,0
133,1765902366796,1,10,4030,0,0,0,0,0
134,1765902367579,1,10,4032,0,0,0,0,0
135,1765902368213,1,10,4033,0,0,0,0,0
136,1765902369345,1,10,4077,0,0,0,0,0
137,1765902370563,1,10,4077,0,0,0,0,0
138,1765902371194,1,10,4077,0,0,0,0,0
139,1765902371876,1,10,4077,0,0,0,0,0
140,1765902372676,1,10,4101,0,0,0,0,0
141,1765902372759,1,10,4112,0,0,0,0,0
142,1765902373408,1,10,4141,0,0,0,0,0
143,1765902374025,1,10,4171,0,0,0,0,0
144,1765902375373,1,10,4187,0,0,0,0,0
145,1765902375473,1,10,4188,0,0,0,0,0
146,1765902376139,1,10,4207,0,0,0,0,0
147,1765902376790,1,10,4245,0,0,0,0,0
148,1765902376906,1,10,4255,0,0,0,0,0
149,1765902380786,1,10,4403,0,0,0,0,0
150,1765902380902,1,34826,37184,8232,0,0,0,0
151,1765902382467,1,10,4526,0,0,0,0,0
152,1765902383850,1,10,4628,0,0,0,0,0
153,1765902384699,1,10,4726,0,0,0,0,0
154,1765902384815,1,10,4747,0,0,0,0,0
155,1765902385299,1,10,4779,0,0,0,0,0
156,1765902385433,1,10,4812,0,0,0,0,0
157,1765902388112,1,10,4914,0,0,0,0,0
158,1765902388296,1,10,4914,0,0,0,0,0
159,1765902388562,1,10,4914,0,0,0,0,0
160,1765902390146,1,49162,4914,544,0,0,0,0
161,1765902390261,1,10,4914,0,0,0,0,0
162,1765902395889,1,10,5440,0,0,0,0,0
163,1765902399471,1,10,5495,0,0,0,0,0
164,1765902399870,1,10,5527,0,0,0,0,0
165,1765902400086,1,10,5544,0,0,0,0,0
166,1765902401435,1,1034,4656,0,0,0,0,0
167,1765902402051,1,10,5717,0,0,0,0,0
168,1765902403600,1,10,5854,0,0,0,0,0
169,1765902404456,1,10,5920,0,0,0,0,0
170,1765902404466,1,10,5939,0,0,0,0,0
171,1765902407246,1,10,6069,0,0,0,0,0
172,1765902407364,1,10,6079,0,0,0,0,0
173,1765902407979,1,10,6113,0,0,0,0,0
174,1765902408263,1,10,6128,0,0,0,0,0
175,1765902408546,1,10,6143,0,0,0,0,0
176,1765902408662,1,10,6167,0,0,0,0,0
177,1765902410177,1,10,6284,0,0,0,0,0
178,1765902410327,1,10,6302,0,0,0,0,0
179,1765902411327,1,10,6383,0,0,0,0,0
180,1765902411826,1,10,6383,0,0,0,0,0
181,1765902412874,1,10,6384,0,0,0,0,0
182,1765902413125,1,10,6384,0,0,0,0,0
183,1765902413258,1,10,6385,0,0,0,0,0
184,1765902413924,1,10,6387,0,0,0,0,0
185,1765902414024,1,10,6404,0,0,0,0,0
186,1765902415605,1,10,6500,0,0,0,0,0
187,1765902416305,1,10,6558,0,0,0,0,0
