index,date,ERROR_ID,STACK,CELL,VOLTAGE,1,2,3,4
0,1765903348136,83,15368,16384,2.46,0,0,0,0
1,1765903469983,0,768,816,0,0,0,0,0
2,1765903526484,2563,2304,20528,2.12,0,0,0,0
