index,date,REGEN_BRAKE_STATE,1,2,3,4,5,6,7
0,1765902278775,0,0,0,0,0,0,0,0
1,1765902278775,0,0,0,0,0,0,0,0
2,1765902279709,0,0,0,0,0,0,0,0
3,1765902279809,0,0,0,0,0,0,0,0
4,1765902280086,0,0,0,0,0,0,0,0
5,1765902280591,0,0,0,0,0,0,0,0
6,1765902281071,0,0,0,0,0,0,0,0
7,1765902281119,0,0,0,0,0,0,0,0
8,1765902281695,0,0,0,0,0,0,0,0
9,1765902282240,0,0,0,0,0,0,0,0
10,1765902282851,0,0,0,0,0,0,0,0
11,1765902284447,0,0,0,0,0,0,0,0
12,1765902284563,0,0,0,0,0,0,0,0
13,1765902285230,0,0,0,0,0,0,0,0
14,1765902285331,0,0,0,0,0,0,0,0
15,1765902286197,0,0,0,0,0,0,0,0
16,1765902287512,0,0,0,0,0,0,0,0
17,1765902288428,0,0,0,0,0,0,0,0
18,1765902288561,0,0,0,0,0,0,0,0
19,1765902289277,0,0,0,0,0,0,0,0
20,1765902290443,0,0,0,0,0,0,0,0
21,1765902292009,0,0,0,0,0,0,0,0
22,1765902292808,0,0,0,0,0,0,0,0
23,1765902293323,0,0,0,0,0,0,0,0
24,1765902293573,0,0,0,0,0,0,0,0
25,1765902294090,0,0,0,0,0,0,0,0
26,1765902294340,0,0,0,0,0,0,0,0
27,1765902295972,0,0,0,0,0,0,0,0
28,1765902297488,0,0,0,0,0,0,0,0
29,1765902297687,0,0,0,0,0,0,0,0
30,1765902298203,0,0,0,0,0,0,0,0
31,1765902298486,0,0,0,0,0,0,0,0
32,1765902299869,0,0,0,0,0,0,0,0
33,1765902300001,0,0,0,0,0,0,0,0
34,1765902300152,0,0,0,0,0,0,0,0
35,1765902300868,0,0,0,0,0,0,0,0
36,1765902301017,0,0,0,0,0,0,0,0
37,1765902301255,0,0,0,0,0,0,0,0
38,1765902301401,0,0,0,0,0,0,0,0
39,1765902301667,0,0,0,0,0,0,0,0
40,1765902301850,0,0,0,0,0,0,0,0
41,1765902302218,0,0,0,0,0,0,0,0
42,1765902302467,0,0,0,0,0,0,0,0
43,1765902303016,0,0,0,0,0,0,0,0
44,1765902303549,0,0,0,0,0,0,0,0
45,1765902304131,0,0,0,0,0,0,0,0
46,1765902305164,0,0,0,0,0,0,0,0
47,1765902305297,0,0,0,0,0,0,0,0
48,1765902305898,0,0,0,0,0,0,0,0
49,1765902306414,0,0,0,0,0,0,0,0
50,1765902306663,0,0,0,0,0,0,0,0
51,1765902307163,0,0,0,0,0,0,0,0
52,1765902307479,0,0,0,0,0,0,0,0
53,1765902307529,0,0,0,0,0,0,0,0
54,1765902308161,0,0,0,0,0,0,0,0
55,1765902308829,0,0,0,0,0,0,0,0
56,1765902309994,0,0,0,0,0,0,0,0
57,1765902310826,0,0,0,0,0,0,0,0
58,1765902312658,0,0,0,0,0,0,0,0
59,1765902312776,0,0,0,0,0,0,0,0
60,1765902313441,0,0,0,0,0,0,0,0
61,1765902313557,0,0,0,0,0,0,0,0
62,1765902314107,0,0,0,0,0,0,0,0
63,1765902315455,0,0,0,0,0,0,0,0
64,1765902316105,0,0,0,0,0,0,0,0
65,1765902316938,0,0,0,0,0,0,0,0
66,1765902317987,0,0,0,0,0,0,0,0
67,1765902319536,0,0,0,0,0,0,0,0
68,1765902319668,0,0,0,0,0,0,0,0
69,1765902319852,0,0,0,0,0,0,0,0
70,1765902320118,0,0,0,0,0,0,0,0
71,1765902320434,0,0,0,0,0,0,0,0
72,1765902320618,0,0,0,0,0,0,0,0
73,1765902321167,0,0,0,0,0,0,0,0
74,1765902322000,0,0,0,0,0,0,0,0
75,1765902322567,0,0,0,0,0,0,0,0
76,1765902323250,0,0,0,0,0,0,0,0
77,1765902325132,0,0,0,0,0,0,0,0
78,1765902325681,0,0,0,0,0,0,0,0
79,1765902325763,0,0,0,0,0,0,0,0
80,1765902327247,0,0,0,0,0,0,0,0
81,1765902328046,0,0,0,0,0,0,0,0
82,1765902329827,0,0,0,0,0,0,0,0
83,1765902329994,0,0,0,0,0,0,0,0
84,1765902330626,0,0,0,0,0,0,0,0
85,1765902331159,0,0,0,0,0,0,0,0
86,1765902331442,0,0,0,0,0,0,0,0
87,1765902331742,0,0,0,0,0,0,0,0
88,1765902331960,0,0,0,0,0,0,0,0
89,1765902332226,0,0,0,0,0,0,0,0
90,1765902332359,0,0,0,0,0,0,0,0
91,1765902333008,0,0,0,0,0,0,0,0
92,1765902333191,0,0,0,0,0,0,0,0
93,1765902338503,0,0,0,0,0,0,0,0
94,1765902338753,0,0,0,0,0,0,0,0
95,1765902340735,0,0,0,0,0,0,0,0
96,1765902340869,0,0,0,0,0,0,0,0
97,1765902341567,0,0,0,0,0,0,0,0
98,1765902343332,0,0,0,0,0,0,0,0
99,1765902343849,0,0,0,0,0,0,0,0
100,1765902344648,0,0,0,0,0,0,0,0
101,1765902346064,0,0,0,0,0,0,0,0
102,1765902348445,0,0,0,0,0,0,0,0
103,1765902349245,0,0,0,0,0,0,0,0
104,1765902350077,0,0,0,0,0,0,0,0
105,1765902350760,0,0,0,0,0,0,0,0
106,1765902351060,0,0,0,0,0,0,0,0
107,1765902351509,0,0,0,0,0,0,0,0
108,1765902351793,0,0,0,0,0,0,0,0
109,1765902354373,0,0,0,0,0,0,0,0
110,1765902354491,0,0,0,0,0,0,0,0
111,1765902355140,0,0,0,0,0,0,0,0
112,1765902355956,0,0,0,0,0,0,0,0
113,1765902356089,0,0,0,0,0,0,0,0
114,1765902356222,0,0,0,0,0,0,0,0
115,1765902356855,0,0,0,0,0,0,0,0
116,1765902357437,0,0,0,0,0,0,0,0
117,1765902359054,0,0,0,0,0,0,0,0
118,1765902360385,0,0,0,0,0,0,0,0
119,1765902360518,0,0,0,0,0,0,0,0
120,1765902360668,0,0,0,0,0,0,0,0
121,1765902361801,0,0,0,0,0,0,0,0
122,1765902362533,0,0,0,0,0,0,0,0
123,1765902362700,0,0,0,0,0,0,0,0
124,1765902363049,0,0,0,0,0,0,0,0
125,1765902363467,0,0,0,0,0,0,0,0
126,1765902363616,0,0,0,0,0,0,0,0
127,1765902363866,0,0,0,0,0,0,0,0
128,1765902364115,0,0,0,0,0,0,0,0
