index,date,SLACE_1,SLAVE_2,SLAVE_3,SLAVE_4,1,2,3,4
0,1765902278775,0,0,0,0,0,0,0,0
1,1765902278992,0,0,0,0,0,0,0,0
2,1765902281407,0,0,0,0,0,0,0,0
3,1765902281903,0,0,0,0,0,0,0,0
4,1765902282819,0,0,0,0,0,0,0,0
5,1765902284863,0,0,0,0,0,0,0,0
6,1765902285530,0,0,0,0,0,0,0,0
7,1765902285780,0,0,0,0,0,0,0,0
8,1765902286113,0,0,0,0,0,0,0,0
9,1765902286479,0,0,0,0,0,0,0,0
10,1765902286779,0,0,0,0,0,0,0,0
11,1765902286962,0,0,0,0,0,0,0,0
12,1765902287595,0,0,0,0,0,0,0,0
13,1765902287711,0,0,0,0,0,0,0,0
14,1765902288045,0,0,0,0,0,0,0,0
15,1765902288745,0,0,0,0,0,0,0,0
16,1765902288877,0,0,0,0,0,0,0,0
17,1765902289710,0,0,0,0,0,0,0,0
18,1765902291243,0,0,0,0,0,0,0,0
19,1765902291558,0,0,0,0,0,0,0,0
20,1765902292176,0,0,0,0,0,0,0,0
21,1765902292392,0,0,0,0,0,0,0,0
22,1765902293041,0,0,0,0,0,0,0,0
23,1765902293158,0,0,0,0,0,0,0,0
24,1765902293791,0,0,0,0,0,0,0,0
25,1765902294323,0,0,0,0,0,0,0,0
26,1765902294673,0,0,0,0,0,0,0,0
27,1765902295306,0,0,0,0,0,0,0,0
28,1765902295507,0,0,0,0,0,0,0,0
29,1765902295939,0,0,0,0,0,0,0,0
30,1765902296538,0,0,0,0,0,0,0,0
31,1765902296738,0,0,0,0,0,0,0,0
32,1765902297171,0,0,0,0,0,0,0,0
33,1765902298120,0,0,0,0,0,0,0,0
34,1765902298570,0,0,0,0,0,0,0,0
35,1765902298803,0,0,0,0,0,0,0,0
36,1765902299135,0,0,0,0,0,0,0,0
37,1765902299335,0,0,0,0,0,0,0,0
38,1765902299619,0,0,0,0,0,0,0,0
39,1765902300935,0,0,0,0,0,0,0,0
40,1765902301255,0,0,0,0,0,0,0,0
41,1765902301967,0,0,0,0,0,0,0,0
42,1765902304215,0,0,0,0,0,0,0,0
43,1765902304565,0,0,0,0,0,0,0,0
44,1765902305015,0,0,0,0,0,0,0,0
45,1765902306213,0,0,0,0,0,0,0,0
46,1765902306613,0,0,0,0,0,0,0,0
47,1765902308429,0,0,0,0,0,0,0,0
48,1765902308545,0,0,0,0,0,0,0,0
49,1765902308761,0,0,0,0,0,0,0,0
50,1765902309060,0,0,0,0,0,0,0,0
51,1765902309244,0,0,0,0,0,0,0,0
52,1765902309360,0,0,0,0,0,0,0,0
53,1765902309560,0,0,0,0,0,0,0,0
54,1765902309793,0,0,0,0,0,0,0,0
55,1765902310010,0,0,0,0,0,0,0,0
56,1765902310210,0,0,0,0,0,0,0,0
57,1765902310476,0,0,0,0,0,0,0,0
58,1765902310844,0,0,0,0,0,0,0,0
59,1765902311325,0,0,0,0,0,0,0,0
60,1765902312025,0,0,0,0,0,0,0,0
61,1765902312625,0,0,0,0,0,0,0,0
62,1765902313091,0,0,0,0,0,0,0,0
63,1765902313407,0,0,0,0,0,0,0,0
64,1765902313857,0,0,0,0,0,0,0,0
65,1765902316022,0,0,0,0,0,0,0,0
66,1765902316239,0,0,0,0,0,0,0,0
67,1765902316522,0,0,0,0,0,0,0,0
68,1765902316838,0,0,0,0,0,0,0,0
69,1765902317204,0,0,0,0,0,0,0,0
70,1765902317737,0,0,0,0,0,0,0,0
71,1765902317971,0,0,0,0,0,0,0,0
72,1765902318336,0,0,0,0,0,0,0,0
73,1765902318936,0,0,0,0,0,0,0,0
74,1765902319285,0,0,0,0,0,0,0,0
75,1765902319519,0,0,0,0,0,0,0,0
76,1765902320018,0,0,0,0,0,0,0,0
77,1765902321217,0,0,0,0,0,0,0,0
78,1765902321667,0,0,0,0,0,0,0,0
79,1765902322533,0,0,0,0,0,0,0,0
80,1765902322800,0,0,0,0,0,0,0,0
81,1765902322983,0,0,0,0,0,0,0,0
82,1765902323199,0,0,0,0,0,0,0,0
83,1765902323316,0,0,0,0,0,0,0,0
84,1765902323616,0,0,0,0,0,0,0,0
85,1765902323816,0,0,0,0,0,0,0,0
86,1765902324449,0,0,0,0,0,0,0,0
87,1765902324733,0,0,0,0,0,0,0,0
88,1765902325232,0,0,0,0,0,0,0,0
89,1765902325881,0,0,0,0,0,0,0,0
90,1765902326230,0,0,0,0,0,0,0,0
91,1765902326529,0,0,0,0,0,0,0,0
92,1765902326946,0,0,0,0,0,0,0,0
93,1765902327179,0,0,0,0,0,0,0,0
94,1765902327329,0,0,0,0,0,0,0,0
95,1765902327678,0,0,0,0,0,0,0,0
96,1765902327912,0,3072,55580,11372,0,0,0,0
97,1765902328179,0,0,0,0,0,0,0,0
98,1765902328378,0,0,0,0,0,0,0,0
99,1765902328962,0,0,0,0,0,0,0,0
100,1765902329344,0,0,0,0,0,0,0,0
101,1765902329477,0,0,0,0,0,0,0,0
102,1765902329777,0,0,0,0,0,0,0,0
103,1765902331393,0,0,0,0,0,0,0,0
104,1765902332525,0,0,0,0,0,0,0,0
105,1765902333092,0,0,0,0,0,0,0,0
106,1765902333841,0,0,0,0,0,0,0,0
107,1765902334124,0,0,0,0,0,0,0,0
108,1765902334623,0,0,0,0,0,0,0,0
109,1765902335123,0,0,0,0,0,0,0,0
110,1765902335673,0,43520,106,6,0,0,0,0
111,1765902336022,0,0,0,0,0,0,0,0
112,1765902337171,0,0,0,8192,0,0,0,0
113,1765902337854,0,0,0,0,0,0,0,0
114,1765902339053,0,0,0,0,0,0,0,0
115,1765902339420,0,0,0,0,0,0,0,0
116,1765902339769,0,0,0,0,0,0,0,0
117,1765902339971,0,0,0,0,0,0,0,0
118,1765902340253,0,0,0,0,0,0,0,0
119,1765902340852,0,0,0,0,0,0,0,0
120,1765902341334,0,0,0,0,0,0,0,0
121,1765902341818,0,0,0,0,0,0,0,0
122,1765902342285,0,0,0,0,0,0,0,0
123,1765902343050,0,0,0,0,0,0,0,0
124,1765902343299,0,0,0,0,0,0,0,0
125,1765902345681,0,0,0,2064,0,0,0,0
126,1765902346298,0,0,0,0,0,0,0,0
127,1765902346413,0,0,0,0,0,0,0,0
128,1765902346630,0,0,0,0,0,0,0,0
129,1765902348695,0,0,0,0,0,0,0,0
130,1765902349062,12336,24576,1545,780,0,0,0,0
131,1765902349644,0,0,0,0,0,0,0,0
132,1765902350127,0,0,0,0,0,0,0,0
133,1765902350594,0,0,0,0,0,0,0,0
134,1765902351210,0,0,0,0,0,0,0,0
135,1765902351726,0,0,0,0,0,0,0,0
136,1765902352192,0,0,0,0,0,0,0,0
137,1765902352442,0,0,0,0,0,0,0,0
138,1765902352658,0,0,0,0,0,0,0,0
139,1765902352958,0,0,0,0,0,0,0,0
140,1765902353257,0,0,0,0,0,0,0,0
141,1765902353491,0,0,0,0,0,0,0,0
142,1765902353675,0,0,0,0,0,0,0,0
143,1765902353724,0,0,0,0,0,0,0,0
144,1765902353924,0,0,0,0,0,0,0,0
145,1765902354440,0,0,0,0,0,0,0,0
146,1765902354640,0,0,0,0,0,0,0,0
147,1765902355207,0,0,0,0,0,0,0,0
148,1765902355689,0,0,0,0,0,0,0,0
149,1765902355789,0,0,0,0,0,0,0,0
150,1765902356388,0,0,0,0,0,0,0,0
