index,date,ERROR_ID,STACK,CELL,VOLTAGE,1,2,3,4
0,1765915308696,65483,65306,62,0,0,0,0,0
1,1765915912436,65532,10,1,0,0,0,0,0
2,1765916103142,65528,10,2,0,0,0,0,0
3,1765916107370,65531,14600,25091,0.15,0,0,0,0
4,1765916112434,65532,10,1,0,0,0,0,0
