index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1765915244433,192,0,0,0,0,0,0,0
1,1765915244733,192,0,0,0,0,0,0,0
2,1765915245016,192,0,0,0,0,0,0,0
3,1765915245083,192,0,0,0,0,0,0,0
4,1765915245365,192,0,0,0,0,0,0,0
5,1765915245665,192,0,0,0,0,0,0,0
6,1765915245715,192,0,0,0,0,0,0,0
7,1765915246015,192,0,0,0,0,0,0,0
8,1765915246314,192,0,0,0,0,0,0,0
9,1765915246381,192,0,0,0,0,0,0,0
10,1765915246665,192,0,0,0,0,0,0,0
11,1765915246965,192,0,0,0,0,0,0,0
12,1765915247031,192,0,0,0,0,0,0,0
13,1765915247314,192,0,0,0,0,0,0,0
14,1765915247597,192,0,0,0,0,0,0,0
15,1765915247931,192,0,0,0,0,0,0,0
16,1765915248197,192,0,0,0,0,0,0,0
17,1765915248546,192,0,0,0,0,0,0,0
18,1765915248813,192,0,0,0,0,0,0,0
19,1765915249096,192,0,0,0,0,0,0,0
20,1765915249146,192,0,0,0,0,0,0,0
21,1765915249429,192,0,0,0,0,0,0,0
22,1765915249695,192,0,0,0,0,0,0,0
23,1765915250029,192,0,0,0,0,0,0,0
24,1765915250312,192,0,0,0,0,0,0,0
25,1765915250628,192,0,0,0,0,0,0,0
26,1765915250929,192,0,0,0,0,0,0,0
27,1765915251244,192,0,0,0,0,0,0,0
28,1765915251527,192,0,0,0,0,0,0,0
29,1765915251811,192,0,0,0,0,0,0,0
30,1765915252127,192,0,0,0,0,0,0,0
31,1765915252410,192,0,0,0,0,0,0,0
32,1765915252743,0,0,0,0,0,0,0,0
33,1765915253026,0,0,0,0,0,0,0,0
34,1765915253342,0,0,0,0,0,0,0,0
35,1765915253642,0,0,0,0,0,0,0,0
36,1765915253926,0,0,0,0,0,0,0,0
37,1765915253959,0,0,0,0,0,0,0,0
38,1765915254259,0,0,0,0,0,0,0,0
39,1765915254542,0,0,0,0,0,0,0,0
40,1765915254857,0,0,0,0,0,0,0,0
41,1765915255141,0,0,0,0,0,0,0,0
42,1765915255460,0,0,0,0,0,0,0,0
43,1765915255757,0,0,0,0,0,0,0,0
44,1765915256073,0,0,0,0,0,0,0,0
45,1765915256356,0,0,0,0,0,0,0,0
46,1765915256641,0,0,0,0,0,0,0,0
47,1765915256957,0,0,0,0,0,0,0,0
48,1765915257256,0,0,0,0,0,0,0,0
49,1765915257572,0,0,0,0,0,0,0,0
50,1765915257854,0,0,0,0,0,0,0,0
