index,date,ID_MODE,ID_TORQUE_GAIN,ID_DISTANCE_P_ODOM,ID_DISTANCE_T_ODOM,5,6,7,8
159,1762970005962,1,10,0,0,0,0,0,0
160,1762970006311,1,10,0,0,0,0,0,0
161,1762970006427,1,10,0,0,0,0,0,0
162,1762970006542,1,10,0,0,0,0,0,0
163,1762970006792,1,10,0,0,0,0,0,0
164,1762970006976,1,10,0,0,0,0,0,0
165,1762970007125,1,10,0,0,0,0,0,0
166,1762970007308,1,10,0,0,0,0,0,0
167,1762970007408,1,10,0,0,0,0,0,0
168,1762970007542,1,10,0,0,0,0,0,0
169,1762970007675,1,10,0,0,0,0,0,0
170,1762970007775,1,10,0,0,0,0,0,0
171,1762970007958,1,10,0,0,0,0,0,0
172,1762970008058,1,10,0,0,0,0,0,0
173,1762970008158,1,10,0,0,0,0,0,0
174,1762970008208,1,10,0,0,0,0,0,0
175,1762970008291,1,10,0,0,0,0,0,0
176,1762970008407,1,10,0,0,0,0,0,0
177,1762970008508,1,10,0,0,0,0,0,0
178,1762970008624,1,10,0,0,0,0,0,0
179,1762970008757,1,10,0,0,0,0,0,0
180,1762970008908,1,10,0,0,0,0,0,0
181,1762970009025,1,10,0,0,0,0,0,0
182,1762970009208,1,10,0,0,0,0,0,0
183,1762970009391,1,10,0,0,0,0,0,0
184,1762970009508,1,10,0,0,0,0,0,0
185,1762970009623,1,10,0,0,0,0,0,0
186,1762970009724,1,10,0,0,0,0,0,0
187,1762970010042,1,10,0,0,0,0,0,0
188,1762970010223,1,10,0,0,0,0,0,0
189,1762970010259,1,10,0,0,0,0,0,0
190,1762970010339,1,10,0,0,0,0,0,0
191,1762970010390,1,10,0,0,0,0,0,0
192,1762970010506,1,10,0,0,0,0,0,0
193,1762970010607,1,10,0,0,0,0,0,0
194,1762970010724,1,10,0,0,0,0,0,0
195,1762970010840,1,10,0,0,0,0,0,0
196,1762970011039,1,10,0,0,0,0,0,0
197,1762970011178,1,10,0,0,0,0,0,0
198,1762970011338,1,10,0,0,0,0,0,0
199,1762970011489,1,10,0,0,0,0,0,0
200,1762970011589,1,10,0,0,0,0,0,0
201,1762970011705,1,10,0,0,0,0,0,0
202,1762970011854,1,10,0,0,0,0,0,0
203,1762970012037,1,10,0,0,0,0,0,0
204,1762970012190,1,10,0,0,0,0,0,0
205,1762970012371,1,10,0,0,0,0,0,0
206,1762970012471,1,10,0,0,0,0,0,0
207,1762970012570,1,10,0,0,0,0,0,0
208,1762970012705,1,10,0,0,0,0,0,0
209,1762970012870,1,10,0,0,0,0,0,0
210,1762970013022,1,10,0,0,0,0,0,0
211,1762970013187,1,10,0,0,0,0,0,0
212,1762970013387,1,10,0,0,0,0,0,0
213,1762970013470,1,10,0,0,0,0,0,0
214,1762970013603,1,10,0,0,0,0,0,0
215,1762970013703,1,10,0,0,0,0,0,0
216,1762970013853,1,10,0,0,0,0,0,0
217,1762970013952,1,10,0,0,0,0,0,0
218,1762970014237,1,10,0,0,0,0,0,0
219,1762970014339,1,10,0,0,0,0,0,0
220,1762970014386,1,10,0,0,0,0,0,0
221,1762970014454,1,10,0,0,0,0,0,0
222,1762970014569,1,10,0,0,0,0,0,0
223,1762970014669,1,10,0,0,0,0,0,0
224,1762970014802,1,10,0,0,0,0,0,0
225,1762970015252,1,10,0,0,0,0,0,0
226,1762970015302,1,10,0,0,0,0,0,0
227,1762970015451,1,10,0,0,0,0,0,0
228,1762970015552,1,10,0,0,0,0,0,0
229,1762970015652,1,10,0,0,0,0,0,0
230,1762970015785,1,10,0,0,0,0,0,0
231,1762970015935,1,10,0,0,0,0,0,0
232,1762970016036,1,10,0,0,0,0,0,0
233,1762970016136,1,10,0,0,0,0,0,0
234,1762970016236,1,10,0,0,0,0,0,0
235,1762970016351,1,10,0,0,0,0,0,0
236,1762970016451,1,10,0,0,0,0,0,0
237,1762970016551,1,10,0,0,0,0,0,0
238,1762970016651,1,10,0,0,0,0,0,0
239,1762970016767,1,10,0,0,0,0,0,0
240,1762970016985,1,10,0,0,0,0,0,0
241,1762970017084,1,10,0,0,0,0,0,0
242,1762970017252,1,10,0,0,0,0,0,0
243,1762970017417,1,10,0,0,0,0,0,0
244,1762970017534,1,10,0,0,0,0,0,0
245,1762970017633,1,10,0,0,0,0,0,0
246,1762970018033,1,10,0,0,0,0,0,0
247,1762970018149,1,10,0,0,0,0,0,0
248,1762970018250,1,10,0,0,0,0,0,0
249,1762970018316,1,10,0,0,0,0,0,0
250,1762970018417,1,10,0,0,0,0,0,0
251,1762970018517,1,10,0,0,0,0,0,0
252,1762970018633,1,10,0,0,0,0,0,0
253,1762970018767,1,10,0,0,0,0,0,0
254,1762970018918,1,10,0,0,0,0,0,0
255,1762970019033,1,10,0,0,0,0,0,0
256,1762970019150,1,10,0,0,0,0,0,0
257,1762970019300,1,10,0,0,0,0,0,0
258,1762970019399,1,10,0,0,0,0,0,0
259,1762970019516,1,10,0,0,0,0,0,0
260,1762970019632,1,10,0,0,0,0,0,0
261,1762970019733,1,10,0,0,0,0,0,0
262,1762970019899,1,10,0,0,0,0,0,0
263,1762970020083,1,10,0,0,0,0,0,0
264,1762970020216,1,10,0,0,0,0,0,0
265,1762970020299,1,10,0,0,0,0,0,0
266,1762970020398,1,10,0,0,0,0,0,0
267,1762970020497,1,10,0,0,0,0,0,0
268,1762970020730,1,10,0,0,0,0,0,0
269,1762970020849,1,10,0,0,0,0,0,0
270,1762970021100,1,10,0,0,0,0,0,0
271,1762970021182,1,10,0,0,0,0,0,0
272,1762970021282,1,10,0,0,0,0,0,0
273,1762970021381,1,10,0,0,0,0,0,0
274,1762970021599,1,10,0,0,0,0,0,0
275,1762970021717,1,10,0,0,0,0,0,0
276,1762970021881,1,10,0,0,0,0,0,0
277,1762970022015,1,10,0,0,0,0,0,0
278,1762970023363,1,10,0,0,0,0,0,0
279,1762970023463,1,10,0,0,0,0,0,0
280,1762970024845,1,10,0,0,0,0,0,0
281,1762970025161,1,10,0,0,0,0,0,0
282,1762970025412,1,10,0,0,0,0,0,0
283,1762970025461,1,10,0,0,0,0,0,0
284,1762970025577,1,10,0,0,0,0,0,0
285,1762970025678,1,10,0,0,0,0,0,0
286,1762970025861,1,10,0,0,0,0,0,0
287,1762970026061,1,10,0,0,0,0,0,0
288,1762970026277,1,10,0,0,0,0,0,0
289,1762970026444,1,10,0,0,0,0,0,0
290,1762970026560,1,10,0,0,0,0,0,0
291,1762970026661,1,10,0,0,0,0,0,0
292,1762970026777,1,10,0,0,0,0,0,0
293,1762970026894,1,10,0,0,0,0,0,0
294,1762970026993,1,10,0,0,0,0,0,0
295,1762970027093,1,10,0,0,0,0,0,0
296,1762970027210,1,10,0,0,0,0,0,0
297,1762970027310,1,10,0,0,0,0,0,0
298,1762970027443,1,10,0,0,0,0,0,0
299,1762970027543,1,10,0,0,0,0,0,0
300,1762970027662,1,10,0,0,0,0,0,0
301,1762970027809,1,10,0,0,0,0,0,0
302,1762970028109,1,10,0,0,0,0,0,0
303,1762970028309,1,10,0,0,0,0,0,0
304,1762970028408,1,10,0,0,0,0,0,0
305,1762970028642,1,10,0,0,0,0,0,0
306,1762970028975,1,10,0,0,0,0,0,0
307,1762970029095,1,10,0,0,0,0,0,0
308,1762970029241,1,10,0,0,0,0,0,0
309,1762970029308,1,10,0,0,0,0,0,0
310,1762970029409,1,10,0,0,0,0,0,0
311,1762970029524,1,10,0,0,0,0,0,0
312,1762970029658,1,10,0,0,0,0,0,0
313,1762970029758,1,10,0,0,0,0,0,0
314,1762970029874,1,10,0,0,0,0,0,0
315,1762970029974,1,10,0,0,0,0,0,0
316,1762970030091,1,10,0,0,0,0,0,0
317,1762970030190,1,10,0,0,0,0,0,0
318,1762970030291,1,10,0,0,0,0,0,0
319,1762970030425,1,10,0,0,0,0,0,0
320,1762970030507,1,10,0,0,0,0,0,0
321,1762970030640,1,10,0,0,0,0,0,0
322,1762970030741,1,10,0,0,0,0,0,0
323,1762970030873,1,10,0,0,0,0,0,0
324,1762970030973,1,10,0,0,0,0,0,0
325,1762970031106,1,10,0,0,0,0,0,0
326,1762970031240,1,10,0,0,0,0,0,0
327,1762970031406,1,10,0,0,0,0,0,0
328,1762970031573,1,10,0,0,0,0,0,0
329,1762970031656,1,10,0,0,0,0,0,0
330,1762970031740,1,10,0,0,0,0,0,0
331,1762970031839,1,10,0,0,0,0,0,0
332,1762970031956,1,10,0,0,0,0,0,0
333,1762970032072,1,10,0,0,0,0,0,0
334,1762970032172,1,10,0,0,0,0,0,0
335,1762970032272,1,10,0,0,0,0,0,0
336,1762970032489,1,10,0,0,0,0,0,0
337,1762970032605,1,10,0,0,0,0,0,0
338,1762970032723,1,10,0,0,0,0,0,0
339,1762970032955,1,10,0,0,0,0,0,0
340,1762970033155,1,10,0,0,0,0,0,0
341,1762970033272,1,10,0,0,0,0,0,0
342,1762970033371,1,10,0,0,0,0,0,0
343,1762970033488,1,10,0,0,0,0,0,0
344,1762970033588,1,10,0,0,0,0,0,0
345,1762970033704,1,10,0,0,0,0,0,0
346,1762970033838,1,10,0,0,0,0,0,0
347,1762970033955,1,10,0,0,0,0,0,0
348,1762970034038,1,10,0,0,0,0,0,0
349,1762970034138,1,10,0,0,0,0,0,0
350,1762970034271,1,10,0,0,0,0,0,0
351,1762970034370,1,10,0,0,0,0,0,0
352,1762970034471,1,10,0,0,0,0,0,0
353,1762970034570,1,10,0,0,0,0,0,0
354,1762970034687,1,10,0,0,0,0,0,0
355,1762970034820,1,10,0,0,0,0,0,0
356,1762970035005,1,10,0,0,0,0,0,0
357,1762970035088,1,10,0,0,0,0,0,0
358,1762970035204,1,10,0,0,0,0,0,0
359,1762970035319,1,10,0,0,0,0,0,0
360,1762970035470,1,10,0,0,0,0,0,0
361,1762970035586,1,10,0,0,0,0,0,0
362,1762970035803,1,10,0,0,0,0,0,0
363,1762970035920,1,10,0,0,0,0,0,0
364,1762970036137,1,10,0,0,0,0,0,0
365,1762970036253,1,10,0,0,0,0,0,0
366,1762970036352,1,10,0,0,0,0,0,0
367,1762970036453,1,10,0,0,0,0,0,0
368,1762970036552,1,10,0,0,0,0,0,0
369,1762970036669,1,10,0,0,0,0,0,0
370,1762970036802,1,10,0,0,0,0,0,0
371,1762970036919,1,10,0,0,0,0,0,0
372,1762970037002,1,10,0,0,0,0,0,0
373,1762970037118,1,10,0,0,0,0,0,0
374,1762970037217,1,10,0,0,0,0,0,0
375,1762970037334,1,10,0,0,0,0,0,0
376,1762970037450,1,10,0,0,0,0,0,0
377,1762970037551,1,10,0,0,0,0,0,0
378,1762970037669,1,10,0,0,0,0,0,0
379,1762970037784,1,10,0,0,0,0,0,0
380,1762970037902,1,10,0,0,0,0,0,0
381,1762970038001,1,10,0,0,0,0,0,0
382,1762970038102,1,10,0,0,0,0,0,0
383,1762970038217,1,10,0,0,0,0,0,0
384,1762970038384,1,10,0,0,0,0,0,0
385,1762970038435,1,10,0,0,0,0,0,0
386,1762970038550,1,10,0,0,0,0,0,0
387,1762970038651,1,10,0,0,0,0,0,0
388,1762970038784,1,10,0,0,0,0,0,0
389,1762970038884,1,10,0,0,0,0,0,0
390,1762970038984,1,10,0,0,0,0,0,0
391,1762970039101,1,10,0,0,0,0,0,0
392,1762970039217,1,10,0,0,0,0,0,0
393,1762970039316,1,10,0,0,0,0,0,0
394,1762970039434,1,10,0,0,0,0,0,0
395,1762970039533,1,10,0,0,0,0,0,0
396,1762970039635,1,10,0,0,0,0,0,0
397,1762970039750,1,10,0,0,0,0,0,0
398,1762970039883,1,10,0,0,0,0,0,0
399,1762970039966,1,10,0,0,0,0,0,0
400,1762970040082,1,10,0,0,0,0,0,0
401,1762970040199,1,10,0,0,0,0,0,0
402,1762970040316,1,10,0,0,0,0,0,0
403,1762970040416,1,10,0,0,0,0,0,0
404,1762970040515,1,10,0,0,0,0,0,0
405,1762970040632,1,10,0,0,0,0,0,0
406,1762970040782,1,10,0,0,0,0,0,0
407,1762970040867,1,10,0,0,0,0,0,0
408,1762970040999,1,10,0,0,0,0,0,0
409,1762970041133,1,10,0,0,0,0,0,0
410,1762970041315,1,10,0,0,0,0,0,0
411,1762970041515,1,10,0,0,0,0,0,0
412,1762970041631,1,10,0,0,0,0,0,0
413,1762970041731,1,10,0,0,0,0,0,0
414,1762970041832,1,10,0,0,0,0,0,0
415,1762970041965,1,10,0,0,0,0,0,0
416,1762970042065,1,10,0,0,0,0,0,0
417,1762970042181,1,10,0,0,0,0,0,0
418,1762970042331,1,10,0,0,0,0,0,0
419,1762970042448,1,10,0,0,0,0,0,0
420,1762970042498,1,10,0,0,0,0,0,0
421,1762970042614,1,10,0,0,0,0,0,0
422,1762970042716,1,10,0,0,0,0,0,0
423,1762970042831,1,10,0,0,0,0,0,0
424,1762970042947,1,10,0,0,0,0,0,0
425,1762970043080,1,10,0,0,0,0,0,0
426,1762970043348,1,10,0,0,0,0,0,0
427,1762970043431,1,10,0,0,0,0,0,0
428,1762970043497,1,10,0,0,0,0,0,0
429,1762970043596,1,10,0,0,0,0,0,0
430,1762970043713,1,10,0,0,0,0,0,0
431,1762970044129,1,10,0,0,0,0,0,0
432,1762970044229,1,10,0,0,0,0,0,0
433,1762970044379,1,10,0,0,0,0,0,0
434,1762970044479,1,10,0,0,0,0,0,0
435,1762970044596,1,10,0,0,0,0,0,0
436,1762970044813,1,10,0,0,0,0,0,0
437,1762970045163,1,10,0,0,0,0,0,0
438,1762970045312,1,10,0,0,0,0,0,0
439,1762970045461,1,10,0,0,0,0,0,0
440,1762970046044,1,10,0,0,0,0,0,0
441,1762970046377,1,10,0,0,0,0,0,0
442,1762970046478,1,10,0,0,0,0,0,0
443,1762970046561,1,10,0,0,0,0,0,0
444,1762970046694,1,10,0,0,0,0,0,0
445,1762970046827,1,10,0,0,0,0,0,0
446,1762970047061,1,10,0,0,0,0,0,0
447,1762970047177,1,10,0,0,0,0,0,0
448,1762970047260,1,10,0,0,0,0,0,0
449,1762970047494,1,10,0,0,0,0,0,0
450,1762970047561,1,10,0,0,0,0,0,0
451,1762970047676,1,10,0,0,0,0,0,0
452,1762970047776,1,10,0,0,0,0,0,0
453,1762970047928,1,10,0,0,0,0,0,0
454,1762970048009,1,10,0,0,0,0,0,0
455,1762970048345,1,10,0,0,0,0,0,0
456,1762970048462,1,10,0,0,0,0,0,0
457,1762970048562,1,10,0,0,0,0,0,0
458,1762970048660,1,10,0,0,0,0,0,0
459,1762970048809,1,10,0,0,0,0,0,0
460,1762970048943,1,10,0,0,0,0,0,0
461,1762970049043,1,10,0,0,0,0,0,0
462,1762970049159,1,10,0,0,0,0,0,0
463,1762970049324,1,10,0,0,0,0,0,0
464,1762970049424,1,10,0,0,0,0,0,0
465,1762970049541,1,10,0,0,0,0,0,0
466,1762970049657,1,10,0,0,0,0,0,0
467,1762970049776,1,10,0,0,0,0,0,0
468,1762970049907,1,10,0,0,0,0,0,0
469,1762970049992,1,10,0,0,0,0,0,0
470,1762970050091,1,10,0,0,0,0,0,0
471,1762970050240,1,10,0,0,0,0,0,0
472,1762970050307,1,10,0,0,0,0,0,0
473,1762970050440,1,10,0,0,0,0,0,0
474,1762970050540,1,10,0,0,0,0,0,0
475,1762970050639,1,10,0,0,0,0,0,0
476,1762970050756,1,10,0,0,0,0,0,0
477,1762970050873,1,10,0,0,0,0,0,0
478,1762970050989,1,10,0,0,0,0,0,0
479,1762970051190,1,10,0,0,0,0,0,0
480,1762970051306,1,10,0,0,0,0,0,0
481,1762970051406,1,10,0,0,0,0,0,0
482,1762970051539,1,10,0,0,0,0,0,0
483,1762970051624,1,10,0,0,0,0,0,0
484,1762970051757,1,10,0,0,0,0,0,0
485,1762970051856,1,10,0,0,0,0,0,0
486,1762970051972,1,10,0,0,0,0,0,0
487,1762970052072,1,10,0,0,0,0,0,0
488,1762970052191,1,10,0,0,0,0,0,0
489,1762970052289,1,10,0,0,0,0,0,0
490,1762970052522,1,10,0,0,0,0,0,0
491,1762970052625,1,10,0,0,0,0,0,0
492,1762970052742,1,10,0,0,0,0,0,0
493,1762970052872,1,10,0,0,0,0,0,0
494,1762970053071,1,10,0,0,0,0,0,0
495,1762970053188,1,10,0,0,0,0,0,0
496,1762970053289,1,10,0,0,0,0,0,0
497,1762970053421,1,10,0,0,0,0,0,0
498,1762970053554,1,10,0,0,0,0,0,0
499,1762970053620,1,10,0,0,0,0,0,0
500,1762970053720,1,10,0,0,0,0,0,0
501,1762970053904,1,10,0,0,0,0,0,0
502,1762970054054,1,10,0,0,0,0,0,0
503,1762970054153,1,10,0,0,0,0,0,0
504,1762970054303,1,10,0,0,0,0,0,0
505,1762970054387,1,10,0,0,0,0,0,0
506,1762970054503,1,10,0,0,0,0,0,0
507,1762970054604,1,10,0,0,0,0,0,0
508,1762970054720,1,10,0,0,0,0,0,0
509,1762970054837,1,10,0,0,0,0,0,0
510,1762970054953,1,10,0,0,0,0,0,0
511,1762970055037,1,10,0,0,0,0,0,0
512,1762970055154,1,10,0,0,0,0,0,0
513,1762970055252,1,10,0,0,0,0,0,0
514,1762970055369,1,10,0,0,0,0,0,0
515,1762970055486,1,10,0,0,0,0,0,0
516,1762970055702,1,10,0,0,0,0,0,0
517,1762970055886,1,10,0,0,0,0,0,0
518,1762970055985,1,10,0,0,0,0,0,0
519,1762970056085,1,10,0,0,0,0,0,0
520,1762970056336,1,10,0,0,0,0,0,0
521,1762970056436,1,10,0,0,0,0,0,0
522,1762970056585,1,10,0,0,0,0,0,0
523,1762970056702,1,10,0,0,0,0,0,0
524,1762970056802,1,10,0,0,0,0,0,0
525,1762970056918,1,10,0,0,0,0,0,0
526,1762970057051,1,10,0,0,0,0,0,0
527,1762970057168,1,10,0,0,0,0,0,0
528,1762970057369,1,10,0,0,0,0,0,0
529,1762970057501,1,10,0,0,0,0,0,0
530,1762970057568,1,10,0,0,0,0,0,0
531,1762970057684,1,10,0,0,0,0,0,0
532,1762970057817,1,10,0,0,0,0,0,0
533,1762970057950,1,10,0,0,0,0,0,0
534,1762970058150,1,10,0,0,0,0,0,0
535,1762970058234,1,10,0,0,0,0,0,0
536,1762970058350,1,10,0,0,0,0,0,0
537,1762970058450,1,10,0,0,0,0,0,0
538,1762970058550,1,10,0,0,0,0,0,0
539,1762970058668,1,10,0,0,0,0,0,0
540,1762970058799,1,10,0,0,0,0,0,0
541,1762970059016,1,10,0,0,0,0,0,0
542,1762970059232,1,10,0,0,0,0,0,0
543,1762970059367,1,10,0,0,0,0,0,0
544,1762970059483,1,10,0,0,0,0,0,0
545,1762970059666,1,10,0,0,0,0,0,0
546,1762970059766,1,10,0,0,0,0,0,0
547,1762970059882,1,10,0,0,0,0,0,0
548,1762970059999,1,10,0,0,0,0,0,0
549,1762970060099,1,10,0,0,0,0,0,0
550,1762970060232,1,10,0,0,0,0,0,0
551,1762970060332,1,10,0,0,0,0,0,0
552,1762970060432,1,10,0,0,0,0,0,0
553,1762970060582,1,10,0,0,0,0,0,0
554,1762970060664,1,10,0,0,0,0,0,0
555,1762970060914,1,10,0,0,0,0,0,0
556,1762970060997,1,10,0,0,0,0,0,0
557,1762970061231,1,10,0,0,0,0,0,0
558,1762970061314,1,10,0,0,0,0,0,0
559,1762970061447,1,10,0,0,0,0,0,0
560,1762970061548,1,10,0,0,0,0,0,0
561,1762970061647,1,10,0,0,0,0,0,0
562,1762970061764,1,10,0,0,0,0,0,0
563,1762970061897,1,10,0,0,0,0,0,0
564,1762970062031,1,10,0,0,0,0,0,0
565,1762970062130,1,10,0,0,0,0,0,0
566,1762970062196,1,10,0,0,0,0,0,0
567,1762970062413,1,10,0,0,0,0,0,0
568,1762970062646,1,10,0,0,0,0,0,0
569,1762970062747,1,10,0,0,0,0,0,0
570,1762970062863,1,10,0,0,0,0,0,0
571,1762970062979,1,10,0,0,0,0,0,0
572,1762970063063,1,10,0,0,0,0,0,0
573,1762970063196,1,10,0,0,0,0,0,0
574,1762970063297,1,10,0,0,0,0,0,0
575,1762970063413,1,10,0,0,0,0,0,0
576,1762970063546,1,10,0,0,0,0,0,0
