index,date,TEMPERATURE,1,2,3,4,5,6,7
0,1762969984560,472,0,0,0,0,0,0,0
1,1762969984609,476,65528,65535,0,0,0,0,0
2,1762969984693,472,0,0,0,0,0,0,0
3,1762969984792,474,0,1,0,0,0,0,0
4,1762969984875,471,0,2,0,0,0,0,0
5,1762969984926,481,65529,0,0,0,0,0,0
6,1762969984959,481,0,2,0,0,0,0,0
7,1762969985025,477,65528,65535,0,0,0,0,0
8,1762969985125,472,0,0,0,0,0,0,0
9,1762969985176,471,0,246,0,0,0,0,0
10,1762969985191,474,65529,0,0,0,0,0,0
11,1762969985293,481,0,0,0,0,0,0,0
12,1762969985375,472,0,0,0,0,0,0,0
13,1762969985425,472,10,0,0,0,0,0,0
14,1762969985491,473,65529,65535,0,0,0,0,0
15,1762969985558,470,65528,0,0,0,0,0,0
16,1762969985591,467,65529,0,0,0,0,0,0
17,1762969985659,472,0,0,0,0,0,0,0
18,1762969985725,476,0,0,0,0,0,0,0
19,1762969985825,472,0,0,0,0,0,0,0
20,1762969985875,472,65528,0,0,0,0,0,0
21,1762969985975,483,0,65535,0,0,0,0,0
22,1762969986075,469,0,0,0,0,0,0,0
23,1762969986142,468,0,1,1,0,0,0,0
24,1762969986191,469,10,0,0,0,0,0,0
25,1762969986257,473,65529,65535,0,0,0,0,0
26,1762969986308,476,0,0,0,0,0,0,0
27,1762969986391,484,65526,65534,3.32,0,0,0,0
28,1762969986442,483,0,2,0,0,0,0,0
29,1762969986491,472,65530,65535,0,0,0,0,0
30,1762969986541,471,0,2,0,0,0,0,0
31,1762969986592,479,0,0,0,0,0,0,0
32,1762969986673,487,0,247,0,0,0,0,0
33,1762969986707,470,0,0,0,0,0,0,0
34,1762969986791,474,0,0,0,0,0,0,0
35,1762969986857,469,0,0,0,0,0,0,0
36,1762969986990,474,65529,65535,0,0,0,0,0
37,1762969987040,472,0,0,0,0,0,0,0
38,1762969987091,465,0,65535,0,0,0,0,0
39,1762969987141,479,0,0,0,0,0,0,0
40,1762969987174,476,0,0,0,0,0,0,0
41,1762969987257,476,3.28,3.28,3.27,0,0,0,0
42,1762969987340,470,0,2,0,0,0,0,0
43,1762969987407,472,65529,65535,0,0,0,0,0
44,1762969987490,469,0,0,0,0,0,0,0
45,1762969987573,468,10,0,0,0,0,0,0
46,1762969987624,472,4,0,0,0,0,0,0
47,1762969987806,491,0,2,0,0,0,0,0
48,1762969987890,481,65529,65535,0,0,0,0,0
49,1762969987991,483,0,0,0,0,0,0,0
50,1762969988057,479,0,65535,0,0,0,0,0
51,1762969988207,474,0,0,0,0,0,0,0
52,1762969988273,471,0,0,0,0,0,0,0
53,1762969988340,479,0,0,0,0,0,0,0
54,1762969988389,493,0,0,0,0,0,0,0
55,1762969988456,476,65529,0,0,0,0,0,0
56,1762969988506,472,10,0,0,0,0,0,0
57,1762969988573,477,0,0,0,0,0,0,0
58,1762969988606,487,10,0,0,0,0,0,0
59,1762969988707,473,65528,65535,0,0,0,0,0
60,1762969988789,470,0,0,0,0,0,0,0
61,1762969988873,476,0,65535,0,0,0,0,0
62,1762969989006,479,0,0,0,0,0,0,0
63,1762969989089,475,65529,0,0,0,0,0,0
64,1762969989139,485,0,0,0,0,0,0,0
65,1762969989223,481,0,0,0,0,0,0,0
66,1762969989258,474,0,0,0,0,0,0,0
67,1762969989339,477,0,1,1,0,0,0,0
68,1762969989372,474,0,0,0,0,0,0,0
69,1762969989438,484,0,0,0,0,0,0,0
70,1762969989488,487,10,0,0,0,0,0,0
71,1762969989556,475,3.32,3.32,3.32,0,0,0,0
72,1762969989621,479,0,0,0,0,0,0,0
73,1762969989671,476,65528,0,0,0,0,0,0
74,1762969989822,471,0,255,0,0,0,0,0
75,1762969989938,467,0,1,1,0,0,0,0
76,1762969989954,482,0,255,0,0,0,0,0
77,1762969989988,479,0,65535,0,0,0,0,0
78,1762969990222,484,0,0,0,0,0,0,0
79,1762969990272,497,4,0,0,0,0,0,0
80,1762969990321,485,0,65535,0,0,0,0,0
81,1762969990372,477,0,0,0,0,0,0,0
82,1762969990437,471,0,65535,0,0,0,0,0
83,1762969990587,476,65528,0,0,0,0,0,0
84,1762969990688,479,0,2,0,0,0,0,0
85,1762969990704,476,0,65535,0,0,0,0,0
86,1762969990921,481,0,0,0,0,0,0,0
87,1762969990970,482,0,0,0,0,0,0,0
88,1762969991037,479,0,0,0,0,0,0,0
