index,date,ENERGY_R_MOTOR,OVERLOAD_R_MOTOR,TEMPERATURE1_R_MOTOR,TEMPERATURE2_R_MOTOR,1,2,3,4
381,1762970045229,0,0,270,0,0,0,0,0
382,1762970045381,0,0,270,0,0,0,0,0
383,1762970045612,0,0,270,0,0,0,0,0
384,1762970046528,0,0,270,0,0,0,0,0
385,1762970046611,0,0,270,0,0,0,0,0
386,1762970046727,0,0,270,0,0,0,0,0
387,1762970046911,0,0,270,0,0,0,0,0
388,1762970046960,0,0,270,0,0,0,0,0
389,1762970047094,0,0,270,0,0,0,0,0
390,1762970047360,0,0,270,0,0,0,0,0
391,1762970047511,0,0,270,0,0,0,0,0
392,1762970047610,0,0,270,0,0,0,0,0
393,1762970047876,0,0,270,0,0,0,0,0
394,1762970048077,0,0,270,0,0,0,0,0
395,1762970048193,0,0,270,0,0,0,0,0
396,1762970048293,0,0,270,0,0,0,0,0
397,1762970048393,0,0,270,0,0,0,0,0
398,1762970048709,0,0,270,0,0,0,0,0
399,1762970048908,0,0,270,0,0,0,0,0
400,1762970049191,0,0,270,0,0,0,0,0
401,1762970049292,0,0,270,0,0,0,0,0
402,1762970049375,0,0,270,0,0,0,0,0
403,1762970049490,0,0,270,0,0,0,0,0
404,1762970049707,0,0,270,0,0,0,0,0
405,1762970049824,0,0,270,0,0,0,0,0
406,1762970049940,0,0,270,0,0,0,0,0
407,1762970050024,0,0,270,0,0,0,0,0
408,1762970050156,0,0,270,0,0,0,0,0
409,1762970050374,0,0,270,0,0,0,0,0
410,1762970050473,0,0,270,0,0,0,0,0
411,1762970050573,0,0,270,0,0,0,0,0
412,1762970050690,0,0,270,0,0,0,0,0
413,1762970050806,0,0,270,0,0,0,0,0
414,1762970050923,0,0,270,0,0,0,0,0
415,1762970051023,0,0,270,0,0,0,0,0
416,1762970051139,0,0,270,0,0,0,0,0
417,1762970051257,0,0,270,0,0,0,0,0
418,1762970051357,0,0,270,0,0,0,0,0
419,1762970051457,0,0,270,0,0,0,0,0
420,1762970051572,0,0,270,0,0,0,0,0
421,1762970051688,0,0,270,0,0,0,0,0
422,1762970051806,0,0,270,0,0,0,0,0
423,1762970051939,0,0,270,0,0,0,0,0
424,1762970052123,0,0,270,0,0,0,0,0
425,1762970052239,0,0,270,0,0,0,0,0
426,1762970052389,0,0,270,0,0,0,0,0
427,1762970052472,0,0,270,0,0,0,0,0
428,1762970052556,0,0,270,0,0,0,0,0
429,1762970052673,0,0,270,0,0,0,0,0
430,1762970052805,0,0,270,0,0,0,0,0
431,1762970052922,0,0,270,0,0,0,0,0
432,1762970053005,0,0,270,0,0,0,0,0
433,1762970053121,0,0,270,0,0,0,0,0
434,1762970053221,0,0,270,0,0,0,0,0
435,1762970053470,0,0,270,0,0,0,0,0
436,1762970053654,0,0,270,0,0,0,0,0
437,1762970053837,0,0,270,0,0,0,0,0
438,1762970053954,0,0,270,0,0,0,0,0
439,1762970054004,0,0,270,0,0,0,0,0
440,1762970054088,0,0,270,0,0,0,0,0
441,1762970054220,0,0,270,0,0,0,0,0
442,1762970054436,0,0,270,0,0,0,0,0
443,1762970054654,0,0,270,0,0,0,0,0
444,1762970054903,0,0,270,0,0,0,0,0
445,1762970054986,0,0,270,0,0,0,0,0
446,1762970055086,0,0,270,0,0,0,0,0
447,1762970055204,0,0,270,0,0,0,0,0
448,1762970055303,0,0,270,0,0,0,0,0
449,1762970055419,0,0,270,0,0,0,0,0
450,1762970055570,0,0,270,0,0,0,0,0
451,1762970055768,0,0,270,0,0,0,0,0
452,1762970055853,0,0,270,0,0,0,0,0
453,1762970055952,0,0,270,0,0,0,0,0
454,1762970056152,0,0,270,0,0,0,0,0
455,1762970056285,0,0,270,0,0,0,0,0
456,1762970056401,0,0,270,0,0,0,0,0
457,1762970056468,0,0,270,0,0,0,0,0
458,1762970056637,0,0,270,0,0,0,0,0
459,1762970056736,0,0,270,0,0,0,0,0
460,1762970056968,0,0,270,0,0,0,0,0
461,1762970057103,0,0,270,0,0,0,0,0
462,1762970057218,0,0,270,0,0,0,0,0
463,1762970057418,0,0,270,0,0,0,0,0
464,1762970057467,0,0,270,0,0,0,0,0
465,1762970057618,0,0,270,0,0,0,0,0
466,1762970057752,0,0,270,0,0,0,0,0
467,1762970057985,0,0,270,0,0,0,0,0
468,1762970058067,0,0,270,0,0,0,0,0
469,1762970058201,0,0,270,0,0,0,0,0
470,1762970058284,0,0,270,0,0,0,0,0
471,1762970058400,0,0,270,0,0,0,0,0
472,1762970058517,0,0,270,0,0,0,0,0
473,1762970058616,0,0,270,0,0,0,0,0
474,1762970058717,0,0,270,0,0,0,0,0
475,1762970058951,0,0,270,0,0,0,0,0
476,1762970059066,0,0,270,0,0,0,0,0
477,1762970059183,0,0,270,0,0,0,0,0
478,1762970059283,0,0,270,0,0,0,0,0
479,1762970059416,0,0,270,0,0,0,0,0
480,1762970059550,0,0,270,0,0,0,0,0
481,1762970059715,0,0,270,0,0,0,0,0
482,1762970059832,0,0,270,0,0,0,0,0
483,1762970059932,0,0,270,0,0,0,0,0
484,1762970060050,0,0,270,0,0,0,0,0
485,1762970060165,0,0,270,0,0,0,0,0
486,1762970060299,0,0,270,0,0,0,0,0
487,1762970060399,0,0,270,0,0,0,0,0
488,1762970060498,0,0,270,0,0,0,0,0
489,1762970060598,0,0,270,0,0,0,0,0
490,1762970060714,0,0,270,0,0,0,0,0
491,1762970060848,0,0,270,0,0,0,0,0
492,1762970061181,0,0,270,0,0,0,0,0
493,1762970061415,0,0,270,0,0,0,0,0
494,1762970061680,0,0,270,0,0,0,0,0
495,1762970061948,0,0,270,0,0,0,0,0
496,1762970062480,0,0,270,0,0,0,0,0
497,1762970062581,0,0,270,0,0,0,0,0
498,1762970062681,0,0,270,0,0,0,0,0
499,1762970062813,0,0,270,0,0,0,0,0
500,1762970062913,0,0,270,0,0,0,0,0
501,1762970063013,0,0,270,0,0,0,0,0
502,1762970063147,0,0,270,0,0,0,0,0
503,1762970063247,0,0,270,0,0,0,0,0
504,1762970063346,0,0,270,0,0,0,0,0
505,1762970063579,0,0,270,0,0,0,0,0
506,1762970063680,0,0,270,0,0,0,0,0
507,1762970063879,0,0,270,0,0,0,0,0
508,1762970063996,0,0,270,0,0,0,0,0
509,1762970064479,0,0,270,0,0,0,0,0
510,1762970064578,0,0,270,0,0,0,0,0
511,1762970064678,0,0,270,0,0,0,0,0
512,1762970064779,0,0,270,0,0,0,0,0
513,1762970065127,0,0,270,0,0,0,0,0
514,1762970065211,0,0,270,0,0,0,0,0
515,1762970065311,0,0,270,0,0,0,0,0
516,1762970065528,0,0,270,0,0,0,0,0
517,1762970065661,0,0,270,0,0,0,0,0
518,1762970065744,0,0,270,0,0,0,0,0
519,1762970065911,0,0,270,0,0,0,0,0
520,1762970065977,0,0,270,0,0,0,0,0
521,1762970066082,0,0,270,0,0,0,0,0
522,1762970066310,0,0,270,0,0,0,0,0
523,1762970066528,0,0,270,0,0,0,0,0
524,1762970066744,0,0,270,0,0,0,0,0
525,1762970067009,0,0,270,0,0,0,0,0
526,1762970067076,0,0,270,0,0,0,0,0
527,1762970067193,0,0,270,0,0,0,0,0
528,1762970067396,0,0,270,0,0,0,0,0
529,1762970067559,0,0,270,0,0,0,0,0
530,1762970067743,0,0,270,0,0,0,0,0
531,1762970067943,0,0,270,0,0,0,0,0
532,1762970068078,0,0,270,0,0,0,0,0
533,1762970068292,0,0,270,0,0,0,0,0
534,1762970068625,0,0,270,0,0,0,0,0
535,1762970068727,0,0,270,0,0,0,0,0
536,1762970068891,0,0,270,0,0,0,0,0
537,1762970069025,0,0,270,0,0,0,0,0
538,1762970069058,0,0,270,0,0,0,0,0
539,1762970069174,0,0,270,0,0,0,0,0
540,1762970069291,0,0,270,0,0,0,0,0
541,1762970069409,0,0,270,0,0,0,0,0
542,1762970069526,0,0,270,0,0,0,0,0
543,1762970069625,0,0,270,0,0,0,0,0
544,1762970069873,0,0,270,0,0,0,0,0
545,1762970070158,0,0,270,0,0,0,0,0
546,1762970070274,0,0,270,0,0,0,0,0
547,1762970070375,0,0,270,0,0,0,0,0
548,1762970070491,0,0,270,0,0,0,0,0
549,1762970070607,0,0,270,0,0,0,0,0
550,1762970070708,0,0,270,0,0,0,0,0
551,1762970070942,0,0,270,0,0,0,0,0
552,1762970071056,0,0,270,0,0,0,0,0
553,1762970071190,0,0,270,0,0,0,0,0
554,1762970071473,0,0,270,0,0,0,0,0
555,1762970071590,0,0,270,0,0,0,0,0
556,1762970071705,0,0,270,0,0,0,0,0
557,1762970071824,0,0,270,0,0,0,0,0
558,1762970071923,0,0,270,0,0,0,0,0
559,1762970072038,0,0,270,0,0,0,0,0
560,1762970072172,0,0,270,0,0,0,0,0
561,1762970072407,0,0,270,0,0,0,0,0
562,1762970072505,0,0,270,0,0,0,0,0
563,1762970072805,0,0,270,0,0,0,0,0
564,1762970072905,0,0,270,0,0,0,0,0
565,1762970073023,0,0,270,0,0,0,0,0
566,1762970073121,0,0,270,0,0,0,0,0
567,1762970073355,0,0,270,0,0,0,0,0
568,1762970073470,0,0,270,0,0,0,0,0
569,1762970073571,0,0,270,0,0,0,0,0
570,1762970073671,0,0,270,0,0,0,0,0
571,1762970073820,0,0,270,0,0,0,0,0
572,1762970073988,0,0,270,0,0,0,0,0
573,1762970074120,0,0,270,0,0,0,0,0
574,1762970074236,0,0,270,0,0,0,0,0
575,1762970074454,0,0,270,0,0,0,0,0
