index,date,LATITUDE
0,1780264173885,-19.8726
1,1780264181028,-19.8726
2,1780264183995,-19.8726
3,1780264188995,-19.8726
4,1780264189112,-19.8726
5,1780264189411,-19.8726
6,1780264190028,-19.8726
7,1780264192662,-19.8726
8,1780264194478,-19.8726
9,1780264196861,-19.8726
10,1780264199928,-19.8728
11,1780264202394,-19.8731
12,1780264204493,-19.8733
13,1780264205693,-19.8733
14,1780264206027,-19.8733
15,1780264210277,-19.8734
16,1780264210527,-19.8734
17,1780264211060,-19.8734
18,1780264212543,-19.8734
19,1780264212743,-19.8734
20,1780264218893,-19.8734
21,1780264220826,-19.8734
22,1780264229126,-19.8734
23,1780264235059,-19.8733
24,1780264236508,-19.8733
25,1780264239592,-19.8733
26,1780264239675,-19.8733
27,1780264241493,-19.8733
28,1780264241741,-19.8733
29,1780264242275,-19.8733
30,1780264245991,-19.8733
31,1780264248224,-19.8733
32,1780264248391,-19.8733
33,1780264251024,-19.8733
34,1780264256091,-19.8733
35,1780264257341,-19.8733
36,1780264259108,-19.8733
37,1780264262240,-19.8733
38,1780264265574,-19.8733
39,1780264266407,-19.8733
40,1780264268474,429.497
41,1780264271074,-19.8734
42,1780264276473,-19.8734
43,1780264278690,-19.8734
44,1780264280424,-19.8734
45,1780264280756,-19.8734
46,1780264284972,-19.8734
47,1780264290156,-19.8734
48,1780264292222,-19.8734
49,1780264293756,-19.8734
50,1780264295688,-19.8734
51,1780264295888,-19.8734
52,1780264296722,-19.8734
53,1780264298822,-19.8734
54,1780264302988,-19.8734
55,1780264308922,-19.8734
56,1780264309721,-19.8734
57,1780264312304,-19.8734
58,1780264314587,-19.8734
59,1780264315738,-19.8734
60,1780264316887,-19.8734
