index,date,ADDR_CELL_TEMP_MAX,ADDR_STACK_TEMP_MAX,MAX_TEMPERATURE
0,1782582857443,503,3,0.10000000000000001
1,1782582861472,503,3,0.10000000000000001
2,1782582865235,503,3,0.10000000000000001
3,1782582866984,503,3,0.10000000000000001
4,1782582869015,503,3,0.10000000000000001
5,1782582874861,503,3,0.10000000000000001
6,1782582879723,503,3,0.10000000000000001
7,1782582883271,503,3,0.10000000000000001
8,1782582890480,503,3,0.10000000000000001
9,1782582893328,503,3,0.10000000000000001
10,1782582896193,503,3,0.10000000000000001
