index,date,INV_STATE_R_MOTOR,FAILURE_R_MOTOR,ALARM_R_MOTOR
0,1782582316513,0,0,0
1,1782582317529,0,0,0
2,1782582317779,0,0,0
3,1782582318045,0,0,0
4,1782582318478,0,0,0
5,1782582319111,0,0,0
6,1782582320626,0,0,0
7,1782582321026,0,0,0
8,1782582321643,0,0,0
9,1782582322109,0,0,0
10,1782582322991,0,0,0
11,1782582323591,0,0,0
12,1782582324623,0,0,0
13,1782582325023,0,0,0
14,1782582325156,0,0,0
15,1782582325623,0,0,0
16,1782582326188,0,0,0
17,1782582326638,0,0,0
18,1782582328903,0,0,0
19,1782582329719,0,0,0
20,1782582330551,0,0,0
21,1782582330635,0,0,0
22,1782582331434,0,0,0
23,1782582366221,0,0,0
24,1782582367037,0,0,0
25,1782582367853,0,0,0
26,1782582367954,0,0,0
27,1782582368770,0,0,0
28,1782582371001,0,0,0
29,1782582371384,0,0,110
30,1782582371750,0,0,110
31,1782582372450,0,0,110
32,1782582372750,0,0,110
33,1782582373133,0,0,110
34,1782582373465,0,0,110
35,1782582373799,0,0,110
36,1782582374065,0,0,110
37,1782582374265,0,0,110
38,1782582375098,0,0,110
39,1782582375380,0,0,110
40,1782582375763,0,0,110
41,1782582376130,0,0,110
42,1782582376896,0,0,110
43,1782582377262,0,0,110
44,1782582378728,0,0,110
45,1782582379011,0,0,110
46,1782582381991,0,0,110
47,1782582382275,0,0,110
48,1782582384190,0,0,110
49,1782582384540,0,0,110
50,1782582384839,0,0,110
51,1782582385173,0,0,110
52,1782582385422,0,0,110
53,1782582385772,0,0,110
54,1782582386405,0,0,110
55,1782582386471,0,0,110
56,1782582386787,0,0,110
57,1782582387104,0,0,110
58,1782582387420,0,0,110
59,1782582387787,0,0,110
60,1782582388104,0,0,110
61,1782582390418,0,0,110
62,1782582390768,0,0,110
63,1782582391151,0,0,110
64,1782582391317,0,0,110
65,1782582391617,0,0,110
66,1782582391901,0,0,110
67,1782582392300,0,14592,110
68,1782582392583,0,0,110
69,1782582392949,0,0,110
70,1782582393998,0,0,110
71,1782582395863,0,0,110
72,1782582397296,0,0,110
73,1782582397745,0,0,110
74,1782582398028,0,0,110
75,1782582398361,0,0,110
76,1782582398811,0,0,110
77,1782582399177,0,0,110
78,1782582402408,0,0,110
79,1782582402774,0,0,110
80,1782582403141,0,0,110
81,1782582403673,0,0,110
82,1782582403990,0,0,110
83,1782582406338,0,0,110
84,1782582406655,0,0,110
85,1782582406954,0,0,110
86,1782582408903,0,0,110
87,1782582409269,0,0,110
88,1782582409569,0,0,110
89,1782582410967,0,0,110
90,1782582411284,0,0,110
91,1782582411584,0,0,110
92,1782582412151,0,0,110
93,1782582412484,0,0,110
94,1782582412750,0,0,110
95,1782582413399,0,0,110
96,1782582413615,0,0,110
97,1782582417446,0,0,110
98,1782582417762,0,0,110
99,1782582417996,0,0,110
100,1782582419194,0,0,110
101,1782582419511,0,0,110
102,1782582420093,0,0,110
103,1782582420477,0,0,110
104,1782582421559,0,0,110
105,1782582421859,0,0,110
106,1782582422242,0,0,110
107,1782582422558,0,0,110
108,1782582422875,0,0,110
109,1782582423058,0,0,110
110,1782582423290,0,0,110
111,1782582423591,0,0,110
112,1782582424257,0,0,110
113,1782582424523,0,0,110
114,1782582424889,0,0,110
115,1782582425139,0,0,110
116,1782582425507,0,0,110
117,1782582425589,0,0,110
118,1782582426005,0,0,110
119,1782582426338,0,0,110
120,1782582426971,0,0,110
121,1782582432466,0,0,110
122,1782582438029,0,0,110
123,1782582438361,0,0,110
124,1782582438627,0,0,110
125,1782582440293,0,0,110
126,1782582440659,0,0,110
127,1782582440959,0,0,110
128,1782582441225,0,0,110
129,1782582442674,0,0,110
130,1782582442924,0,0,110
131,1782582443240,0,0,110
132,1782582443590,0,0,110
133,1782582443890,0,0,110
134,1782582445306,0,0,110
135,1782582449402,0,0,110
136,1782582449734,0,0,110
137,1782582451150,0,0,110
138,1782582451500,0,0,110
139,1782582451817,0,0,110
140,1782582452166,0,0,110
141,1782582452316,0,0,110
142,1782582452600,0,0,110
143,1782582452933,0,0,110
144,1782582453365,0,0,110
145,1782582453665,0,0,110
146,1782582453981,0,0,110
147,1782582455130,0,0,110
148,1782582455430,0,0,110
149,1782582456862,0,0,110
150,1782582457145,0,0,110
151,1782582457711,0,0,110
152,1782582458077,0,0,110
153,1782582458411,0,0,110
154,1782582458744,0,0,110
155,1782582459077,0,0,110
156,1782582459843,0,0,110
157,1782582460159,0,0,110
158,1782582460542,0,0,110
159,1782582460842,0,0,110
160,1782582461392,0,0,110
161,1782582461641,0,0,110
162,1782582461975,0,0,110
163,1782582462157,0,0,110
164,1782582462408,0,0,110
165,1782582462973,0,0,110
166,1782582463256,0,0,110
167,1782582463590,0,0,110
168,1782582463906,0,0,110
169,1782582464173,0,0,110
170,1782582469718,0,0,110
171,1782582473316,1,0,110
172,1782582474282,1,0,110
173,1782582474548,1,0,110
174,1782582474964,1,0,110
175,1782582475530,1,0,110
176,1782582475962,1,0,110
177,1782582477544,1,0,110
178,1782582478594,1,0,110
179,1782582480192,1,0,110
180,1782582481241,1,0,110
181,1782582481758,0,0,110
182,1782582482741,0,0,110
183,1782582483873,0,0,110
184,1782582484339,0,0,110
185,1782582484738,0,0,110
186,1782582485405,0,0,110
187,1782582486054,0,0,110
188,1782582486954,0,0,110
189,1782582487353,0,0,110
190,1782582487953,0,0,110
191,1782582488403,0,0,110
192,1782582488968,0,0,110
193,1782582489185,0,0,110
194,1782582493298,0,0,0
195,1782582494114,0,0,0
196,1782582494947,0,0,0
197,1782582495030,0,0,0
198,1782582495845,0,0,0
199,1782582498361,0,0,110
200,1782582498643,0,0,110
201,1782582500142,0,0,110
202,1782582500858,0,0,110
203,1782582501458,0,0,110
204,1782582501658,0,0,110
205,1782582502024,0,0,110
206,1782582505521,0,0,110
207,1782582505821,0,0,110
208,1782582506137,0,0,110
209,1782582507319,0,0,110
210,1782582507670,0,0,110
211,1782582508019,0,0,110
212,1782582508868,0,0,110
213,1782582509101,0,0,110
214,1782582509751,0,0,110
215,1782582510084,0,0,110
216,1782582510334,0,0,110
217,1782582510667,0,0,110
218,1782582510901,0,0,110
219,1782582511216,0,0,110
220,1782582512233,0,0,110
221,1782582512848,0,0,110
222,1782582513215,0,0,110
223,1782582513532,0,0,110
224,1782582513681,0,0,110
225,1782582515512,0,0,110
226,1782582515796,0,0,110
227,1782582516079,0,0,110
228,1782582517911,0,0,110
229,1782582518760,0,0,110
230,1782582519010,0,0,110
231,1782582519442,0,0,110
232,1782582519742,0,0,110
233,1782582525255,0,0,110
234,1782582525638,0,0,110
235,1782582525921,0,0,110
236,1782582526404,0,0,110
237,1782582526670,0,0,110
238,1782582527019,0,0,110
239,1782582527303,0,0,110
240,1782582527602,0,0,110
241,1782582527919,0,0,110
242,1782582528202,0,0,110
243,1782582529018,0,0,110
244,1782582529334,0,0,110
245,1782582529617,0,0,110
246,1782582530033,0,0,110
247,1782582530333,0,0,110
248,1782582530683,0,0,110
249,1782582530849,0,0,110
250,1782582531100,0,0,110
251,1782582531432,0,0,110
252,1782582531782,0,0,110
253,1782582532132,0,0,110
254,1782582534730,1,0,110
255,1782582535063,1,0,110
256,1782582535396,1,0,110
257,1782582535679,1,0,110
