index,date,Igual a,Fora da Faixa,Dentro da Faixa,Maior que,Menor que
0,1782582817425,,,,,MIN_CELL_VOLTAGE de ACCUMULATOR_PARAMS atingiu 1.800000
1,1782582841022,,,,,TRACTIVE_VOLTAGE de ACCUMULATOR_PARAMS atingiu 71.590000
2,1782582901621,,,,,GVL de AIR_GVL_CURRENT atingiu 12.840000
3,1782582929815,,,,,MIN_CELL_VOLTAGE de ACCUMULATOR_PARAMS atingiu 0.310000
4,1782582929816,,,,,TRACTIVE_VOLTAGE de ACCUMULATOR_PARAMS atingiu 0.000000
5,1782583197889,,,,,TRACTIVE_VOLTAGE de ACCUMULATOR_PARAMS atingiu 70.920000
