index,date,ECU_MODE
0,1782582316564,1
1,1782582317596,1
2,1782582317813,1
3,1782582318095,1
4,1782582319144,1
5,1782582320027,1
6,1782582320677,1
7,1782582321076,1
8,1782582321692,1
9,1782582323641,1
10,1782582324674,1
11,1782582325056,1
12,1782582325190,1
13,1782582326239,1
14,1782582328936,1
15,1782582329769,1
16,1782582330668,1
17,1782582331484,1
18,1782582366255,1
19,1782582367071,1
20,1782582367987,1
21,1782582368803,1
22,1782582371034,1
23,1782582371433,1
24,1782582371767,1
25,1782582372166,1
26,1782582372516,1
27,1782582373166,1
28,1782582373849,1
29,1782582374131,1
30,1782582374314,1
31,1782582374531,1
32,1782582374864,1
33,1782582375147,1
34,1782582375397,1
35,1782582375814,1
36,1782582376946,1
37,1782582378794,1
38,1782582379044,1
39,1782582384240,1
40,1782582384573,1
41,1782582384873,1
42,1782582385189,1
43,1782582385455,1
44,1782582385789,1
45,1782582386089,1
46,1782582386521,1
47,1782582386837,1
48,1782582387155,1
49,1782582387487,1
50,1782582387803,1
51,1782582390435,1
52,1782582390818,1
53,1782582391184,1
54,1782582391351,1
55,1782582391950,1
56,1782582392350,1
57,1782582392616,1
58,1782582394048,1
59,1782582395514,1
60,1782582395881,1
61,1782582396113,1
62,1782582396996,1
63,1782582397346,1
64,1782582397778,1
65,1782582398062,1
66,1782582398861,1
67,1782582399210,1
68,1782582400925,1
69,1782582402075,1
70,1782582402458,1
71,1782582402808,1
72,1782582403723,1
73,1782582404023,1
74,1782582408620,1
75,1782582408952,1
76,1782582409287,1
77,1782582409602,1
78,1782582411000,1
79,1782582411317,1
80,1782582411618,1
81,1782582411883,1
82,1782582412199,1
83,1782582412800,1
84,1782582413632,1
85,1782582417512,1
86,1782582417795,1
87,1782582418045,1
88,1782582418877,1
89,1782582419211,1
90,1782582419560,1
91,1782582419860,1
92,1782582420143,1
93,1782582420510,1
94,1782582421242,1
95,1782582421592,1
96,1782582421910,1
97,1782582422275,1
98,1782582422608,1
99,1782582422909,1
100,1782582423074,1
101,1782582423341,1
102,1782582423624,1
103,1782582423990,1
104,1782582424274,1
105,1782582424573,1
106,1782582424906,1
107,1782582425189,1
108,1782582425539,1
109,1782582425639,1
110,1782582426056,1
111,1782582426388,1
112,1782582432516,1
113,1782582434231,1
114,1782582434548,1
115,1782582438078,1
116,1782582438677,1
117,1782582440326,1
118,1782582440692,1
119,1782582441009,1
120,1782582441275,1
121,1782582442724,1
122,1782582443007,1
123,1782582443273,1
124,1782582443623,1
125,1782582445355,1
126,1782582447054,1
127,1782582449119,1
128,1782582449435,1
129,1782582449785,1
130,1782582450568,1
131,1782582450867,1
132,1782582451217,1
133,1782582451517,1
134,1782582451867,1
135,1782582452184,1
136,1782582452350,1
137,1782582452616,1
138,1782582452999,1
139,1782582453399,1
140,1782582456878,1
141,1782582457195,1
142,1782582457429,1
143,1782582457761,1
144,1782582458111,1
145,1782582458460,1
146,1782582458777,1
147,1782582459893,1
148,1782582460192,1
149,1782582460859,1
150,1782582461692,1
151,1782582462041,1
152,1782582462207,1
153,1782582462457,1
154,1782582462724,1
155,1782582463007,1
156,1782582463323,1
157,1782582463623,1
158,1782582463924,1
159,1782582464206,1
160,1782582471734,1
161,1782582472932,1
162,1782582473348,1
163,1782582474031,1
164,1782582474314,1
165,1782582474582,1
166,1782582475579,1
167,1782582476012,1
168,1782582477129,1
169,1782582477594,1
170,1782582478212,1
171,1782582479759,1
172,1782582480225,1
173,1782582480826,1
174,1782582481274,1
175,1782582481792,1
176,1782582482775,1
177,1782582483406,1
178,1782582483889,1
179,1782582484372,1
180,1782582485438,1
181,1782582486088,1
182,1782582486970,1
183,1782582487987,1
184,1782582488436,1
185,1782582489018,1
186,1782582493331,1
187,1782582494164,1
188,1782582495063,1
189,1782582495879,1
190,1782582498410,1
191,1782582498660,1
192,1782582499826,1
193,1782582500176,1
194,1782582500442,1
195,1782582500892,1
196,1782582501508,1
197,1782582501708,1
198,1782582503489,1
199,1782582505571,2
200,1782582505871,2
201,1782582506170,2
202,1782582507336,2
203,1782582507703,2
204,1782582508052,2
205,1782582508918,2
206,1782582509151,2
207,1782582509385,2
208,1782582509784,2
209,1782582510367,2
210,1782582510684,2
211,1782582510934,2
212,1782582511649,2
213,1782582511982,2
214,1782582512298,2
215,1782582512582,2
216,1782582512882,2
217,1782582513248,3
218,1782582513564,4
219,1782582513698,4
220,1782582515147,2
221,1782582515563,3
222,1782582515829,3
223,1782582516129,4
224,1782582516328,4
225,1782582516612,1
226,1782582516928,1
227,1782582517194,1
228,1782582517611,1
229,1782582517944,1
230,1782582518793,1
231,1782582519093,1
232,1782582523207,1
233,1782582525289,1
234,1782582525655,1
235,1782582525955,1
236,1782582526470,1
237,1782582526704,1
238,1782582527053,1
239,1782582527336,1
240,1782582527635,1
241,1782582527953,1
242,1782582528235,1
243,1782582529068,1
244,1782582529368,1
245,1782582529667,1
246,1782582530100,1
247,1782582530383,1
248,1782582530717,1
249,1782582530883,1
250,1782582531133,1
251,1782582531499,1
252,1782582531816,1
253,1782582532948,1
254,1782582534779,1
255,1782582535113,1
256,1782582535447,1
257,1782582535696,1
258,1782582536212,1
259,1782582536478,1
260,1782582536745,1
261,1782582537094,1
262,1782582537777,1
263,1782582538110,1
264,1782582538261,1
265,1782582538843,1
266,1782582539109,1
267,1782582539376,1
268,1782582539726,1
269,1782582540009,1
270,1782582540458,1
271,1782582540858,1
272,1782582543789,1
273,1782582544205,1
274,1782582544788,1
275,1782582545188,1
276,1782582545470,1
277,1782582545687,1
278,1782582546087,1
279,1782582547102,1
280,1782582548651,1
281,1782582549701,1
282,1782582551266,1
283,1782582552298,1
284,1782582552748,1
285,1782582552815,1
286,1782582553847,1
287,1782582554863,1
288,1782582555845,1
289,1782582556861,1
290,1782582557744,1
291,1782582558360,1
292,1782582558777,1
293,1782582559809,1
294,1782582560258,1
295,1782582561341,1
296,1782582562956,1
297,1782582564371,1
298,1782582564938,1
299,1782582565287,1
300,1782582565837,1
301,1782582567136,1
302,1782582567719,1
303,1782582568118,1
304,1782582569034,1
305,1782582569517,1
306,1782582569634,1
307,1782582569934,1
308,1782582570350,1
309,1782582570966,1
310,1782582571366,1
311,1782582573298,1
312,1782582574013,1
313,1782582575230,1
314,1782582576245,1
315,1782582577211,1
316,1782582577794,1
317,1782582578260,1
318,1782582578893,1
319,1782582579309,1
320,1782582579426,1
321,1782582579842,1
322,1782582580441,1
323,1782582580875,1
324,1782582581507,1
325,1782582582306,1
326,1782582583372,1
327,1782582584970,1
328,1782582586036,1
329,1782582586469,1
330,1782582586603,1
331,1782582587003,1
332,1782582587569,1
333,1782582588019,1
334,1782582588584,1
335,1782582588868,1
336,1782582589533,1
337,1782582590566,1
338,1782582592448,1
339,1782582594563,1
340,1782582594979,1
341,1782582597094,1
342,1782582597543,1
343,1782582598476,1
344,1782582598993,1
345,1782582599408,1
346,1782582600058,1
347,1782582601640,1
348,1782582602723,1
349,1782582604354,1
350,1782582605021,1
351,1782582605420,1
352,1782582606919,1
353,1782582607585,1
354,1782582607968,1
355,1782582608334,1
356,1782582608917,1
357,1782582610533,1
358,1782582611548,1
359,1782582612114,1
360,1782582614146,1
361,1782582615179,1
362,1782582615761,1
363,1782582616661,1
364,1782582617761,1
365,1782582618043,1
366,1782582618243,1
367,1782582618709,1
368,1782582619675,1
369,1782582621573,1
370,1782582622173,1
371,1782582622656,1
372,1782582622889,1
373,1782582623106,1
374,1782582623505,1
375,1782582624404,1
376,1782582624787,1
377,1782582625387,1
378,1782582625670,1
379,1782582626286,1
380,1782582626719,1
381,1782582627319,1
382,1782582627618,1
383,1782582628235,1
384,1782582629235,1
385,1782582631216,1
386,1782582632231,1
387,1782582632597,1
388,1782582632714,1
389,1782582633780,1
390,1782582634813,1
391,1782582635329,1
392,1782582636494,1
393,1782582637127,1
394,1782582637360,1
395,1782582637693,1
396,1782582638859,1
397,1782582639475,1
398,1782582639741,1
399,1782582640407,1
400,1782582641391,1
401,1782582642922,1
402,1782582643388,1
403,1782582644055,1
404,1782582645253,1
405,1782582645670,1
406,1782582646719,1
407,1782582647052,1
408,1782582647518,1
409,1782582647901,1
410,1782582648500,1
411,1782582648884,1
412,1782582649716,1
413,1782582650699,1
414,1782582651082,1
415,1782582652831,1
416,1782582653297,1
417,1782582654214,1
418,1782582654779,1
419,1782582655861,1
420,1782582657444,1
421,1782582658526,0
422,1782582660142,0
423,1782582660774,0
424,1782582661807,0
425,1782582662723,0
426,1782582663372,0
427,1782582663805,0
428,1782582664088,0
429,1782582664337,0
430,1782582664987,0
431,1782582665404,0
432,1782582666054,0
433,1782582666370,0
434,1782582667002,0
435,1782582667585,0
436,1782582668035,0
437,1782582668617,0
438,1782582669584,0
439,1782582670216,0
440,1782582672248,0
441,1782582672848,0
442,1782582673314,0
443,1782582673897,0
444,1782582674813,0
445,1782582675162,0
446,1782582676361,0
447,1782582677344,0
448,1782582678326,0
449,1782582679226,0
450,1782582680225,0
451,1782582681107,0
452,1782582681807,0
453,1782582682872,0
454,1782582683488,0
455,1782582684437,0
456,1782582685503,0
457,1782582685753,0
458,1782582685986,0
459,1782582686403,0
460,1782582687018,0
461,1782582687784,0
462,1782582688151,0
463,1782582688767,0
464,1782582689317,0
465,1782582689800,0
466,1782582690432,0
467,1782582692331,1
468,1782582693165,1
469,1782582694062,1
470,1782582694879,1
471,1782582699726,1
472,1782582700091,1
473,1782582700374,1
474,1782582701190,1
475,1782582701523,1
476,1782582701873,1
477,1782582702206,1
478,1782582702473,1
479,1782582702806,1
480,1782582702939,1
481,1782582703305,1
482,1782582703688,1
483,1782582705088,1
484,1782582707235,1
485,1782582707585,1
486,1782582707851,1
487,1782582708018,1
488,1782582708368,1
489,1782582708618,1
490,1782582708967,1
491,1782582709334,1
492,1782582709567,1
493,1782582709933,1
494,1782582711215,1
495,1782582712098,1
496,1782582712397,1
497,1782582717093,1
498,1782582717443,1
499,1782582718277,1
500,1782582718576,1
501,1782582718992,1
502,1782582720424,1
503,1782582720773,1
504,1782582721691,1
505,1782582723672,1
506,1782582724255,1
507,1782582724670,1
508,1782582724986,1
509,1782582726236,1
510,1782582726868,1
511,1782582727236,1
512,1782582727852,1
513,1782582728867,1
514,1782582729466,1
515,1782582730416,1
516,1782582731548,1
517,1782582732680,1
518,1782582733147,1
519,1782582733747,1
520,1782582734812,1
