index,date,Igual a,Fora da Faixa,Dentro da Faixa,Maior que,Menor que
0,1780263176203,,,,,MIN_VOLTAGE de ACCUMULADOR_PARAMS atingiu 0.790000
1,1780263180285,,,,,MIN_VOLTAGE de ACCUMULADOR_PARAMS atingiu 0.790000
