index,date,REGEN_BRAKE_STATE,1,2,3,4,5,6,7
0,1765227022672,0,0,0,0,0,0,0,0
1,1765227022804,0,0,0,0,0,0,0,0
2,1765227023085,0,0,0,0,0,0,0,0
3,1765227023505,0,0,0,0,0,0,0,0
4,1765227023831,0,0,0,0,0,0,0,0
5,1765227023963,0,0,0,0,0,0,0,0
6,1765227024240,0,0,0,0,0,0,0,0
7,1765227024705,0,0,0,0,0,0,0,0
8,1765227025001,0,0,0,0,0,0,0,0
9,1765227025440,0,0,0,0,0,0,0,0
10,1765227025722,0,0,0,0,0,0,0,0
11,1765227025856,0,0,0,0,0,0,0,0
12,1765227026188,0,0,0,0,0,0,0,0
13,1765227026622,0,0,0,0,0,0,0,0
14,1765227026906,0,0,0,0,0,0,0,0
15,1765227027054,0,0,0,0,0,0,0,0
16,1765227027373,0,0,0,0,0,0,0,0
17,1765227027821,0,0,0,0,0,0,0,0
18,1765227028146,0,0,0,0,0,0,0,0
19,1765227028313,0,0,0,0,0,0,0,0
20,1765227028604,0,0,0,0,0,0,0,0
21,1765227029056,0,0,0,0,0,0,0,0
22,1765227029339,0,0,0,0,0,0,0,0
23,1765227029497,0,0,0,0,0,0,0,0
24,1765227029822,0,0,0,0,0,0,0,0
25,1765227030272,0,0,0,0,0,0,0,0
26,1765227030557,0,0,0,0,0,0,0,0
27,1765227030697,0,0,0,0,0,0,0,0
28,1765227031003,0,0,0,0,0,0,0,0
29,1765227031405,0,0,0,0,0,0,0,0
30,1765227031730,0,0,0,0,0,0,0,0
31,1765227032163,0,0,0,0,0,0,0,0
32,1765227032463,0,0,0,0,0,0,0,0
33,1765227032538,0,0,0,0,0,0,0,0
34,1765227032864,0,0,0,0,0,0,0,0
35,1765227033280,0,0,0,0,0,0,0,0
36,1765227033612,0,0,0,0,0,0,0,0
37,1765227034005,0,0,0,0,0,0,0,0
38,1765227034337,0,0,0,0,0,0,0,0
39,1765227034463,0,0,0,0,0,0,0,0
40,1765227034737,0,0,0,0,0,0,0,0
41,1765227035189,0,0,0,0,0,0,0,0
42,1765227035470,0,0,0,0,0,0,0,0
43,1765227035888,0,0,0,0,0,0,0,0
44,1765227036205,0,0,0,0,0,0,0,0
45,1765227036321,0,0,0,0,0,0,0,0
46,1765227036604,0,0,0,0,0,0,0,0
47,1765227037067,0,0,0,0,0,0,0,0
48,1765227037361,0,0,0,0,0,0,0,0
49,1765227037804,0,0,0,0,0,0,0,0
50,1765227038087,0,0,0,0,0,0,0,0
51,1765227038204,0,0,0,0,0,0,0,0
