index,date,MODE_ID,ERROR_ID,AIR_P,AIR_N,1,2,3,4
0,1765227023604,1,0,1,1,0,0,0,0
1,1765227025173,1,0,1,1,0,0,0,0
2,1765227025339,1,0,1,1,0,0,0,0
3,1765227027004,1,0,1,1,0,0,0,0
4,1765227027212,1,0,1,1,0,0,0,0
5,1765227034205,1,0,1,1,0,0,0,0
6,1765227035972,1,0,1,1,0,0,0,0
7,1765227037705,1,0,1,1,0,0,0,0
8,1765227039311,1,0,1,1,0,0,0,0
9,1765227039529,1,0,1,1,0,0,0,0
10,1765227041045,1,0,1,1,0,0,0,0
11,1765227041219,1,0,1,1,0,0,0,0
12,1765227042845,1,0,1,1,0,0,0,0
13,1765227044562,1,0,1,1,0,0,0,0
14,1765227046144,1,0,1,1,0,0,0,0
15,1765227046285,1,0,1,1,0,0,0,0
16,1765227047844,1,0,1,1,0,0,0,0
17,1765227049645,1,0,1,1,0,0,0,0
18,1765227051377,1,0,1,1,0,0,0,0
19,1765227052985,1,0,1,1,0,0,0,0
20,1765227053092,1,0,1,1,0,0,0,0
21,1765227054767,1,0,1,1,0,0,0,0
22,1765227054967,1,0,1,1,0,0,0,0
23,1765227056520,1,0,1,1,0,0,0,0
24,1765227058436,1,0,1,1,0,0,0,0
25,1765227058594,1,0,1,1,0,0,0,0
26,1765227060259,1,0,1,1,0,0,0,0
27,1765227060443,1,0,1,1,0,0,0,0
28,1765227062118,1,0,1,1,0,0,0,0
29,1765227062268,1,0,1,1,0,0,0,0
30,1765227064234,1,0,1,1,0,0,0,0
31,1765227066021,1,0,1,1,0,0,0,0
32,1765227067791,1,0,1,1,0,0,0,0
33,1765227069298,1,0,1,1,0,0,0,0
34,1765227071123,1,0,1,1,0,0,0,0
35,1765227072906,1,0,1,1,0,0,0,0
36,1765227074641,1,0,0,0,0,0,0,0
37,1765227149827,1,0,0,1,0,0,0,0
38,1765227151528,1,0,1,1,0,0,0,0
39,1765227153345,1,0,1,1,0,0,0,0
40,1765227154935,1,0,1,1,0,0,0,0
41,1765227157899,1,0,0,1,0,0,0,0
42,1765227159179,1,0,0,1,0,0,0,0
43,1765227159346,1,0,0,1,0,0,0,0
44,1765227161054,1,0,1,1,0,0,0,0
45,1765227161196,1,0,1,1,0,0,0,0
46,1765227162712,1,0,1,1,0,0,0,0
47,1765227164504,1,0,1,1,0,0,0,0
48,1765227166220,1,0,1,1,0,0,0,0
49,1765227167820,1,0,1,1,0,0,0,0
50,1765227169577,1,0,1,1,0,0,0,0
51,1765227171284,1,0,1,1,0,0,0,0
52,1765227172901,1,0,1,1,0,0,0,0
53,1765227173084,1,0,1,1,0,0,0,0
54,1765227174584,1,0,1,1,0,0,0,0
55,1765227176384,1,0,1,1,0,0,0,0
56,1765227177884,1,0,1,1,0,0,0,0
57,1765227178044,1,0,1,1,0,0,0,0
58,1765227179826,1,0,1,1,0,0,0,0
59,1765227181343,1,0,1,1,0,0,0,0
60,1765227182968,1,0,1,1,0,0,0,0
61,1765227183127,1,0,1,1,0,0,0,0
62,1765227184712,1,0,1,1,0,0,0,0
63,1765227184901,1,0,1,1,0,0,0,0
64,1765227186494,1,0,1,1,0,0,0,0
65,1765227188277,1,0,1,1,0,0,0,0
66,1765227190000,1,0,1,1,0,0,0,0
67,1765227191884,1,0,1,1,0,0,0,0
68,1765227193408,1,0,1,1,0,0,0,0
69,1765227196832,1,0,1,1,0,0,0,0
70,1765227200057,1,0,1,1,0,0,0,0
71,1765227201761,1,0,1,1,0,0,0,0
72,1765227201786,1,0,1,1,0,0,0,0
73,1765227203568,1,0,1,1,0,0,0,0
74,1765227206653,1,0,1,1,0,0,0,0
75,1765227206858,1,0,1,1,0,0,0,0
76,1765227208391,1,0,1,1,0,0,0,0
77,1765227210187,1,0,1,1,0,0,0,0
78,1765227211867,1,0,1,1,0,0,0,0
79,1765227213516,1,0,1,1,0,0,0,0
80,1765227213654,1,0,1,1,0,0,0,0
81,1765227215189,1,0,1,1,0,0,0,0
82,1765227218559,1,0,1,1,0,0,0,0
83,1765227218753,1,0,1,1,0,0,0,0
84,1765227220380,1,0,1,1,0,0,0,0
85,1765227220520,1,0,1,1,0,0,0,0
86,1765227222122,1,0,1,1,0,0,0,0
87,1765227222343,1,0,1,1,0,0,0,0
88,1765227224295,1,0,1,1,0,0,0,0
89,1765227224338,1,0,1,1,0,0,0,0
90,1765227225773,1,0,1,1,0,0,0,0
91,1765227225961,1,0,1,1,0,0,0,0
92,1765227227539,1,0,1,1,0,0,0,0
93,1765227229293,1,2,0,0,0,0,0,0
94,1765227231062,1,2,0,0,0,0,0,0
95,1765227232641,1,2,0,0,0,0,0,0
96,1765227232796,1,2,0,0,0,0,0,0
97,1765227234383,1,2,0,0,0,0,0,0
98,1765227236120,1,2,0,0,0,0,0,0
99,1765227237924,1,2,0,0,0,0,0,0
100,1765227239463,1,2,0,0,0,0,0,0
101,1765227241276,1,2,0,0,0,0,0,0
102,1765227242940,1,2,0,0,0,0,0,0
103,1765227244729,1,2,0,0,0,0,0,0
104,1765227246368,1,2,0,0,0,0,0,0
105,1765227246514,1,2,0,0,0,0,0,0
106,1765227248107,1,2,0,0,0,0,0,0
107,1765227249899,1,2,0,0,0,0,0,0
108,1765227251607,1,2,0,0,0,0,0,0
109,1765227253482,1,2,0,0,0,0,0,0
110,1765227257306,1,2,0,0,0,0,0,0
111,1765227258929,1,2,0,0,0,0,0,0
112,1765227260736,1,2,0,0,0,0,0,0
113,1765227262368,1,2,0,0,0,0,0,0
114,1765227262568,1,2,0,0,0,0,0,0
115,1765227267156,1,0,0,0,0,0,0,0
116,1765227267420,1,0,0,0,0,0,0,0
117,1765227269102,1,0,0,0,0,0,0,0
118,1765227269295,1,0,0,0,0,0,0,0
119,1765227270903,1,0,0,0,0,0,0,0
120,1765227275658,1,0,0,1,0,0,0,0
121,1765227277155,1,0,0,1,0,0,0,0
122,1765227277328,1,0,0,1,0,0,0,0
123,1765227278953,1,0,1,1,0,0,0,0
124,1765227280644,1,0,1,1,0,0,0,0
125,1765227282275,1,0,1,1,0,0,0,0
126,1765227282421,1,0,1,1,0,0,0,0
127,1765227284018,1,0,1,1,0,0,0,0
128,1765227284226,1,0,1,1,0,0,0,0
129,1765227285852,1,0,1,1,0,0,0,0
130,1765227286036,1,0,1,1,0,0,0,0
131,1765227287701,1,0,1,1,0,0,0,0
132,1765227287903,1,0,1,1,0,0,0,0
133,1765227289541,1,0,1,1,0,0,0,0
134,1765227291626,1,0,1,1,0,0,0,0
135,1765227294968,1,0,1,1,0,0,0,0
136,1765227296666,1,0,1,1,0,0,0,0
137,1765227298249,1,0,1,1,0,0,0,0
138,1765227298383,1,0,1,1,0,0,0,0
139,1765227299948,1,0,1,1,0,0,0,0
140,1765227301641,1,0,1,1,0,0,0,0
141,1765227303223,1,0,1,1,0,0,0,0
142,1765227303391,1,0,1,1,0,0,0,0
143,1765227304936,1,0,1,1,0,0,0,0
144,1765227306724,1,0,1,1,0,0,0,0
145,1765227308264,1,0,1,1,0,0,0,0
146,1765227308448,1,0,1,1,0,0,0,0
147,1765227310051,1,0,1,1,0,0,0,0
148,1765227310201,1,0,1,1,0,0,0,0
149,1765227311781,1,0,1,1,0,0,0,0
150,1765227313535,1,0,1,1,0,0,0,0
151,1765227315107,1,0,1,1,0,0,0,0
152,1765227316846,1,0,1,1,0,0,0,0
153,1765227318623,1,0,1,1,0,0,0,0
154,1765227320336,1,0,1,1,0,0,0,0
155,1765227322180,1,0,1,1,0,0,0,0
156,1765227323744,1,0,1,1,0,0,0,0
157,1765227323943,1,0,1,1,0,0,0,0
158,1765227325957,1,0,1,1,0,0,0,0
159,1765227327435,1,0,1,1,0,0,0,0
160,1765227327635,1,0,1,1,0,0,0,0
161,1765227329210,1,0,1,1,0,0,0,0
162,1765227329336,1,0,1,1,0,0,0,0
163,1765227332693,1,0,1,1,0,0,0,0
164,1765227695663,1,0,0,0,0,0,0,0
165,1765227697190,1,0,0,0,0,0,0,0
166,1765227699183,1,0,0,1,0,0,0,0
167,1765227700765,1,0,0,1,0,0,0,0
168,1765227702690,1,0,1,1,0,0,0,0
169,1765227702856,1,0,1,1,0,0,0,0
170,1765227704506,1,0,1,1,0,0,0,0
171,1765227704699,1,0,1,1,0,0,0,0
172,1765227706356,1,0,1,1,0,0,0,0
173,1765227706541,1,0,1,1,0,0,0,0
174,1765227708441,1,0,1,1,0,0,0,0
175,1765227710015,1,0,1,1,0,0,0,0
176,1765227710182,1,0,1,1,0,0,0,0
177,1765227711817,1,0,1,1,0,0,0,0
178,1765227711966,1,0,1,1,0,0,0,0
179,1765227713543,1,0,1,1,0,0,0,0
180,1765227715298,1,0,1,1,0,0,0,0
181,1765227716873,1,0,1,1,0,0,0,0
182,1765227717064,1,0,1,1,0,0,0,0
183,1765227719020,1,0,1,1,0,0,0,0
184,1765227719045,1,0,1,1,0,0,0,0
