index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1765227022638,0,5,1466,1466,0,0,0,0
1,1765227022771,0,5,1500,1500,0,0,0,0
2,1765227023067,0,5,1500,1500,0,0,0,0
3,1765227023480,2,5,1270,1270,0,0,0,0
4,1765227023797,0,5,1270,1270,0,0,0,0
5,1765227024214,0,5,1500,1500,0,0,0,0
6,1765227024671,2,5,1269,1269,0,0,0,0
7,1765227024948,0,5,1269,1269,0,0,0,0
8,1765227025415,0,5,535,535,0,0,0,0
9,1765227025698,0,5,484,484,0,0,0,0
10,1765227025830,0,5,186,186,0,0,0,0
11,1765227026147,0,5,186,186,0,0,0,0
12,1765227026572,0,5,0,0,0,0,0,0
13,1765227026871,0,5,0,0,0,0,0,0
14,1765227027037,0,5,0,0,0,0,0,0
15,1765227027339,0,5,0,0,0,0,0,0
16,1765227027785,0,5,0,0,0,0,0,0
17,1765227028115,0,5,0,0,0,0,0,0
18,1765227028288,0,5,0,0,0,0,0,0
19,1765227028580,0,5,0,0,0,0,0,0
20,1765227029021,0,5,0,0,0,0,0,0
21,1765227029321,0,5,0,0,0,0,0,0
22,1765227029472,0,5,0,0,0,0,0,0
23,1765227029764,0,5,0,0,0,0,0,0
24,1765227030238,0,5,0,0,0,0,0,0
25,1765227030530,0,5,0,0,0,0,0,0
26,1765227030662,0,5,0,0,0,0,0,0
27,1765227030970,0,5,0,0,0,0,0,0
28,1765227031371,0,5,0,0,0,0,0,0
29,1765227031697,0,5,0,0,0,0,0,0
30,1765227032123,0,5,0,0,0,0,0,0
31,1765227032430,0,5,0,0,0,0,0,0
32,1765227032838,0,5,0,0,0,0,0,0
33,1765227033111,0,5,0,0,0,0,0,0
34,1765227033246,0,5,0,0,0,0,0,0
35,1765227033588,0,5,0,0,0,0,0,0
36,1765227033971,0,5,0,0,0,0,0,0
37,1765227034312,0,5,0,0,0,0,0,0
