index,date,INVERSOR_STATE,FAILURE,ALARM,1,2,3,4,5
0,1764700956659,0,0,0,0,0,0,0,0
1,1764700957042,0,0,0,0,0,0,0,0
2,1764700957292,0,0,0,0,0,0,0,0
3,1764700957626,0,0,0,0,0,0,0,0
4,1764700957892,0,0,0,0,0,0,0,0
5,1764700958193,0,0,0,0,0,0,0,0
6,1764700958443,0,0,0,0,0,0,0,0
7,1764700958809,0,0,0,0,0,0,0,0
8,1764700959059,0,0,0,0,0,0,0,0
9,1764700959376,0,0,0,0,0,0,0,0
10,1764700959626,0,0,0,0,0,0,0,0
11,1764700959975,0,0,0,0,0,0,0,0
12,1764700960242,0,0,0,0,0,0,0,0
13,1764700960575,0,0,0,0,0,0,0,0
14,1764700960875,0,0,0,0,0,0,0,0
15,1764700961192,0,0,0,0,0,0,0,0
16,1764700961442,0,0,0,0,0,0,0,0
17,1764700961792,0,0,0,0,0,0,0,0
18,1764700962043,0,0,0,0,0,0,0,0
19,1764700962359,0,0,0,0,0,0,0,0
20,1764700962625,0,0,0,0,0,0,0,0
21,1764700962993,0,0,0,0,0,0,0,0
22,1764700963259,0,0,0,0,0,0,0,0
23,1764700963576,0,0,0,0,0,0,0,0
24,1764700963826,0,0,0,0,0,0,0,0
25,1764700964142,0,0,0,0,0,0,0,0
26,1764700964409,0,0,0,0,0,0,0,0
27,1764700964775,0,0,0,0,0,0,0,0
28,1764700965042,0,0,0,0,0,0,0,0
29,1764700965359,0,0,0,0,0,0,0,0
30,1764700965609,0,0,0,0,0,0,0,0
31,1764700965942,0,0,0,0,0,0,0,0
32,1764700966209,0,0,0,0,0,0,0,0
33,1764700966526,0,0,0,0,0,0,0,0
34,1764700966776,0,0,0,0,0,0,0,0
35,1764700967409,0,0,0,0,0,0,0,0
36,1764700967759,0,0,0,0,0,0,0,0
37,1764700967992,0,0,0,0,0,0,0,0
38,1764700968309,0,0,0,0,0,0,0,0
39,1764700968576,0,0,0,0,0,0,0,0
40,1764700969191,0,0,0,0,0,0,0,0
41,1764700969759,0,0,0,0,0,0,0,0
42,1764700970360,0,0,0,0,0,0,0,0
43,1764700970675,0,0,0,0,0,0,0,0
44,1764700970975,0,0,0,0,0,0,0,0
45,1764700971243,0,0,0,0,0,0,0,0
46,1764700971560,0,0,0,0,0,0,0,0
47,1764700972160,0,0,0,0,0,0,0,0
48,1764700972725,0,0,0,0,0,0,0,0
49,1764700973376,0,0,0,0,0,0,0,0
50,1764700973626,0,0,0,0,0,0,0,0
51,1764700973959,0,0,0,0,0,0,0,0
52,1764700974259,0,0,0,0,0,0,0,0
53,1764700974575,0,0,0,0,0,0,0,0
54,1764700974875,0,0,0,0,0,0,0,0
55,1764700975242,0,0,0,0,0,0,0,0
56,1764700975526,0,0,0,0,0,0,0,0
57,1764700975842,0,0,0,0,0,0,0,0
58,1764700976142,0,0,0,0,0,0,0,0
59,1764700976742,0,0,0,0,0,0,0,0
60,1764700977025,0,0,0,0,0,0,0,0
61,1764700977376,0,0,0,0,0,0,0,0
62,1764700977692,0,0,0,0,0,0,0,0
63,1764700978009,0,0,0,0,0,0,0,0
64,1764700978276,0,0,0,0,0,0,0,0
65,1764700978626,0,0,0,0,0,0,0,0
66,1764700978892,0,0,0,0,0,0,0,0
67,1764700979225,0,0,0,0,0,0,0,0
68,1764700979493,0,0,0,0,0,0,0,0
69,1764700979875,0,0,0,0,0,0,0,0
70,1764700980158,0,0,0,0,0,0,0,0
