index,date,MAX_VOLTAGE,MIN_VOLTAGE,TOTAL_VOLTAGE,SHUNT_VOLTAGE,1,2,3,4
0,1764700957592,3.33,3.27,79.4,0,0,0,0,0
1,1764700957776,3.33,3.28,79.4,0,0,0,0,0
2,1764700959460,3.33,3.27,79.4,0,0,0,0,0
3,1764700959709,3.33,3.28,79.4,0,0,0,0,0
4,1764700961676,3.33,3.28,79.4,0,0,0,0,0
5,1764700963626,3.33,3.28,79.4,0,0,0,0,0
6,1764700963858,3.33,3.27,79.4,0,0,0,0,0
7,1764700965709,3.33,3.27,79.4,0,0,0,0,0
8,1764700967743,3.33,3.27,79.4,0,0,0,0,0
9,1764700967926,3.33,3.28,79.4,0,0,0,0,0
10,1764700969843,3.33,3.28,79.4,0,0,0,0,0
11,1764700971792,3.33,3.28,79.4,0,0,0,0,0
12,1764700971992,3.33,3.27,79.4,0,0,0,0,0
13,1764700973992,3.33,3.27,79.4,0,0,0,0,0
14,1764700974225,3.33,3.28,79.4,0,0,0,0,0
15,1764700976226,3.33,3.28,79.4,0,0,0,0,0
16,1764700978508,3.33,3.27,79.4,0,0,0,0,0
17,1764700980842,3.33,3.28,79.3,0,0,0,0,0
18,1764700981042,3.33,3.28,79.4,0,0,0,0,0
19,1764700983008,3.33,3.28,79.4,0,0,0,0,0
20,1764700984992,3.33,3.28,79.4,0,0,0,0,0
21,1764700985192,3.33,3.28,79.4,0,0,0,0,0
22,1764700987142,3.33,3.28,79.4,0,0,0,0,0
23,1764700989042,3.33,3.28,79.4,0,0,0,0,0
24,1764700989257,3.33,3.28,79.4,0,0,0,0,0
25,1764700991241,3.33,3.28,79.4,0,0,0,0,0
26,1764700993126,3.33,3.28,79.4,0,0,0,0,0
27,1764700993376,3.33,3.28,79.4,0,0,0,0,0
28,1764700995325,3.33,3.28,79.4,0,0,0,0,0
29,1764700997259,3.33,3.28,79.4,0,0,0,0,0
30,1764700997475,3.33,3.28,79.4,0,0,0,0,0
31,1764700999174,3.33,3.28,79.4,0,0,0,0,0
32,1764700999376,3.33,3.28,79.4,0,0,0,0,0
33,1764701001358,3.32,3.2,79,0,0,0,0,0
34,1764701001558,3.32,2.86,76.1,0,0,0,0,0
35,1764701003225,3.32,2.91,76.9,0,0,0,0,0
36,1764701003441,3.32,2.95,77.1,0,0,0,0,0
37,1764701005425,3.32,2.95,76.8,0,0,0,0,0
38,1764701007379,3.32,3.24,79,0,0,0,0,0
39,1764701007628,3.32,3.25,79.1,0,0,0,0,0
40,1764701358938,3.32,2.84,76.9,0,0,0,0,0
41,1764701359204,3.32,2.8,76.7,0,0,0,0,0
42,1764701361170,3.31,2.89,76.9,0,0,0,0,0
43,1764701363122,3.32,3.25,79,0,0,0,0,0
44,1764701363358,3.32,3.24,79,0,0,0,0,0
45,1764701365220,3.32,3.25,79.1,0,0,0,0,0
46,1764701367237,3.32,3.25,79.1,0,0,0,0,0
47,1764701367437,3.32,3.26,79.1,0,0,0,0,0
48,1764701369337,3.32,3.26,79.1,0,0,0,0,0
49,1764701371287,3.32,2.87,76.5,0,0,0,0,0
50,1764701371504,3.31,2.73,76.6,0,0,0,0,0
51,1764701373488,3.31,2.83,76.8,0,0,0,0,0
52,1764701375387,3.31,2.83,76.9,0,0,0,0,0
53,1764701375587,3.31,2.79,76.7,0,0,0,0,0
54,1764701379454,3.31,3.25,79,0,0,0,0,0
55,1764701379704,3.31,3.25,79,0,0,0,0,0
