index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1764700956876,0,0,0,0,0,0,0,0
1,1764700957443,0,0,0,0,0,0,0,0
2,1764700958026,0,0,0,0,0,0,0,0
3,1764700958360,0,0,0,0,0,0,0,0
4,1764700958659,0,0,0,0,0,0,0,0
5,1764700959225,0,0,0,0,0,0,0,0
6,1764700959826,0,0,0,0,0,0,0,0
7,1764700960393,0,0,0,0,0,0,0,0
8,1764700961026,0,0,0,0,0,0,0,0
9,1764700961292,0,0,0,0,0,0,0,0
10,1764700961609,0,0,0,0,0,0,0,0
11,1764700961893,0,0,0,0,0,0,0,0
12,1764700962193,0,0,0,0,0,0,0,0
13,1764700962842,0,0,0,0,0,0,0,0
14,1764700963093,0,0,0,0,0,0,0,0
15,1764700963409,0,0,0,0,0,0,0,0
16,1764700963659,0,0,0,0,0,0,0,0
17,1764700963993,0,0,0,0,0,0,0,0
18,1764700964559,0,0,0,0,0,0,0,0
19,1764700964842,0,0,0,0,0,0,0,0
20,1764700965193,0,0,0,0,0,0,0,0
21,1764700965442,0,0,0,0,0,0,0,0
22,1764700965776,0,0,0,0,0,0,0,0
23,1764700966025,0,0,0,0,0,0,0,0
24,1764700966359,0,0,0,0,0,0,0,0
25,1764700966626,0,0,0,0,0,0,0,0
26,1764700966992,0,0,0,0,0,0,0,0
27,1764700967259,0,0,0,0,0,0,0,0
28,1764700967575,0,0,0,0,0,0,0,0
29,1764700967809,0,0,0,0,0,0,0,0
30,1764700968143,0,0,0,0,0,0,0,0
31,1764700968392,0,0,0,0,0,0,0,0
32,1764700968742,0,0,0,0,0,0,0,0
33,1764700969026,0,0,0,0,0,0,0,0
34,1764700969341,0,0,0,0,0,0,0,0
35,1764700969609,0,0,0,0,0,0,0,0
36,1764700969942,0,0,0,0,0,0,0,0
37,1764700970192,0,0,0,0,0,0,0,0
38,1764700970509,0,0,0,0,0,0,0,0
39,1764700970776,0,0,0,0,0,0,0,0
40,1764700971158,0,0,0,0,0,0,0,0
41,1764700971409,0,0,0,0,0,0,0,0
42,1764700971726,0,0,0,0,0,0,0,0
43,1764700971976,0,0,0,0,0,0,0,0
44,1764700972326,0,0,0,0,0,0,0,0
45,1764700972559,0,0,0,0,0,0,0,0
46,1764700972942,0,0,0,0,0,0,0,0
47,1764700973192,0,0,0,0,0,0,0,0
48,1764700973509,0,0,0,0,0,0,0,0
49,1764700973792,0,0,0,0,0,0,0,0
50,1764700974142,0,0,0,0,0,0,0,0
51,1764700974392,0,0,0,0,0,0,0,0
52,1764700974726,0,0,0,0,0,0,0,0
53,1764700975010,0,0,0,0,0,0,0,0
54,1764700975342,0,0,0,0,0,0,0,0
55,1764700975659,0,0,0,0,0,0,0,0
56,1764700975959,0,0,0,0,0,0,0,0
