index,date,SLAVE_5,SLAVE_6,OVERVOLTAGE,UNDERVOLTAGE,1,2,3,4
0,1765568974649,0,0,0,0,0,0,0,0
1,1765568974799,0,0,0,0,0,0,0,0
2,1765568976381,0,0,0,0,0,0,0,0
3,1765568978099,0,0,0,0,0,0,0,0
4,1765568979681,0,0,0,0,0,0,0,0
5,1765568981397,0,0,0,0,0,0,0,0
6,1765568983164,0,0,0,0,0,0,0,0
7,1765568984714,0,0,0,0,0,0,0,0
8,1765568984847,0,0,0,0,0,0,0,0
9,1765568986481,0,0,0,0,0,0,0,0
10,1765568986665,0,0,0,0,0,0,0,0
11,1765568988181,0,0,0,0,0,0,0,0
12,1765568989998,0,0,0,0,0,0,0,0
13,1765568991531,0,0,0,0,0,0,0,0
14,1765568991747,0,0,0,0,0,0,0,0
15,1765568993614,0,0,0,0,0,0,0,0
16,1765568995464,0,0,0,0,0,0,0,0
17,1765568997299,0,0,0,0,0,0,0,0
18,1765569000914,0,0,0,0,0,0,0,0
19,1765569002514,0,0,0,0,0,0,0,0
20,1765569002631,0,0,0,0,0,0,0,0
21,1765569004182,0,0,0,0,0,0,0,0
22,1765569005997,0,0,0,0,0,0,0,0
23,1765569007531,0,0,0,0,0,0,0,0
24,1765569007698,0,0,0,0,0,0,0,0
25,1765569009331,0,0,0,0,0,0,0,0
26,1765569009464,0,0,0,0,0,0,0,0
27,1765569011031,0,0,0,0,0,0,0,0
28,1765569012799,0,0,0,0,0,0,0,0
29,1765569014347,0,0,0,0,0,0,0,0
30,1765569014514,0,0,0,0,0,0,0,0
31,1765569016063,0,0,0,0,0,0,0,0
32,1765569017814,0,0,0,0,0,0,0,0
33,1765569019347,0,0,0,0,0,0,0,0
34,1765569019497,0,0,0,0,0,0,0,0
35,1765569021114,0,0,0,0,0,0,0,0
36,1765569022797,0,0,0,0,0,0,0,0
37,1765569024431,0,0,0,0,0,0,0,0
38,1765569024614,0,0,0,0,0,0,0,0
39,1765569026164,0,0,0,0,0,0,0,0
40,1765569026364,0,0,0,0,0,0,0,0
41,1765569028064,0,0,0,0,0,0,0,0
42,1765569028248,0,0,0,0,0,0,0,0
43,1765569030097,0,0,0,0,0,0,0,0
44,1765569031948,0,0,0,0,0,0,0,0
45,1765569033848,0,0,0,0,0,0,0,0
46,1765569035531,0,0,0,0,0,0,0,0
47,1765569037180,0,0,0,0,0,0,0,0
48,1765569037330,0,0,0,0,0,0,0,0
49,1765569038847,0,0,0,0,0,0,0,0
50,1765569040631,0,0,0,0,0,0,0,0
51,1765569042146,0,0,0,0,0,0,0,0
52,1765569042314,0,0,0,0,0,0,0,0
53,1765569043914,0,0,0,0,0,0,0,0
54,1765569045664,0,0,0,0,0,0,0,0
55,1765569047381,0,0,0,0,0,0,0,0
56,1765569048980,0,0,0,0,0,0,0,0
57,1765569049147,0,0,0,0,0,0,0,0
58,1765569050697,0,0,0,0,0,0,0,0
59,1765569052447,0,0,0,0,0,0,0,0
60,1765569053997,0,0,0,0,0,0,0,0
61,1765569054146,0,0,0,0,0,0,0,0
62,1765569055763,0,0,0,0,0,0,0,0
63,1765569057463,0,0,0,0,0,0,0,0
64,1765569059330,0,0,0,0,0,0,0,0
65,1765569061114,0,0,0,0,0,0,0,0
66,1765569062964,0,0,0,0,0,0,0,0
67,1765569066647,0,0,0,0,0,0,0,0
68,1765569070214,0,0,0,0,0,0,0,0
69,1765569071814,0,0,0,0,0,0,0,0
70,1765569071982,0,0,0,0,0,0,0,0
