index,date,1,2,3,4,5,6,7,8
0,1762968053670,0,0,0,0,0,0,0,0
1,1762968053769,0,0,0,0,0,0,0,0
2,1762968053869,0,0,0,0,0,0,0,0
3,1762968053969,0,0,0,0,0,0,0,0
4,1762968054086,0,0,0,0,0,0,0,0
5,1762968054185,0,0,0,0,0,0,0,0
6,1762968054319,0,0,0,0,0,0,0,0
7,1762968054519,0,0,0,0,0,0,0,0
8,1762968054669,0,0,0,0,0,0,0,0
9,1762968054768,0,0,0,0,0,0,0,0
10,1762968054852,0,0,0,0,0,0,0,0
11,1762968054969,0,0,0,0,0,0,0,0
12,1762968055068,0,0,0,0,0,0,0,0
13,1762968055185,0,0,0,0,0,0,0,0
14,1762968055285,0,0,0,0,0,0,0,0
15,1762968055401,0,0,0,0,0,0,0,0
16,1762968055535,0,0,0,0,0,0,0,0
17,1762968055735,0,0,0,0,0,0,0,0
18,1762968055851,0,0,0,0,0,0,0,0
19,1762968056334,0,0,0,0,0,0,0,0
20,1762968056401,0,0,0,0,0,0,0,0
21,1762968056634,0,0,0,0,0,0,0,0
22,1762968056734,0,0,0,0,0,0,0,0
23,1762968056834,0,0,0,0,0,0,0,0
24,1762968056950,0,0,0,0,0,0,0,0
25,1762968057050,0,0,0,0,0,0,0,0
26,1762968057167,0,0,0,0,0,0,0,0
27,1762968057267,0,0,0,0,0,0,0,0
28,1762968057383,0,0,0,0,0,0,0,0
29,1762968057500,0,0,0,0,0,0,0,0
30,1762968057617,0,0,0,0,0,0,0,0
31,1762968057816,0,0,0,0,0,0,0,0
32,1762968057933,0,0,0,0,0,0,0,0
33,1762968058049,0,0,0,0,0,0,0,0
34,1762968058149,0,0,0,0,0,0,0,0
35,1762968058266,0,0,0,0,0,0,0,0
36,1762968058382,0,0,0,0,0,0,0,0
37,1762968058483,0,0,0,0,0,0,0,0
38,1762968058716,0,0,0,0,0,0,0,0
39,1762968058816,0,0,0,0,0,0,0,0
40,1762968058915,0,0,0,0,0,0,0,0
41,1762968059148,0,0,0,0,0,0,0,0
42,1762968059265,0,0,0,0,0,0,0,0
43,1762968059365,0,0,0,0,0,0,0,0
44,1762968059582,0,0,0,0,0,0,0,0
45,1762968059798,0,0,0,0,0,0,0,0
46,1762968060131,0,0,0,0,0,0,0,0
